Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z	R.ASYX	R.ASYY	R.ASYZ
0.067	2209.034	1037.913	1541.365	2220.24	1037.404	1319.161	2033.028	1086.458	1470.632	2041.463	1090.202	1372.944	2154.115	1110.175	1587.953	2161.409	1116.538	1270.784	2098.153	748.417	1594.215	2102.413	639.55	1580.63	2037.072	752.484	1564.155	2034.971	642.861	1552.086	1926.536	270.465	1544.375	1891.958	199.38	1525.482	1888.938	296.147	1515.507	1853.115	227.338	1497.166	1775.954	111.203	1461.007	1760.3	68.653	1457.892	1789.551	78.253	1510.326	2238.862	804.959	1238.07	2311.082	721.597	1236.391	2191.413	765.896	1267.467	2260.631	679.812	1264.186	2154.05	454.212	1270.528	2090.523	404.824	1282.606	2136.069	488.232	1308.491	2069.458	436.522	1317.155	1975.784	405.284	1341.261	1931.389	402.622	1350.693	1948.698	374.656	1304.642																			1985.811	51.737	1440.68	1940.354	49.314	1546.754																									2006.75	194.484	1399.821	1972.753	215.568	1297.312				1947.3	91.388	1485.733
0.073	2211.284	1041.461	1540.52	2222.052	1043.677	1318.706	2035.71	1091.887	1471.117	2043.487	1096.23	1372.93	2158.494	1115.819	1587.411	2162.375	1123.548	1270.956	2089.276	754.123	1593.009	2088.953	645.434	1578.815	2028.67	761.236	1562.431	2022.107	651.826	1549.412	1906.317	277.153	1545.166	1871.79	205.977	1526.53	1868.494	302.852	1516.116	1832.976	233.675	1497.849	1756.145	119.633	1462.552	1739.05	77.868	1458.78	1768.69	85.626	1511.281	2242.799	812.5	1237.716	2316.41	730.514	1236.909	2195.535	772.635	1266.618	2266.651	687.911	1264.819	2166.259	448.938	1271.783	2106.715	394.95	1283.822	2146.52	481.395	1309.396	2083.635	425.441	1318.266	1991.501	388.004	1342.677	1947.735	381.992	1352.72	1966.657	355.497	1306.387																			1962.152	51.789	1440.412	1916.905	49.913	1547.001																									2038.296	179.361	1400.164	2001.995	198.704	1298.216				1926.479	92.377	1486.726
0.08	2213.639	1045.044	1539.723	2224.17	1049.901	1318.362	2038.575	1097.639	1471.832	2045.719	1102.201	1373.029	2163.599	1120.87	1586.064	2163.299	1130.655	1270.837	2080.512	760.958	1591.92	2075.494	652.153	1577.114	2020.637	770.667	1560.513	2009.489	661.805	1546.531	1886.89	284.565	1545.974	1852.525	213.303	1527.618	1849.137	310.148	1516.694	1813.69	241.044	1498.511	1737.442	128.801	1463.8	1718.719	87.902	1459.335	1748.572	93.285	1511.925	2246.125	820.018	1237.674	2321.015	738.942	1237.599	2199.198	779.329	1265.942	2271.768	695.811	1265.458	2178.631	443.022	1272.65	2123.313	385.13	1285.106	2157.99	473.488	1310.738	2098.168	413.988	1319.677	2009.052	369.578	1345.167	1965.071	360.875	1355.093	1985.897	335.762	1308.615																			1938.269	52.534	1440.332	1893.807	50.688	1547.298																									2071.352	165.09	1399.917	2032.5	182.428	1298.597				1906.453	93.597	1488.281
0.087	2216.04	1048.582	1538.911	2226.355	1056.019	1318.069	2041.647	1103.403	1472.496	2048.037	1108.302	1373.162	2168.898	1125.511	1584.708	2164.594	1137.542	1270.76	2072.064	768.23	1590.828	2062.224	660.073	1575.702	2013.251	780.763	1558.545	1997.684	672.603	1543.615	1868.218	292.79	1547.031	1834.165	221.373	1528.594	1830.718	318.019	1517.109	1795.746	248.56	1498.932	1719.924	138.762	1465.069	1699.444	98.853	1459.751	1729.356	101.959	1512.422	2249.046	827.005	1237.583	2324.974	746.955	1238.167	2202.383	785.928	1265.689	2276.012	703.471	1265.713	2191.776	436.61	1274.209	2139.712	375.318	1286.332	2168.615	465.801	1312.035	2113.933	401.907	1321.298	2026.511	351.478	1347.324	1983.589	339.05	1357.696	2005.541	316.189	1310.754																			1914.915	52.985	1440.262	1871.107	51.513	1547.844																									2105.73	152.054	1400.062	2064.416	166.952	1298.652				1887.018	94.73	1489.478
0.093	2218.654	1052.065	1538.088	2228.715	1062.021	1317.74	2044.99	1109.21	1473.051	2050.559	1114.408	1373.233	2174.695	1129.609	1583.271	2166.026	1144.186	1270.633	2064.272	776.031	1589.935	2049.722	668.305	1574.514	2006.707	791.205	1556.729	1986.496	683.922	1540.997	1850.441	301.824	1548.048	1817.055	229.869	1529.692	1813.421	326.466	1517.323	1779.472	256.276	1499.138	1703.894	149.342	1465.941	1681.438	110.81	1460.012	1711.196	111.517	1512.873	2251.524	833.645	1237.803	2328.217	754.251	1238.877	2205.036	792.174	1265.823	2279.87	710.429	1267.136	2204.244	430.154	1275.611	2156.571	365.636	1287.669	2179.892	457.263	1313.967	2129.536	389.934	1323.245	2044.305	332.992	1348.931	2002.975	316.792	1360.046	2026.75	296.177	1312.73																			1893.024	52.994	1440.894	1848.059	51.469	1548.157																									2140.178	140.151	1398.978	2097.344	152.71	1298.011				1868.38	95.811	1490.813
0.1	2221.408	1055.379	1537.178	2231.066	1067.891	1317.401	2048.426	1114.945	1473.396	2053.202	1120.609	1373.29	2179.64	1133.774	1582.039	2167.696	1150.447	1270.405	2057.322	783.91	1589.086	2038.032	677.308	1573.898	2000.934	801.749	1555.174	1976.453	695.491	1538.777	1833.972	311.055	1548.942	1801.212	238.763	1531.017	1797.365	335.07	1517.323	1764.076	264.456	1499.273	1689.401	160.622	1466.535	1664.829	123.539	1460.108	1694.432	121.98	1513.122	2253.54	839.715	1238.398	2330.464	760.666	1239.769	2207.237	797.919	1266.594	2282.389	716.761	1268.338	2216.796	423.477	1276.881	2173.75	355.777	1288.363	2191.494	448.422	1316.346	2145.72	377.718	1325.329	2063.849	313.546	1351.937	2024.155	293.676	1362.924	2048.048	276.339	1314.493																			1871.977	52.466	1441.395	1828.025	54.336	1548.556																									2176.695	129.249	1396.787	2131.138	139.403	1296.914				1850.432	96.876	1492.043
0.107	2224.334	1058.591	1536.182	2233.482	1073.43	1316.99	2052.026	1120.46	1473.474	2056.237	1126.798	1373.304	2184.516	1137.583	1580.735	2169.646	1156.394	1270.09	2051.125	792.192	1588.78	2027.506	686.255	1573.431	1996.01	812.227	1553.904	1967.313	707.078	1537.33	1819.05	321.131	1549.793	1786.738	247.832	1532.353	1782.678	343.937	1516.956	1750.164	272.827	1499.272	1676.67	172.591	1466.912	1649.869	137.195	1460.161	1679.102	133.308	1513.226	2254.978	844.98	1239.145	2331.844	766.071	1240.95	2209.005	803.124	1267.774	2284.0	722.3	1269.948	2229.403	416.551	1278.409	2191.689	345.76	1290.565	2203.092	439.227	1318.611	2162.521	365.477	1327.605	2083.886	294.289	1354.338	2046.417	270.754	1365.17	2071.216	256.317	1316.151																			1851.626	51.925	1441.966	1808.237	56.936	1549.002																									2213.721	119.879	1394.263	2165.79	127.542	1295.284				1833.444	98.084	1493.208
0.113	2227.491	1061.716	1535.048	2235.73	1078.552	1316.54	2055.668	1125.804	1473.453	2059.305	1132.939	1373.439	2189.064	1141.131	1579.293	2171.61	1161.934	1269.707	2045.721	800.312	1588.565	2017.827	695.279	1573.295	1991.967	822.206	1552.981	1958.996	718.513	1536.425	1805.174	330.989	1550.38	1773.519	257.323	1533.829	1769.487	353.281	1516.531	1737.664	281.281	1499.439	1665.814	185.12	1467.059	1636.656	151.835	1459.803	1665.264	145.43	1513.117	2255.639	849.493	1239.926	2332.367	770.212	1242.782	2209.549	808.068	1268.773	2284.101	726.911	1271.674	2241.906	409.384	1279.718	2209.017	336.06	1291.383	2214.923	429.614	1320.823	2179.286	353.284	1329.138	2104.725	274.791	1355.673	2070.294	247.885	1366.858	2095.792	236.314	1317.664																			1831.82	51.883	1442.516	1786.993	58.21	1549.351																									2250.952	112.383	1391.632	2200.988	117.264	1293.099				1817.137	99.731	1494.602
0.12	2230.728	1064.769	1533.832	2238.046	1083.321	1316.078	2059.459	1130.838	1473.239	2062.554	1138.907	1373.397	2193.322	1144.634	1577.852	2173.701	1167.083	1269.353	2040.772	808.108	1588.428	2009.009	704.345	1573.222	1988.28	831.972	1551.781	1951.416	729.708	1535.929	1792.352	341.171	1550.928	1761.605	266.896	1535.308	1756.888	362.347	1516.111	1726.428	289.976	1499.429	1656.829	198.617	1467.309	1625.302	167.718	1459.618	1652.333	158.958	1513.172	2255.775	852.899	1241.286	2331.789	773.12	1244.93	2209.22	812.326	1270.131	2282.888	730.379	1273.569	2254.268	402.185	1280.653	2226.945	326.427	1291.958	2227.167	419.677	1322.988	2196.915	340.905	1330.634	2127.449	255.535	1356.851	2095.25	225.462	1367.948	2121.002	217.122	1317.815																			1812.426	52.515	1443.042	1767.409	61.517	1549.715																									2287.886	106.175	1388.322	2236.704	108.446	1290.357				1801.989	101.868	1495.326
0.127	2233.874	1067.533	1532.638	2240.326	1087.417	1315.573	2063.089	1135.774	1473.047	2066.055	1144.552	1373.253	2197.311	1148.061	1576.506	2175.859	1171.83	1268.886	2035.989	815.982	1588.206	2000.791	713.179	1573.17	1984.915	841.105	1550.517	1944.319	740.455	1535.483	1780.379	351.396	1551.342	1750.618	276.678	1536.549	1745.412	371.687	1515.537	1716.175	298.693	1499.373	1649.241	212.761	1467.831	1615.553	184.456	1459.639	1642.06	172.79	1513.038	2255.161	855.607	1242.859	2329.955	774.547	1247.045	2207.837	816.047	1271.664	2280.119	732.604	1275.101	2267.235	394.587	1281.754	2245.153	316.911	1292.104	2239.758	409.394	1324.924	2214.841	328.388	1331.544	2151.441	236.473	1358.01	2122.105	203.349	1368.121	2149.308	198.049	1318.83																			1794.13	55.31	1443.644	1748.7	66.113	1549.733																									2324.653	101.604	1384.73	2272.579	101.338	1287.093				1787.164	105.624	1496.84
0.133	2236.835	1070.082	1531.461	2242.322	1090.946	1315.008	2066.637	1140.513	1472.873	2069.551	1149.868	1373.032	2201.839	1150.901	1574.122	2178.056	1175.968	1268.294	2031.33	823.347	1587.795	1993.11	721.779	1572.974	1981.811	849.828	1548.877	1937.922	750.634	1534.652	1768.961	361.768	1551.717	1739.863	286.746	1537.825	1734.69	381.211	1514.832	1706.343	307.629	1499.356	1642.166	227.521	1468.434	1606.841	201.499	1459.0	1631.411	187.359	1512.851	2253.813	857.295	1244.938	2327.188	775.023	1249.565	2205.621	818.752	1273.16	2275.988	733.743	1275.871	2280.527	387.1	1282.696	2263.469	307.603	1291.957	2252.317	398.475	1326.203	2233.084	316.421	1332.03	2175.879	217.926	1357.312	2149.744	181.782	1367.397	2176.83	179.734	1317.998																			1777.388	60.119	1444.901	1730.577	72.426	1550.009																									2360.928	98.488	1381.112	2308.49	95.905	1283.658				1772.938	111.086	1498.4
0.14	2239.55	1072.444	1530.334	2244.197	1093.69	1314.345	2070.014	1145.03	1472.8	2072.932	1154.639	1372.708	2205.304	1153.958	1573.121	2180.094	1179.541	1267.696	2026.818	830.812	1587.369	1986.439	729.852	1572.503	1978.939	857.844	1546.922	1932.448	759.911	1533.411	1758.456	372.048	1551.64	1729.417	296.797	1538.786	1725.171	391.074	1513.738	1696.319	317.404	1498.956	1634.951	241.923	1468.552	1598.276	218.309	1457.721	1620.718	201.894	1512.094	2251.906	858.251	1246.954	2323.681	774.434	1251.902	2202.73	820.524	1274.354	2271.263	733.898	1277.131	2293.438	378.96	1282.939	2281.533	298.267	1291.352	2264.998	387.938	1327.039	2251.345	304.804	1332.078	2201.463	199.505	1356.876	2178.232	161.145	1365.811	2204.146	163.276	1315.347																			1761.265	66.257	1446.797	1713.394	79.638	1549.942																									2396.306	96.92	1377.558	2344.168	92.314	1280.023				1759.314	118.201	1499.87
