Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
3.075	845.441	1108.102	1351.001	858.215	1098.874	1120.502	666.57	1132.367	1276.395	675.207	1136.692	1180.003	768.378	1168.566	1395.624	787.95	1172.349	1074.333	742.589	816.618	1419.835	743.648	706.959	1417.539	683.578	819.69	1385.071	678.864	709.536	1382.206	703.191	285.959	1427.776	709.408	205.686	1415.178	660.034	287.594	1395.384	664.407	208.138	1382.968	645.37	92.52	1365.893	636.979	47.715	1366.305	671.238	64.852	1413.717	752.424	842.481	1041.847	754.173	732.177	1036.774	695.54	841.852	1079.53	691.195	731.939	1070.493	703.066	285.669	1028.326	708.315	205.499	1036.948	665.777	288.785	1066.385	670.3	203.974	1070.896	644.957	92.348	1084.687	634.649	47.139	1084.236	665.426	66.44	1040.42	751.849	996.78	1401.398	729.8	578.443	1406.233	737.068	563.664	1277.422	721.616	512.347	1410.237	781.955	488.689	1359.845	707.766	108.665	1409.003	727.552	121.104	1323.138	861.12	64.626	1324.168	833.789	59.204	1434.654	863.931	79.232	1373.934	772.999	1006.772	1060.908	752.617	576.4	1045.463	747.389	558.521	1173.045	750.027	506.444	1039.892	790.997	469.633	1101.143	710.131	106.844	1047.575	727.271	114.687	1134.528	858.44	62.786	1132.515	825.472	56.858	1021.872	863.044	73.388	1085.527
3.082	845.431	1108.1	1350.968	858.175	1098.881	1120.461	666.543	1132.37	1276.37	675.17	1136.7	1179.98	768.357	1168.555	1395.601	787.899	1172.376	1074.321	742.576	816.617	1419.813	743.651	706.961	1417.518	683.568	819.688	1385.052	678.862	709.531	1382.188	703.186	285.96	1427.768	709.409	205.689	1415.177	660.029	287.595	1395.378	664.414	208.129	1382.97	645.369	92.524	1365.884	636.979	47.722	1366.296	671.245	64.85	1413.716	752.401	842.39	1041.92	754.13	732.175	1036.753	695.476	841.854	1079.5	691.156	731.941	1070.472	703.043	285.665	1028.32	708.3	205.505	1036.943	665.768	288.791	1066.373	670.286	203.972	1070.889	644.958	92.354	1084.676	634.65	47.137	1084.234	665.415	66.443	1040.413	751.832	996.772	1401.378	729.798	578.444	1406.193	737.056	563.657	1277.398	721.625	512.336	1410.216	781.954	488.686	1359.832	707.776	108.667	1408.992	727.546	121.107	1323.129	861.103	64.621	1324.161	833.793	59.213	1434.661	863.923	79.241	1373.93	772.945	1006.771	1060.855	752.581	576.393	1045.454	747.359	558.524	1173.026	749.98	506.438	1039.871	790.965	469.643	1101.14	710.127	106.834	1047.576	727.27	114.682	1134.51	858.44	62.786	1132.511	825.455	56.895	1021.874	863.054	73.399	1085.531
3.089	845.389	1108.095	1350.927	858.134	1098.886	1120.419	666.503	1132.373	1276.349	675.13	1136.698	1179.946	768.337	1168.544	1395.582	787.87	1172.386	1074.298	742.571	816.615	1419.791	743.652	706.955	1417.488	683.555	819.683	1385.037	678.851	709.521	1382.161	703.191	285.964	1427.745	709.417	205.69	1415.162	660.029	287.59	1395.367	664.41	208.131	1382.97	645.369	92.522	1365.877	636.98	47.715	1366.291	671.237	64.853	1413.71	752.366	842.382	1041.895	754.091	732.174	1036.715	695.442	841.853	1079.465	691.12	731.94	1070.44	703.022	285.669	1028.298	708.286	205.499	1036.933	665.746	288.785	1066.366	670.278	203.967	1070.883	644.951	92.348	1084.677	634.646	47.141	1084.227	665.41	66.449	1040.42	751.81	996.769	1401.348	729.797	578.436	1406.181	737.059	563.65	1277.377	721.627	512.353	1410.191	781.951	488.683	1359.804	707.767	108.663	1408.984	727.544	121.1	1323.111	861.108	64.617	1324.156	833.806	59.205	1434.632	863.926	79.233	1373.931	772.893	1006.769	1060.829	752.54	576.39	1045.42	747.343	558.53	1173.009	749.95	506.438	1039.85	790.946	469.656	1101.129	710.124	106.857	1047.56	727.274	114.69	1134.513	858.435	62.778	1132.509	825.462	56.86	1021.862	863.044	73.39	1085.523
3.095	845.353	1108.094	1350.898	858.094	1098.884	1120.38	666.47	1132.374	1276.309	675.091	1136.703	1179.922	768.302	1168.541	1395.562	787.831	1172.4	1074.292	742.561	816.615	1419.766	743.64	706.952	1417.47	683.549	819.679	1385.012	678.838	709.508	1382.134	703.191	285.969	1427.745	709.403	205.691	1415.157	660.03	287.596	1395.351	664.414	208.139	1382.957	645.366	92.526	1365.877	636.978	47.719	1366.289	671.24	64.85	1413.714	752.311	842.387	1041.85	754.045	732.169	1036.685	695.392	841.861	1079.417	691.076	731.938	1070.423	703.015	285.656	1028.3	708.281	205.49	1036.932	665.738	288.782	1066.361	670.272	203.964	1070.876	644.95	92.354	1084.682	634.647	47.126	1084.239	665.408	66.443	1040.423	751.789	996.771	1401.316	729.792	578.437	1406.159	737.054	563.644	1277.356	721.635	512.346	1410.176	781.941	488.679	1359.774	707.767	108.668	1408.99	727.538	121.098	1323.111	861.104	64.614	1324.162	833.796	59.212	1434.65	863.929	79.238	1373.928	772.831	1006.782	1060.782	752.505	576.391	1045.399	747.322	558.537	1172.986	749.935	506.44	1039.833	790.912	469.652	1101.093	710.112	106.835	1047.574	727.271	114.69	1134.508	858.432	62.784	1132.51	825.466	56.905	1021.864	863.046	73.396	1085.519
3.102	845.326	1108.089	1350.861	858.044	1098.892	1120.345	666.435	1132.369	1276.278	675.04	1136.699	1179.886	768.274	1168.537	1395.537	787.786	1172.429	1074.262	742.548	816.618	1419.724	743.634	706.956	1417.445	683.534	819.676	1384.988	678.828	709.508	1382.107	703.196	285.969	1427.727	709.404	205.688	1415.155	660.03	287.593	1395.345	664.408	208.13	1382.952	645.359	92.523	1365.872	636.975	47.723	1366.294	671.244	64.853	1413.707	752.27	842.382	1041.827	754.018	732.172	1036.647	695.342	841.862	1079.39	691.032	731.933	1070.386	703.003	285.658	1028.283	708.268	205.489	1036.918	665.727	288.775	1066.351	670.264	203.956	1070.863	644.95	92.351	1084.67	634.64	47.136	1084.234	665.408	66.453	1040.419	751.785	996.619	1401.249	729.779	578.44	1406.137	737.043	563.64	1277.33	721.62	512.347	1410.164	781.932	488.664	1359.751	707.766	108.666	1408.982	727.538	121.102	1323.102	861.11	64.614	1324.164	833.79	59.214	1434.656	863.921	79.23	1373.924	772.787	1006.789	1060.744	752.467	576.392	1045.375	747.301	558.55	1172.969	749.901	506.443	1039.794	790.906	469.656	1101.075	710.118	106.838	1047.552	727.271	114.688	1134.512	858.436	62.765	1132.502	825.457	56.898	1021.868	863.041	73.393	1085.515
3.109	845.278	1108.098	1350.833	858.008	1098.911	1120.299	666.388	1132.366	1276.252	674.991	1136.707	1179.872	768.238	1168.528	1395.516	787.749	1172.435	1074.254	742.529	816.624	1419.702	743.619	706.954	1417.423	683.517	819.677	1384.963	678.817	709.496	1382.087	703.187	285.966	1427.718	709.398	205.699	1415.15	660.026	287.591	1395.341	664.412	208.129	1382.947	645.361	92.523	1365.873	636.973	47.718	1366.297	671.244	64.852	1413.709	752.248	842.384	1041.802	753.977	732.18	1036.613	695.302	841.85	1079.353	691.002	731.928	1070.352	702.993	285.658	1028.27	708.268	205.491	1036.906	665.722	288.77	1066.345	670.255	203.963	1070.866	644.947	92.354	1084.684	634.642	47.141	1084.228	665.412	66.441	1040.418	751.74	996.766	1401.245	729.774	578.437	1406.126	737.051	563.651	1277.323	721.628	512.35	1410.142	781.924	488.664	1359.728	707.76	108.675	1408.985	727.538	121.1	1323.097	861.108	64.618	1324.159	833.792	59.216	1434.647	863.931	79.238	1373.922	772.73	1006.791	1060.709	752.445	576.383	1045.352	747.279	558.559	1172.947	749.892	506.449	1039.773	790.879	469.642	1101.045	710.114	106.856	1047.538	727.271	114.691	1134.515	858.43	62.786	1132.506	825.456	56.859	1021.857	863.041	73.401	1085.521
3.115	845.238	1108.102	1350.796	857.979	1098.918	1120.277	666.349	1132.359	1276.23	674.952	1136.693	1179.83	768.204	1168.518	1395.475	787.707	1172.454	1074.238	742.503	816.614	1419.68	743.605	706.957	1417.396	683.496	819.667	1384.939	678.804	709.49	1382.059	703.189	285.969	1427.709	709.406	205.689	1415.141	660.018	287.59	1395.334	664.408	208.133	1382.937	645.366	92.52	1365.871	636.978	47.716	1366.297	671.237	64.856	1413.706	752.2	842.381	1041.775	753.945	732.173	1036.591	695.266	841.851	1079.32	690.965	731.936	1070.327	702.978	285.642	1028.276	708.254	205.482	1036.904	665.711	288.77	1066.336	670.255	203.932	1070.866	644.948	92.351	1084.676	634.641	47.125	1084.229	665.396	66.433	1040.417	751.713	996.757	1401.216	729.757	578.44	1406.102	737.041	563.625	1277.303	721.611	512.347	1410.122	781.907	488.651	1359.708	707.767	108.672	1408.986	727.523	121.094	1323.095	861.094	64.616	1324.156	833.783	59.21	1434.653	863.916	79.23	1373.931	772.698	1006.795	1060.677	752.428	576.384	1045.334	747.26	558.559	1172.927	749.86	506.438	1039.756	790.865	469.657	1101.038	710.11	106.857	1047.537	727.258	114.685	1134.511	858.42	62.77	1132.504	825.457	56.86	1021.863	863.043	73.389	1085.515
3.122	845.192	1108.108	1350.764	857.933	1098.943	1120.238	666.31	1132.35	1276.198	674.92	1136.701	1179.8	768.172	1168.502	1395.444	787.666	1172.483	1074.222	742.481	816.615	1419.652	743.586	706.957	1417.374	683.467	819.669	1384.898	678.78	709.485	1382.04	703.184	285.974	1427.702	709.395	205.692	1415.141	660.022	287.589	1395.32	664.405	208.122	1382.937	645.36	92.522	1365.877	636.977	47.716	1366.296	671.24	64.859	1413.716	752.169	842.383	1041.752	753.928	732.18	1036.561	695.223	841.848	1079.299	690.942	731.923	1070.292	702.977	285.653	1028.252	708.251	205.478	1036.901	665.702	288.766	1066.329	670.249	203.938	1070.849	644.943	92.354	1084.67	634.641	47.134	1084.234	665.41	66.436	1040.425	751.678	996.76	1401.177	729.745	578.417	1406.073	737.024	563.63	1277.291	721.606	512.347	1410.099	781.902	488.653	1359.713	707.764	108.671	1408.978	727.53	121.095	1323.083	861.091	64.618	1324.165	833.787	59.213	1434.649	863.913	79.231	1373.921	772.65	1006.813	1060.648	752.407	576.378	1045.315	747.231	558.558	1172.912	749.851	506.444	1039.734	790.854	469.657	1101.027	710.117	106.853	1047.547	727.26	114.696	1134.505	858.421	62.777	1132.504	825.449	56.898	1021.87	863.043	73.392	1085.521
3.129	845.142	1108.113	1350.733	857.898	1098.952	1120.198	666.266	1132.359	1276.173	674.876	1136.696	1179.772	768.128	1168.501	1395.427	787.642	1172.493	1074.207	742.443	816.623	1419.627	743.553	706.96	1417.357	683.44	819.666	1384.878	678.76	709.488	1382.008	703.18	285.968	1427.684	709.395	205.696	1415.139	660.01	287.594	1395.311	664.399	208.129	1382.926	645.361	92.522	1365.868	636.976	47.721	1366.297	671.241	64.856	1413.708	752.142	842.378	1041.721	753.903	732.178	1036.543	695.207	841.841	1079.273	690.917	731.927	1070.271	702.967	285.654	1028.239	708.25	205.486	1036.893	665.704	288.762	1066.318	670.245	203.94	1070.85	644.943	92.352	1084.682	634.636	47.136	1084.23	665.406	66.434	1040.42	751.644	996.764	1401.158	729.731	578.426	1406.059	737.013	563.632	1277.271	721.59	512.349	1410.084	781.896	488.668	1359.678	707.764	108.676	1408.984	727.551	121.093	1323.107	861.105	64.614	1324.156	833.799	59.225	1434.639	863.927	79.237	1373.929	772.639	1006.808	1060.619	752.401	576.38	1045.304	747.233	558.561	1172.886	749.832	506.439	1039.721	790.859	469.669	1101.015	710.123	106.851	1047.547	727.259	114.698	1134.504	858.415	62.775	1132.508	825.459	56.861	1021.861	863.046	73.399	1085.515
3.135	845.092	1108.12	1350.705	857.868	1098.952	1120.165	666.222	1132.36	1276.141	674.841	1136.702	1179.734	768.083	1168.493	1395.401	787.612	1172.51	1074.18	742.411	816.629	1419.591	743.525	706.961	1417.339	683.416	819.664	1384.854	678.725	709.489	1381.972	703.17	285.976	1427.677	709.387	205.695	1415.127	660.007	287.597	1395.288	664.395	208.129	1382.923	645.365	92.52	1365.869	636.977	47.722	1366.296	671.234	64.856	1413.711	752.116	842.394	1041.683	753.891	732.177	1036.529	695.164	841.843	1079.251	690.89	731.933	1070.241	702.965	285.646	1028.235	708.258	205.477	1036.886	665.694	288.763	1066.308	670.244	203.941	1070.848	644.95	92.348	1084.684	634.64	47.14	1084.222	665.41	66.44	1040.413	751.604	996.763	1401.124	729.697	578.431	1406.035	737.014	563.638	1277.255	721.588	512.354	1410.067	781.873	488.663	1359.677	707.769	108.667	1408.979	727.534	121.098	1323.082	861.104	64.62	1324.158	833.788	59.212	1434.647	863.918	79.247	1373.933	772.582	1006.822	1060.566	752.385	576.382	1045.294	747.215	558.568	1172.878	749.834	506.445	1039.714	790.838	469.669	1101.004	710.117	106.852	1047.543	727.263	114.695	1134.498	858.416	62.786	1132.508	825.457	56.903	1021.864	863.043	73.405	1085.52
3.142	845.049	1108.123	1350.662	857.827	1098.964	1120.138	666.177	1132.355	1276.113	674.791	1136.706	1179.704	768.04	1168.492	1395.364	787.586	1172.523	1074.159	742.361	816.635	1419.563	743.493	706.955	1417.312	683.379	819.665	1384.815	678.702	709.482	1381.959	703.167	285.977	1427.659	709.386	205.695	1415.118	659.996	287.599	1395.276	664.391	208.128	1382.925	645.371	92.521	1365.871	636.975	47.719	1366.297	671.243	64.863	1413.703	752.088	842.388	1041.661	753.864	732.174	1036.509	695.146	841.836	1079.227	690.865	731.929	1070.226	702.964	285.645	1028.215	708.25	205.474	1036.882	665.695	288.758	1066.295	670.238	203.939	1070.836	644.946	92.359	1084.677	634.64	47.144	1084.225	665.411	66.434	1040.42	751.558	996.765	1401.084	729.679	578.419	1406.011	736.995	563.643	1277.245	721.555	512.36	1410.055	781.861	488.669	1359.656	707.766	108.681	1408.967	727.534	121.098	1323.095	861.114	64.62	1324.155	833.791	59.216	1434.653	863.93	79.247	1373.915	772.57	1006.828	1060.548	752.372	576.385	1045.279	747.196	558.57	1172.857	749.822	506.45	1039.695	790.824	469.674	1100.974	710.122	106.853	1047.55	727.264	114.698	1134.494	858.419	62.787	1132.51	825.459	56.901	1021.869	863.047	73.398	1085.526
3.149	845.0	1108.127	1350.639	857.782	1098.982	1120.085	666.137	1132.361	1276.083	674.748	1136.705	1179.658	767.992	1168.488	1395.324	787.554	1172.531	1074.133	742.33	816.631	1419.542	743.45	706.954	1417.288	683.338	819.655	1384.763	678.667	709.489	1381.926	703.154	285.985	1427.653	709.389	205.701	1415.114	659.986	287.603	1395.255	664.385	208.128	1382.905	645.369	92.525	1365.867	636.988	47.716	1366.293	671.24	64.861	1413.703	752.063	842.391	1041.639	753.846	732.18	1036.481	695.096	841.843	1079.181	690.852	731.924	1070.197	702.959	285.645	1028.218	708.244	205.474	1036.876	665.686	288.752	1066.283	670.232	203.938	1070.827	644.943	92.357	1084.68	634.637	47.14	1084.233	665.404	66.445	1040.411	751.508	996.777	1401.05	729.648	578.433	1405.988	736.975	563.638	1277.233	721.542	512.363	1410.034	781.818	488.66	1359.649	707.762	108.677	1408.958	727.533	121.094	1323.086	861.107	64.619	1324.158	833.805	59.232	1434.634	863.936	79.247	1373.921	772.527	1006.829	1060.512	752.363	576.385	1045.261	747.171	558.589	1172.839	749.805	506.444	1039.676	790.834	469.686	1100.958	710.118	106.856	1047.535	727.265	114.704	1134.492	858.429	62.787	1132.502	825.463	56.895	1021.87	863.043	73.405	1085.515
3.155	844.954	1108.128	1350.602	857.75	1098.978	1120.067	666.088	1132.355	1276.048	674.711	1136.715	1179.614	767.941	1168.479	1395.286	787.528	1172.543	1074.115	742.29	816.635	1419.511	743.408	706.961	1417.265	683.301	819.657	1384.743	678.636	709.483	1381.899	703.134	285.983	1427.644	709.383	205.696	1415.106	659.98	287.599	1395.241	664.378	208.123	1382.907	645.359	92.523	1365.862	636.984	47.726	1366.294	671.245	64.86	1413.705	752.032	842.387	1041.609	753.824	732.18	1036.455	695.065	841.835	1079.171	690.827	731.924	1070.169	702.95	285.637	1028.209	708.24	205.478	1036.872	665.671	288.761	1066.265	670.233	203.935	1070.812	644.954	92.351	1084.668	634.638	47.136	1084.225	665.412	66.439	1040.409	751.458	996.766	1401.023	729.624	578.436	1405.974	736.944	563.637	1277.213	721.518	512.352	1410.019	781.812	488.665	1359.621	707.77	108.681	1408.956	727.537	121.096	1323.074	861.12	64.621	1324.155	833.793	59.221	1434.651	863.928	79.238	1373.92	772.494	1006.84	1060.481	752.332	576.385	1045.238	747.012	558.449	1173.107	749.786	506.442	1039.652	790.804	469.664	1100.938	710.117	106.852	1047.534	727.257	114.697	1134.491	858.419	62.77	1132.498	825.445	56.905	1021.862	863.036	73.403	1085.513
3.162	844.895	1108.138	1350.574	857.705	1098.998	1120.038	666.041	1132.359	1276.021	674.662	1136.704	1179.587	767.905	1168.49	1395.271	787.492	1172.548	1074.1	742.243	816.639	1419.495	743.369	706.957	1417.247	683.257	819.657	1384.714	678.604	709.479	1381.873	703.124	285.99	1427.632	709.369	205.699	1415.098	659.964	287.601	1395.232	664.378	208.119	1382.892	645.365	92.523	1365.858	636.986	47.711	1366.288	671.245	64.858	1413.699	752.016	842.383	1041.592	753.792	732.179	1036.441	695.036	841.832	1079.143	690.802	731.918	1070.15	702.947	285.639	1028.192	708.235	205.47	1036.855	665.662	288.757	1066.259	670.222	203.937	1070.804	644.942	92.355	1084.667	634.637	47.131	1084.224	665.403	66.448	1040.406	751.408	996.766	1400.997	729.583	578.439	1405.955	736.918	563.629	1277.182	721.504	512.359	1410.002	781.789	488.672	1359.612	707.776	108.666	1408.966	727.537	121.089	1323.086	861.109	64.616	1324.154	833.794	59.218	1434.645	863.922	79.238	1373.926	772.454	1006.827	1060.458	752.334	576.376	1045.23	747.158	558.601	1172.799	749.778	506.445	1039.635	790.794	469.673	1100.928	710.114	106.858	1047.524	727.263	114.699	1134.491	858.425	62.778	1132.495	825.455	56.893	1021.863	863.036	73.399	1085.513
3.169	844.834	1108.152	1350.543	857.668	1099.0	1120.017	665.997	1132.366	1275.993	674.616	1136.719	1179.549	767.848	1168.486	1395.245	787.447	1172.561	1074.077	742.2	816.634	1419.462	743.323	706.969	1417.224	683.214	819.659	1384.695	678.571	709.491	1381.849	703.108	285.992	1427.62	709.36	205.709	1415.1	659.956	287.601	1395.214	664.366	208.123	1382.889	645.368	92.516	1365.869	636.98	47.714	1366.29	671.243	64.861	1413.703	751.984	842.389	1041.577	753.776	732.178	1036.431	695.009	841.835	1079.102	690.78	731.916	1070.131	702.944	285.638	1028.181	708.23	205.472	1036.846	665.661	288.755	1066.245	670.212	203.933	1070.808	644.947	92.36	1084.673	634.643	47.137	1084.226	665.403	66.435	1040.4	751.353	996.77	1400.964	729.548	578.442	1405.929	736.894	563.626	1277.172	721.481	512.358	1409.984	781.762	488.677	1359.589	707.761	108.672	1408.947	727.528	121.092	1323.073	861.109	64.618	1324.15	833.796	59.227	1434.638	863.929	79.233	1373.906	772.419	1006.846	1060.432	752.296	576.375	1045.209	746.999	558.491	1173.062	749.764	506.442	1039.617	790.787	469.676	1100.931	710.112	106.859	1047.524	727.271	114.7	1134.472	858.422	62.777	1132.497	825.463	56.856	1021.859	863.035	73.392	1085.511
3.175	844.791	1108.161	1350.502	857.624	1099.008	1119.982	665.95	1132.372	1275.962	674.575	1136.727	1179.518	767.793	1168.495	1395.219	787.43	1172.572	1074.062	742.144	816.64	1419.44	743.275	706.986	1417.201	683.174	819.653	1384.665	678.531	709.489	1381.833	703.098	285.997	1427.613	709.353	205.71	1415.095	659.939	287.599	1395.208	664.358	208.122	1382.884	645.369	92.524	1365.863	636.979	47.719	1366.291	671.242	64.869	1413.701	751.955	842.391	1041.561	753.748	732.18	1036.412	694.968	841.835	1079.084	690.753	731.913	1070.106	702.93	285.632	1028.177	708.232	205.461	1036.846	665.653	288.749	1066.238	670.213	203.931	1070.797	644.945	92.343	1084.675	634.639	47.133	1084.226	665.398	66.438	1040.403	751.281	996.781	1400.941	729.52	578.452	1405.915	736.871	563.628	1277.148	721.452	512.367	1409.974	781.726	488.685	1359.583	707.77	108.686	1408.969	727.532	121.1	1323.078	861.109	64.618	1324.152	833.786	59.229	1434.643	863.924	79.242	1373.92	772.381	1006.842	1060.404	752.285	576.381	1045.196	746.979	558.488	1173.059	749.748	506.442	1039.603	790.778	469.684	1100.923	710.117	106.853	1047.523	727.261	114.708	1134.477	858.417	62.781	1132.49	825.45	56.896	1021.863	863.046	73.409	1085.514
3.182	844.731	1108.176	1350.496	857.59	1099.018	1119.961	665.905	1132.385	1275.929	674.531	1136.73	1179.477	767.731	1168.502	1395.188	787.398	1172.583	1074.043	742.095	816.64	1419.422	743.227	706.985	1417.174	683.117	819.656	1384.643	678.489	709.481	1381.801	703.073	286.003	1427.611	709.336	205.715	1415.095	659.926	287.593	1395.192	664.345	208.117	1382.877	645.361	92.525	1365.869	636.98	47.726	1366.288	671.241	64.865	1413.698	751.92	842.39	1041.535	753.733	732.18	1036.391	694.926	841.827	1079.059	690.737	731.908	1070.085	702.935	285.631	1028.16	708.227	205.467	1036.844	665.644	288.742	1066.231	670.212	203.926	1070.8	644.948	92.355	1084.665	634.634	47.138	1084.212	665.406	66.426	1040.41	751.21	996.79	1400.91	729.471	578.457	1405.906	736.843	563.652	1277.136	721.416	512.377	1409.963	781.704	488.692	1359.567	707.774	108.685	1408.967	727.535	121.107	1323.078	861.099	64.627	1324.152	833.794	59.228	1434.641	863.922	79.256	1373.914	772.336	1006.857	1060.381	752.26	576.387	1045.178	746.95	558.49	1173.041	749.738	506.436	1039.586	790.76	469.686	1100.907	710.118	106.855	1047.521	727.256	114.707	1134.466	858.413	62.775	1132.487	825.456	56.857	1021.865	863.036	73.403	1085.504
3.189	844.669	1108.176	1350.474	857.564	1099.024	1119.936	665.858	1132.388	1275.888	674.495	1136.747	1179.421	767.657	1168.51	1395.159	787.382	1172.597	1074.03	742.03	816.639	1419.398	743.18	706.998	1417.168	683.071	819.655	1384.628	678.447	709.487	1381.777	703.054	286.005	1427.61	709.328	205.717	1415.086	659.907	287.599	1395.182	664.338	208.125	1382.875	645.362	92.531	1365.862	636.976	47.722	1366.293	671.233	64.876	1413.7	751.896	842.385	1041.52	753.698	732.181	1036.378	694.896	841.832	1079.041	690.681	731.92	1070.056	702.917	285.631	1028.159	708.22	205.464	1036.845	665.628	288.751	1066.217	670.2	203.925	1070.793	644.948	92.347	1084.663	634.635	47.133	1084.219	665.4	66.438	1040.402	751.133	996.797	1400.875	729.423	578.459	1405.891	736.823	563.646	1277.121	721.373	512.374	1409.954	781.675	488.702	1359.559	707.757	108.689	1408.96	727.526	121.101	1323.073	861.099	64.626	1324.154	833.786	59.229	1434.644	863.914	79.256	1373.919	772.311	1006.852	1060.36	752.24	576.386	1045.161	746.93	558.489	1173.018	749.713	506.438	1039.568	790.733	469.685	1100.898	710.099	106.85	1047.521	727.25	114.713	1134.47	858.422	62.79	1132.482	825.445	56.904	1021.858	863.036	73.406	1085.508
3.195	844.614	1108.182	1350.462	857.538	1099.029	1119.921	665.816	1132.398	1275.851	674.45	1136.751	1179.386	767.592	1168.503	1395.142	787.365	1172.603	1074.016	741.965	816.65	1419.387	743.125	706.997	1417.145	683.016	819.651	1384.592	678.409	709.482	1381.765	703.025	286.001	1427.59	709.308	205.724	1415.09	659.886	287.595	1395.168	664.319	208.111	1382.858	645.358	92.521	1365.863	636.978	47.725	1366.295	671.241	64.868	1413.708	751.868	842.385	1041.513	753.671	732.179	1036.367	694.857	841.826	1079.028	690.654	731.907	1070.046	702.908	285.629	1028.155	708.21	205.456	1036.832	665.616	288.733	1066.215	670.198	203.917	1070.787	644.934	92.349	1084.659	634.638	47.132	1084.22	665.398	66.433	1040.401	751.052	996.802	1400.86	729.385	578.462	1405.873	736.804	563.643	1277.119	721.34	512.375	1409.937	781.637	488.713	1359.563	707.75	108.683	1408.954	727.525	121.098	1323.082	861.089	64.625	1324.155	833.782	59.223	1434.651	863.908	79.253	1373.927	772.276	1006.855	1060.33	752.216	576.387	1045.149	746.908	558.492	1172.999	749.69	506.442	1039.549	790.734	469.697	1100.887	710.106	106.846	1047.517	727.245	114.713	1134.469	858.417	62.788	1132.487	825.447	56.904	1021.868	863.025	73.402	1085.502
