Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
50	-5.927513	-8.403993	13.246570	8.911692	22.936765	34.241006	-4.260263	-4.104794	17.325401	-5.058730	-7.123258	14.714083	8.104587	22.986624	33.171600	-6.745402	-3.843464	19.362792	-4.193347	-7.872717	13.411198	8.127260	20.484702	34.066846	-4.230735	-4.731351	15.785379	-6.711426	-8.115963	12.146573	7.131801	21.278256	34.774786	-5.214567	-7.389445	15.043819	-5.820847	-7.127747	12.342184	8.306280	21.512316	35.249459	-3.848415	-4.462902	16.547150	-4.899479	-6.380916	13.501531	8.694664	21.820617	33.342232	-3.381269	-2.724046	18.279128	-4.134417	-6.169099	15.269943	9.571737	23.494640	34.426712	-1.262548	-2.109953	14.950383	-4.872360	-8.054883	13.606599	8.213191	21.698661	34.278601	-3.160358	-3.637278	15.801272	-5.452614	-9.113180	11.751148	7.541581	21.502972	34.250664	-7.114975	-5.947397	15.828544	-3.579610	-6.551261	14.794644	9.291237	21.118475	35.769233	-3.504490	-4.000806	17.512297	-4.795958	-7.091842	14.191521	7.447432	21.826659	34.425009	-4.035586	-5.079950	15.553935	-4.280756	-8.126304	12.751047	8.192159	22.973849	35.037190	-4.660419	-6.456821	17.361744	-5.123354	-7.576381	12.908270	8.781283	22.796352	33.938928	-2.174216	-2.476395	14.594848	-5.211170	-5.909218	13.105236	9.785091	22.045642	36.816326	0.186544	-1.740575	12.183733	-4.174182	-8.088865	13.009562	8.835796	22.424023	34.832939	-5.517247	-3.621070	16.760070	-4.059017	-7.772422	10.850482	12.471610	22.314865	39.101634	-3.696886	-3.388992	20.345975	-3.409909	-5.125105	15.038862	9.101156	23.275068	34.494180	-1.343356	-1.524537	17.265030	-4.516204	-7.523391	12.818271	9.880752	22.940496	34.201133	-3.778837	-2.186554	18.562901	-4.733082	-6.909200	13.614926	9.570204	23.265524	34.522876	-3.699290	-3.153770	18.073120	-5.178691	-6.922893	13.670618	7.559009	22.780846	32.163476	-4.249299	-4.065061	18.235752	-3.989935	-6.013669	12.398816	10.823097	22.558771	37.294736	-4.179310	-4.063384	19.752329
51	-6.034765	-8.305272	12.893757	10.149002	23.086354	36.821326	-4.367558	-3.594861	17.597380	-4.993714	-7.029854	14.226462	9.498936	23.365021	35.648900	-7.260488	-2.800203	20.554324	-4.311777	-7.695886	12.833736	9.571601	20.702807	36.832780	-4.323547	-4.024908	16.354589	-6.674556	-8.169950	11.679779	8.092303	21.328185	37.491310	-5.331121	-6.137465	15.603377	-5.740028	-6.873730	11.704132	9.672274	21.480645	38.134410	-3.925740	-3.875629	16.841453	-4.928610	-6.232043	12.946229	10.401784	22.315148	35.858164	-3.815479	-2.167874	19.525950	-3.824852	-6.111597	15.002840	11.353784	23.945793	37.205512	-1.216596	-1.869827	15.130278	-4.932241	-7.869232	13.049201	9.670858	21.702691	37.145895	-3.099626	-3.106462	15.891845	-5.480641	-8.885254	11.133097	8.781236	21.376067	37.146666	-7.101523	-5.239838	16.071112	-3.583340	-6.402008	14.226303	10.879827	21.657972	38.353637	-3.447852	-3.569397	17.961654	-4.733764	-6.850795	13.624577	8.768557	22.034432	36.970294	-3.840731	-4.459795	15.354908	-4.283794	-7.933236	12.205903	9.688733	22.944600	37.931219	-4.651648	-6.209124	17.158230	-5.276358	-7.354274	12.313663	10.422183	22.829117	36.700949	-2.320689	-2.567288	15.044871	-5.037170	-5.578899	12.518976	11.425509	22.030101	39.741387	0.222575	-1.422360	12.267591	-4.246088	-7.944002	12.347514	10.219720	22.382744	37.708068	-5.454353	-3.044291	16.936598	-3.950081	-7.597390	10.345748	14.092055	22.362610	41.779438	-3.775059	-3.327793	20.718954	-3.378267	-4.947539	14.259739	10.864112	23.495105	37.375726	-1.242464	-1.301349	17.226478	-4.555059	-7.207287	12.274547	11.486393	23.012093	36.871321	-4.208165	-1.867236	19.732516	-4.678510	-6.525228	13.122873	11.187459	23.571904	37.267093	-3.669342	-2.680850	18.184609	-5.222965	-6.766397	13.081234	8.975169	23.010354	34.857808	-4.653454	-3.421435	19.501434	-3.881257	-5.754717	11.743060	12.472198	22.705520	39.983662	-4.409576	-3.734412	20.522906
52	-6.021127	-8.187015	12.399695	11.427453	23.086601	39.584884	-4.334723	-3.212649	17.507456	-4.829794	-6.884836	13.625204	11.031377	23.644574	38.289895	-7.560790	-2.059101	21.284347	-4.362559	-7.515416	12.175446	11.072463	20.855084	39.688877	-4.272440	-3.479990	16.587627	-6.559057	-8.196748	11.128546	9.123062	21.356663	40.309526	-5.222653	-4.938693	15.803906	-5.605051	-6.651675	11.011724	11.080903	21.394215	41.084167	-3.863350	-3.379936	16.836402	-4.908503	-6.150804	12.294795	12.264215	22.810982	38.466143	-4.163446	-1.928612	20.427831	-3.377551	-6.081125	14.754282	13.177460	24.265363	40.036741	-1.133351	-1.823650	15.061123	-4.892425	-7.627285	12.506076	11.192703	21.596309	40.112880	-2.953409	-2.769583	15.667439	-5.444869	-8.603017	10.484256	10.070984	21.161825	40.147790	-6.966087	-4.676936	16.004598	-3.507963	-6.278896	13.546163	12.526354	22.092762	41.056473	-3.275483	-3.337037	18.024732	-4.619567	-6.568050	13.022209	10.233290	22.214350	39.584505	-3.550434	-3.942642	14.938568	-4.198667	-7.660280	11.659720	11.258384	22.811904	40.868025	-4.621794	-6.098418	16.814324	-5.334151	-7.128720	11.671258	12.080033	22.758907	39.559005	-2.392382	-2.774247	15.185289	-4.768212	-5.274824	11.879522	13.102061	21.894040	42.729058	0.316546	-1.248171	12.074932	-4.219951	-7.737020	11.618625	11.641267	22.201822	40.706672	-5.278880	-2.672755	16.772314	-3.768131	-7.410918	9.779458	15.615886	22.190851	44.601578	-3.738487	-3.363091	20.629991	-3.265121	-4.756228	13.455232	12.650199	23.568419	40.324722	-1.090775	-1.206102	16.931965	-4.479853	-6.895305	11.688091	13.073211	22.907088	39.691566	-4.562185	-1.758226	20.529871	-4.522941	-6.113670	12.601179	12.843990	23.735895	40.107444	-3.553674	-2.331105	17.987661	-5.166752	-6.623559	12.393742	10.457893	23.170310	37.693905	-4.919790	-2.974551	20.324296	-3.701703	-5.525667	11.020132	14.101286	22.692048	42.785355	-4.502498	-3.609544	20.819355
53	-5.888371	-8.039189	11.768386	12.702276	22.927643	42.478062	-4.201387	-2.914838	17.177130	-4.567210	-6.684786	12.941005	12.625457	23.775771	41.053016	-7.677004	-1.606850	21.598362	-4.293664	-7.310056	11.411212	12.576842	20.870927	42.642679	-4.060574	-3.131308	16.433508	-6.360410	-8.176930	10.504420	10.218824	21.349639	43.181445	-4.950252	-3.850514	15.728007	-5.375086	-6.453959	10.268767	12.488031	21.209870	44.086715	-3.637910	-2.988104	16.505681	-4.815126	-6.105457	11.568182	14.176365	23.233128	41.151369	-4.429457	-1.930227	21.006825	-2.818788	-6.047386	14.467440	14.954889	24.337253	42.928792	-1.024039	-1.922304	14.741515	-4.746647	-7.332099	11.970174	12.719838	21.376505	43.132870	-2.773082	-2.567329	15.246510	-5.300454	-8.252284	9.826949	11.373489	20.837251	43.226781	-6.712286	-4.267503	15.636800	-3.322950	-6.184330	12.701566	14.133544	22.292135	43.909309	-2.982597	-3.259386	17.675334	-4.418470	-6.236102	12.381971	11.841598	22.319421	42.249637	-3.189141	-3.540187	14.324090	-3.979691	-7.293713	11.106872	12.855216	22.529857	43.822210	-4.582477	-6.111636	16.367993	-5.240980	-6.894458	10.991832	13.638992	22.500129	42.515632	-2.364695	-3.016592	15.001930	-4.402224	-4.993351	11.203232	14.721386	21.622118	45.752135	0.452410	-1.138162	11.711445	-4.091518	-7.478394	10.857970	13.050780	21.901749	43.765044	-5.027696	-2.448529	16.396316	-3.513406	-7.212604	9.163432	16.996183	21.836823	47.525833	-3.615208	-3.417339	20.223663	-3.027926	-4.540906	12.643984	14.376034	23.422303	43.331171	-0.898767	-1.225485	16.394972	-4.290282	-6.585355	11.078221	14.566454	22.627061	42.623541	-4.830183	-1.795365	21.007205	-4.215114	-5.663732	12.053047	14.466944	23.671722	43.038481	-3.357052	-2.096270	17.480440	-5.001867	-6.477818	11.647112	11.931839	23.221061	40.628962	-5.053031	-2.684397	20.743658	-3.446554	-5.315297	10.261501	15.632720	22.515838	45.668509	-4.472210	-3.607937	20.753134
54	-5.587257	-7.845843	10.977682	13.919339	22.553189	45.497477	-3.971482	-2.677517	16.640655	-4.169728	-6.419464	12.181859	14.209317	23.662144	43.950169	-7.578233	-1.481092	21.414609	-4.096404	-7.076363	10.569577	14.021449	20.736814	45.666945	-3.742699	-2.908699	16.007984	-6.034092	-8.088603	9.781853	11.397973	21.280253	46.087020	-4.514782	-2.955732	15.366708	-5.039915	-6.263418	9.502841	13.849808	20.939378	47.108911	-3.308710	-2.659206	15.975760	-4.591385	-6.084306	10.763876	16.025162	23.478392	43.939522	-4.587025	-2.140824	21.183872	-2.288149	-5.973920	14.018421	16.642762	24.177222	45.877181	-0.911268	-2.059613	14.279161	-4.445357	-6.981984	11.395107	14.202197	21.012544	46.195756	-2.592144	-2.487447	14.673638	-5.041220	-7.857706	9.171989	12.649762	20.437242	46.329475	-6.389529	-3.949773	15.102035	-3.040024	-6.115213	11.721247	15.603236	22.226654	46.888070	-2.619997	-3.207115	17.058749	-4.130057	-5.874228	11.709901	13.520505	22.336997	44.935364	-2.807405	-3.207491	13.607779	-3.634593	-6.872528	10.529827	14.413016	22.115069	46.777119	-4.534518	-6.176982	15.873300	-5.001498	-6.659816	10.288312	15.019341	22.055752	45.540463	-2.260490	-3.192466	14.616543	-3.897098	-4.751571	10.475340	16.180146	21.176212	48.803799	0.627132	-1.047437	11.212207	-3.815750	-7.173533	10.076196	14.388435	21.461333	46.851575	-4.706664	-2.340929	15.853958	-3.149898	-7.003971	8.485929	18.147099	21.292465	50.540248	-3.402639	-3.422297	19.531106	-2.671819	-4.308283	11.834517	15.985694	23.085288	46.368160	-0.690040	-1.299312	15.723228	-3.939228	-6.279575	10.450638	15.860665	22.128135	45.667753	-4.963685	-1.958963	21.114474	-3.769432	-5.192160	11.483991	16.001188	23.412572	46.016995	-3.117214	-1.919307	16.801107	-4.675425	-6.320116	10.849052	13.317984	23.102575	43.660832	-5.013799	-2.547835	20.682701	-3.076251	-5.125085	9.476887	16.962197	22.138273	48.627802	-4.286314	-3.686547	20.327324
55	-5.133805	-7.613140	10.086814	15.043912	22.005759	48.589321	-3.685287	-2.452401	16.007743	-3.657851	-6.118738	11.383285	15.707601	23.318216	46.942506	-7.321144	-1.554857	20.871328	-3.733843	-6.821619	9.692679	15.333971	20.420527	48.749159	-3.347791	-2.763593	15.351468	-5.587360	-7.950030	8.982035	12.640987	21.147841	48.996635	-3.982997	-2.244570	14.828358	-4.536083	-6.077448	8.722184	15.112216	20.580056	50.129326	-2.896152	-2.382078	15.281571	-4.228487	-6.071382	9.928796	17.710988	23.523520	46.815520	-4.649760	-2.428293	21.049869	-1.945862	-5.817530	13.150248	18.178513	23.729371	48.921005	-0.803957	-2.171433	13.699876	-4.000051	-6.609901	10.728258	15.611146	20.539041	49.284175	-2.433154	-2.474551	14.044302	-4.622958	-7.443979	8.500828	13.856027	19.978543	49.425372	-6.016862	-3.687160	14.466174	-2.650203	-6.086373	10.623889	16.826938	21.841370	49.994978	-2.222270	-3.086816	16.229855	-3.714865	-5.503257	10.985698	15.213049	22.222477	47.637153	-2.428600	-2.925154	12.817647	-3.138648	-6.439563	9.891610	15.845261	21.546065	49.734426	-4.456694	-6.230736	15.337394	-4.584401	-6.453440	9.541339	16.113751	21.407929	48.627968	-2.090509	-3.204399	14.079803	-3.272395	-4.562750	9.683931	17.457525	20.607505	51.871432	0.825422	-0.936978	10.652504	-3.408207	-6.853643	9.279491	15.624757	20.916409	49.934064	-4.345944	-2.265627	15.239979	-2.682304	-6.796608	7.749908	19.089317	20.634842	53.596320	-3.132897	-3.339819	18.690470	-2.166778	-4.072479	11.014502	17.400262	22.544471	49.425513	-0.469554	-1.387985	14.966297	-3.445522	-5.984641	9.809611	16.943059	21.470459	48.776391	-4.968248	-2.174269	20.960167	-3.145305	-4.724700	10.873900	17.365316	22.929926	49.026855	-2.841589	-1.777923	15.998161	-4.197215	-6.154198	10.018011	14.577589	22.835754	46.749633	-4.839099	-2.488707	20.277816	-2.598783	-4.958149	8.673040	18.083515	21.620637	51.624714	-3.977696	-3.769967	19.697880
56	-4.493435	-7.348691	9.114341	16.013617	21.282875	51.731198	-3.357021	-2.204768	15.326628	-3.025386	-5.821268	10.544189	17.033007	22.708788	50.027454	-6.906528	-1.751648	19.995860	-3.233988	-6.577355	8.824896	16.497638	19.964481	51.858093	-2.930987	-2.626787	14.572332	-4.993135	-7.776881	8.103498	13.941763	20.924699	51.893439	-3.383331	-1.748845	14.145528	-3.878740	-5.904670	7.926073	16.273950	20.175308	53.133685	-2.449729	-2.128989	14.512344	-3.681215	-6.070453	9.091758	19.103836	23.308012	49.791053	-4.591382	-2.702695	20.591945	-1.724517	-5.614379	11.913783	19.532185	23.078900	52.051663	-0.696803	-2.220576	13.059731	-3.381841	-6.251687	9.915051	16.892588	19.956296	52.393396	-2.302379	-2.500655	13.401788	-4.056486	-7.052168	7.769708	14.969795	19.491817	52.505295	-5.618451	-3.423437	13.801512	-2.188724	-6.109905	9.460394	17.815559	21.224851	53.180160	-1.833391	-2.870854	15.296996	-3.191184	-5.158611	10.203228	16.847475	21.991752	50.355046	-2.057914	-2.649602	11.994649	-2.528442	-6.053503	9.172098	17.106213	20.854603	52.702775	-4.328122	-6.211039	14.762154	-4.029427	-6.310853	8.725527	16.944063	20.633070	51.752950	-1.886735	-3.043580	13.475478	-2.522449	-4.476821	8.774953	18.495388	19.938128	54.955059	1.049835	-0.777560	10.057877	-2.844673	-6.551540	8.448143	16.704170	20.265988	52.995777	-3.951570	-2.164915	14.588202	-2.085497	-6.614672	6.937676	19.785526	19.902610	56.665313	-2.810244	-3.120605	17.757545	-1.536964	-3.859103	10.156965	18.617809	21.861369	52.492503	-0.235935	-1.452945	14.181869	-2.787541	-5.730523	9.130700	17.747442	20.670409	51.929950	-4.808457	-2.377719	20.557613	-2.389503	-4.297938	10.206229	18.562727	22.298142	52.047978	-2.542872	-1.641009	15.151290	-3.532783	-5.995513	9.135705	15.647107	22.400732	49.883203	-4.528397	-2.447758	19.556498	-1.992573	-4.840129	7.821393	18.943005	20.983681	54.640320	-3.538223	-3.791977	18.933666
57	-3.710255	-7.088751	8.089630	16.834469	20.453378	54.890126	-3.009814	-1.917238	14.634741	-2.324394	-5.578575	9.654390	18.182792	21.913424	53.171006	-6.393499	-1.951031	18.931413	-2.611827	-6.393063	7.948762	17.494018	19.388742	54.982564	-2.527040	-2.463562	13.718749	-4.289885	-7.610306	7.159507	15.268787	20.613655	54.777798	-2.763796	-1.407818	13.384272	-3.036331	-5.778777	7.080523	17.299889	19.739388	56.115108	-1.981765	-1.891307	13.689894	-2.988888	-6.100638	8.242414	20.212477	22.887656	52.841802	-4.427062	-2.898649	19.910086	-1.461448	-5.428666	10.377922	20.565083	22.241113	55.271407	-0.572716	-2.158766	12.364108	-2.638384	-5.948843	8.981090	18.035770	19.306350	55.509764	-2.179897	-2.521616	12.766860	-3.330353	-6.740843	6.893421	15.949100	18.996776	55.574562	-5.194567	-3.111391	13.136504	-1.683669	-6.214094	8.228794	18.586094	20.437305	56.407410	-1.479035	-2.577051	14.308354	-2.539473	-4.897552	9.320194	18.332018	21.616093	53.107790	-1.685446	-2.351180	11.139650	-1.834001	-5.793805	8.325418	18.126615	20.054160	55.694334	-4.113461	-6.052149	14.126208	-3.363590	-6.302191	7.787649	17.512656	19.797434	54.899369	-1.666872	-2.703399	12.839132	-1.702124	-4.511886	7.733534	19.344701	19.226540	58.050289	1.300595	-0.573706	9.444550	-2.168695	-6.300594	7.559279	17.639888	19.548297	56.039512	-3.531916	-2.008648	13.921107	-1.394341	-6.483212	6.067364	20.297484	19.156591	59.718094	-2.449934	-2.782520	16.791872	-0.790268	-3.711523	9.206996	19.604719	21.061778	55.568008	0.021388	-1.459942	13.393735	-2.017163	-5.546283	8.383285	18.326936	19.797750	55.101604	-4.515261	-2.510479	19.997845	-1.514895	-3.981603	9.417432	19.541595	21.524559	55.081002	-2.211724	-1.491879	14.280882	-2.729871	-5.869621	8.177483	16.548053	21.841795	53.040440	-4.131159	-2.362360	18.655153	-1.294599	-4.786685	6.891731	19.602633	20.286868	57.657238	-3.006959	-3.724061	18.125390
58	-2.803125	-6.890726	6.993043	17.484807	19.551571	58.050643	-2.645489	-1.578008	13.932364	-1.600573	-5.462942	8.662177	19.136044	20.963228	56.363682	-5.807953	-2.071400	17.733167	-1.932203	-6.319545	7.005061	18.367147	18.749067	58.115966	-2.152310	-2.268590	12.835025	-3.500307	-7.508217	6.111984	16.602255	20.195283	57.658245	-2.155949	-1.210338	12.558128	-2.079762	-5.726106	6.156684	18.221787	19.289429	59.084014	-1.498719	-1.659776	12.836010	-2.173492	-6.212683	7.319688	21.003129	22.269675	55.967936	-4.141169	-2.958226	19.014134	-1.069285	-5.315757	8.705596	21.313433	21.315800	58.537158	-0.420022	-1.998043	11.631806	-1.800714	-5.770927	7.900967	18.997295	18.610234	58.627406	-2.034192	-2.499666	12.131764	-2.491329	-6.552303	5.845643	16.793887	18.514554	58.640889	-4.736299	-2.734213	12.475183	-1.184202	-6.410557	6.916383	19.254027	19.590175	59.625605	-1.159049	-2.290314	13.305979	-1.807011	-4.746710	8.333151	19.658330	21.135876	55.901079	-1.296829	-2.027150	10.254043	-1.119666	-5.704504	7.333722	18.925321	19.194077	58.710342	-3.805489	-5.747093	13.421317	-2.654210	-6.470090	6.708211	17.909076	18.977947	58.048859	-1.441844	-2.243384	12.184910	-0.863287	-4.724424	6.499900	20.016660	18.505068	61.155631	1.588798	-0.330563	8.801213	-1.407159	-6.160708	6.551050	18.417642	18.780630	59.071924	-3.077202	-1.773150	13.230983	-0.630745	-6.455245	5.107788	20.640238	18.435762	62.733405	-2.044612	-2.328379	15.806809	0.019657	-3.662901	8.126467	20.398378	20.193572	58.651662	0.305551	-1.398796	12.606669	-1.169677	-5.491645	7.496532	18.684084	18.893690	58.280385	-4.084955	-2.503922	19.294528	-0.604777	-3.802696	8.485753	20.359075	20.672884	58.128437	-1.849322	-1.329208	13.393561	-1.818365	-5.823160	7.073691	17.272705	21.161923	56.218510	-3.657506	-2.183398	17.619632	-0.533943	-4.840751	5.816969	20.081523	19.558164	60.665090	-2.391662	-3.534566	17.307010
59	-1.849027	-6.801854	5.806304	18.015320	18.632030	61.204336	-2.260149	-1.207199	13.205023	-0.916947	-5.508644	7.534348	19.959930	19.945773	59.582492	-5.194132	-2.094448	16.481799	-1.255069	-6.420920	5.917034	19.140787	18.079588	61.258694	-1.804611	-2.046412	11.930217	-2.687298	-7.510206	4.938757	17.925949	19.692620	60.547339	-1.573508	-1.108202	11.687251	-1.060753	-5.817765	5.074912	19.032016	18.823891	62.047047	-0.987489	-1.431636	11.936156	-1.318074	-6.434449	6.274107	21.568859	21.530238	59.141482	-3.758561	-2.886381	17.966383	-0.523404	-5.344606	6.915833	21.747190	20.355616	61.821933	-0.218641	-1.726561	10.857094	-0.950682	-5.753482	6.671744	19.805182	17.903449	61.743560	-1.835497	-2.420997	11.473224	-1.588724	-6.551588	4.603322	17.494382	18.069407	61.701384	-4.217666	-2.288313	11.802965	-0.733900	-6.722839	5.487155	19.901001	18.740619	62.798058	-0.861763	-2.080409	12.303661	-1.024585	-4.786949	7.185450	20.778909	20.549255	58.753390	-0.873636	-1.684110	9.316235	-0.449771	-5.845880	6.150416	19.498749	18.310433	61.749993	-3.389596	-5.278119	12.629427	-1.964989	-6.878831	5.433298	18.198108	18.231310	61.192427	-1.200308	-1.711087	11.502423	-0.070285	-5.104122	5.078377	20.584076	17.795754	64.262880	1.908728	-0.070082	8.120313	-0.626445	-6.154538	5.393217	19.085605	17.992730	62.104362	-2.586209	-1.477111	12.504620	0.149251	-6.550301	4.028769	20.887377	17.752169	65.711867	-1.597044	-1.810678	14.802444	0.831625	-3.763348	6.855451	21.012641	19.283695	61.741323	0.620234	-1.257595	11.810007	-0.316159	-5.580757	6.444301	18.905253	18.001316	61.455899	-3.563560	-2.353181	18.486459	0.257189	-3.844077	7.320488	21.014997	19.760578	61.200262	-1.446488	-1.155572	12.469688	-0.885082	-5.884921	5.792620	17.886875	20.403786	59.411753	-3.130406	-1.914918	16.511478	0.227703	-5.006242	4.580782	20.461030	18.822933	63.657987	-1.725542	-3.248721	16.484046
60	-0.926824	-6.905225	4.465989	18.452586	17.738320	64.343672	-1.837918	-0.824966	12.419408	-0.336674	-5.780642	6.204547	20.683716	18.913680	62.814887	-4.569919	-2.009569	15.213596	-0.640014	-6.723182	4.632062	19.843040	17.411106	64.407141	-1.460553	-1.808388	11.002498	-1.911709	-7.681109	3.574645	19.216872	19.107095	63.454563	-1.017415	-1.089819	10.770622	-0.069182	-6.063855	3.820305	19.764732	18.342760	65.009306	-0.444779	-1.199635	10.988630	-0.498605	-6.805248	5.041973	21.943787	20.703806	62.340349	-3.270218	-2.674634	16.767968	0.086043	-5.507731	5.051816	21.993931	19.416791	65.084874	0.026264	-1.393917	10.050894	-0.167752	-5.964968	5.233541	20.456605	17.211033	64.852257	-1.547106	-2.274031	10.756071	-0.691877	-6.761065	3.178404	18.081665	17.675817	64.746864	-3.626020	-1.801903	11.100690	-0.355206	-7.149389	3.929027	20.538924	17.899303	65.913029	-0.559236	-1.930119	11.296009	-0.253525	-5.011190	5.885111	21.746692	19.894931	61.651309	-0.418643	-1.342722	8.326274	0.134390	-6.214851	4.767018	19.886606	17.436536	64.800689	-2.877430	-4.667514	11.752827	-1.340777	-7.520847	3.941696	18.447129	17.572649	64.326534	-0.921651	-1.163105	10.781229	0.608563	-5.668727	3.428774	21.075612	17.109252	67.353385	2.259305	0.188964	7.382319	0.109621	-6.332510	4.014601	19.661528	17.200705	65.140430	-2.046863	-1.136293	11.711343	0.885216	-6.816207	2.761018	21.079954	17.112228	68.640902	-1.101057	-1.269252	13.758985	1.581038	-4.025315	5.379736	21.494035	18.358619	64.825935	0.960221	-1.048280	10.989398	0.473168	-5.854233	5.157411	19.037580	17.152232	64.614456	-2.970339	-2.035188	17.558977	1.011968	-4.080954	5.937005	21.576790	18.821566	64.289248	-1.016929	-0.980862	11.503412	-0.015887	-6.110044	4.261799	18.428969	19.585744	62.616260	-2.543307	-1.560752	15.335751	0.925522	-5.307824	3.130134	20.782885	18.091961	66.620682	-1.024142	-2.879765	15.630091
61	-0.097989	-7.215295	2.954165	18.843659	16.898460	67.460489	-1.374823	-0.453726	11.561815	0.124668	-6.260033	4.676386	21.341746	17.906013	66.040820	-3.941719	-1.843162	13.952305	-0.126707	-7.247858	3.100373	20.467974	16.762450	67.545753	-1.093539	-1.559147	10.042271	-1.210034	-8.019145	2.022623	20.445254	18.461751	66.371960	-0.469250	-1.119070	9.817792	0.800159	-6.532145	2.311206	20.400311	17.836646	67.962166	0.140219	-0.950817	9.970690	0.221908	-7.316423	3.618853	22.214248	19.844750	65.528192	-2.692495	-2.365414	15.456280	0.671594	-5.853439	3.087508	22.100792	18.543131	68.273147	0.321341	-1.027965	9.205941	0.500224	-6.389862	3.588966	20.990436	16.548404	67.939280	-1.169484	-2.073027	9.963097	0.131135	-7.211634	1.559270	18.582909	17.348675	67.755236	-2.951054	-1.311185	10.346302	-0.051116	-7.689858	2.233651	21.112699	17.064049	68.955646	-0.222763	-1.780714	10.266125	0.440854	-5.473096	4.373451	22.544102	19.171206	64.587887	0.071536	-1.027872	7.265537	0.609237	-6.806091	3.164664	20.113164	16.605931	67.835052	-2.274927	-3.944686	10.791334	-0.804171	-8.374212	2.210794	18.687965	17.003803	67.435612	-0.580881	-0.645005	10.006949	1.160906	-6.364509	1.592615	21.517461	16.441280	70.401387	2.630516	0.430749	6.586612	0.762852	-6.678019	2.420557	20.180378	16.417276	68.169965	-1.464188	-0.781843	10.843952	1.534598	-7.240471	1.299840	21.263415	16.504715	71.514149	-0.571165	-0.749669	12.666122	2.203798	-4.464378	3.676593	21.865419	17.439774	67.880628	1.319030	-0.784261	10.127002	1.163658	-6.280169	3.643443	19.141246	16.352422	67.741868	-2.337328	-1.594633	16.518607	1.579038	-4.552027	4.271108	22.050751	17.870356	67.376179	-0.565876	-0.816010	10.478821	0.727881	-6.495939	2.496205	18.948729	18.742383	65.813999	-1.901539	-1.158712	14.099032	1.525546	-5.718916	1.486916	21.087078	17.369624	69.538565	-0.309669	-2.470002	14.715588
