Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
39	-4.694211	-14.011463	10.479460	2.212287	22.483397	22.416597	2.772719	-8.513202	-3.542729	-5.203290	-11.489444	11.588056	1.737781	23.250184	22.519269	1.893599	-10.126143	-5.582940	-4.335980	-14.942218	10.863292	0.902754	22.232572	19.535130	2.289020	-9.476510	-5.439040	-6.987236	-13.493052	9.501116	1.328066	22.293562	20.044834	2.525919	-10.441090	-5.192474	-5.828362	-13.340501	11.827331	0.616457	23.167450	18.570131	2.057750	-9.433145	-3.160236	-6.204974	-14.403310	10.750337	1.034194	23.308019	19.024264	3.292175	-8.836248	-3.639995	-4.798345	-12.562648	12.875395	0.733038	22.636053	17.972083	2.863987	-9.310781	-3.124336	-4.607492	-12.988985	11.746146	0.587959	23.065243	18.946258	1.870460	-9.807514	-2.485249	-5.642659	-12.634952	10.640617	1.156713	22.008811	19.546519	-0.071481	-11.949159	-3.719810	-3.806016	-12.351637	12.818024	1.504271	21.140540	22.302474	1.351645	-10.249618	-5.379742	-5.023670	-9.912154	12.306642	1.362316	22.155463	21.085857	0.879507	-10.914824	-0.854509	-4.602959	-11.888926	11.817582	0.919769	22.827311	18.244081	0.316778	-10.558810	-0.284330	-3.892276	-12.579180	10.962684	0.789742	23.794970	19.007324	2.578608	-6.902346	-6.238141	-5.298879	-11.824005	12.619917	0.933508	22.417806	18.277192	2.889998	-6.773361	-3.766327	-3.530637	-11.088206	11.474332	1.076919	21.832012	18.869599	-0.399418	-10.383247	-1.491938	-4.013940	-11.756917	11.198225	1.789697	21.344857	21.335797	2.157295	-8.107254	-0.540221	-3.678087	-9.810423	13.599110	0.217430	22.161197	17.010253	1.736288	-7.783354	0.163682	-3.603325	-12.442966	10.927551	0.936831	22.221662	19.405741	2.465229	-7.582170	-3.741662	-3.801136	-12.056202	11.443204	0.987848	21.725230	20.069014	1.843227	-9.562292	-1.285780	-4.890772	-12.105257	10.224389	0.272357	23.501353	18.717387	2.442629	-8.888591	-5.204220	-4.442036	-10.877603	11.932463	1.022808	21.368299	19.446854	2.507818	-9.929480	-1.572499
40	-4.430698	-12.996616	11.265722	2.249592	22.241175	22.149616	2.128468	-8.838616	-0.984331	-5.004660	-10.622429	12.475347	1.785318	22.952318	22.045436	1.301965	-10.546552	-2.913502	-4.050551	-13.966959	11.698345	1.003414	21.846876	19.348454	1.636018	-9.889114	-2.995584	-6.714024	-12.392864	10.432434	1.337195	22.091072	19.950478	1.814162	-11.072981	-2.802500	-5.754005	-12.625861	12.580587	0.885328	22.996274	18.476870	1.467383	-9.617927	-0.732013	-5.985819	-13.437231	11.659553	1.231091	22.952463	18.883301	2.677276	-9.143291	-1.275258	-4.533763	-11.678547	13.695635	0.978952	22.434607	17.888999	2.247479	-9.505120	-0.776241	-4.397221	-12.222262	12.666657	0.735117	22.853719	18.836336	1.258718	-10.083266	-0.059866	-5.427044	-11.993002	11.327997	1.278157	21.824412	19.328903	-0.759243	-12.204379	-1.312976	-3.600886	-11.657845	13.583750	1.698581	20.826068	22.076022	0.814803	-10.437459	-2.772994	-4.867402	-9.364472	13.191200	1.516205	21.976459	20.920717	0.319651	-10.995026	1.587812	-4.287977	-11.060353	12.621626	1.004708	22.651843	18.342484	-0.383071	-10.865718	2.353711	-3.715625	-11.904737	11.787391	0.898916	23.694088	18.866169	2.038627	-7.003760	-3.811905	-5.285670	-11.159201	13.320459	1.207742	22.360892	18.389385	2.441293	-6.838016	-1.597908	-3.345398	-10.518155	12.326459	1.234424	21.704598	18.855765	-1.011627	-10.483889	0.836264	-3.960695	-11.136424	11.732555	2.139608	21.114704	21.664118	1.533438	-8.037517	1.891507	-3.514847	-9.156700	14.655045	0.408405	22.094385	17.090104	1.193831	-7.686906	2.487754	-3.496509	-11.844569	11.793015	1.096428	22.099730	19.346449	1.887858	-7.632210	-1.382066	-3.711354	-11.352219	12.372524	1.170935	21.482065	19.842264	1.236528	-9.614923	1.191206	-4.648999	-11.454185	11.220483	0.368962	23.282877	18.483812	1.858108	-9.159058	-2.825583	-4.267420	-10.292367	12.665616	1.295603	21.296047	19.760667	1.851684	-10.028398	0.723585
41	-4.258243	-12.054623	11.961381	2.379767	22.034037	22.086570	1.419133	-8.995096	1.576166	-4.849036	-9.832101	13.268362	1.918288	22.633911	21.803968	0.669231	-10.780729	-0.243037	-3.816274	-12.977448	12.461966	1.189736	21.412983	19.431898	0.974590	-10.121685	-0.558817	-6.495059	-11.362497	11.239961	1.443881	21.872979	20.111585	1.091563	-11.568408	-0.420821	-5.718851	-11.897772	13.184779	1.230768	22.780273	18.728534	0.864575	-9.622190	1.673184	-5.764747	-12.438199	12.495413	1.467398	22.551871	19.001169	2.061719	-9.260533	1.072396	-4.333079	-10.782236	14.406605	1.296001	22.200807	18.145279	1.642911	-9.413487	1.525464	-4.235028	-11.470067	13.504381	0.960982	22.574133	18.970723	0.637192	-10.129452	2.327383	-5.252404	-11.429813	11.927857	1.466528	21.674016	19.401008	-1.463259	-12.279204	1.068981	-3.417350	-10.910005	14.290530	1.954796	20.461764	22.119488	0.278351	-10.438094	-0.155944	-4.758812	-8.913183	13.972344	1.744338	21.795381	21.030014	-0.269605	-10.905504	3.938878	-4.030365	-10.319680	13.317456	1.170707	22.494115	18.690416	-1.076768	-10.974528	4.955086	-3.599681	-11.240405	12.509262	1.085581	23.521863	19.018102	1.504899	-6.885253	-1.391523	-5.287007	-10.489213	13.908336	1.543308	22.295062	18.814003	2.015112	-6.768702	0.516876	-3.216488	-10.002234	13.074754	1.466134	21.622195	19.106518	-1.641952	-10.408024	3.119723	-3.931920	-10.555755	12.143378	2.568098	20.926932	22.272167	0.879265	-7.824791	4.294774	-3.369216	-8.509845	15.571764	0.669505	21.999216	17.480830	0.675908	-7.413137	4.759744	-3.435664	-11.261163	12.562857	1.347100	21.991231	19.541007	1.297128	-7.539330	0.958916	-3.682601	-10.706735	13.165313	1.462490	21.279666	19.931807	0.586321	-9.454798	3.620412	-4.469708	-10.791089	12.137430	0.562168	23.031177	18.488032	1.273471	-9.292602	-0.439924	-4.136571	-9.724532	13.277794	1.662966	21.241843	20.350331	1.170381	-9.953583	2.998974
42	-4.203709	-11.225677	12.544292	2.631573	21.888876	22.289722	0.638484	-8.935445	4.095927	-4.753987	-9.153020	13.954933	2.151329	22.327068	21.858421	-0.028339	-10.783964	2.388628	-3.641065	-12.015829	13.140278	1.464319	20.968056	19.802472	0.300698	-10.160350	1.838928	-6.356228	-10.457947	11.891787	1.680124	21.660766	20.588062	0.343528	-11.891922	1.911184	-5.709452	-11.178239	13.662850	1.630732	22.543861	19.281503	0.248664	-9.480061	4.026350	-5.549853	-11.440148	13.221203	1.756460	22.129678	19.450094	1.438315	-9.128347	3.364877	-4.189477	-9.904631	15.024685	1.669774	21.975753	18.696640	1.055244	-9.082808	3.759592	-4.132474	-10.768469	14.218089	1.276205	22.257996	19.420415	0.009314	-9.891809	4.630428	-5.123213	-10.949472	12.430978	1.728118	21.565981	19.777938	-2.205241	-12.176933	3.388385	-3.262982	-10.146488	14.913578	2.275507	20.092073	22.450221	-0.268472	-10.244081	2.433726	-4.686935	-8.536881	14.647441	2.028249	21.620275	21.381177	-0.890587	-10.679505	6.180776	-3.841802	-9.695868	13.882225	1.427818	22.381619	19.308360	-1.758587	-10.887396	7.464664	-3.552534	-10.608000	13.125065	1.359107	23.306935	19.469726	0.977272	-6.567108	0.989086	-5.303300	-9.829212	14.354939	1.958442	22.220383	19.620188	1.621205	-6.533919	2.532178	-3.158791	-9.557943	13.683384	1.798140	21.594904	19.686654	-2.287939	-10.108015	5.324322	-3.931117	-10.034618	12.408998	3.104963	20.808660	23.211649	0.193195	-7.452733	6.641417	-3.247011	-7.891927	16.319721	1.008833	21.902975	18.188241	0.193210	-6.972683	6.945046	-3.429546	-10.712925	13.198907	1.714444	21.914653	20.051469	0.689562	-7.270417	3.255891	-3.706040	-10.116595	13.832015	1.842551	21.137379	20.302234	-0.092947	-9.124774	5.981796	-4.370375	-10.139011	12.937954	0.863804	22.774525	18.797724	0.677317	-9.246583	1.928800	-4.056293	-9.186475	13.733324	2.148322	21.221245	21.268111	0.462601	-9.662638	5.235364
43	-4.252601	-10.509042	13.023108	2.996705	21.810810	22.748629	-0.185919	-8.686302	6.539494	-4.712420	-8.579563	14.542037	2.472549	22.060536	22.192777	-0.792477	-10.579641	4.959665	-3.535589	-11.128184	13.704775	1.842028	20.558463	20.509985	-0.390558	-9.977507	4.157278	-6.291241	-9.690490	12.404165	2.034155	21.475176	21.350086	-0.437740	-12.060108	4.163737	-5.725285	-10.490699	13.974747	2.101677	22.302161	20.232098	-0.384043	-9.163078	6.272208	-5.348506	-10.471010	13.827258	2.106834	21.717901	20.205193	0.805206	-8.770711	5.584861	-4.119025	-9.087273	15.511346	2.126200	21.801634	19.638559	0.503176	-8.459881	5.867762	-4.084449	-10.133634	14.793888	1.675312	21.953357	20.168109	-0.614868	-9.423474	6.827856	-5.046150	-10.556339	12.815652	2.079032	21.504461	20.504693	-3.001160	-11.873801	5.604161	-3.151897	-9.411660	15.412013	2.679746	19.771388	23.115672	-0.830705	-9.832501	4.955567	-4.657260	-8.246231	15.158184	2.381349	21.467168	22.055822	-1.538867	-10.279920	8.244828	-3.734253	-9.212242	14.281285	1.795317	22.332746	20.245070	-2.411607	-10.596268	9.805972	-3.584485	-10.029510	13.614423	1.742391	23.078396	20.259903	0.460057	-6.062135	3.293255	-5.329093	-9.193345	14.669376	2.454209	22.143036	20.763197	1.262372	-6.158169	4.430175	-3.162753	-9.180857	14.156842	2.228540	21.614625	20.563128	-2.935730	-9.617903	7.437502	-3.952050	-9.572843	12.552556	3.753127	20.766292	24.431386	-0.505612	-6.959304	8.920963	-3.160138	-7.326187	16.856363	1.452654	21.836658	19.248857	-0.237373	-6.371668	8.998345	-3.470949	-10.202409	13.701256	2.196067	21.878718	20.848037	0.071258	-6.852422	5.497947	-3.793279	-9.596821	14.325815	2.337358	21.097949	21.046405	-0.785219	-8.597163	8.222657	-4.341069	-9.514796	13.618895	1.259734	22.539773	19.394348	0.061830	-9.035115	4.264798	-4.016119	-8.680382	14.047740	2.742158	21.239970	22.465625	-0.258157	-9.193566	7.428361
44	-4.409880	-9.927080	13.376360	3.495881	21.815006	23.530165	-1.023920	-8.233172	8.841341	-4.727168	-8.132397	14.996206	2.901014	21.878011	22.875298	-1.635274	-10.127422	7.433751	-3.492846	-10.332688	14.145881	2.322077	20.217948	21.542167	-1.094597	-9.593043	6.375458	-6.303736	-9.096002	12.755368	2.520986	21.335773	22.453196	-1.262956	-12.026977	6.287329	-5.754876	-9.841393	14.149418	2.639220	22.071737	21.505488	-1.024890	-8.715996	8.401466	-5.171712	-9.564661	14.266040	2.557393	21.361037	21.322347	0.161180	-8.172256	7.698754	-4.103892	-8.345340	15.873623	2.669797	21.699328	20.900465	-0.004409	-7.631228	7.841375	-4.100340	-9.596388	15.167144	2.191023	21.712794	21.284307	-1.216205	-8.741962	8.857078	-5.016133	-10.235114	13.081880	2.519741	21.479583	21.558246	-3.835851	-11.375978	7.695837	-3.090508	-8.737007	15.770795	3.177894	19.538345	24.098196	-1.398967	-9.227222	7.384859	-4.656558	-8.014125	15.516209	2.791461	21.344939	22.999573	-2.182136	-9.746809	10.133443	-3.699222	-8.853309	14.513805	2.274902	22.344281	21.488710	-3.014587	-10.140574	11.923060	-3.687122	-9.511026	13.972881	2.243076	22.867316	21.366466	-0.039673	-5.431168	5.496018	-5.360326	-8.600060	14.822674	3.063145	22.072792	22.290536	0.953860	-5.633504	6.162098	-3.233429	-8.885170	14.459167	2.786426	21.686438	21.787770	-3.560659	-8.930046	9.412506	-3.991626	-9.182486	12.564924	4.550565	20.825135	25.955818	-1.189935	-6.357160	11.103200	-3.112718	-6.822554	17.182940	2.013993	21.824085	20.630813	-0.606250	-5.654694	10.898734	-3.565678	-9.736088	14.030611	2.826835	21.902258	21.984521	-0.547365	-6.278916	7.662222	-3.923683	-9.129205	14.672809	2.930412	21.155381	22.097051	-1.461253	-7.934142	10.338051	-4.386618	-8.943654	14.138061	1.772874	22.356891	20.344150	-0.581151	-8.630004	6.544409	-4.014557	-8.214428	14.198792	3.470884	21.313291	23.973801	-0.974875	-8.547076	9.558744
45	-4.637202	-9.453662	13.622944	4.105824	21.885381	24.596149	-1.831292	-7.639546	10.973570	-4.779454	-7.788027	15.322440	3.426296	21.790903	23.861151	-2.532247	-9.464995	9.806450	-3.513576	-9.655298	14.427245	2.929443	19.988929	22.938309	-1.793808	-9.005270	8.451841	-6.364632	-8.643540	12.976367	3.107357	21.238703	23.842093	-2.112716	-11.798440	8.275279	-5.791265	-9.247769	14.154497	3.278118	21.873436	23.166794	-1.655287	-8.124997	10.346942	-5.022194	-8.733717	14.545786	3.120346	21.086291	22.735898	-0.487380	-7.403725	9.714299	-4.145128	-7.721871	16.060792	3.358800	21.718411	22.550393	-0.432158	-6.612299	9.611082	-4.167389	-9.150113	15.345027	2.823126	21.552303	22.718859	-1.777522	-7.931600	10.705250	-5.035172	-9.982963	13.206902	3.068027	21.485465	22.969965	-4.672332	-10.665063	9.622145	-3.092566	-8.156031	15.957392	3.803407	19.442153	25.424947	-1.948531	-8.435038	9.670821	-4.682994	-7.838675	15.670069	3.280218	21.276810	24.280856	-2.775511	-9.069233	11.762460	-3.736142	-8.616268	14.556590	2.891934	22.415416	23.077894	-3.534945	-9.539323	13.721919	-3.860280	-9.061767	14.169102	2.895850	22.704505	22.820386	-0.509793	-4.726271	7.553205	-5.390407	-8.048455	14.841154	3.785173	22.015679	24.119344	0.695018	-5.004286	7.735196	-3.351587	-8.655197	14.609604	3.460697	21.795603	23.298852	-4.138776	-8.105656	11.241896	-4.038993	-8.848474	12.480181	5.487682	20.971667	27.707392	-1.832527	-5.702544	13.185539	-3.111414	-6.394852	17.271668	2.730374	21.890469	22.354618	-0.895593	-4.850702	12.599603	-3.700576	-9.303824	14.204765	3.594607	21.981510	23.402097	-1.153336	-5.601273	9.754101	-4.088907	-8.714418	14.832674	3.659084	21.337075	23.522789	-2.080741	-7.142449	12.259989	-4.483604	-8.431310	14.502874	2.394397	22.234334	21.599707	-1.242757	-8.070563	8.763950	-4.034706	-7.779526	14.217366	4.321135	21.434659	25.721450	-1.668938	-7.786258	11.624207
46	-4.915995	-9.097411	13.744567	4.845223	22.027225	26.000231	-2.554518	-6.930457	12.849424	-4.858183	-7.549618	15.483926	4.077592	21.831101	25.200262	-3.462859	-8.568504	12.041166	-3.585377	-9.090753	14.549701	3.664509	19.877505	24.645898	-2.462870	-8.268848	10.375439	-6.457889	-8.344257	13.050137	3.792519	21.189198	25.556090	-2.952375	-11.318404	10.072887	-5.824619	-8.701362	14.030176	4.013216	21.710265	25.112507	-2.254905	-7.440741	12.115003	-4.915056	-8.017677	14.630212	3.850530	20.945202	24.467608	-1.128797	-6.482771	11.619040	-4.213251	-7.199803	16.107736	4.193300	21.850614	24.483697	-0.779853	-5.512790	11.196323	-4.285890	-8.811190	15.288464	3.609508	21.489458	24.517786	-2.263880	-7.025059	12.297034	-5.090997	-9.778428	13.199540	3.717994	21.507698	24.681747	-5.456001	-9.797121	11.379364	-3.150468	-7.667883	15.991240	4.559921	19.489543	27.035045	-2.454297	-7.517934	11.792633	-4.722092	-7.694158	15.660866	3.845512	21.263194	25.823841	-3.296475	-8.303637	13.154470	-3.822717	-8.463150	14.439279	3.640405	22.525308	24.962210	-3.964585	-8.855446	15.193331	-4.083502	-8.671062	14.214502	3.702330	22.603694	24.560697	-0.945160	-4.024542	9.454076	-5.411090	-7.545419	14.707822	4.660973	21.978925	26.266882	0.498219	-4.286316	9.100704	-3.511756	-8.492905	14.577275	4.280634	21.938189	25.132054	-4.630922	-7.169540	12.864124	-4.084984	-8.571977	12.294834	6.602139	21.211683	29.688478	-2.395584	-5.042679	15.118422	-3.147667	-6.033516	17.160314	3.606119	22.037326	24.351087	-1.113820	-4.017957	14.099575	-3.872066	-8.906157	14.192992	4.536608	22.126687	25.131958	-1.733085	-4.844123	11.755530	-4.264808	-8.329480	14.846300	4.510148	21.610631	25.229563	-2.629462	-6.286190	13.998494	-4.621536	-7.998265	14.672758	3.154996	22.196424	23.206355	-1.909953	-7.358649	10.900266	-4.063381	-7.374085	14.087014	5.325468	21.609683	27.718527	-2.315815	-6.941423	13.594288
47	-5.210212	-8.826469	13.767599	5.690743	22.220575	27.672207	-3.178464	-6.174649	14.473525	-4.943242	-7.381956	15.505189	4.846937	21.979337	26.815603	-4.390995	-7.504792	14.151051	-3.707480	-8.656027	14.481821	4.561286	19.905467	26.677202	-3.063113	-7.413189	12.090597	-6.556568	-8.154886	13.006147	4.543545	21.173470	27.519644	-3.737451	-10.627685	11.689335	-5.847807	-8.218709	13.758827	4.887361	21.598875	27.366417	-2.790197	-6.680391	13.627481	-4.850535	-7.413145	14.559720	4.743899	20.935790	26.425321	-1.752113	-5.482132	13.443636	-4.282054	-6.799109	16.004579	5.239716	22.127000	26.716753	-1.019575	-4.420531	12.528122	-4.435297	-8.553684	15.053749	4.532860	21.495909	26.595168	-2.667557	-6.083677	13.647327	-5.177754	-9.609851	13.033002	4.493625	21.535543	26.715354	-6.116343	-8.810817	12.908674	-3.257572	-7.283412	15.864322	5.486123	19.710600	28.930288	-2.877913	-6.529276	13.676202	-4.764133	-7.567803	15.464390	4.532500	21.324750	27.669481	-3.693625	-7.471812	14.219851	-3.946544	-8.375409	14.157472	4.550780	22.659950	27.162213	-4.280248	-8.138794	16.257666	-4.346609	-8.341846	14.086962	4.704186	22.582377	26.597839	-1.331203	-3.400698	11.138467	-5.415260	-7.079474	14.459934	5.678973	21.963746	28.638998	0.350057	-3.539308	10.274245	-3.692108	-8.373242	14.398071	5.224516	22.096089	27.210567	-5.032136	-6.193430	14.284148	-4.120929	-8.333724	12.036291	7.866589	21.508601	31.826714	-2.875412	-4.431194	16.886818	-3.216817	-5.742732	16.839772	4.690251	22.280604	26.620094	-1.257399	-3.216452	15.334739	-4.060379	-8.532777	14.034916	5.631496	22.320403	27.092351	-2.287240	-4.066448	13.675953	-4.434819	-7.969102	14.693053	5.534268	21.980545	27.248097	-3.066739	-5.404622	15.469178	-4.777537	-7.632715	14.677730	4.038325	22.234160	25.082813	-2.565039	-6.554525	12.956596	-4.084292	-6.988639	13.839771	6.466547	21.823882	29.890033	-2.908347	-6.079944	15.460783
48	-5.493329	-8.641365	13.680460	6.664200	22.461128	29.641346	-3.665426	-5.422099	15.755854	-5.016221	-7.275002	15.365271	5.776850	22.247795	28.725729	-5.273397	-6.298270	16.093274	-3.860943	-8.320197	14.260712	5.600231	20.035698	28.944844	-3.578965	-6.500901	13.601134	-6.640674	-8.077544	12.824461	5.359154	21.190538	29.752685	-4.397123	-9.698964	13.059752	-5.860383	-7.791712	13.384458	5.885665	21.533867	29.822629	-3.255392	-5.901081	14.910468	-4.838269	-6.952130	14.323931	5.856177	21.095881	28.599303	-2.340031	-4.462114	15.177206	-4.320892	-6.490696	15.811918	6.471785	22.507835	29.138522	-1.177570	-3.424426	13.635355	-4.600076	-8.368488	14.650330	5.623722	21.558833	28.962497	-2.950804	-5.165798	14.676576	-5.277503	-9.453711	12.733647	5.381601	21.555406	28.994809	-6.631447	-7.792790	14.207592	-3.384476	-6.976002	15.617602	6.570655	20.070787	31.031802	-3.210057	-5.552612	15.311395	-4.798285	-7.438026	15.141537	5.339089	21.444164	29.728249	-3.969127	-6.626905	15.004309	-4.080866	-8.312087	13.764245	5.604784	22.796531	29.593959	-4.499538	-7.457290	16.975345	-4.623889	-8.055418	13.822387	5.879393	22.621046	28.851652	-1.670153	-2.899145	12.601624	-5.388272	-6.655637	14.090524	6.883950	21.979445	31.231682	0.253593	-2.827418	11.181892	-3.876750	-8.283320	14.054975	6.315785	22.249533	29.555923	-5.308983	-5.237269	15.416360	-4.134378	-8.130323	11.699408	9.300843	21.830903	34.125705	-3.245955	-3.936741	18.382782	-3.298314	-5.501656	16.367466	5.963142	22.592535	29.080597	-1.345960	-2.498038	16.311651	-4.246526	-8.182571	13.723183	6.911947	22.549157	29.292914	-2.810735	-3.326664	15.475889	-4.585265	-7.619467	14.426942	6.709368	22.405082	29.478300	-3.402697	-4.551327	16.689076	-4.935536	-7.342945	14.490166	5.075966	22.360616	27.244302	-3.184473	-5.692914	14.890789	-4.082835	-6.630728	13.460271	7.781139	22.073789	32.236678	-3.418997	-5.272432	17.149145
49	-5.744271	-8.506266	13.511864	7.736378	22.715022	31.825183	-4.035795	-4.715141	16.736547	-5.063473	-7.196394	15.105207	6.849906	22.593529	30.842102	-6.080359	-5.042063	17.867870	-4.030899	-8.073266	13.886193	6.802402	20.246144	31.435326	-3.967013	-5.586450	14.829482	-6.699283	-8.070921	12.539883	6.218994	21.227442	32.171556	-4.912603	-8.608845	14.206961	-5.853340	-7.434419	12.900387	7.040800	21.516676	32.476314	-3.607871	-5.152398	15.872017	-4.859945	-6.605876	13.972586	7.158809	21.390653	30.908015	-2.889712	-3.502249	16.817648	-4.278803	-6.292223	15.550480	7.937514	22.986151	31.733915	-1.248732	-2.650033	14.429031	-4.756179	-8.212691	14.155994	6.846507	21.639516	31.525904	-3.123854	-4.323891	15.421370	-5.374630	-9.293185	12.290119	6.407910	21.548991	31.533201	-6.951680	-6.821601	15.174750	-3.500427	-6.741091	15.250259	7.852772	20.563381	33.332775	-3.414630	-4.692006	16.586894	-4.810630	-7.282125	14.699639	6.318079	21.621496	32.007556	-4.072995	-5.818851	15.423728	-4.199408	-8.238726	13.278305	6.832075	22.908428	32.248907	-4.614088	-6.889658	17.304918	-4.890705	-7.806583	13.413559	7.257931	22.706585	31.322894	-1.949032	-2.595844	13.747605	-5.327143	-6.264218	13.638796	8.246202	22.015106	33.961911	0.195303	-2.203107	11.844418	-4.046771	-8.196958	13.593903	7.518173	22.373961	32.092604	-5.479003	-4.353746	16.275603	-4.120150	-7.945860	11.306430	10.847227	22.125657	36.542153	-3.526888	-3.574263	19.585013	-3.369942	-5.303782	15.747943	7.456214	22.944569	31.727332	-1.372075	-1.934761	16.939617	-4.409350	-7.846360	13.313792	8.330539	22.773750	31.658953	-3.310929	-2.672843	17.139402	-4.688411	-7.269556	14.052140	8.072730	22.850980	31.928022	-3.604552	-3.794010	17.544123	-5.078330	-7.106979	14.157626	6.242363	22.548416	29.603572	-3.757498	-4.836564	16.687338	-4.056293	-6.302183	12.982916	9.233336	22.333491	34.701652	-3.852412	-4.571352	18.628215
