Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
51	2.728414	-1.393177	27.739439	10.781428	17.304481	48.745644	-7.289529	-9.442618	19.378613	-0.005543	-2.224851	27.336698	10.666684	17.692666	48.111790	-9.088886	-12.962182	15.924269	2.283945	-2.133560	27.405314	11.100064	15.753529	52.211621	-9.192819	-7.680495	19.371340	2.735947	-1.068281	26.190665	13.256320	18.575103	51.653658	-7.981411	-8.529462	20.224185	2.127805	-1.866287	27.145854	9.739943	15.763165	51.208272	-9.719359	-8.394815	14.531041	2.427854	-1.642960	25.954658	10.839748	15.869949	53.525311	-7.353295	-9.670942	8.642866	1.062127	-2.025463	25.824449	11.407064	15.738958	54.320312	-9.631733	-10.040743	15.559138	1.274097	-2.326573	26.364182	11.855061	15.704897	53.822996	-7.528256	-10.372128	12.203869	1.314871	-2.323824	25.737151	11.078275	15.537250	54.221879	-8.821355	-9.804815	11.845933	0.057535	-2.964209	26.256605	10.875030	15.048654	53.575631	-9.722103	-11.227452	14.608347	0.610586	-2.560204	26.811013	11.976443	17.105098	51.268039	-10.775676	-10.500598	13.743169	0.838199	-2.679638	27.142422	10.160860	16.453408	49.073408	-10.738758	-11.028652	11.888749	1.478574	-2.226873	27.167134	11.255417	15.494616	52.753061	-7.753636	-9.769230	12.063293	1.623301	-1.321269	26.345119	10.979802	16.007511	53.489422	-8.663247	-8.408223	11.343858	1.447646	-1.317580	26.025095	10.486234	16.897822	51.898524	-9.820497	-13.603578	10.169818	-0.502542	-2.084681	26.343568	12.004562	15.863265	54.890383	-10.012719	-10.490330	12.011966	1.612751	-2.938263	27.109227	11.103067	15.641229	52.054956	-9.486910	-9.967085	12.791898	0.870501	-1.837134	26.197893	12.194056	16.001691	54.755099	-9.118542	-9.026317	16.190111	0.794613	-2.050477	25.624820	11.225935	15.984875	52.676364	-7.009432	-10.181942	9.844169	-0.292935	-1.374826	25.728330	10.712783	17.415396	50.511768	-7.372614	-10.270628	9.127082	0.338121	-2.304618	26.927598	11.783514	17.190616	50.368322	-5.893479	-8.929023	12.486616	0.779860	-2.029796	26.637257	11.753025	17.755949	50.864074	-10.755628	-11.032727	15.849450
52	2.586380	-1.623797	26.752160	10.964857	15.985043	52.511915	-7.356940	-8.844661	18.736059	-0.057794	-2.345298	26.199688	10.772622	16.378182	51.883182	-9.096489	-12.956705	14.699528	1.902973	-2.406749	26.167065	11.538807	14.663773	56.024989	-8.936617	-7.332528	18.866490	2.592385	-1.376869	24.870278	13.690007	17.283068	55.448149	-7.901330	-8.252225	19.304560	1.795662	-2.238483	25.952042	10.171084	14.736768	55.087221	-9.439195	-8.438420	13.723714	2.081843	-2.001410	24.553849	11.349290	14.853251	57.400512	-6.733705	-9.683043	7.800381	0.890154	-2.235791	24.515671	11.752290	14.745990	58.087870	-9.519490	-10.007825	14.794637	1.073920	-2.494352	24.990407	12.466203	14.576831	57.577564	-7.084245	-10.458873	11.452885	1.066753	-2.571088	24.274025	11.683903	14.590810	58.011258	-8.237872	-9.718314	11.026626	-0.232831	-3.219844	24.951589	11.272087	14.018911	57.347980	-9.494788	-11.259355	13.408655	0.515125	-2.728714	25.607900	12.501379	16.027771	55.034924	-10.302373	-10.520183	12.860762	0.527839	-2.902166	25.937221	10.710122	15.443025	52.793552	-9.815550	-11.151397	10.719721	1.068976	-2.521833	26.014493	11.913406	14.602094	56.417136	-7.204543	-9.837931	11.223056	1.449217	-1.637887	24.916077	11.376268	14.901218	57.429663	-8.217917	-8.364542	10.559110	1.222039	-1.652957	24.694967	10.772775	15.756672	55.690864	-9.251228	-13.778352	9.434799	-0.648059	-2.375183	25.057787	12.609156	14.904067	58.641947	-9.837469	-10.717841	11.257012	1.237477	-3.124346	25.853677	11.574103	14.638183	55.754878	-8.915785	-9.892798	11.865452	0.691015	-2.118099	24.919093	12.559189	14.888365	58.570168	-8.986362	-9.041019	15.268298	0.630040	-2.314184	24.126121	11.727790	14.963214	56.552790	-6.692690	-9.995100	9.086152	-0.507141	-1.704171	24.420473	11.247083	16.339569	54.362609	-6.890931	-10.254374	8.296282	0.158433	-2.470622	25.724591	12.501789	16.202207	54.052820	-5.677712	-8.750054	11.604627	0.609954	-2.306279	25.315433	12.054759	16.509579	54.707805	-10.302253	-10.838737	14.786367
53	2.411762	-1.883273	25.536854	11.067926	14.736045	56.303338	-7.367969	-8.394139	17.901593	-0.067878	-2.467690	24.853023	10.829330	15.154181	55.660136	-8.988356	-12.994814	13.361380	1.560641	-2.694849	24.641225	12.003211	13.631777	59.850929	-8.798897	-7.164358	18.163240	2.443957	-1.723644	23.316653	14.014393	16.014726	59.242560	-7.742969	-8.113328	18.230101	1.470972	-2.639810	24.438846	10.636986	13.784865	58.960465	-9.161718	-8.708965	12.813954	1.733861	-2.411459	22.879701	11.870294	13.894078	61.247738	-6.210647	-9.745166	7.035632	0.777910	-2.465738	22.934717	12.094458	13.804543	61.841024	-9.408299	-10.046575	13.999171	0.915843	-2.705454	23.290573	13.067916	13.500446	61.299486	-6.756152	-10.592987	10.729812	0.881234	-2.843646	22.485435	12.310913	13.690621	61.751684	-7.713779	-9.730086	10.327165	-0.470632	-3.492254	23.329492	11.705343	13.085404	61.074512	-9.202449	-11.405769	12.288783	0.479043	-2.906689	24.093561	13.044534	15.005245	58.783668	-9.858136	-10.597409	12.044371	0.231704	-3.148314	24.471203	11.309063	14.513290	56.490771	-8.973257	-11.352894	9.603946	0.704242	-2.834130	24.549548	12.669530	13.791848	60.050388	-6.848640	-10.013787	10.495155	1.289288	-1.999830	23.212710	11.778054	13.862296	61.339038	-7.768560	-8.439426	9.810222	1.011477	-2.035107	23.087051	11.030060	14.694250	59.445790	-8.751778	-13.909390	8.757738	-0.737506	-2.679327	23.526928	13.217544	13.957742	62.376202	-9.663844	-11.001023	10.477011	0.906721	-3.324850	24.318928	12.091505	13.714602	59.436329	-8.445764	-9.914902	10.966816	0.561929	-2.410211	23.368482	12.894598	13.812091	62.375974	-8.806936	-9.145849	14.315813	0.496648	-2.619676	22.365580	12.230747	14.014525	60.392433	-6.407090	-9.885939	8.387698	-0.700680	-2.085529	22.850913	11.759847	15.311602	58.198651	-6.439023	-10.257373	7.559516	-0.006126	-2.679836	24.271648	13.229365	15.252844	57.729914	-5.475552	-8.680871	10.763805	0.481476	-2.604135	23.685621	12.331689	15.353925	58.557935	-9.840406	-10.737198	13.645793
54	2.240469	-2.163491	24.050257	11.101124	13.580287	60.087170	-7.271625	-8.120166	16.918876	-0.002495	-2.597242	23.246472	10.859454	14.053397	59.399096	-8.756826	-13.057628	11.996305	1.321156	-2.995336	22.782226	12.478599	12.652561	63.666985	-8.704147	-7.209440	17.260629	2.327908	-2.098468	21.514582	14.212223	14.788359	63.001287	-7.460706	-8.111015	17.036899	1.212837	-3.034527	22.656213	11.116301	12.877299	62.794130	-8.863331	-9.155080	11.858697	1.444842	-2.861712	20.921464	12.374218	12.974752	65.041307	-5.779786	-9.846928	6.352596	0.773939	-2.706985	21.058624	12.402651	12.893121	65.555039	-9.246787	-10.142673	13.193016	0.828809	-2.953517	21.326447	13.621981	12.455031	64.979216	-6.483313	-10.741532	10.029107	0.790952	-3.134967	20.422801	12.916961	12.811626	65.427241	-7.226322	-9.800555	9.732420	-0.613301	-3.772170	21.429926	12.152967	12.208348	64.745296	-8.838709	-11.623554	11.270559	0.520589	-3.099205	22.305995	13.584767	14.017244	62.495356	-9.434332	-10.693705	11.313801	0.000620	-3.416167	22.701307	11.958903	13.648665	60.143242	-8.252069	-11.613228	8.574439	0.436936	-3.145164	22.808798	13.463260	13.000228	63.652471	-6.625730	-10.251743	9.862524	1.177188	-2.405593	21.206249	12.165817	12.884450	65.179614	-7.312527	-8.625108	9.120867	0.857032	-2.441666	21.235647	11.254749	13.700268	63.135162	-8.330636	-13.977417	8.150388	-0.709742	-2.979019	21.735829	13.781757	12.999860	66.066455	-9.460045	-11.303199	9.692771	0.677423	-3.543295	22.456036	12.638608	12.854518	63.073845	-8.061846	-10.026284	10.134366	0.526058	-2.711559	21.524066	13.169128	12.764920	66.139473	-8.527123	-9.316963	13.374456	0.434407	-2.971243	20.320437	12.713822	13.137756	64.154837	-6.127903	-9.850774	7.760447	-0.835886	-2.522533	20.991638	12.219574	14.326985	61.990292	-6.021848	-10.253008	6.925826	-0.106999	-2.934332	22.517069	13.929224	14.317930	61.384961	-5.256367	-8.710612	9.984080	0.429734	-2.913705	21.789118	12.584580	14.272696	62.381079	-9.345370	-10.706637	12.498238
55	2.111849	-2.456771	22.284426	11.074893	12.523167	63.828074	-7.028431	-8.019088	15.851422	0.141735	-2.741693	21.417353	10.882989	13.058924	63.070315	-8.430367	-13.114650	10.684895	1.214601	-3.298085	20.660443	12.928711	11.707501	67.444582	-8.552268	-7.422321	16.225633	2.274780	-2.489599	19.486800	14.277354	13.620136	66.684798	-7.023788	-8.224751	15.773060	1.079434	-3.394441	20.630654	11.577793	11.991162	66.550297	-8.514108	-9.738657	10.897921	1.265122	-3.327177	18.741337	12.822658	12.076137	68.758088	-5.392811	-9.969564	5.724148	0.894640	-2.947813	18.946992	12.644270	11.997215	69.203230	-8.981663	-10.272610	12.390742	0.849899	-3.235414	19.123485	14.076084	11.442943	68.582951	-6.204306	-10.881475	9.343930	0.825813	-3.440933	18.125205	13.449074	11.946673	69.008637	-6.744132	-9.899860	9.218032	-0.614534	-4.048735	19.281862	12.575155	11.360665	68.338364	-8.383306	-11.869737	10.363928	0.671152	-3.313138	20.238398	14.078965	13.058173	66.138750	-9.013731	-10.773548	10.685499	-0.124524	-3.697840	20.665635	12.622251	12.816437	63.737329	-7.643611	-11.889742	7.629804	0.336009	-3.436241	20.787677	14.216484	12.180742	67.209096	-6.474026	-10.514993	9.313191	1.122868	-2.843574	18.983662	12.519603	11.949784	68.925633	-6.838140	-8.886136	8.477612	0.794808	-2.859393	19.163699	11.433248	12.772939	66.722231	-7.976871	-13.966263	7.614360	-0.533555	-3.255555	19.737100	14.253660	12.019945	69.685644	-9.191053	-11.584232	8.920603	0.571433	-3.777234	20.333118	13.172331	12.028524	66.649745	-7.710652	-10.187552	9.371556	0.598394	-3.018287	19.444949	13.357365	11.744565	69.827136	-8.112598	-9.517488	12.475034	0.452513	-3.359058	18.070860	13.152405	12.315549	67.818242	-5.818023	-9.859419	7.176885	-0.889473	-3.003682	18.893844	12.599066	13.380750	65.710494	-5.619538	-10.221692	6.363608	-0.115336	-3.220460	20.513989	14.555980	13.374481	65.004168	-4.987640	-8.790615	9.258271	0.495532	-3.231347	19.627511	12.788181	13.264768	66.132299	-8.781358	-10.728434	11.393920
56	2.051677	-2.759195	20.273324	10.999392	11.558974	67.492746	-6.622543	-8.062139	14.760460	0.364877	-2.921549	19.372713	10.909481	12.173978	66.627079	-8.011897	-13.137058	9.491444	1.284663	-3.589597	18.313530	13.303646	10.798061	71.131472	-8.238089	-7.782450	15.097102	2.298865	-2.883777	17.293484	14.219536	12.523691	70.253098	-6.426541	-8.427493	14.484125	1.110539	-3.701654	18.405500	11.984812	11.111238	70.188530	-8.086035	-10.408370	9.959860	1.236232	-3.780691	16.401810	13.173064	11.196876	72.356916	-4.990685	-10.096178	5.117689	1.143290	-3.177806	16.664814	12.787253	11.123567	72.741690	-8.548785	-10.424227	11.598690	0.984721	-3.537699	16.772719	14.404429	10.476702	72.074486	-5.857610	-11.000495	8.659335	0.995989	-3.754097	15.667571	13.861861	11.105817	72.457629	-6.230912	-10.005084	8.738655	-0.444175	-4.305404	16.950438	12.925257	10.529523	71.821172	-7.816681	-12.100022	9.555095	0.932460	-3.545155	17.953901	14.486287	12.130510	69.687075	-8.569885	-10.812380	10.137249	-0.103492	-3.984259	18.406711	13.242953	11.998973	67.247346	-7.119743	-12.138140	6.759689	0.422778	-3.695428	18.551116	14.851881	11.315208	70.702227	-6.303265	-10.763063	8.808541	1.135818	-3.308112	16.608335	12.817183	11.064735	72.517667	-6.320153	-9.214898	7.858381	0.840504	-3.281002	16.923737	11.556151	11.916400	70.166792	-7.655033	-13.875563	7.131279	-0.188362	-3.490875	17.582153	14.585111	11.025667	73.191048	-8.817193	-11.812079	8.166983	0.623135	-4.023225	17.990719	13.639219	11.232846	70.120529	-7.335978	-10.373829	8.678101	0.783755	-3.325887	17.193414	13.436363	10.767099	73.390813	-7.525761	-9.723833	11.637179	0.562283	-3.777445	15.669390	13.514453	11.556709	71.329658	-5.435572	-9.895312	6.603140	-0.840220	-3.515369	16.612695	12.872568	12.485619	69.317844	-5.200931	-10.155040	5.830946	0.005679	-3.530153	18.279359	15.044266	12.418558	68.552463	-4.622183	-8.887309	8.580805	0.682135	-3.555046	17.272878	12.918708	12.323653	69.770972	-8.128781	-10.768942	10.357502
57	2.082634	-3.070454	18.039369	10.877268	10.700961	71.023858	-6.023263	-8.241377	13.691163	0.635056	-3.152426	17.182035	10.946570	11.386312	70.040793	-7.518463	-13.112835	8.426499	1.516809	-3.857518	15.843369	13.576512	9.933227	74.680751	-7.711629	-8.237869	13.927372	2.411203	-3.267365	14.989433	14.041723	11.533027	73.631293	-5.656964	-8.712813	13.201402	1.306294	-3.951933	16.055430	12.312572	10.237163	73.676926	-7.567347	-11.105853	9.053552	1.370319	-4.194777	13.983363	13.398411	10.353237	75.784919	-4.517701	-10.212339	4.497226	1.497050	-3.390786	14.295776	12.816596	10.296173	76.116759	-7.895403	-10.593765	10.817180	1.227689	-3.844777	14.371579	14.594241	9.586125	75.392780	-5.389428	-11.098516	7.957812	1.278003	-4.063064	13.160567	14.145458	10.312088	75.738794	-5.660532	-10.108367	8.242266	-0.111564	-4.527371	14.539472	13.177592	9.721145	75.160553	-7.133245	-12.287677	8.808547	1.295780	-3.788847	15.522855	14.772397	11.258514	73.094458	-8.072765	-10.801070	9.632931	0.084353	-4.264822	15.995217	13.764447	11.199907	70.635922	-6.631790	-12.320756	5.941644	0.701994	-3.913165	16.166778	15.299714	10.414560	74.091911	-6.023139	-10.965911	8.306625	1.204207	-3.785557	14.183381	13.059299	10.237420	75.918671	-5.743743	-9.599364	7.228405	0.980570	-3.699397	14.602732	11.630812	11.136904	73.438327	-7.321386	-13.726990	6.667099	0.317157	-3.672823	15.334230	14.748811	10.044309	76.532116	-8.310396	-11.970324	7.425454	0.816061	-4.274305	15.533951	14.009860	10.476460	73.452683	-6.888597	-10.565634	8.026390	1.064648	-3.630516	14.851169	13.405541	9.861678	76.775694	-6.748541	-9.928049	10.865722	0.746286	-4.208705	13.214363	13.797030	10.870835	74.656506	-4.967694	-9.948163	5.998855	-0.681984	-4.039895	14.229185	13.032621	11.666302	72.761270	-4.733451	-10.059142	5.277176	0.250185	-3.850170	15.892670	15.369282	11.469556	71.995588	-4.136050	-8.977309	7.928562	0.980778	-3.883647	14.808034	12.955149	11.462834	73.237533	-7.373534	-10.802162	9.397043
58	2.184492	-3.387834	15.691914	10.729245	9.934409	74.398575	-5.273766	-8.511658	12.663686	0.922528	-3.442350	14.920860	11.007177	10.703976	73.259117	-6.960678	-13.041548	7.479457	1.881665	-4.090214	13.354611	13.733583	9.143826	78.017734	-6.936322	-8.755922	12.755546	2.582102	-3.631897	12.667888	13.797050	10.652738	76.798072	-4.777861	-9.055583	11.939549	1.671876	-4.138124	13.645503	12.537593	9.389805	76.943858	-6.942933	-11.784649	8.174353	1.634658	-4.551593	11.576717	13.510683	9.569398	79.000310	-3.948388	-10.314123	3.834273	1.902787	-3.587673	11.934249	12.752214	9.543782	79.286432	-7.020237	-10.784510	10.040881	1.548527	-4.139825	12.021472	14.664983	8.803613	78.474523	-4.774280	-11.188078	7.222512	1.645597	-4.353955	10.718665	14.295734	9.609837	78.768058	-5.005959	-10.220844	7.680416	0.375884	-4.697931	12.152739	13.313066	8.966745	78.278421	-6.312119	-12.418591	8.093887	1.730463	-4.037083	13.040483	14.933825	10.478680	76.308663	-7.501772	-10.754231	9.123472	0.418736	-4.532019	13.533737	14.159953	10.442242	73.867183	-6.125711	-12.422374	5.143369	1.141444	-4.085947	13.722922	15.530720	9.518738	77.325245	-5.566288	-11.113777	7.766975	1.318608	-4.260894	11.802805	13.256069	9.488374	79.065837	-5.100679	-10.040716	6.554068	1.207808	-4.101199	12.287138	11.670511	10.462320	76.462806	-6.934251	-13.544372	6.187764	0.934371	-3.800026	13.067329	14.763046	9.112683	79.670648	-7.676340	-12.069235	6.678554	1.127547	-4.526437	13.069932	14.270453	9.790008	76.586353	-6.329739	-10.757875	7.383521	1.396281	-3.932203	12.513842	13.301165	9.055441	79.943078	-5.811412	-10.140290	10.142959	0.984891	-4.630889	10.809830	14.012215	10.283501	77.736126	-4.414097	-10.028143	5.326938	-0.439111	-4.557189	11.848946	13.105131	10.944007	75.999030	-4.200897	-9.954985	4.659085	0.604202	-4.168677	13.439815	15.514957	10.567513	75.271637	-3.505941	-9.053654	7.274267	1.360870	-4.213961	12.335926	12.900787	10.704388	76.472587	-6.521187	-10.819270	8.498448
59	2.344051	-3.711809	13.318473	10.579289	9.282750	77.529237	-4.390621	-8.867029	11.689997	1.200081	-3.780265	12.678540	11.109303	10.129276	76.244601	-6.361297	-12.942510	6.606198	2.315230	-4.286594	10.950341	13.801857	8.461708	81.085164	-5.934845	-9.317187	11.608132	2.794323	-3.959230	10.420479	13.530312	9.923566	79.654357	-3.840304	-9.457714	10.704057	2.142031	-4.277166	11.259776	12.687829	8.592010	79.982260	-6.246920	-12.416957	7.296074	1.999008	-4.829624	9.269967	13.531995	8.883992	81.918256	-3.278672	-10.407866	3.101352	2.302446	-3.771785	9.666229	12.624659	8.910999	82.168108	-5.925693	-11.014838	9.257635	1.898872	-4.410028	9.803043	14.668517	8.150472	81.274390	-4.031296	-11.287915	6.438503	2.035539	-4.621097	8.417393	14.369521	9.013398	81.536653	-4.281758	-10.360543	7.039357	0.942914	-4.823664	9.873668	13.371263	8.286687	81.160632	-5.388037	-12.508828	7.371711	2.189630	-4.280428	10.613812	15.003981	9.822816	79.283545	-6.854455	-10.708120	8.562330	0.880843	-4.780041	11.123741	14.408200	9.771218	76.866640	-5.556239	-12.430576	4.336644	1.670954	-4.222354	11.318052	15.572885	8.685374	80.347934	-4.911999	-11.220200	7.161187	1.468740	-4.716282	9.536682	13.432214	8.828598	81.920970	-4.409987	-10.535634	5.815412	1.481367	-4.478646	10.050072	11.710984	9.885801	79.242270	-6.483091	-13.366773	5.670340	1.611217	-3.869466	10.852484	14.653768	8.281030	82.526764	-6.921223	-12.130103	5.904959	1.510560	-4.777326	10.698614	14.444209	9.203212	79.475946	-5.655495	-10.957962	6.716435	1.730976	-4.234185	10.271781	13.171023	8.389893	82.814091	-4.749015	-10.389390	9.442132	1.250094	-5.020090	8.540412	14.195242	9.806773	80.527960	-3.799288	-10.155613	4.572086	-0.140681	-5.046459	9.579080	13.124850	10.354104	78.946024	-3.596631	-9.873945	3.938851	1.026761	-4.474853	11.023857	15.508855	9.755181	78.325101	-2.742804	-9.122423	6.589319	1.775736	-4.538612	9.957779	12.788717	10.064006	79.433901	-5.600675	-10.832801	7.630782
60	2.517699	-4.041194	11.015231	10.464115	8.734488	80.403015	-3.463629	-9.279715	10.745862	1.442821	-4.147961	10.533352	11.277711	9.662590	78.960240	-5.747296	-12.846075	5.754994	2.746799	-4.451546	8.709714	13.832911	7.914952	83.831317	-4.767287	-9.919845	10.494487	3.015822	-4.242198	8.308266	13.298392	9.330809	82.204005	-2.929107	-9.905671	9.481827	2.672882	-4.366077	8.986589	12.786637	7.889440	82.695323	-5.504607	-12.978960	6.388591	2.400154	-5.038061	7.096975	13.525911	8.301458	84.543454	-2.565732	-10.509170	2.299912	2.645743	-3.952982	7.524983	12.494329	8.400098	84.767174	-4.708868	-11.296421	8.450316	2.234646	-4.645504	7.774442	14.662636	7.653747	83.722854	-3.205170	-11.416616	5.584151	2.392402	-4.853440	6.337143	14.409919	8.565966	83.941971	-3.502785	-10.558057	6.292224	1.527435	-4.904799	7.790606	13.385663	7.727880	83.705242	-4.383425	-12.564132	6.600217	2.625486	-4.505312	8.340368	15.026509	9.326825	81.944258	-6.135257	-10.710719	7.912436	1.403244	-5.011691	8.835176	14.551410	9.207113	79.624715	-4.917201	-12.371134	3.503606	2.214741	-4.337388	9.039523	15.470690	7.982225	83.077782	-4.063634	-11.307133	6.468591	1.651025	-5.128005	7.424987	13.618108	8.262471	84.447646	-3.716485	-11.076995	5.003028	1.775164	-4.814204	7.964709	11.798299	9.429947	81.688152	-5.957655	-13.236747	5.090336	2.273232	-3.904471	8.735336	14.499811	7.565376	85.103792	-6.095916	-12.195237	5.099838	1.910079	-5.023288	8.492193	14.575299	8.742057	82.075856	-4.883236	-11.184235	6.002578	2.025715	-4.539014	8.162375	13.075183	7.854688	85.400228	-3.644583	-10.698152	8.726538	1.520144	-5.351492	6.454681	14.386753	9.441746	82.996059	-3.159515	-10.354059	3.739245	0.166944	-5.498670	7.464504	13.151175	9.883665	81.605363	-2.951324	-9.844386	3.129910	1.465047	-4.759518	8.739076	15.403190	9.073355	81.096352	-1.881952	-9.200528	5.848189	2.183045	-4.844992	7.758260	12.661639	9.563450	82.053110	-4.647190	-10.870282	6.765333
61	2.663859	-4.372624	8.859657	10.433320	8.299159	82.955398	-2.595446	-9.749042	9.799087	1.633509	-4.526506	8.531373	11.537698	9.302204	81.368805	-5.142557	-12.784661	4.882916	3.121244	-4.591452	6.668840	13.883258	7.520114	86.212264	-3.524762	-10.570847	9.405342	3.224180	-4.472121	6.383509	13.156901	8.882066	84.394102	-2.128865	-10.403842	8.259569	3.196126	-4.420435	6.851956	12.885627	7.291590	85.102573	-4.763776	-13.489263	5.440278	2.791440	-5.169174	5.102685	13.556882	7.856387	86.770918	-1.879985	-10.647933	1.422824	2.881807	-4.143424	5.555294	12.429548	8.047103	86.984174	-3.468411	-11.661138	7.583488	2.528342	-4.846803	5.913686	14.702472	7.297111	85.835994	-2.378186	-11.583393	4.657897	2.686999	-5.054370	4.437492	14.470913	8.247407	86.016943	-2.723338	-10.817086	5.456278	2.065190	-4.962509	5.882289	13.410927	7.288914	85.935067	-3.367020	-12.601943	5.760681	3.000990	-4.702195	6.248775	15.058440	8.978860	84.289671	-5.378038	-10.797710	7.173766	1.929261	-5.226411	6.750279	14.614258	8.807352	82.034181	-4.201995	-12.257969	2.630247	2.701767	-4.454763	6.914629	15.314331	7.436740	85.501679	-3.106811	-11.401829	5.699597	1.867176	-5.468943	5.470901	13.842755	7.788451	86.608647	-3.073164	-11.659559	4.122321	2.066156	-5.098748	6.025247	11.959085	9.069242	83.829685	-5.389271	-13.177019	4.457485	2.846070	-3.924775	6.774968	14.375350	7.015741	87.298987	-5.239723	-12.313008	4.260587	2.278211	-5.257742	6.479909	14.712315	8.423673	84.342076	-4.049333	-11.456999	5.232010	2.238575	-4.845845	6.234656	13.085766	7.475482	87.605618	-2.584917	-11.110397	7.956696	1.787057	-5.603976	4.558035	14.620544	9.181504	85.108182	-2.531991	-10.643766	2.851223	0.451909	-5.893982	5.556598	13.251133	9.551926	83.874912	-2.297074	-9.917771	2.239980	1.870690	-5.017974	6.640562	15.259848	8.553853	83.528649	-0.977422	-9.311408	5.030965	2.552422	-5.123460	5.742361	12.568205	9.186791	84.342471	-3.709923	-10.956778	5.881173
62	2.749907	-4.698696	6.876231	10.529134	7.968903	85.162031	-1.892241	-10.282216	8.812703	1.776418	-4.894897	6.669982	11.898385	9.031823	83.467928	-4.564262	-12.784726	3.964989	3.414532	-4.715716	4.798134	13.998298	7.263907	88.235578	-2.334686	-11.267048	8.316012	3.409946	-4.650658	4.634832	13.142901	8.562580	86.220068	-1.499667	-10.958131	7.029567	3.660625	-4.449440	4.878920	13.031142	6.829350	87.143825	-4.073062	-13.961221	4.442925	3.145165	-5.248834	3.232473	13.666134	7.520810	88.660568	-1.279185	-10.845265	0.509132	3.027104	-4.352126	3.705481	12.466301	7.815011	88.877500	-2.333567	-12.101642	6.645257	2.762280	-5.007126	4.210551	14.838223	7.093543	87.545357	-1.631867	-11.806424	3.653196	2.901689	-5.221904	2.696447	14.596524	8.064316	87.710390	-2.009233	-11.147513	4.525184	2.505621	-5.012748	4.134198	13.496261	6.993711	87.793610	-2.404657	-12.639472	4.834782	3.279499	-4.857254	4.370236	15.148848	8.794492	86.240186	-4.623675	-11.016312	6.339656	2.407242	-5.430438	4.832489	14.658111	8.553914	84.131705	-3.448527	-12.131956	1.731324	3.073432	-4.600839	4.967569	15.176998	7.100410	87.532246	-2.138714	-11.525845	4.851437	2.115714	-5.725438	3.631117	14.125357	7.393312	88.410163	-2.520113	-12.276254	3.202027	2.346510	-5.307114	4.239248	12.228020	8.801169	85.611909	-4.807605	-13.220937	3.775204	3.310832	-3.956375	4.937819	14.333902	6.604899	89.168597	-4.413795	-12.503455	3.403718	2.587661	-5.474424	4.631544	14.895542	8.238656	86.273162	-3.219312	-11.781886	4.407311	2.379674	-5.149586	4.434767	13.220152	7.208830	89.490256	-1.648257	-11.617413	7.120012	2.054900	-5.772260	2.800172	14.914188	9.004189	86.877949	-1.950406	-11.027659	1.945836	0.707804	-6.235862	3.785284	13.453575	9.314988	85.815830	-1.676584	-10.100511	1.319738	2.215687	-5.252958	4.714927	15.143181	8.197389	85.613778	-0.104090	-9.472763	4.131668	2.860692	-5.359213	3.916214	12.561511	8.946924	86.230889	-2.847420	-11.125518	4.965282
