hip_X	hip_Y	hip_Z
	1.817119	-22.441510	-88.527528
	1.726194	-23.098498	-89.058232
	1.682734	-23.658695	-89.601904
	1.675401	-24.124385	-89.849656
	1.694563	-24.497585	-89.309530
	1.732372	-24.779927	-88.793816
	1.782228	-24.972910	-88.316818
	1.837891	-25.078061	-87.887330
	1.892858	-25.097027	-87.509177
	1.941136	-25.031953	-87.186235
	1.979287	-24.885841	-86.927385
	2.007681	-24.662296	-86.746825
	2.029588	-24.365203	-86.660628
	2.049386	-23.999158	-86.682628
	2.071613	-23.569960	-86.820126
	2.100774	-23.084396	-87.070635
	2.141104	-22.549952	-87.421847
	2.195990	-21.975181	-87.853064
	2.267171	-21.370262	-88.336335
	2.354217	-20.746931	-88.838689
	2.454801	-20.117634	-89.325822
	2.565760	-19.494217	-89.766199
	2.683772	-18.886984	-89.865523
	2.804995	-18.304935	-89.587129
	2.925066	-17.756596	-89.409167
	3.040007	-17.250309	-89.335873
	3.146998	-16.793921	-89.366807
	3.244446	-16.394481	-89.498261
	3.331732	-16.058083	-89.722694
	3.409211	-15.789535	-89.973008
	3.478553	-15.592029	-89.608420
	3.542894	-15.467202	-89.208337
	3.606674	-15.415452	-88.799011
	3.675584	-15.436291	-88.404533
	3.756876	-15.528828	-88.046567
	3.859873	-15.692340	-87.745241
	3.996143	-15.926540	-87.518011
	4.178701	-16.230971	-87.377763
	4.420776	-16.603494	-87.331839
	4.735215	-17.038219	-87.381279
	5.134056	-17.523661	-87.519066
	5.627079	-18.042048	-87.728528
	6.219237	-18.569950	-87.985590
	6.907041	-19.079718	-88.265455
	7.674493	-19.541113	-88.549354
	8.490637	-19.922984	-88.828521
	9.310358	-20.195071	-89.105410
	10.078435	-20.330007	-89.391945
	10.737226	-20.305786	-89.705533
	11.237302	-20.108595	-89.936326
	11.547558	-19.734807	-89.522768
	11.661525	-19.190711	-89.054039
	11.598381	-18.489722	-88.540004
	11.398077	-17.648487	-87.995908
	11.111721	-16.683973	-87.439667
	10.790444	-15.611973	-86.889861
	10.476011	-14.446845	-86.363495
	10.195223	-13.202280	-85.874697
	9.959249	-11.891779	-85.434474
	9.766913	-10.528242	-85.050910
	9.609097	-9.123514	-84.728759
	9.472741	-7.688053	-84.467956
	9.344209	-6.230858	-84.263115
	9.211602	-4.759804	-84.106010
	9.065640	-3.281833	-83.989438
	8.899623	-1.802913	-83.909641
	8.709532	-0.328182	-83.867342
	8.494239	1.137503	-83.868449
	8.254999	2.588786	-83.923391
	7.994310	4.019348	-84.044410
	7.714861	5.422151	-84.242341
	7.418908	6.790085	-84.524222
	7.107901	8.116274	-84.891710
	6.782119	9.393769	-85.340576
	6.440823	10.615169	-85.861653
	6.083273	11.772778	-86.442180
	5.709982	12.859180	-87.066690
	5.323417	13.867562	-87.717916
	4.927884	14.791666	-88.377288
	4.529182	15.625749	-89.024811
	4.134719	16.364625	-89.639499
	3.753839	17.003604	-89.799634
	3.397411	17.538398	-89.312093
	3.076377	17.965206	-88.913660
	2.799985	18.280896	-88.615391
	2.574559	18.483128	-88.424313
	2.403005	18.570474	-88.343392
	2.284872	18.542416	-88.371018
	2.216611	18.399226	-88.501592
	2.191848	18.142121	-88.726212
	2.202070	17.773623	-89.032513
	2.238044	17.297691	-89.404177
	2.291356	16.719887	-89.821033
	2.355324	16.047887	-89.739375
	2.425117	15.291958	-89.299255
	2.497331	14.464705	-88.878707
	2.569601	13.580006	-88.495150
	2.640750	12.652005	-88.163388
	2.711086	11.694541	-87.895205
	2.782218	10.720689	-87.698165
	2.856481	9.742382	-87.574680
	2.936332	8.770301	-87.522228
	3.024497	7.813952	-87.534184
	3.125413	6.881526	-87.600912
	3.246754	5.979467	-87.711378
	3.399393	5.111966	-87.854506
	3.595909	4.280450	-88.019699
	3.848292	3.482941	-88.197423
	4.164635	2.713021	-88.380108
	4.545145	1.958531	-88.562538
	4.978734	1.200965	-88.740772
	5.440865	0.416139	-88.909526
	5.893516	-0.423618	-89.059437
	6.289116	-1.345577	-89.176456
	6.577992	-2.372112	-89.245519
	6.716352	-3.517172	-89.257363
	6.673373	-4.784122	-89.213838
	6.437375	-6.164757	-89.128950
	6.019005	-7.639735	-89.026952
	5.448602	-9.180783	-88.938572
	4.768714	-10.754575	-88.895590
	4.025528	-12.327128	-88.925636
	3.261761	-13.867362	-89.048920
	2.512166	-15.349183	-89.276661
	1.802227	-16.752216	-89.610438
	1.148974	-18.061608	-89.957975
	0.562773	-19.267426	-89.445213
	0.049443	-20.364247	-88.872199
	-0.388338	-21.350704	-88.259952
	-0.750312	-22.228192	-87.627784
	-1.038259	-22.999295	-86.991780
	-1.256029	-23.666615	-86.362715
	-1.409365	-24.231981	-85.746401
	-1.505087	-24.696231	-85.147229
	-1.550294	-25.059806	-84.571234
	-1.552328	-25.323679	-84.026365
	-1.518941	-25.489960	-83.521393
	-1.457730	-25.561650	-83.064720
	-1.375387	-25.541836	-82.663996
	-1.277529	-25.433528	-82.326932
	-1.168717	-25.240457	-82.061977
	-1.052110	-24.967772	-81.878161
	-0.928880	-24.621838	-81.784776
	-0.797818	-24.209704	-81.790571
	-0.655636	-23.738991	-81.901923
	-0.497884	-23.217928	-82.120640
	-0.319761	-22.655151	-82.441850
	-0.116904	-22.059685	-82.852677
	0.113244	-21.441286	-83.332892
	0.370148	-20.810576	-83.857240
	0.650023	-20.178530	-84.398050
	0.946426	-19.555771	-84.927728
	1.251062	-18.952211	-85.421365
	1.554979	-18.376992	-85.858638
	1.849646	-17.838398	-86.223622
	2.127325	-17.343496	-86.503546
	2.381009	-16.897896	-86.689362
	2.604542	-16.506135	-86.777751
	2.793451	-16.171996	-86.771836
	2.946044	-15.898103	-86.680871
	3.063786	-15.685664	-86.519965
	3.151277	-15.534814	-86.308587
	3.215928	-15.444905	-86.067549
	3.266880	-15.414479	-85.817072
	3.314150	-15.441515	-85.577285
	3.368675	-15.524447	-85.368529
	3.442517	-15.663469	-85.210071
	3.548646	-15.861035	-85.119042
	3.700565	-16.121369	-85.109863
	3.912173	-16.449449	-85.192758
	4.197358	-16.849343	-85.371674
	4.568647	-17.321646	-85.643228
	5.035454	-17.860696	-85.996786
	5.602452	-18.452639	-86.414784
	6.267312	-19.074915	-86.873560
	7.017576	-19.697007	-87.346714
	7.827920	-20.282409	-87.811637
	8.659167	-20.791888	-88.255399
	9.460397	-21.187497	-88.676410
	10.175881	-21.435998	-89.083021
	10.755849	-21.511392	-89.490741
	11.166408	-21.397305	-89.917163
	11.395455	-21.088287	-89.624156
	11.454391	-20.588459	-89.126640
	11.374695	-19.908595	-88.589841
	11.199570	-19.063480	-88.017889
	10.974185	-18.069987	-87.418500
	10.737553	-16.945879	-86.801945
	10.516885	-15.709380	-86.179722
	10.325448	-14.379199	-85.563288
	10.164408	-12.974077	-84.962660
	10.027094	-11.511296	-84.384980
	9.903346	-10.005348	-83.834528
	9.782301	-8.468127	-83.314557
	9.653826	-6.909987	-82.828999
	9.509801	-5.340365	-82.383274
	9.344879	-3.768094	-81.985055
	9.156133	-2.201619	-81.644647
	8.942495	-0.648969	-81.373895
	8.704476	0.882198	-81.184294
	8.443624	2.384620	-81.085645
	8.161317	3.852076	-81.084913
	7.857220	5.279725	-81.184965
	7.528859	6.663092	-81.384159
	7.173761	7.996834	-81.677106
	6.792123	9.274701	-82.055769
	6.387157	10.490097	-82.509973
	5.964046	11.636259	-83.027239
	5.529353	12.706353	-83.592504
	5.090884	13.694063	-84.187725
	4.657958	14.594015	-84.791672
	4.242083	15.401465	-85.381103
	3.856657	16.111804	-85.932964
	3.514668	16.720610	-86.425778
	3.225902	17.224206	-86.840042
	2.995481	17.620058	-87.159366
	2.824060	17.906707	-87.372558
	2.709334	18.083561	-87.475247
	2.648038	18.150630	-87.469923
	2.636959	18.108361	-87.363727
	2.672164	17.957959	-87.165492
	2.747749	17.702043	-86.884854
	2.855676	17.345422	-86.532803
	2.986770	16.895616	-86.121909
	3.132515	16.362454	-85.666986
	3.286887	15.757140	-85.185782
	3.447028	15.091537	-84.698198
	3.612452	14.377534	-84.224732
	3.784007	13.626433	-83.785266
	3.963689	12.848502	-83.397553
	4.154669	12.052790	-83.075225
	4.360738	11.247312	-82.826569
	4.585606	10.439591	-82.654348
	4.832407	9.636861	-82.557078
	5.103392	8.845604	-82.531310
	5.400152	8.071252	-82.572457
	5.724502	7.318277	-82.674029
	6.079249	6.589994	-82.827438
	6.468192	5.887806	-83.022896
	6.895142	5.209971	-83.250469
	7.361494	4.550366	-83.500849
	7.862716	3.897731	-83.765545
	8.385429	3.235158	-84.035794
	8.905691	2.539599	-84.300886
	9.388942	1.782714	-84.547653
	9.793470	0.934340	-84.761449
	10.077681	-0.032255	-84.928288
	10.208068	-1.135016	-85.037785
	10.164934	-2.379146	-85.085848
	9.945888	-3.755855	-85.076523
	9.566816	-5.244260	-85.022659
	9.058876	-6.815177	-84.944505
	8.462749	-8.434807	-84.866720
	7.822165	-10.068021	-84.815108
	7.177461	-11.681824	-84.813364
	6.560487	-13.248206	-84.880369
	5.992397	-14.745355	-85.028790
	5.484737	-16.157142	-85.264430
	5.042060	-17.471992	-85.585616
	4.663933	-18.682338	-85.983523
	4.346429	-19.784437	-86.443930
	4.083198	-20.777927	-86.949898
	3.865491	-21.665206	-87.486060
	3.682497	-22.450438	-88.042683
	3.523001	-23.138072	-88.615862
	3.377183	-23.731574	-89.204559
	3.237267	-24.233193	-89.806922
	3.097079	-24.644702	-89.581938
	2.951863	-24.967954	-88.969285
	2.799421	-25.204568	-88.363258
	2.641487	-25.355380	-87.772622
	2.483262	-25.420434	-87.207240
	2.331455	-25.399509	-86.678352
	2.192702	-25.292939	-86.198350
	2.072925	-25.102327	-85.779816
	1.977289	-24.830683	-85.433429
	1.910069	-24.482293	-85.165551
	1.874179	-24.062831	-84.977185
	1.871154	-23.579472	-84.865056
	1.901229	-23.040898	-84.824099
	1.962695	-22.457333	-84.849334
	2.051530	-21.840240	-84.936083
	2.162283	-21.201369	-85.078823
	2.289608	-20.551698	-85.268514
	2.429149	-19.901410	-85.489996
	2.576925	-19.260801	-85.722919
	2.728023	-18.640824	-85.946723
	2.876335	-18.052886	-86.145668
	3.015433	-17.508245	-86.310281
	3.139652	-17.017075	-86.436034
	3.245356	-16.587432	-86.521804
	3.331938	-16.224669	-86.569212
	3.401382	-15.931817	-86.582265
	3.457123	-15.710608	-86.566612
	3.503755	-15.562111	-86.529224
	3.547406	-15.486761	-86.479211
	3.595848	-15.484438	-86.428517
	3.658523	-15.554788	-86.391989
	3.746562	-15.697648	-86.386794
	3.871807	-15.913510	-86.429365
	4.045455	-16.203484	-86.530005
	4.278288	-16.567944	-86.689214
	4.581615	-17.004151	-86.898643
	4.966575	-17.504005	-87.144912
	5.442010	-18.052645	-87.412166
	6.012295	-18.628241	-87.682591
	6.675203	-19.202975	-87.938181
	7.419260	-19.744717	-88.165180
	8.221118	-20.218880	-88.358788
	9.044532	-20.590364	-88.525801
	9.841926	-20.826206	-88.684254
	10.559131	-20.899230	-88.859569
	11.144004	-20.791541	-89.079034
	11.556874	-20.496698	-89.365936
	11.778934	-20.019761	-89.733226
	11.816633	-19.374680	-89.819355
	11.700643	-18.580012	-89.302432
	11.478236	-17.655251	-88.733834
	11.201783	-16.618737	-88.137120
	10.918102	-15.486537	-87.538092
	10.660974	-14.272015	-86.959472
	10.447682	-12.986372	-86.417441
	10.280446	-11.639478	-85.921270
	10.151044	-10.240021	-85.474439
	10.045485	-8.795306	-85.075853
	9.947870	-7.311154	-84.721172
	9.843439	-5.792096	-84.404549
	9.720583	-4.242323	-84.121061
	9.572179	-2.667376	-83.869736
	9.396037	-1.075242	-83.655656
	9.193992	0.524078	-83.489102
	8.969909	2.119534	-83.382010
	8.727470	3.699257	-83.344556
	8.468687	5.250430	-83.383940
	8.193518	6.759712	-83.504573
	7.900261	8.213985	-83.707771
	7.586322	9.600936	-83.990456
	7.249191	10.909485	-84.344104
	6.887479	12.129810	-84.755028
	6.501909	13.253175	-85.205400
	6.096054	14.272149	-85.674669
	5.676764	15.180848	-86.141721
	5.254046	15.974704	-86.586757
	4.840009	16.650267	-86.991778
	4.447249	17.205531	-87.340774
	4.087167	17.640398	-87.620307
	3.768786	17.956512	-87.819966
	3.498883	18.156398	-87.933578
	3.282564	18.242852	-87.960864
	3.123117	18.219078	-87.907008
	3.021442	18.088993	-87.780514
	2.975601	17.857261	-87.592072
	2.980585	17.529441	-87.354356
	3.028580	17.112486	-87.080941
	3.110179	16.614966	-86.784288
	3.216072	16.046554	-86.474117
	3.338121	15.417319	-86.157665
	3.469637	14.737200	-85.841998
	3.605407	14.015511	-85.536222
	3.741789	13.260571	-85.251460
	3.876736	12.479645	-84.998637
	4.009749	11.679156	-84.785662
	4.141991	10.865033	-84.615790
	4.276344	10.043124	-84.487649
	4.416754	9.219527	-84.396347
	4.567547	8.400391	-84.335131
	4.733895	7.591094	-84.297143
	4.922359	6.795382	-84.276646
	5.139855	6.014627	-84.269596
	5.392327	5.247368	-84.273609
	5.684671	4.489574	-84.287369
	6.020199	3.734853	-84.310582
	6.398245	2.973801	-84.344552
	6.811149	2.193203	-84.391426
	7.241909	1.376065	-84.451614
	7.663190	0.502635	-84.521084
	8.039056	-0.447535	-84.590526
	8.330485	-1.492505	-84.647241
	8.502775	-2.644603	-84.679117
	8.531523	-3.908071	-84.679353
	8.406235	-5.278048	-84.649619
	8.131700	-6.740750	-84.599940
	7.726742	-8.275057	-84.546484
	7.221129	-9.855239	-84.509308
	6.651190	-11.453891	-84.510524
	6.053611	-13.044725	-84.572017
	5.459234	-14.604793	-84.712410
	4.889971	-16.115325	-84.944557
	4.359346	-17.561360	-85.274713
	3.875025	-18.931034	-85.702742
	3.440995	-20.215126	-86.222018
	3.058221	-21.406929	-86.819329
	2.725129	-22.502200	-87.477143
	2.438665	-23.498924	-88.178635
	2.195098	-24.396634	-88.910987
	1.990411	-25.195221	-89.663923
	1.820581	-25.893825	-89.573543
	1.681636	-26.490730	-88.814966
	1.569557	-26.984177	-88.076119
	1.480279	-27.372903	-87.373381
	1.409907	-27.656068	-86.723202
	1.355269	-27.833425	-86.142482
	1.314721	-27.905858	-85.648356
	1.288592	-27.875667	-85.257254
	1.278930	-27.746390	-84.983114
	1.288673	-27.522437	-84.834828
	1.320742	-27.208990	-84.814252
	1.377656	-26.812408	-84.915603
	1.460999	-26.341030	-85.126203
	1.570306	-25.805770	-85.428085
	1.702704	-25.219816	-85.799787
	1.854207	-24.597403	-86.218204
	2.021341	-23.952536	-86.660229
	2.201633	-23.298196	-87.103999
	2.393516	-22.645549	-87.530458
	2.596023	-22.003582	-87.924515
	2.807640	-21.379953	-88.274482
	3.024881	-20.781902	-88.570804
	3.242192	-20.216198	-88.805656
	3.453287	-19.688842	-88.974241
	3.652599	-19.205157	-89.076482
	3.836038	-18.770046	-89.116897
	4.001169	-18.388137	-89.103383
	4.147102	-18.063662	-89.046437
	4.274566	-17.800113	-88.958232
	4.386513	-17.599967	-88.851325
	4.488509	-17.464766	-88.738067
	4.588000	-17.395509	-88.631618
	4.693297	-17.392930	-88.548031
	4.813366	-17.457711	-88.506443
	4.957894	-17.590978	-88.525092
	5.136684	-17.794366	-88.616220
	5.358743	-18.068818	-88.784123
	5.632213	-18.412608	-89.024603
	5.964887	-18.819581	-89.323154
	6.363972	-19.278006	-89.654865
	6.834705	-19.769978	-89.988927
	7.378076	-20.271513	-89.704571
	7.987869	-20.753722	-89.449230
	8.647646	-21.184906	-89.259176
	9.328598	-21.532921	-89.137208
	9.989325	-21.767572	-89.074423
	10.579821	-21.862814	-89.052615
	11.050982	-21.798748	-89.048790
	11.365886	-21.563555	-89.039797
	11.507339	-21.154552	-89.006562
	11.480415	-20.577637	-88.937493
	11.311378	-19.845143	-88.829600
	11.042761	-18.972743	-88.687329
	10.723932	-17.976810	-88.520121
	10.400159	-16.872721	-88.339073
	10.104881	-15.673880	-88.153385
	9.856618	-14.391915	-87.968165
	9.660239	-13.037905	-87.784824
	9.511211	-11.623121	-87.603003
	9.399981	-10.158477	-87.421674
	9.315022	-8.653569	-87.239146
	9.244825	-7.116441	-87.053620
	9.179131	-5.554270	-86.865295
	9.109599	-3.974432	-86.678772
	9.030207	-2.384999	-86.503303
	8.937016	-0.794423	-86.350876
	8.827221	0.788681	-86.234264
	8.698153	2.355203	-86.165568
	8.546858	3.895267	-86.154823
	8.370379	5.398554	-86.208703
	8.166068	6.855028	-86.329440
	7.931187	8.255241	-86.514433
	7.663084	9.590037	-86.756454
	7.360806	10.850502	-87.043949
	7.026150	12.028204	-87.362159
	6.663143	13.115024	-87.695004
	6.277691	14.102962	-88.026330
	5.878272	14.984515	-88.340761
	5.476330	15.753250	-88.624524
	5.085186	16.404209	-88.864961
	4.717992	16.934172	-89.049433
	4.385848	17.341752	-89.165859
	4.096911	17.627156	-89.204048
	3.856814	17.791551	-89.156395
	3.669547	17.836419	-89.018399
	3.537883	17.763358	-88.789328
	3.463356	17.574378	-88.472680
	3.445588	17.272353	-88.075652
	3.481047	16.861570	-87.607900
	3.562688	16.348279	-87.081101
	3.681355	15.740852	-86.509029
	3.827601	15.049611	-85.906940
	3.992704	14.286515	-85.290572
	4.169277	13.464406	-84.675810
	4.351830	12.595853	-84.079286
	4.536997	11.692351	-83.519049
	4.723457	10.764098	-83.013864
	4.911917	9.820237	-82.580962
	5.105051	8.869127	-82.234359
	5.307007	7.918312	-81.984407
	5.522400	6.974529	-81.836590
	5.755375	6.043754	-81.789970
	6.009652	5.130821	-81.837934
	6.289281	4.238836	-81.970532
	6.599141	3.368951	-82.175984
	6.944462	2.520148	-82.441428
	7.328839	1.688209	-82.753802
	7.751069	0.864134	-83.100898
	8.202018	0.033290	-83.471427
	8.662461	-0.824025	-83.853204
	9.102580	-1.731061	-84.231109
	9.484173	-2.712202	-84.586692
	9.766149	-3.789283	-84.900020
	9.911633	-4.977409	-85.153853
	9.894276	-6.281640	-85.338881
	9.702911	-7.695530	-85.457743
	9.344155	-9.201834	-85.525379
	8.841852	-10.774846	-85.565305
	8.232710	-12.383639	-85.604664
	7.559101	-13.995773	-85.669978
	6.861794	-15.580572	-85.783700
	6.175605	-17.111226	-85.962146
	5.528061	-18.565956	-86.214865
	4.939428	-19.928173	-86.544636
	4.422769	-21.185805	-86.948621
	3.983752	-22.330889	-87.420741
	3.621551	-23.359430	-87.952809
	3.331181	-24.270691	-88.533813
	3.105322	-25.066202	-89.150347
	2.934869	-25.749144	-89.788779
	2.809205	-26.323797	-89.563667
	2.716776	-26.794537	-88.919541
	2.645840	-27.164916	-88.291842
	2.585108	-27.437618	-87.694250
	2.524650	-27.615002	-87.140721
	2.457230	-27.699347	-86.644267
	2.379165	-27.692594	-86.215853
	2.290257	-27.596223	-85.864025
	2.193275	-27.411652	-85.595166
	2.093143	-27.140966	-85.414451
	1.996145	-26.787352	-85.326567
	1.909566	-26.355299	-85.334874
	1.841053	-25.851022	-85.439443
	1.797458	-25.282769	-85.634939
	1.784095	-24.660733	-85.908862
	1.804581	-23.996722	-86.241363
	1.860877	-23.303427	-86.607933
	1.953382	-22.593169	-86.983936
	2.080625	-21.877104	-87.347804
	2.238204	-21.165693	-87.681472
	2.418280	-20.469608	-87.969025
	2.610886	-19.799717	-88.195328
	2.805928	-19.166397	-88.346611
	2.994165	-18.579184	-88.412977
	3.167499	-18.046749	-88.390378
	3.319644	-17.576661	-88.280515
	3.446753	-17.175263	-88.089663
	3.547448	-16.848126	-87.828056
	3.622808	-16.600534	-87.509829
	3.676689	-16.437212	-87.152776
	3.716138	-16.361585	-86.778173
	3.751277	-16.375286	-86.411078
	3.794432	-16.478140	-86.079982
	3.859063	-16.668362	-85.813763
	3.959033	-16.942679	-85.636453
	4.108257	-17.295848	-85.563183
	4.320648	-17.719610	-85.598609
	4.609914	-18.201832	-85.735795
	4.988313	-18.726193	-85.955186
	5.464247	-19.272096	-86.227114
	6.039674	-19.814731	-86.518938
	6.707956	-20.325715	-86.802537
	7.451911	-20.774467	-87.059329
	8.242096	-21.130309	-87.283289
	9.035993	-21.365253	-87.481168
	9.779834	-21.456719	-87.669258
	10.415532	-21.389162	-87.869297
	10.892094	-21.154970	-88.104623
	11.176525	-20.755228	-88.394838
	11.259863	-20.199200	-88.751022
	11.158294	-19.501601	-89.174742
	10.909834	-18.679040	-89.658873
	10.566004	-17.747276	-89.811260
	10.180434	-16.719785	-89.254711
	9.798396	-15.607779	-88.690604
	9.450414	-14.421127	-88.135246
	9.151140	-13.169000	-87.601089
	8.902097	-11.860033	-87.096706
	8.696006	-10.502004	-86.627019
	8.521014	-9.101400	-86.193823
	8.363976	-7.663778	-85.797470
	8.213151	-6.194562	-85.438949
	8.060442	-4.699281	-85.120972
	7.902018	-3.183520	-84.848590
	7.737203	-1.653090	-84.629646
	7.567198	-0.114334	-84.474315
	7.394050	1.425658	-84.393680
	7.218999	2.958862	-84.397651
	7.040741	4.476242	-84.492435
	6.854823	5.968082	-84.678698
	6.654460	7.424693	-84.951665
	6.432654	8.836859	-85.302765
	6.184831	10.195806	-85.721367
	5.909986	11.493093	-86.195475
	5.609320	12.720327	-86.711213
	5.284686	13.868731	-87.252637
	4.939509	14.929129	-87.803013
	4.580347	15.892403	-88.345589
	4.216189	16.750214	-88.862405
	3.856840	17.495564	-89.333887
	3.512613	18.122884	-89.740677
	3.194491	18.627775	-89.934177
	2.913587	19.006599	-89.703268
	2.679962	19.256307	-89.573499
	2.501269	19.374814	-89.546100
	2.381950	19.361628	-89.617239
	2.323146	19.218440	-89.779058
	2.322729	18.949621	-89.978711
	2.375413	18.562242	-89.668016
	2.473099	18.065221	-89.303235
	2.605321	17.468373	-88.901354
	2.760306	16.782180	-88.480520
	2.926676	16.017963	-88.058876
	3.094709	15.187864	-87.654683
	3.257024	14.304299	-87.286370
	3.409216	13.379072	-86.971401
	3.550170	12.423087	-86.724541
	3.681926	11.446953	-86.556579
	3.809303	10.461519	-86.473224
	3.939316	9.477736	-86.474658
	4.080754	8.505933	-86.557200
	4.243889	7.554563	-86.715258
	4.439567	6.628803	-86.941604
	4.678071	5.729833	-87.227354
	4.968308	4.855338	-87.561860
	5.316608	4.000380	-87.931861
	5.724440	3.157311	-88.321689
	6.185517	2.314834	-88.715218
	6.682830	1.457186	-89.097483
	7.186307	0.564114	-89.454571
	7.652983	-0.387683	-89.772594
	8.031811	-1.420931	-89.962180
	8.272614	-2.553060	-89.760909
	8.335437	-3.792463	-89.628637
	8.197331	-5.136853	-89.561268
	7.856209	-6.573746	-89.544136
	7.331319	-8.082221	-89.553364
	6.659698	-9.635087	-89.560047
	5.889566	-11.201590	-89.535216
	5.072266	-12.751227	-89.453324
	4.254552	-14.257626	-89.294152
	3.473512	-15.700437	-89.044411
	2.754964	-17.064956	-88.699396
	2.114296	-18.340918	-88.263771
	1.558612	-19.521486	-87.750228
	1.089052	-20.602677	-87.175888
	0.702105	-21.583040	-86.558451
	0.390203	-22.463063	-85.914339
	0.142986	-23.243977	-85.258027
	-0.050527	-23.926531	-84.601160
	-0.200367	-24.510538	-83.952559
	-0.315335	-24.995157	-83.319757
	-0.403163	-25.379440	-82.710588
	-0.470470	-25.662953	-82.133572
	-0.522412	-25.845953	-81.597594
	-0.562275	-25.929093	-81.111800
	-0.591896	-25.913456	-80.685079
	-0.612627	-25.801081	-80.325542
	-0.625271	-25.595236	-80.041387
	-0.628953	-25.300131	-79.842035
	-0.620285	-24.920647	-79.737826
	-0.593268	-24.462350	-79.738506
	-0.539869	-23.931518	-79.851580
	-0.451609	-23.335292	-80.081540
	-0.321647	-22.681971	-80.428812
	-0.146218	-21.981468	-80.886404
	0.075125	-21.245605	-81.437236
	0.340565	-20.487627	-82.056280
	0.647123	-19.721231	-82.715612
	0.990208	-18.959851	-83.388599
	1.362398	-18.216491	-84.052097
	1.753654	-17.503822	-84.686642
	2.152754	-16.833985	-85.275418
	2.548049	-16.218164	-85.803576
	2.927882	-15.666345	-86.259003
	3.281617	-15.187386	-86.633743
	3.600366	-14.789383	-86.924512
	3.877331	-14.479715	-87.131728
	4.108801	-14.263987	-87.257934
	4.295536	-14.144319	-87.307901
	4.443225	-14.118663	-87.290697
	4.561344	-14.182070	-87.220859
	4.661433	-14.328640	-87.117317
	4.756044	-14.552674	-87.001977
	4.858534	-14.848910	-86.899105
	4.983003	-15.212530	-86.833210
	5.144043	-15.639039	-86.824677
	5.356720	-16.123236	-86.886381
	5.636338	-16.657253	-87.022414
	5.997048	-17.228778	-87.227345
	6.449783	-17.819996	-87.486869
	7.000393	-18.407300	-87.781284
	7.647195	-18.962222	-88.089927
	8.377167	-19.453905	-88.395029
	9.162605	-19.852123	-88.685648
	9.961081	-20.129478	-88.960749
	10.719602	-20.262872	-89.229231
	11.382443	-20.235005	-89.507095
	11.901492	-20.035994	-89.813928
	12.245920	-19.664843	-89.830653
	12.407593	-19.129458	-89.411337
	12.401207	-18.444059	-88.920782
	12.260445	-17.625259	-88.360854
	12.031166	-16.689053	-87.742010
	11.761851	-15.649921	-87.081457
	11.493600	-14.521461	-86.400121
	11.253699	-13.316610	-85.719114
	11.054219	-12.046949	-85.056529
	10.893977	-10.722492	-84.425127
	10.762392	-9.352053	-83.831829
	10.644327	-7.943442	-83.279496
	10.524453	-6.503457	-82.769988
	10.390009	-5.038045	-82.306613
	10.232013	-3.552821	-81.895010
	10.045549	-2.053515	-81.542983
	9.829649	-0.545962	-81.259996
	9.586672	0.963872	-81.056303
	9.320871	2.469434	-80.941724
	9.036513	3.963124	-80.924428
	8.736318	5.436285	-81.009715
	8.420685	6.880105	-81.198341
	8.088132	8.287020	-81.485226
	7.736755	9.650977	-81.860264
	7.365858	10.966356	-82.310339
	6.976659	12.226966	-82.819733
	6.571673	13.426006	-83.369262
	6.154053	14.556489	-83.936990
	5.728214	15.611457	-84.500785
	5.300975	16.583883	-85.040303
	4.881418	17.466419	-85.537647
	4.479139	18.251274	-85.977390
	4.102772	18.930573	-86.345618
	3.759995	19.496882	-86.628777
	3.457639	19.943416	-86.814608
	3.201110	20.264132	-86.894394
	2.994041	20.454040	-86.863896
	2.838557	20.509533	-86.723304
	2.735698	20.428632	-86.477790
	2.685538	20.211451	-86.138006
	2.686777	19.860642	-85.719374
	2.736391	19.381420	-85.240388
	2.829683	18.781469	-84.721200
	2.960186	18.070898	-84.183169
	3.119551	17.262102	-83.648326
	3.298140	16.369456	-83.138012
	3.486108	15.408742	-82.671449
	3.674735	14.396423	-82.264487
	3.858265	13.348959	-81.929089
	4.035347	12.282066	-81.673965
	4.209003	11.210058	-81.504658
	4.385452	10.145551	-81.422580
	4.572894	9.099236	-81.424660
	4.780835	8.079442	-81.503954
	5.019630	7.091720	-81.650664
	5.299627	6.138639	-81.853447
	5.630232	5.219655	-82.100870
	6.019038	4.330709	-82.382603
	6.469686	3.463555	-82.689520
	6.977905	2.605426	-83.012721
	7.527268	1.738989	-83.342586
	8.086781	0.842383	-83.668224
	8.612047	-0.109489	-83.977295
	9.050587	-1.141406	-84.256567
	9.350393	-2.272998	-84.494043
	9.469252	-3.514713	-84.682829
	9.382263	-4.865760	-84.824753
	9.086616	-6.314204	-84.931335
	8.602728	-7.839054	-85.021824
	7.970525	-9.413372	-85.119902
	7.241947	-11.007086	-85.250033
	6.471745	-12.589685	-85.433843
	5.708738	-14.133467	-85.687674
	4.990473	-15.616144	-86.021879
	4.342128	-17.021433	-86.440679
	3.777560	-18.338250	-86.941721
	3.301448	-19.559450	-87.515885
	2.912191	-20.680547	-88.148673
	2.604090	-21.698923	-88.824310
	2.368654	-22.613289	-89.529897
	2.196111	-23.422843	-89.744694
	2.076502	-24.126659	-89.010006
	1.999616	-24.723792	-88.279176
	1.954827	-25.213858	-87.567740
