hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-4.810322	-0.342261	-38.140335	9.197043	-6.380941	90.420643	-0.948286	-8.090439	-10.728372	-5.530805	-1.615663	-38.743527	8.000258	-5.582519	90.964289	-2.041544	-8.594946	-10.141113	-5.592212	-1.074776	-37.270191	8.242617	-5.721492	89.916718	-1.693049	-8.377984	-10.633242	-4.780184	-2.041690	-38.307822	7.379348	-6.484698	91.749797	-3.192919	-8.829755	-11.591647	-5.104097	-1.766577	-38.913706	8.320901	-5.135458	91.975787	-1.741611	-8.212356	-11.407956	-5.628477	-0.820523	-39.568783	8.627344	-6.189515	92.178210	-1.499998	-7.983504	-11.947588	-5.734034	-0.288508	-38.596343	8.492876	-6.048941	91.483655	-1.065693	-8.109859	-10.690651	-3.262340	-2.099380	-40.607278	8.757664	-6.500071	94.002343	-0.879906	-6.473281	-12.466194	-4.102353	-0.032857	-40.264664	12.343484	-6.223215	91.833072	0.371701	-5.230293	-12.314760	-5.700067	-2.543150	-39.992717	9.090162	-4.089385	90.731811	-0.753524	-7.548284	-10.995434	-5.165602	-2.857604	-40.059033	7.273781	-5.169823	89.576990	-2.325087	-9.065857	-12.235604	-5.557744	-2.963054	-38.601518	9.615378	-5.257105	91.811433	-2.367316	-7.967395	-12.925249	-5.246734	-1.217602	-39.502901	10.800609	-5.436054	91.065392	-2.771663	-8.151090	-12.864449	-5.187999	-2.773315	-39.204876	7.448635	-5.477955	89.874927	-1.977216	-9.060889	-10.164835	-5.193022	-1.506393	-38.659826	10.208890	-6.276457	91.384559	-1.615566	-8.184675	-11.748512	-3.879460	0.149421	-38.244274	8.205062	-6.689801	90.945427	-2.012051	-7.358706	-12.376507	-4.472937	-4.392685	-37.906351	7.181880	-3.872667	87.567601	-1.958304	-9.308881	-9.932829	-4.068831	0.471426	-40.120834	7.374580	-5.090875	88.602390	-1.289207	-7.804000	-11.097688	-5.746919	0.243235	-37.443740	9.644777	-8.372241	90.303410	-1.680661	-8.025138	-11.601442	-4.857962	-1.201507	-38.267096	10.374703	-4.997299	89.676274	-2.237279	-7.843090	-12.340399	-5.136411	0.587085	-36.349484	10.480964	-6.322622	89.708230	-2.563068	-8.378707	-12.281408	-3.970337	-0.422664	-38.297545	11.171406	-5.955430	91.356722	-1.209475	-7.120255	-11.750410
	-4.590142	-1.353409	-38.718931	9.060633	-4.833153	87.405983	-1.216966	-7.853801	-11.342015	-5.265700	-2.713432	-39.305803	7.943204	-4.014589	88.068527	-2.222051	-8.336781	-10.736296	-5.204459	-2.329016	-37.923271	7.766133	-4.052490	86.977771	-1.955160	-8.287558	-11.335895	-4.072536	-3.473320	-38.951341	7.121485	-4.519730	88.794160	-3.372913	-8.687389	-12.293250	-4.642870	-3.050658	-39.539930	8.453399	-3.127477	89.119538	-1.917841	-7.901369	-12.054332	-5.280756	-1.974484	-40.139712	8.439668	-4.414690	89.217176	-1.766020	-7.727067	-12.629910	-5.435191	-1.396472	-39.204397	8.361872	-4.335325	88.505968	-1.272689	-7.821963	-11.338251	-2.798991	-3.323237	-41.513616	8.887506	-4.649065	91.433258	-1.010459	-6.211729	-13.066596	-3.553636	-1.707630	-40.883406	12.445106	-4.031295	88.837392	0.271975	-4.651427	-12.906806	-5.186853	-3.627693	-40.473408	9.000143	-2.193796	87.632321	-0.998837	-7.251470	-11.655693	-4.520299	-4.147925	-40.544103	7.000570	-3.216962	86.414309	-2.654342	-8.982987	-12.882962	-4.934377	-4.356630	-39.205271	9.172819	-3.097420	88.911199	-2.615135	-7.827744	-13.685603	-4.631687	-2.535854	-40.045799	10.726984	-3.269513	88.105678	-3.046077	-7.976885	-13.547158	-4.607150	-3.981723	-39.683934	7.466612	-3.461599	86.836907	-2.188887	-8.814626	-10.736337	-4.897316	-2.559055	-39.407007	10.086439	-4.553197	88.639361	-1.941382	-7.964157	-12.477329	-3.373187	-1.267534	-38.964501	8.273108	-4.784763	88.125855	-2.233400	-7.081773	-13.112215	-3.627068	-5.704266	-38.362711	7.190455	-1.540712	84.593611	-2.122161	-9.050099	-10.602205	-3.408432	-1.015849	-40.580519	7.380575	-3.037113	85.566832	-1.564006	-7.504330	-11.696902	-5.309608	-1.065080	-38.084805	9.480576	-6.449260	87.424402	-2.031750	-7.846873	-12.457500	-4.427148	-2.469280	-38.960750	10.274979	-3.066979	86.810965	-2.516252	-7.488953	-13.042333	-4.937361	-0.516053	-37.101019	10.369006	-4.613663	86.884369	-2.860010	-8.103421	-12.972960	-3.469289	-1.595529	-38.791791	11.006579	-3.909885	88.573895	-1.282811	-6.861555	-12.267949
	-4.181287	-2.522019	-39.108408	8.965118	-3.022877	84.131306	-1.486938	-7.599786	-11.926162	-4.807060	-3.931894	-39.646038	7.889275	-2.189398	84.898031	-2.394139	-8.041291	-11.332729	-4.582554	-3.732038	-38.332423	7.314203	-2.155230	83.763195	-2.270423	-8.209546	-12.040642	-3.137701	-5.045190	-39.365350	6.829909	-2.331176	85.575949	-3.552703	-8.519876	-12.985877	-3.975184	-4.486701	-39.936035	8.629836	-0.818896	85.979903	-2.096894	-7.569366	-12.687762	-4.669218	-3.305069	-40.453273	8.289112	-2.323270	85.934326	-2.057341	-7.473824	-13.320638	-4.868898	-2.680505	-39.551181	8.243595	-2.295008	85.203413	-1.493963	-7.547670	-11.976016	-2.150284	-4.640107	-42.153400	9.056375	-2.564215	88.555107	-1.152085	-6.013369	-13.650425	-2.851769	-3.475316	-41.279079	12.527787	-1.624892	85.574057	0.185961	-4.127062	-13.461059	-4.453918	-4.850416	-40.699692	8.942993	-0.039286	84.237659	-1.253787	-7.013469	-12.322189	-3.626236	-5.597848	-40.744650	6.776607	-0.969040	82.907465	-3.041895	-8.856622	-13.497741	-4.096865	-5.876484	-39.586457	8.717290	-0.730712	85.739706	-2.880044	-7.751018	-14.418925	-3.773506	-4.018110	-40.333723	10.594105	-0.782490	84.843311	-3.297616	-7.808287	-14.209222	-3.819237	-5.330206	-39.913490	7.504406	-1.148964	83.509706	-2.400784	-8.541609	-11.302767	-4.377945	-3.774709	-39.920920	9.951418	-2.523023	85.619323	-2.260443	-7.730404	-13.194257	-2.637896	-2.888737	-39.464168	8.347788	-2.581819	85.021197	-2.441546	-6.854804	-13.795439	-2.603741	-7.131849	-38.561769	7.246142	1.047902	81.302880	-2.309367	-8.750913	-11.206969	-2.557234	-2.656980	-40.813647	7.429863	-0.737284	82.254429	-1.858201	-7.175292	-12.276195	-4.560523	-2.612934	-38.491572	9.293922	-4.133671	84.229601	-2.374642	-7.665739	-13.285055	-3.791176	-3.884918	-39.446354	10.121033	-0.883395	83.664886	-2.767002	-7.158124	-13.726151	-4.500712	-1.800856	-37.646069	10.240540	-2.589430	83.790957	-3.139195	-7.837295	-13.661094	-2.782531	-2.932896	-39.057112	10.808960	-1.606887	85.526244	-1.342819	-6.580725	-12.782194
	-3.554015	-3.878469	-39.265112	8.921896	-0.904164	80.536621	-1.765344	-7.373880	-12.453110	-4.147459	-5.274414	-39.732264	7.829227	-0.104821	81.407367	-2.560539	-7.754380	-11.916367	-3.717827	-5.286299	-38.466518	6.909471	-0.021022	80.226196	-2.655578	-8.171804	-12.719441	-2.012885	-6.712666	-39.496824	6.516013	0.012533	82.042770	-3.734862	-8.358812	-13.642588	-3.125690	-6.046233	-40.051938	8.849766	1.770810	82.494928	-2.277302	-7.266475	-13.294320	-3.845542	-4.785143	-40.530983	8.188260	0.020977	82.348838	-2.375300	-7.270635	-13.991981	-4.080573	-4.115648	-39.658884	8.140386	0.014294	81.598104	-1.729903	-7.334766	-12.583421	-1.380026	-5.998780	-42.553692	9.247099	-0.325705	85.403874	-1.311049	-5.899884	-14.215535	-2.040223	-5.266770	-41.410637	12.572459	0.932235	82.009883	0.104666	-3.738552	-13.971372	-3.554987	-6.177372	-40.676885	8.924933	2.317990	80.545310	-1.524206	-6.879696	-12.970592	-2.563909	-7.160033	-40.702075	6.617247	1.484066	79.104008	-3.483189	-8.719116	-14.062973	-3.076403	-7.478132	-39.700266	8.265462	1.782531	82.240675	-3.181243	-7.774054	-15.092417	-2.710681	-5.631463	-40.337424	10.395154	1.968420	81.239279	-3.526588	-7.687706	-14.822463	-2.848895	-6.809329	-39.862955	7.548696	1.440344	79.852973	-2.606837	-8.275112	-11.836156	-3.609137	-5.166091	-40.144141	9.805206	-0.159389	82.258383	-2.575873	-7.543044	-13.874558	-1.690243	-4.678592	-39.707152	8.432346	-0.106446	81.589586	-2.638199	-6.715616	-14.402392	-1.496313	-8.613127	-38.538062	7.352788	3.776939	77.724889	-2.527063	-8.440031	-11.735619	-1.567123	-4.398014	-40.801505	7.517027	1.742035	78.634231	-2.152832	-6.863430	-12.810559	-3.554491	-4.354506	-38.678419	9.094157	-1.502210	80.739692	-2.715673	-7.508337	-14.059485	-2.975441	-5.404216	-39.698828	9.885373	1.487079	80.209885	-2.978909	-6.909526	-14.363620	-3.787333	-3.296049	-37.928880	10.100296	-0.204314	80.357990	-3.406151	-7.657840	-14.303384	-1.930473	-4.421053	-39.061152	10.582162	0.921687	82.165702	-1.419264	-6.326433	-13.288947
	-2.760245	-5.389388	-39.214242	8.916426	1.462655	76.655058	-2.059867	-7.203197	-12.915797	-3.336144	-6.716526	-39.592411	7.758379	2.172045	77.619573	-2.730816	-7.525296	-12.468704	-2.679244	-6.952492	-38.363147	6.559667	2.285396	76.392313	-3.107387	-8.185083	-13.345055	-0.805324	-8.407308	-39.383935	6.198810	2.389466	78.236710	-3.924777	-8.226021	-14.244265	-2.193402	-7.656413	-39.931963	9.096629	4.513896	78.710351	-2.465188	-7.034344	-13.865184	-2.851268	-6.398000	-40.360317	8.153291	2.574757	78.431432	-2.721812	-7.166481	-14.601482	-3.102851	-5.696629	-39.511860	8.050718	2.558604	77.662262	-1.985643	-7.227569	-13.131154	-0.523248	-7.381260	-42.701090	9.438968	2.026798	81.963000	-1.511952	-5.891184	-14.756843	-1.184298	-7.033011	-41.314958	12.568167	3.555483	78.195043	0.006289	-3.512937	-14.443814	-2.546833	-7.579415	-40.402187	8.946940	4.822815	76.535710	-1.820149	-6.879503	-13.569475	-1.379402	-8.821739	-40.366738	6.561739	4.108802	74.938424	-3.984444	-8.599537	-14.538159	-1.975051	-9.086129	-39.588986	7.829376	4.324330	78.459879	-3.526852	-7.891974	-15.691761	-1.552107	-7.300528	-40.102787	10.141473	4.834707	77.336780	-3.748087	-7.634876	-15.369110	-1.779145	-8.379554	-39.571897	7.593566	4.204583	75.900304	-2.810412	-8.052394	-12.315544	-2.662854	-6.682158	-40.112406	9.650160	2.439993	78.591967	-2.898210	-7.440439	-14.500395	-0.621750	-6.552359	-39.719644	8.529009	2.527442	77.864505	-2.844465	-6.675120	-14.931662	-0.401243	-10.079038	-38.297347	7.525465	6.531426	73.849095	-2.787784	-8.154352	-12.176552	-0.525667	-6.172514	-40.584166	7.635194	4.297199	74.742164	-2.432956	-6.618884	-13.285703	-2.346955	-6.248500	-38.627252	8.892019	1.372513	76.932257	-3.070308	-7.402611	-14.750451	-2.059704	-6.958215	-39.749136	9.566231	3.920856	76.487236	-3.162617	-6.773872	-14.936700	-2.864166	-4.957181	-37.974002	9.953882	2.456687	76.616677	-3.675380	-7.597535	-14.867489	-0.999074	-5.989753	-38.856304	10.336131	3.556302	78.541063	-1.541870	-6.133134	-13.782542
	-1.821103	-7.059335	-38.925322	8.934859	4.069508	72.442235	-2.379921	-7.116491	-13.291692	-2.395973	-8.258472	-39.197503	7.676052	4.615501	73.477609	-2.917585	-7.416733	-12.957656	-1.515281	-8.705266	-38.002043	6.281700	4.713392	72.213756	-3.630292	-8.262879	-13.878436	0.400744	-10.084432	-39.006732	5.899560	4.694745	74.126632	-4.136069	-8.139038	-14.764349	-1.264306	-9.256307	-39.570235	9.352989	7.307871	74.597973	-2.681513	-6.919001	-14.382911	-1.761564	-8.099598	-39.959002	8.181891	5.258935	74.192838	-3.095480	-7.178749	-15.116835	-2.008996	-7.385753	-39.123466	7.962650	5.253402	73.408941	-2.264563	-7.237730	-13.600459	0.371254	-8.768699	-42.609183	9.608239	4.431343	78.244570	-1.782761	-5.985609	-15.274612	-0.323493	-8.744783	-40.966773	12.488561	6.203484	74.104138	-0.144019	-3.506318	-14.868833	-1.505164	-9.020735	-39.904140	8.994403	7.391623	72.224662	-2.150263	-6.998001	-14.092172	-0.186585	-10.510772	-39.814451	6.596851	6.779427	70.498833	-4.516678	-8.516179	-14.925113	-0.882151	-10.626746	-39.243849	7.429592	6.774565	74.374756	-3.935913	-8.113021	-16.190277	-0.394387	-8.956078	-39.622521	9.833910	7.674764	73.105810	-3.988626	-7.666416	-15.822987	-0.681255	-10.016313	-39.023442	7.643763	7.067105	71.609151	-3.022030	-7.926287	-12.709809	-1.589831	-8.290275	-39.801494	9.481090	5.207456	74.579505	-3.244344	-7.463663	-15.039848	0.492233	-8.447371	-39.475621	8.639069	5.231316	73.805984	-3.094288	-6.756161	-15.365504	0.596501	-11.471304	-37.867522	7.766522	9.208573	69.698724	-3.096684	-7.931950	-12.540681	0.503622	-7.942060	-40.146000	7.786832	6.864191	70.538193	-2.690534	-6.504890	-13.676955	-1.044616	-8.213648	-38.351887	8.703963	4.356752	72.829413	-3.455102	-7.372462	-15.346931	-1.095630	-8.507964	-39.574372	9.158421	6.321085	72.463150	-3.343094	-6.795207	-15.416792	-1.774675	-6.764489	-37.747326	9.799724	5.344842	72.522704	-3.963612	-7.687964	-15.309573	-0.060765	-7.580781	-38.440337	10.075657	6.194124	74.635059	-1.743944	-6.042888	-14.250264
	-0.804939	-8.843689	-38.427942	8.951012	6.828545	67.941560	-2.724867	-7.105685	-13.584676	-1.405824	-9.854649	-38.605431	7.585202	7.127121	69.046940	-3.131255	-7.433704	-13.377662	-0.331143	-10.470524	-37.448943	6.061752	7.142734	67.767220	-4.194996	-8.385377	-14.322565	1.529510	-11.712026	-38.413897	5.633792	6.849345	69.756981	-4.380753	-8.092007	-15.206691	-0.414379	-10.790299	-39.021423	9.587529	10.039265	70.213186	-2.943382	-6.916077	-14.848611	-0.662941	-9.831022	-39.350311	8.257919	7.975851	69.653939	-3.499197	-7.298001	-15.523509	-0.892292	-9.117786	-38.513295	7.859435	7.977782	68.863968	-2.570616	-7.354237	-13.983329	1.243816	-10.128985	-42.296521	9.724962	6.800957	74.265347	-2.143761	-6.168881	-15.770729	0.504991	-10.390573	-40.404182	12.321996	8.830729	69.777666	-0.367552	-3.704232	-15.244584	-0.500473	-10.463127	-39.193090	9.039281	9.933491	67.608431	-2.520275	-7.204089	-14.518289	0.901510	-12.137252	-39.045103	6.718509	9.364192	65.779460	-5.054693	-8.483211	-15.206763	0.125293	-12.057873	-38.714362	7.080092	9.047229	70.038386	-4.408776	-8.402440	-16.595007	0.677612	-10.542489	-38.968535	9.491365	10.366134	68.624670	-4.269709	-7.754648	-16.198410	0.355984	-11.650968	-38.290246	7.702361	9.898209	67.057977	-3.252740	-7.911196	-13.025871	-0.490042	-9.915514	-39.263019	9.292624	8.002557	70.277737	-3.625598	-7.605833	-15.494571	1.564449	-10.297660	-39.038674	8.749571	7.893623	69.489240	-3.404609	-6.923157	-15.724192	1.438185	-12.748948	-37.270528	8.058439	11.739320	65.296161	-3.450129	-7.802099	-12.847998	1.469632	-9.675330	-39.542484	7.954471	9.382440	66.085577	-2.933837	-6.524271	-13.994064	0.233175	-10.152493	-37.874191	8.544468	7.299111	68.466533	-3.881609	-7.432577	-15.853511	-0.146033	-10.026875	-39.223768	8.696469	8.614020	68.203676	-3.553936	-6.948630	-15.814193	-0.627990	-8.638236	-37.289651	9.634508	8.319252	68.131493	-4.281618	-7.900963	-15.633371	0.813734	-9.129371	-37.860005	9.811997	8.734714	70.500719	-2.027363	-6.065941	-14.685556
	0.208537	-10.679022	-37.721062	8.930952	9.625586	63.165826	-3.091273	-7.163286	-13.797004	-0.449832	-11.439881	-37.802855	7.467804	9.582071	64.298889	-3.397341	-7.591616	-13.711478	0.762597	-12.149966	-36.693273	5.898298	9.413980	63.042277	-4.774016	-8.531362	-14.665540	2.502520	-13.245621	-37.616299	5.410660	8.752729	65.128494	-4.674658	-8.065222	-15.570453	0.281525	-12.190264	-38.300158	9.748073	12.583055	65.567268	-3.258862	-7.016770	-15.255574	0.349961	-11.509690	-38.556493	8.351518	10.600407	64.842077	-3.931490	-7.501151	-15.823614	0.145269	-10.804806	-37.702022	7.722450	10.578222	64.059672	-2.909906	-7.548394	-14.282733	2.036546	-11.420699	-41.776584	9.747374	9.036780	70.039159	-2.591889	-6.417593	-16.240889	1.255963	-11.934085	-39.630901	12.029781	11.366817	65.222055	-0.692143	-4.103204	-15.561732	0.399341	-11.849497	-38.312347	9.035656	12.335782	62.740940	-2.921736	-7.439041	-14.855798	1.811627	-13.616647	-38.123703	6.870554	11.744397	60.867525	-5.567717	-8.479555	-15.407163	0.972266	-13.332350	-38.012274	6.795221	11.039302	65.458275	-4.946315	-8.708195	-16.904286	1.566631	-11.989726	-38.136802	9.118675	12.751621	63.873078	-4.615362	-7.880541	-16.486155	1.213294	-13.173605	-37.379058	7.762955	12.524773	62.242647	-3.524504	-8.044413	-13.260550	0.527175	-11.460842	-38.515529	9.072431	10.654604	65.709014	-4.055015	-7.864681	-15.869421	2.503271	-12.021496	-38.394745	8.832627	10.389021	64.893670	-3.800462	-7.154639	-16.007876	2.079671	-13.868252	-36.519472	8.358717	14.063458	60.660129	-3.834042	-7.780733	-13.119627	2.300296	-11.317203	-38.763461	8.103591	11.757294	61.359105	-3.176002	-6.700701	-14.226663	1.376733	-11.965796	-37.213256	8.411687	10.051916	63.879615	-4.349857	-7.581870	-16.282745	0.718747	-11.468233	-38.675522	8.194915	10.680423	63.689800	-3.836524	-7.234984	-16.116061	0.452783	-10.473494	-36.612889	9.447989	11.207048	63.467511	-4.640253	-8.215767	-15.845412	1.555403	-10.569185	-37.127436	9.552947	11.074767	66.148890	-2.396415	-6.223410	-15.080074
	1.126285	-12.454514	-36.850590	8.841901	12.292984	58.203344	-3.466053	-7.263844	-13.959302	0.394304	-12.925251	-36.863804	7.299949	11.843340	59.350372	-3.719455	-7.821378	-13.989018	1.705967	-13.679763	-35.801492	5.761258	11.435133	58.147576	-5.327961	-8.664587	-14.944740	3.284929	-14.646441	-36.660540	5.218583	10.359765	60.294236	-5.015307	-8.023733	-15.870875	0.799619	-13.422104	-37.443178	9.791417	14.861962	60.723207	-3.611464	-7.182512	-15.607903	1.208218	-13.052938	-37.625828	8.415839	13.016278	59.839400	-4.374264	-7.745391	-16.046890	1.025982	-12.361172	-36.744475	7.538964	12.914471	59.080436	-3.283131	-7.765386	-14.523861	2.719281	-12.614603	-41.088948	9.640500	11.067684	65.621145	-3.090555	-6.689930	-16.679844	1.900097	-13.346678	-38.692513	11.590172	13.736531	60.498895	-1.116634	-4.644806	-15.827195	1.126293	-13.104069	-37.282507	8.925020	14.458517	57.661838	-3.343654	-7.648948	-15.114092	2.483553	-14.861603	-37.079760	6.983116	13.791560	55.826635	-6.023896	-8.474442	-15.543757	1.631444	-14.435279	-37.174249	6.561225	12.711740	60.688692	-5.523611	-8.962300	-17.136035	2.262716	-13.280939	-37.190223	8.727012	14.810065	58.946506	-5.008524	-8.008685	-16.715984	1.862130	-14.513392	-36.366474	7.801508	14.864294	57.275100	-3.842649	-8.281349	-13.457872	1.381608	-12.845263	-37.616340	8.811653	13.025456	60.952929	-4.527574	-8.205190	-16.189583	3.286562	-13.594293	-37.605849	8.864940	12.669571	60.113815	-4.256622	-7.401567	-16.248921	2.518077	-14.803217	-35.648779	8.602886	16.143253	55.856845	-4.224241	-7.852724	-13.382017	2.983569	-12.837946	-37.866810	8.190531	13.935268	56.457662	-3.432310	-6.971645	-14.405139	2.321745	-13.583671	-36.412989	8.278808	12.513707	59.144082	-4.841399	-7.794421	-16.662924	1.464671	-12.806633	-37.986740	7.677916	12.488166	59.012471	-4.194699	-7.583772	-16.353035	1.366154	-12.165981	-35.774648	9.229224	13.845854	58.619216	-5.037851	-8.589280	-15.985980	2.142351	-11.866544	-36.276709	9.289467	13.171149	61.630247	-2.828541	-6.494916	-15.435896
	1.850687	-14.034542	-35.856128	8.642055	14.620136	53.152453	-3.838912	-7.380162	-14.108898	1.029304	-14.182856	-35.801368	7.031011	13.701108	54.252288	-4.121519	-8.067313	-14.228273	2.416475	-14.955078	-34.776191	5.622386	13.047896	53.127018	-5.815735	-8.747035	-15.175877	3.841359	-15.849625	-35.576877	5.040348	11.608039	55.300863	-5.392615	-7.934640	-16.115651	1.122009	-14.446751	-36.464006	9.661320	16.782228	55.736966	-3.988107	-7.378038	-15.909809	1.848541	-14.370407	-36.573437	8.388319	15.087014	54.705990	-4.810444	-7.991281	-16.215540	1.675381	-13.689159	-35.665501	7.288325	14.821636	53.990744	-3.694653	-7.955322	-14.722497	3.257133	-13.666219	-40.235441	9.343956	12.788147	61.038950	-3.609389	-6.940457	-17.077189	2.396862	-14.575681	-37.622123	10.973069	15.820609	55.672422	-1.641783	-5.275719	-16.049834	1.659304	-14.170277	-36.149654	8.670531	16.204092	52.472792	-3.771051	-7.790720	-15.324138	2.921406	-15.839402	-35.948759	6.997617	15.441059	50.745990	-6.409131	-8.442189	-15.643057	2.076924	-15.332794	-36.216358	6.351783	14.007290	55.776772	-6.105498	-9.097703	-17.296615	2.701719	-14.337267	-36.135352	8.305263	16.409200	53.881572	-5.438500	-8.112302	-16.890518	2.231211	-15.550815	-35.274714	7.767340	16.754345	52.212919	-4.228282	-8.596907	-13.655522	2.010098	-13.994377	-36.603564	8.491432	14.977751	56.079840	-5.036071	-8.582251	-16.474103	3.850438	-14.938739	-36.665654	8.792362	14.611047	55.178905	-4.755823	-7.628845	-16.459360	2.722732	-15.492384	-34.668447	8.705387	17.872552	50.945196	-4.605220	-8.005270	-13.661425	3.457235	-14.145724	-36.857285	8.135898	15.762640	51.431493	-3.717163	-7.286623	-14.548426	2.997793	-14.916242	-35.485759	8.106012	14.547427	54.316714	-5.334580	-8.047927	-17.013674	2.022331	-13.971789	-37.154670	7.153252	13.905016	54.209318	-4.647590	-7.941089	-16.531866	2.029106	-13.617906	-34.815356	8.952145	16.068633	53.670159	-5.470455	-8.970494	-16.093522	2.553105	-12.977761	-35.328875	8.988437	14.956538	56.990449	-3.301697	-6.841641	-15.753503
	2.337459	-15.329417	-34.790878	8.316458	16.462185	48.128542	-4.210242	-7.487726	-14.283827	1.468078	-15.193387	-34.664881	6.655394	15.127339	49.117227	-4.592834	-8.272063	-14.455902	2.920357	-15.975933	-33.666179	5.450268	14.261744	48.080850	-6.234977	-8.761753	-15.393829	4.181380	-16.819432	-34.407766	4.856312	12.491824	50.229585	-5.786526	-7.781432	-16.317043	1.264595	-15.253555	-35.385990	9.336120	18.293384	50.695801	-4.377756	-7.575595	-16.173350	2.292624	-15.452336	-35.445628	8.235330	16.782220	49.552346	-5.232376	-8.200394	-16.365172	2.113712	-14.773340	-34.517578	6.967704	16.287886	48.894871	-4.135213	-8.090923	-14.899074	3.663500	-14.574034	-39.264128	8.864761	14.179408	56.375405	-4.122630	-7.134767	-17.434394	2.727278	-15.587195	-36.466764	10.188296	17.526358	50.828631	-2.257478	-5.936390	-16.249053	1.976624	-14.984449	-34.935896	8.232693	17.440708	47.275340	-4.194242	-7.830888	-15.502371	3.154741	-16.540500	-34.763012	6.882467	16.654217	45.724407	-6.727416	-8.374012	-15.727604	2.325969	-16.017347	-35.163154	6.133860	14.927400	50.801094	-6.653631	-9.085033	-17.392291	2.928190	-15.171520	-35.013293	7.847994	17.593782	48.779304	-5.879349	-8.181624	-17.023512	2.371753	-16.294626	-34.145311	7.629536	18.204751	47.160632	-4.671673	-8.927241	-13.888024	2.411322	-14.888088	-35.517784	8.092277	16.454379	51.181192	-5.565953	-8.934150	-16.742724	4.219749	-16.061540	-35.622158	8.593987	16.203702	50.192111	-5.261430	-7.815088	-16.655908	2.738589	-15.954833	-33.617157	8.631730	19.230994	46.033217	-4.976861	-8.194809	-13.975832	3.742457	-15.222047	-35.779222	7.917179	17.199567	46.395631	-4.031464	-7.571919	-14.691730	3.432984	-15.972201	-34.475881	7.868556	16.152581	49.487328	-5.805595	-8.301178	-17.356440	2.403025	-14.958347	-36.229139	6.627054	14.947962	49.380062	-5.167566	-8.250754	-16.678761	2.428237	-14.786642	-33.781153	8.590277	17.787337	48.722589	-5.920839	-9.297057	-16.205862	2.792711	-13.880943	-34.314899	8.614122	16.385576	52.303790	-3.791270	-7.200847	-16.040204
