Time	L.ASISX	L.ASISY	L.ASISZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.PSISX	L.PSISY	L.PSISZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	R.ASISX	R.ASISY	R.ASISZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.PSISX	R.PSISY	R.PSISZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ
28.406	2412.327	984.723	940.049	1931.886	553.729	969.656	1931.463	522.992	927.605	1971.907	528.23	967.583	2360.927	1054.996	905.939	1870.451	337.527	1005.205	1863.683	375.733	903.331	2240.693	1029.666	1003.264	2045.525	464.077	911.516	2041.473	504.754	943.5	2124.957	475.961	901.614	2124.982	517.144	936.465	2350.705	576.678	892.799	2306.453	572.291	950.952	2320.06	682.156	882.05	2281.111	679.268	938.458	2402.031	991.288	1150.512	2201.927	37.762	1055.241	2236.099	51.561	1096.727	2216.521	84.955	1054.583	2340.877	1053.559	1181.704	2406.716	45.149	1106.05	2423.17	50.103	996.543	2239.485	1033.31	1078.384	2333.055	163.989	1106.224	2288.049	188.388	1085.377	2360.069	237.243	1129.224	2316.948	260.726	1105.597	2430.98	581.081	1160.541	2376.201	564.447	1113.975	2380.797	677.882	1181.576	2327.905	660.195	1139.098
28.413	2409.116	982.977	938.254	1943.751	551.113	965.746	1945.119	520.278	924.724	1984.736	527.873	965.451	2357.384	1053.805	905.326	1891.088	333.35	1003.629	1884.762	369.831	900.981	2238.332	1029.079	1003.255	2062.221	463.599	910.411	2057.79	504.638	941.463	2141.65	475.946	900.647	2141.105	517.288	935.335	2365.287	577.676	890.472	2318.749	570.042	946.769	2328.9	681.178	879.118	2288.081	676.204	934.253	2399.935	989.572	1149.799	2178.397	38.515	1055.051	2212.627	52.263	1096.508	2193.308	85.661	1054.248	2339.578	1053.28	1181.09	2382.988	44.988	1105.73	2399.491	49.531	996.517	2238.383	1032.963	1078.399	2313.184	163.99	1104.864	2267.798	189.408	1085.109	2341.416	236.153	1128.77	2298.764	260.999	1105.476	2421.706	578.011	1161.184	2365.859	561.97	1115.612	2373.789	675.832	1182.177	2319.932	658.981	1140.46
28.42	2407.565	982.635	939.05	1954.952	547.073	962.714	1958.243	516.226	922.286	1997.397	525.587	963.545	2353.994	1053.373	904.808	1912.772	327.442	1002.08	1906.363	362.481	898.966	2236.385	1029.249	1003.297	2078.492	462.482	909.001	2073.349	503.217	941.058	2157.83	475.772	899.623	2156.71	517.235	934.298	2378.682	579.98	887.408	2331.576	569.385	942.361	2338.887	682.334	876.731	2296.426	673.694	929.998	2398.024	988.27	1149.2	2154.967	39.581	1054.67	2189.283	53.333	1096.17	2170.119	86.626	1053.77	2337.538	1052.995	1180.743	2359.231	45.009	1105.461	2375.937	49.112	996.359	2236.619	1033.143	1078.502	2290.174	163.719	1106.18	2247.06	190.445	1084.572	2321.523	235.328	1128.646	2279.796	261.228	1104.901	2411.607	575.161	1162.134	2354.881	560.027	1117.365	2366.008	674.077	1182.843	2311.465	658.271	1141.674
28.426	2405.46	982.692	938.624	1965.612	541.856	960.542	1971.226	510.48	920.363	2009.169	522.671	963.105	2350.934	1053.916	904.488	1935.068	320.139	1000.867	1928.571	353.967	897.273	2234.551	1030.056	1003.406	2094.728	460.718	908.083	2088.875	501.379	939.912	2173.739	475.659	898.839	2171.826	517.004	933.237	2391.378	583.879	884.819	2343.838	570.269	938.581	2347.684	684.68	874.279	2304.219	673.088	925.81	2396.916	987.559	1148.12	2131.565	40.927	1054.193	2165.917	54.66	1095.706	2147.022	87.878	1052.921	2336.622	1053.474	1180.238	2335.501	44.876	1105.007	2352.379	48.697	996.152	2235.091	1033.792	1078.557	2268.487	164.185	1104.815	2225.993	191.935	1083.742	2301.16	234.991	1128.364	2260.197	261.939	1104.49	2400.528	572.764	1163.058	2343.144	558.758	1118.67	2357.546	672.789	1183.39	2302.281	658.214	1142.559
28.433	2403.123	983.046	937.279	1975.599	534.635	959.018	1983.352	503.674	918.586	2019.982	517.752	962.3	2348.068	1054.621	904.289	1958.035	311.588	999.857	1951.828	344.279	896.272	2233.115	1031.37	1003.445	2110.554	458.224	907.398	2103.802	498.85	939.079	2189.201	474.998	898.139	2186.338	516.475	931.955	2403.582	588.904	882.628	2355.897	572.706	935.267	2355.964	687.734	871.842	2311.518	673.362	922.125	2395.028	987.003	1148.075	2108.174	42.721	1053.658	2141.674	56.296	1095.36	2124.07	89.52	1052.259	2335.778	1053.717	1180.282	2311.595	44.84	1104.589	2328.797	48.442	995.996	2233.71	1034.825	1078.532	2246.355	164.966	1104.728	2204.833	193.614	1083.139	2280.481	235.088	1128.305	2240.338	262.933	1104.015	2388.271	570.753	1163.916	2330.666	558.192	1119.269	2348.298	671.801	1183.842	2292.557	658.862	1142.812
28.44	2402.158	984.852	938.182	1985.533	525.678	957.964	1997.492	494.74	918.245	2030.62	511.341	961.936	2346.037	1055.996	904.203	1981.617	301.944	999.094	1975.048	334.167	895.001	2231.863	1033.201	1003.39	2126.026	454.8	906.74	2118.239	495.561	938.401	2204.234	473.852	897.702	2200.13	515.621	930.973	2415.508	595.199	880.343	2367.275	576.327	932.593	2363.751	691.845	869.677	2318.74	675.07	919.009	2393.287	986.993	1148.249	2084.88	45.036	1053.092	2119.249	58.061	1094.651	2101.291	91.64	1051.822	2334.969	1054.686	1180.218	2287.628	44.944	1104.379	2305.208	48.224	995.897	2232.496	1036.353	1078.517	2224.214	166.081	1104.785	2183.638	195.539	1082.558	2259.751	235.531	1128.427	2220.228	264.132	1103.982	2375.197	569.325	1164.46	2317.434	558.401	1119.588	2337.554	671.776	1184.094	2282.269	660.171	1142.597
28.446	2401.534	987.205	938.66	1995.419	514.952	957.583	2010.035	484.945	918.291	2041.029	503.457	961.876	2344.965	1057.82	904.497	2005.959	291.443	998.548	1998.92	323.298	894.365	2231.003	1035.489	1003.269	2141.295	450.731	906.913	2132.182	491.483	938.134	2218.968	472.313	897.701	2213.355	514.335	930.225	2426.11	602.214	878.995	2378.38	581.041	930.45	2371.068	696.58	868.197	2326.078	677.758	916.829	2391.525	987.515	1148.674	2061.576	48.031	1052.807	2096.106	60.39	1094.691	2078.744	94.367	1051.675	2334.253	1055.983	1180.246	2263.808	43.716	1103.085	2281.594	48.189	995.808	2231.666	1038.221	1078.422	2202.321	167.677	1104.718	2162.142	197.842	1082.545	2238.88	236.607	1128.612	2199.865	265.842	1103.914	2361.408	568.531	1164.798	2303.667	559.349	1119.599	2326.84	672.135	1184.088	2271.624	662.344	1141.984
28.453	2401.259	989.989	939.36	2005.614	502.739	957.828	2022.882	474.119	918.48	2051.485	493.969	962.765	2344.396	1060.251	904.77	2030.762	280.269	998.189	2023.199	311.98	893.984	2230.445	1038.256	1003.046	2156.892	445.795	907.623	2145.823	486.601	937.8	2233.303	470.279	897.986	2225.903	512.549	929.919	2437.383	609.278	878.262	2388.616	586.615	928.73	2378.167	701.816	867.026	2333.588	681.354	915.561	2390.198	988.564	1149.449	2038.526	51.58	1052.674	2073.154	63.194	1094.665	2056.402	97.606	1051.795	2333.591	1057.739	1180.305	2240.029	44.022	1103.038	2257.956	48.114	995.872	2231.052	1040.719	1078.263	2180.328	169.98	1105.052	2140.775	200.633	1082.598	2217.945	238.406	1128.765	2179.396	268.079	1103.913	2347.25	568.589	1165.077	2289.491	561.177	1119.543	2316.025	673.236	1183.919	2260.942	665.364	1141.216
28.46	2401.663	993.476	940.464	2015.813	488.056	959.607	2035.86	461.733	918.436	2062.704	483.047	963.671	2344.621	1063.659	905.066	2056.407	268.464	997.992	2047.748	300.337	893.88	2230.176	1041.37	1002.607	2171.875	439.917	908.989	2159.182	480.591	938.354	2247.307	467.796	898.391	2238.007	510.046	930.018	2447.416	617.155	878.219	2400.016	592.865	928.547	2385.065	707.357	866.361	2341.197	685.563	915.078	2388.283	989.977	1150.935	2015.812	55.918	1052.771	2050.488	66.666	1094.788	2034.454	101.623	1052.107	2333.178	1059.792	1180.365	2216.314	44.548	1103.025	2234.499	48.09	995.937	2230.225	1043.68	1077.838	2158.673	173.01	1105.317	2119.15	204.222	1082.999	2197.017	241.014	1129.008	2159.03	271.152	1103.825	2333.022	569.631	1165.282	2275.03	564.128	1119.562	2305.312	675.269	1183.723	2250.162	669.487	1140.597
28.466	2402.901	997.88	942.04	2027.379	473.232	960.971	2049.488	448.64	918.643	2075.051	472.392	964.048	2345.892	1068.106	905.486	2082.567	256.302	998.013	2072.495	288.445	894.165	2230.146	1044.77	1002.044	2187.074	433.638	910.836	2172.459	473.795	939.212	2261.06	464.932	899.233	2249.766	506.949	930.417	2456.939	625.185	877.834	2410.664	599.549	928.476	2391.697	713.388	866.153	2348.172	690.433	914.824	2387.518	992.07	1152.064	1993.398	61.304	1052.904	2028.354	71.02	1095.059	2013.12	106.511	1052.586	2333.036	1062.214	1180.438	2192.768	45.203	1102.99	2211.069	48.072	996.116	2230.633	1046.874	1077.491	2137.096	176.914	1105.856	2098.569	208.458	1082.55	2176.272	244.549	1129.222	2139.028	274.671	1103.501	2318.921	571.811	1165.331	2260.072	568.306	1119.585	2294.964	678.256	1183.636	2239.84	674.428	1140.147
28.473	2403.547	1002.352	943.119	2039.822	457.061	963.288	2063.754	435.088	920.952	2087.53	458.983	966.144	2346.829	1072.86	905.714	2108.589	244.361	999.71	2097.543	275.997	895.003	2231.202	1048.901	1001.517	2202.606	426.092	912.519	2185.823	466.148	940.476	2274.34	461.926	900.021	2261.201	503.3	931.175	2465.816	633.45	877.934	2420.457	606.905	928.919	2398.051	719.742	866.203	2355.83	695.926	915.527	2387.172	994.676	1153.217	1971.487	67.921	1053.108	2006.656	76.365	1095.352	1992.57	112.353	1053.124	2333.528	1065.082	1180.352	2169.341	46.318	1103.051	2187.985	48.035	996.24	2231.093	1050.457	1076.964	2115.118	181.781	1106.757	2078.386	212.978	1082.143	2155.604	249.121	1129.517	2118.813	279.411	1103.204	2305.138	574.88	1165.42	2246.121	573.372	1119.671	2284.905	682.17	1183.594	2229.874	680.312	1139.956
28.48	2404.763	1007.428	944.464	2053.416	440.367	965.606	2078.602	419.237	924.805	2100.863	444.685	968.734	2347.993	1077.904	905.923	2136.501	231.741	998.913	2122.407	263.791	895.848	2232.178	1053.428	1000.794	2218.062	419.05	913.045	2199.391	457.778	941.735	2288.112	458.019	901.32	2272.515	498.984	931.992	2473.924	641.92	878.033	2429.485	614.576	929.702	2404.074	726.32	866.543	2362.694	701.889	916.176	2387.223	997.405	1154.568	1950.228	75.431	1053.148	1985.679	82.589	1095.08	1972.698	119.206	1053.268	2334.571	1068.461	1180.18	2145.003	45.938	1104.265	2165.038	48.063	996.303	2232.001	1054.463	1076.39	2094.649	187.418	1106.967	2059.253	218.149	1081.328	2135.461	254.471	1129.645	2098.847	284.922	1102.695	2291.758	578.865	1165.446	2232.627	579.541	1119.854	2275.269	686.94	1183.631	2220.439	687.019	1139.796
28.486	2406.452	1012.807	945.617	2068.181	421.379	968.108	2094.206	403.114	927.534	2115.037	430.54	971.83	2349.829	1083.346	906.081	2164.646	219.465	999.554	2147.55	251.234	896.952	2233.667	1058.234	1000.114	2233.946	410.933	914.71	2213.094	448.651	943.36	2301.774	453.793	902.621	2283.755	493.954	933.185	2481.329	650.466	878.922	2437.607	622.482	930.673	2409.438	733.245	867.078	2368.849	708.073	917.097	2388.429	1001.362	1155.461	1929.668	84.298	1052.947	1965.149	89.669	1094.921	1953.503	127.198	1053.106	2336.299	1072.488	1179.979	2121.83	46.368	1104.142	2142.454	47.977	996.679	2233.398	1058.884	1075.868	2074.816	193.657	1107.271	2039.385	224.738	1080.841	2115.906	260.804	1129.634	2079.659	291.078	1101.938	2278.122	583.673	1165.932	2219.789	586.508	1120.066	2266.33	692.369	1183.613	2211.021	694.665	1139.702
28.493	2408.007	1018.385	946.455	2083.962	402.772	971.426	2110.577	386.367	930.386	2130.223	414.831	974.6	2351.422	1088.814	906.12	2193.354	207.326	1001.713	2172.939	238.672	897.75	2235.476	1063.446	999.553	2250.316	401.992	916.782	2227.316	438.851	944.998	2315.617	449.042	904.02	2294.747	488.375	934.447	2487.643	659.018	879.731	2444.912	630.6	931.866	2414.033	740.226	867.66	2374.224	714.681	918.048	2389.71	1005.042	1155.795	1910.118	94.086	1052.578	1945.655	97.642	1094.732	1935.848	135.917	1053.303	2338.632	1076.707	1179.707	2099.102	46.947	1104.006	2120.161	48.026	996.909	2235.154	1063.593	1075.49	2055.917	200.729	1107.522	2020.935	231.532	1080.233	2096.919	267.913	1129.837	2061.305	297.938	1100.948	2265.939	589.162	1166.057	2207.687	594.351	1120.212	2257.917	698.482	1183.704	2202.936	702.739	1139.615
28.5	2409.682	1024.288	946.914	2100.896	383.548	975.104	2127.904	368.982	933.485	2146.348	398.485	977.717	2352.833	1094.187	906.121	2223.082	195.127	1001.965	2199.031	225.569	899.595	2237.495	1068.839	999.149	2266.587	393.719	918.266	2241.484	428.844	946.961	2328.133	444.621	904.791	2305.893	482.296	936.12	2493.155	667.438	880.719	2451.151	638.675	933.338	2417.98	747.232	868.513	2378.734	721.25	919.214	2391.554	1008.727	1155.687	1891.583	104.92	1052.404	1927.159	106.319	1094.665	1919.429	145.389	1053.572	2341.292	1081.664	1179.094	2076.969	47.725	1104.011	2098.834	47.745	997.405	2237.318	1068.736	1075.252	2038.102	208.244	1108.028	2003.591	238.911	1079.622	2077.804	275.907	1130.017	2043.639	305.7	1100.254	2254.436	595.617	1166.318	2196.374	602.86	1120.556	2250.192	705.109	1183.807	2195.499	711.38	1139.624
28.506	2410.252	1029.806	947.197	2118.233	364.172	978.551	2146.103	351.027	936.813	2163.054	381.96	980.672	2354.262	1099.493	906.152	2253.619	184.145	1003.114	2225.576	212.445	901.586	2239.797	1074.498	999.136	2283.141	384.889	919.996	2256.365	418.15	949.153	2341.486	439.413	906.448	2317.81	475.212	937.921	2497.762	675.485	881.993	2456.277	646.387	934.928	2421.22	754.066	869.578	2382.587	727.653	920.479	2393.845	1012.439	1155.228	1874.439	116.71	1052.329	1909.789	115.773	1094.702	1904.204	155.651	1054.106	2344.67	1086.616	1178.496	2055.295	48.532	1104.039	2077.335	47.899	997.225	2239.824	1073.948	1075.26	2021.483	216.48	1108.864	1987.306	246.533	1079.224	2060.87	284.227	1130.415	2027.284	313.418	1099.5	2243.606	602.738	1166.703	2185.909	611.925	1120.689	2243.367	712.215	1183.87	2188.887	720.854	1139.945
28.513	2412.068	1035.472	946.926	2137.633	343.856	982.583	2165.193	332.555	940.368	2180.288	365.125	983.001	2356.781	1105.449	905.592	2284.014	173.179	1005.643	2252.669	199.391	903.791	2242.244	1080.176	999.358	2299.835	375.848	921.783	2271.429	407.112	951.707	2354.551	434.208	908.231	2328.967	468.055	940.073	2501.226	682.859	883.187	2460.387	653.664	936.718	2423.787	760.383	870.715	2385.564	733.869	921.891	2396.475	1016.025	1154.564	1858.514	129.631	1052.445	1893.657	125.962	1094.918	1890.705	166.486	1054.601	2348.503	1091.497	1177.976	2034.31	49.673	1104.485	2056.719	48.326	997.448	2242.666	1079.274	1075.648	2006.059	224.698	1109.928	1972.278	254.103	1078.984	2045.601	293.102	1130.711	2011.887	321.456	1098.889	2234.37	610.028	1166.758	2176.197	621.718	1121.029	2236.854	719.651	1184.177	2182.972	730.033	1139.833
28.52	2413.771	1040.924	946.466	2157.516	323.534	986.697	2184.866	313.831	943.761	2199.37	347.169	986.645	2358.557	1110.761	905.448	2316.312	162.753	1006.36	2280.288	186.381	905.952	2244.756	1085.729	999.846	2316.9	366.627	923.673	2287.031	395.563	954.332	2367.797	428.11	909.892	2340.587	460.096	942.713	2503.834	689.435	884.606	2463.409	660.224	938.368	2425.709	766.341	871.942	2387.79	739.803	923.338	2399.425	1019.639	1153.887	1844.328	143.325	1052.717	1878.921	136.97	1095.384	1878.9	177.947	1055.505	2352.663	1096.233	1177.448	2013.767	51.096	1105.174	2036.757	49.391	997.999	2245.641	1084.543	1076.248	1991.976	233.199	1111.091	1958.846	262.076	1078.878	2030.737	301.749	1131.509	1998.176	329.658	1098.228	2224.516	618.04	1167.251	2167.415	631.207	1121.177	2231.025	727.235	1184.543	2177.842	739.227	1139.8
28.526	2415.37	1046.172	945.865	2178.889	303.02	990.876	2205.394	295.017	946.938	2218.947	329.323	989.628	2360.424	1116.005	905.391	2347.991	153.431	1008.037	2308.398	173.729	908.24	2247.203	1091.192	1000.638	2334.004	357.237	925.445	2302.928	383.794	956.855	2380.898	421.712	911.709	2351.995	451.766	944.932	2505.632	695.265	886.017	2465.165	666.036	939.674	2427.119	771.746	873.176	2389.498	745.254	924.732	2402.552	1022.909	1152.807	1831.814	157.951	1053.2	1865.49	148.729	1096.028	1868.695	190.112	1056.654	2357.232	1100.734	1176.774	1993.685	52.941	1105.797	2017.607	51.313	998.763	2248.742	1089.727	1076.986	1978.818	241.43	1112.891	1946.582	269.855	1079.178	2017.561	310.43	1132.565	1985.49	337.563	1098.07	2215.724	625.807	1167.754	2159.411	640.762	1121.279	2225.765	734.8	1184.829	2173.507	748.422	1139.621
28.533	2416.788	1050.931	945.34	2200.865	282.5	994.817	2226.944	275.915	950.508	2238.999	311.539	992.264	2362.356	1121.09	905.557	2379.611	144.901	1009.353	2336.907	161.257	910.508	2249.604	1096.118	1001.56	2351.361	347.35	927.05	2319.082	371.728	959.259	2393.966	414.796	913.297	2363.542	442.696	947.407	2506.685	700.113	887.631	2466.404	670.49	941.21	2427.964	776.478	874.57	2390.349	750.006	926.241	2405.719	1026.13	1151.872	1820.782	173.464	1053.358	1853.073	161.114	1096.483	1859.802	202.773	1057.911	2361.913	1104.914	1176.146	1974.221	55.771	1106.764	1999.577	54.276	999.568	2251.868	1094.62	1077.945	1967.205	249.791	1115.027	1935.516	277.588	1079.975	2005.558	319.017	1134.029	1974.26	345.431	1098.442	2207.933	633.608	1167.92	2152.268	650.104	1121.358	2221.111	742.299	1185.2	2169.821	757.37	1139.354
