Time	L.ASISX	L.ASISY	L.ASISZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.PSISX	L.PSISY	L.PSISZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	R.ASISX	R.ASISY	R.ASISZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.PSISX	R.PSISY	R.PSISZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ
4.501	2469.858	1013.525	962.261	1812.972	537.309	998.118	1821.599	506.811	956.734	1858.756	523.971	996.959	2422.919	1090.546	930.379	1815.948	315.357	1039.653	1798.47	346.618	935.639	2297.738	1063.027	1019.702	1955.582	467.465	942.757	1947.548	507.755	974.898	2033.939	487.007	933.546	2029.467	528.426	967.323	2305.772	615.604	926.112	2265.69	625.214	987.165	2304.018	724.382	911.006	2269.615	734.33	969.943	2450.545	1019.393	1169.942	2443.787	35.619	1075.667	2475.007	46.207	1119.746	2456.493	83.183	1080.068	2386.784	1087.416	1201.439	2647.669	43.893	1134.449	2664.476	57.246	1025.615	2293.621	1060.755	1095.748	2532.012	172.216	1142.383	2485.854	180.977	1113.839	2530.295	250.101	1166.226	2486.034	259.081	1135.294	2508.307	612.652	1197.026	2456.685	588.846	1149.58	2447.863	704.741	1212.306	2398.526	680.614	1169.219
4.508	2468.79	1008.089	962.028	1827.862	546.092	996.601	1835.902	516.166	954.366	1873.209	531.636	995.328	2422.452	1084.18	929.512	1823.294	323.473	1034.118	1808.165	357.228	930.016	2296.006	1056.286	1019.209	1968.133	472.166	940.231	1961.36	512.684	972.575	2047.192	488.962	931.448	2044.039	530.401	965.408	2314.211	607.632	925.654	2274.001	615.975	986.233	2309.542	717.033	910.322	2274.51	725.404	969.213	2448.881	1013.47	1170.24	2420.517	34.411	1073.04	2451.953	46.965	1116.609	2432.894	82.169	1075.685	2386.705	1081.427	1200.548	2624.297	44.492	1132.341	2642.361	55.901	1023.958	2291.616	1054.566	1095.24	2514.522	170.429	1136.781	2468.078	181.309	1109.446	2516.963	248.01	1161.076	2471.852	258.839	1132.22	2506.215	608.282	1196.441	2455.748	584.53	1148.328	2445.574	699.904	1212.291	2396.838	675.93	1168.227
4.514	2467.449	1002.771	962.019	1843.084	553.213	995.018	1850.837	523.748	952.438	1888.17	537.68	994.461	2420.751	1078.361	928.993	1833.819	329.412	1027.639	1820.099	366.007	924.851	2293.768	1049.876	1019.105	1981.576	476.153	937.976	1976.317	516.207	970.444	2061.415	489.956	929.432	2059.318	531.706	963.522	2322.819	599.423	924.24	2282.737	606.902	985.089	2314.988	709.236	909.188	2279.639	716.511	967.985	2446.873	1007.49	1170.442	2397.486	34.813	1070.728	2429.0	48.15	1113.919	2410.338	82.351	1072.076	2386.098	1075.627	1200.067	2601.157	44.683	1131.179	2620.47	54.84	1022.753	2289.129	1048.961	1095.162	2497.42	168.893	1132.055	2451.675	181.666	1104.259	2502.252	246.56	1157.065	2458.334	258.843	1126.892	2503.117	604.643	1196.047	2452.569	581.444	1147.599	2442.924	696.528	1211.176	2394.522	672.789	1166.69
4.521	2465.823	997.621	962.128	1858.558	558.605	993.669	1866.479	529.873	950.522	1903.316	542.457	993.321	2419.198	1072.461	928.507	1845.505	334.235	1021.999	1833.919	372.791	920.767	2291.077	1044.026	1019.339	1996.593	478.523	936.134	1991.789	519.044	968.166	2076.062	490.955	927.143	2075.142	532.692	961.318	2332.151	593.084	922.796	2291.031	598.827	983.176	2320.778	701.94	907.823	2284.828	708.116	966.443	2444.387	1002.114	1170.569	2374.46	35.067	1069.156	2405.872	49.216	1111.991	2387.518	82.724	1069.543	2385.449	1070.307	1199.793	2576.034	45.577	1130.169	2597.763	53.863	1021.322	2286.168	1044.024	1095.069	2477.65	167.51	1128.31	2433.386	182.801	1099.039	2485.619	244.841	1153.553	2443.495	259.46	1122.128	2498.852	601.01	1194.325	2448.75	578.686	1145.161	2439.112	693.182	1209.762	2390.359	670.254	1164.754
4.528	2463.779	993.028	962.366	1874.008	562.2	992.36	1882.129	534.27	948.52	1918.719	545.908	992.073	2417.324	1066.982	927.958	1859.013	337.459	1016.765	1848.881	377.57	916.395	2288.243	1038.874	1019.264	2011.47	480.706	933.852	2007.735	521.049	966.123	2091.293	491.361	925.043	2091.385	532.531	959.895	2341.793	587.205	920.911	2299.879	591.282	980.714	2326.998	695.632	906.18	2290.045	700.417	964.323	2441.551	997.88	1170.744	2351.333	35.434	1067.804	2382.623	49.763	1110.661	2364.848	82.887	1067.773	2384.35	1065.626	1199.643	2552.838	45.595	1128.925	2575.072	53.644	1021.267	2283.104	1039.778	1094.763	2457.287	167.15	1125.17	2414.142	184.218	1095.799	2468.663	243.912	1150.46	2427.179	260.286	1118.836	2493.884	597.487	1191.901	2444.197	576.215	1141.764	2434.448	689.72	1208.265	2386.337	667.564	1162.366
4.534	2461.338	989.327	962.624	1889.214	564.229	990.672	1897.957	536.918	946.63	1933.904	548.003	990.797	2415.208	1062.074	927.501	1874.121	339.034	1012.038	1865.677	380.887	911.582	2285.746	1034.961	1018.551	2027.162	481.792	931.761	2023.927	522.255	964.138	2107.125	491.352	922.941	2107.862	532.391	958.033	2352.019	582.41	918.715	2309.052	584.692	977.706	2333.744	690.274	904.331	2295.661	693.646	961.98	2438.65	994.82	1170.997	2327.762	35.881	1067.051	2359.503	50.153	1109.962	2341.803	83.153	1067.081	2382.449	1061.874	1199.626	2529.662	45.449	1128.381	2551.646	52.682	1019.421	2280.09	1036.732	1093.942	2438.208	166.973	1124.146	2395.28	185.38	1095.298	2452.439	243.253	1149.225	2411.245	261.018	1118.126	2487.833	593.945	1189.829	2438.593	573.858	1138.666	2429.519	686.783	1206.565	2381.279	665.356	1160.437
4.541	2458.638	986.404	962.743	1904.112	564.649	988.526	1913.756	537.747	944.466	1949.034	548.687	989.379	2412.631	1058.146	926.848	1890.706	339.047	1007.666	1883.096	382.052	907.241	2282.477	1031.945	1017.505	2043.232	482.123	929.817	2040.405	522.572	962.242	2123.276	490.973	921.207	2124.351	531.957	956.293	2362.833	578.687	916.354	2318.936	579.174	974.698	2341.101	686.0	902.385	2301.943	687.645	959.294	2435.909	992.841	1171.337	2304.643	36.157	1067.425	2336.319	50.387	1110.177	2318.496	83.425	1067.026	2379.718	1058.984	1199.628	2506.407	45.212	1128.629	2528.137	52.153	1019.436	2277.443	1034.785	1092.698	2419.586	166.113	1124.243	2376.511	186.315	1097.168	2437.13	241.667	1149.339	2395.747	261.081	1119.484	2480.726	590.357	1188.418	2431.523	571.359	1136.853	2423.728	684.023	1205.171	2375.323	663.578	1158.636
4.548	2455.818	984.168	962.742	1918.792	563.315	986.518	1929.757	536.71	943.257	1963.89	548.011	987.867	2409.568	1055.381	926.017	1908.207	337.438	1004.001	1902.441	380.593	904.158	2279.982	1030.145	1016.237	2059.521	481.655	927.68	2056.876	522.091	960.598	2139.728	490.139	919.645	2140.843	531.196	954.677	2374.275	576.196	913.833	2329.591	574.792	971.713	2348.729	683.017	900.337	2308.725	682.596	956.731	2433.303	991.568	1171.338	2281.261	36.5	1067.985	2312.957	50.539	1110.729	2295.376	83.732	1067.888	2376.343	1057.305	1199.312	2484.045	44.828	1128.71	2504.62	51.87	1019.849	2275.074	1033.741	1091.546	2401.302	164.719	1124.807	2357.862	186.601	1099.415	2422.116	239.486	1150.119	2380.265	260.584	1122.144	2473.009	586.969	1187.706	2422.903	568.454	1136.397	2417.517	681.458	1204.493	2369.038	662.036	1157.535
4.554	2452.978	982.731	962.441	1933.046	560.261	984.451	1945.537	534.184	941.199	1978.479	545.836	986.326	2405.701	1054.186	925.027	1926.739	334.183	1000.782	1922.094	377.785	900.876	2277.378	1029.214	1015.207	2075.855	480.595	926.045	2073.22	520.758	959.232	2156.173	489.338	918.305	2157.072	530.268	953.521	2387.634	575.439	912.166	2340.897	571.487	968.634	2357.169	680.848	898.81	2316.226	678.896	953.938	2430.821	990.547	1170.977	2257.805	36.939	1068.693	2289.585	50.864	1111.518	2272.046	84.286	1068.664	2372.942	1056.628	1198.509	2460.386	44.583	1129.435	2480.967	51.728	1020.519	2272.797	1033.218	1090.598	2382.223	163.64	1125.765	2338.219	186.775	1104.042	2406.224	237.366	1150.939	2364.072	260.097	1124.601	2465.183	583.909	1187.536	2414.561	566.106	1136.741	2411.436	679.543	1204.242	2362.342	660.672	1157.656
4.561	2450.332	982.054	961.884	1946.932	555.666	982.159	1960.891	530.015	939.3	1992.67	542.291	984.928	2402.178	1054.237	924.244	1945.921	329.286	998.646	1942.462	373.167	898.11	2274.916	1028.906	1014.527	2092.278	478.878	924.778	2089.384	518.433	958.265	2172.479	488.261	917.313	2172.878	529.188	952.671	2400.523	576.169	910.202	2352.605	569.657	965.291	2365.738	680.181	896.92	2323.916	676.05	951.143	2428.502	989.803	1170.34	2234.351	37.727	1069.17	2266.885	51.19	1111.95	2248.81	84.981	1069.196	2370.031	1056.554	1197.613	2436.781	44.311	1130.001	2457.475	51.615	1021.128	2270.727	1033.093	1090.004	2362.37	163.567	1125.944	2318.902	188.077	1103.263	2388.207	236.397	1151.69	2346.615	260.361	1125.65	2457.058	581.259	1187.894	2405.574	563.97	1137.721	2405.302	677.897	1204.283	2355.456	659.8	1158.284
4.568	2447.888	982.225	961.024	1960.326	549.17	980.435	1975.62	524.566	937.473	2006.039	537.528	983.767	2398.786	1054.577	923.519	1966.138	322.92	996.178	1963.01	367.083	895.561	2272.719	1029.155	1014.156	2109.032	475.554	925.437	2104.581	515.93	957.569	2188.62	487.054	916.686	2188.129	528.118	951.841	2413.409	578.396	908.085	2363.879	569.213	961.886	2375.677	681.256	895.529	2332.197	673.999	948.163	2426.502	989.437	1169.711	2210.913	38.812	1069.209	2242.733	52.261	1112.248	2225.704	85.891	1069.32	2367.932	1056.948	1196.996	2413.101	44.257	1130.145	2433.979	51.477	1021.438	2268.76	1033.333	1089.712	2341.121	163.954	1126.117	2298.43	189.563	1103.064	2368.766	236.113	1151.862	2328.124	261.088	1125.515	2448.029	578.724	1188.302	2395.779	562.227	1138.677	2398.134	676.75	1204.518	2347.979	659.269	1158.915
4.574	2445.525	983.059	960.198	1973.203	541.108	979.033	1990.482	517.195	936.235	2019.513	530.71	982.967	2395.274	1055.714	922.871	1987.054	315.427	994.238	1984.146	359.568	893.673	2270.571	1030.018	1014.139	2124.925	472.352	924.664	2119.541	512.346	957.027	2204.383	485.575	916.314	2202.813	526.404	951.644	2426.103	582.015	906.169	2377.422	569.933	959.002	2384.009	683.708	893.671	2340.075	673.528	945.078	2424.703	989.316	1169.027	2187.619	40.312	1068.925	2219.495	53.622	1111.956	2202.714	87.302	1068.958	2366.592	1057.504	1196.253	2389.488	44.144	1129.839	2410.267	51.111	1021.21	2267.003	1034.089	1089.595	2319.243	164.521	1126.222	2277.716	191.152	1102.41	2348.833	236.077	1151.653	2309.123	262.063	1124.785	2437.688	576.582	1188.486	2384.718	560.927	1139.349	2390.109	675.789	1204.568	2339.344	659.276	1159.299
4.581	2443.577	984.648	959.451	1985.677	531.553	978.25	2004.677	508.535	935.39	2032.328	522.859	982.523	2392.201	1057.23	922.31	2009.024	306.63	991.473	2005.416	351.103	891.965	2268.873	1031.487	1014.176	2140.639	468.354	924.208	2134.007	508.042	956.682	2219.573	484.188	915.983	2216.805	524.628	951.449	2438.067	587.259	904.341	2389.491	572.527	956.558	2392.359	686.767	891.661	2347.604	674.045	941.959	2423.066	989.382	1168.528	2164.335	42.221	1068.39	2196.217	55.268	1111.44	2179.836	89.148	1068.319	2364.354	1057.81	1196.368	2365.819	44.192	1129.38	2386.494	50.72	1021.385	2265.54	1035.081	1089.631	2297.608	165.461	1125.735	2256.977	193.249	1101.812	2328.879	236.374	1151.205	2289.744	263.245	1124.165	2426.049	574.668	1188.596	2372.547	560.225	1139.627	2381.231	675.033	1204.486	2329.941	659.833	1159.32
4.588	2441.967	986.26	959.515	1997.954	520.205	978.037	2018.384	499.395	934.043	2044.681	513.655	982.424	2389.758	1059.018	921.937	2031.142	296.542	990.572	2027.151	341.618	890.621	2267.33	1033.479	1014.483	2156.313	463.925	923.89	2148.027	503.556	955.995	2234.365	482.273	915.825	2230.235	522.555	951.175	2450.367	593.527	903.351	2401.199	576.221	954.301	2400.198	690.962	890.151	2354.837	675.756	939.28	2421.61	989.68	1168.136	2141.136	44.863	1067.822	2173.093	57.484	1110.914	2157.291	91.546	1067.688	2363.086	1058.777	1196.171	2342.121	44.309	1128.855	2363.119	51.012	1020.718	2264.286	1036.72	1089.84	2276.08	166.874	1125.161	2236.082	195.426	1100.982	2308.734	237.092	1150.638	2270.236	264.71	1123.418	2413.659	573.139	1188.586	2359.301	560.257	1139.411	2371.799	674.679	1204.292	2319.953	661.041	1158.938
4.594	2440.721	989.398	958.932	2010.08	507.733	978.22	2032.055	487.733	934.396	2057.56	504.496	981.457	2387.331	1061.089	921.73	2054.632	285.94	988.835	2049.068	331.295	889.774	2266.123	1035.947	1014.763	2171.13	458.486	923.039	2161.745	497.372	956.154	2248.878	479.954	915.854	2243.113	520.028	951.123	2461.383	600.639	902.187	2412.354	581.076	952.729	2407.522	695.969	888.906	2361.99	678.586	937.214	2420.532	990.726	1168.013	2118.142	48.143	1067.271	2150.205	60.168	1110.402	2135.035	94.518	1067.215	2362.636	1059.663	1196.161	2318.393	44.37	1128.345	2339.88	50.937	1020.519	2263.305	1038.818	1090.051	2254.457	168.58	1124.589	2215.163	197.903	1100.065	2288.371	238.295	1150.114	2250.514	266.567	1122.738	2400.872	572.4	1188.369	2346.304	561.09	1139.011	2362.212	674.887	1203.821	2309.941	663.046	1158.25
4.601	2439.08	992.354	957.551	2022.474	493.843	978.282	2045.748	475.024	934.883	2069.861	492.679	982.242	2385.929	1063.867	921.836	2078.54	274.509	988.094	2071.189	320.18	889.361	2265.299	1038.927	1014.926	2186.361	452.12	923.795	2175.179	490.832	956.32	2263.064	477.224	916.163	2255.407	517.048	951.241	2471.823	608.184	901.546	2423.097	586.797	951.529	2414.363	701.5	888.019	2369.085	682.268	936.013	2419.568	991.579	1167.783	2095.211	51.993	1066.823	2128.112	63.13	1109.831	2112.832	98.085	1066.994	2362.081	1061.043	1196.208	2294.597	44.528	1127.959	2316.375	50.992	1020.344	2261.964	1041.413	1090.121	2232.963	170.92	1124.375	2194.321	201.03	1099.557	2268.07	240.166	1149.8	2230.743	268.942	1122.299	2387.869	572.415	1187.939	2333.054	562.831	1138.495	2352.241	676.208	1203.222	2300.071	665.841	1157.357
4.608	2439.357	996.507	959.44	2035.087	478.126	978.451	2059.567	461.149	936.155	2082.516	479.849	983.05	2384.982	1067.336	921.984	2103.273	262.538	987.707	2093.754	308.366	889.3	2264.758	1042.433	1015.031	2202.578	444.789	925.453	2188.491	483.505	956.807	2276.904	473.953	916.723	2267.459	513.514	951.526	2481.483	616.287	901.004	2433.23	593.427	950.943	2420.936	707.319	887.362	2376.13	686.802	935.433	2418.407	993.396	1168.324	2072.453	56.379	1066.932	2104.861	66.931	1110.17	2091.023	102.094	1067.244	2361.878	1063.106	1196.381	2270.58	44.76	1127.797	2292.917	50.932	1020.313	2262.491	1044.468	1090.367	2210.907	173.976	1124.893	2173.47	204.298	1099.333	2247.649	242.734	1149.619	2210.946	271.927	1121.86	2374.901	573.315	1187.387	2319.852	565.503	1137.906	2342.49	678.17	1202.659	2290.27	669.564	1156.437
4.614	2439.233	1001.027	960.097	2048.357	461.663	979.457	2073.825	446.272	937.142	2095.401	465.797	984.498	2384.516	1071.489	922.086	2128.529	250.403	987.926	2116.571	296.007	889.713	2264.577	1046.405	1015.027	2217.333	437.148	926.353	2201.69	475.495	957.563	2289.973	470.698	916.881	2278.979	509.412	952.174	2490.76	624.553	900.797	2443.263	600.414	950.932	2427.23	713.649	887.076	2383.108	691.833	935.289	2417.965	995.737	1168.82	2050.014	61.66	1067.236	2082.619	71.236	1110.657	2069.651	107.01	1067.889	2362.143	1065.708	1196.551	2247.48	44.456	1126.571	2269.573	50.988	1020.449	2262.454	1048.116	1090.377	2189.769	177.691	1125.05	2152.767	208.371	1099.332	2227.335	246.036	1149.463	2191.001	275.523	1121.526	2361.778	575.031	1186.744	2306.502	569.071	1137.276	2332.793	680.94	1202.014	2280.501	674.167	1155.569
4.621	2439.49	1005.988	960.95	2062.298	444.282	980.755	2088.588	430.483	938.337	2109.325	450.943	985.4	2384.614	1076.415	922.574	2154.66	238.003	988.679	2140.165	282.926	890.656	2264.938	1050.744	1014.903	2232.171	429.941	926.271	2214.973	466.743	958.339	2303.234	466.797	917.697	2290.224	504.886	952.95	2499.223	633.163	900.863	2452.667	607.921	951.325	2432.944	720.331	887.069	2389.625	697.791	935.571	2417.662	998.459	1169.742	2027.997	67.738	1067.66	2060.781	76.12	1111.123	2048.866	112.391	1068.651	2362.999	1069.016	1196.79	2223.906	44.756	1126.685	2246.322	50.879	1020.595	2262.808	1052.115	1090.331	2169.028	182.083	1125.271	2132.801	212.535	1099.221	2206.956	250.364	1148.938	2171.609	279.613	1121.024	2348.662	577.674	1185.964	2293.06	573.684	1136.57	2323.271	684.442	1201.446	2270.048	679.917	1154.966
4.628	2440.01	1011.238	962.038	2077.073	426.076	982.027	2104.111	413.82	939.79	2123.594	436.441	987.327	2385.394	1081.928	923.03	2180.508	225.674	989.919	2164.103	269.627	892.066	2265.546	1055.675	1014.647	2247.229	421.443	927.176	2228.292	457.394	959.236	2316.771	462.045	918.66	2301.334	499.54	953.573	2506.833	641.935	901.094	2460.562	615.827	951.49	2438.335	727.332	887.159	2395.785	704.016	936.176	2418.154	1001.901	1170.351	2006.615	74.717	1068.241	2039.611	81.81	1111.6	2028.737	118.63	1069.581	2364.645	1072.964	1196.697	2200.476	45.21	1126.731	2223.409	50.787	1020.641	2263.656	1056.481	1090.253	2148.609	187.264	1125.677	2112.773	217.785	1099.175	2187.142	255.305	1148.766	2151.801	284.682	1120.705	2336.286	580.614	1185.166	2279.644	579.245	1135.928	2314.006	688.769	1200.814	2260.593	686.175	1154.453
4.634	2441.668	1016.988	963.419	2092.794	406.941	983.526	2120.32	396.318	941.288	2138.502	420.263	988.8	2386.305	1087.896	923.535	2209.058	213.473	991.914	2188.636	256.26	893.349	2266.392	1060.893	1014.335	2263.032	412.394	928.637	2241.625	447.608	960.588	2330.231	456.789	919.547	2312.303	493.677	954.179	2513.712	650.768	901.451	2468.684	624.014	952.673	2443.355	734.437	887.424	2401.59	710.515	936.809	2419.385	1005.769	1171.5	1985.678	82.77	1068.701	2019.806	88.038	1111.814	2009.372	125.827	1070.345	2367.023	1077.717	1196.597	2177.337	45.765	1126.605	2200.626	50.626	1020.666	2264.88	1061.298	1090.158	2128.888	193.068	1126.177	2092.627	223.685	1099.142	2167.691	261.065	1148.783	2132.751	290.48	1120.24	2321.964	585.563	1184.764	2266.396	585.697	1135.432	2305.021	693.985	1200.324	2251.55	693.359	1154.012
4.641	2443.341	1023.26	965.015	2109.34	387.218	985.165	2137.345	378.101	942.905	2154.142	403.448	990.388	2387.548	1093.86	923.773	2237.679	201.734	994.269	2214.291	242.215	895.817	2267.992	1066.446	1014.246	2279.076	402.855	929.878	2255.925	436.562	961.462	2343.804	450.969	920.691	2323.156	487.225	955.004	2519.858	659.596	902.065	2475.612	632.258	953.736	2447.594	741.835	887.507	2406.587	717.423	937.369	2420.656	1009.459	1171.87	1965.656	91.682	1068.885	1999.821	95.196	1112.076	1990.905	133.9	1070.746	2370.027	1082.73	1196.481	2154.519	46.357	1126.461	2178.324	50.534	1020.609	2266.471	1066.391	1090.192	2110.0	199.564	1126.53	2074.219	230.025	1099.049	2148.424	267.748	1149.153	2114.096	296.679	1119.8	2309.435	590.885	1184.284	2253.621	593.167	1135.211	2296.393	699.952	1200.075	2242.952	701.24	1153.823
4.648	2441.83	1029.023	965.088	2126.434	367.17	986.946	2155.252	359.272	944.707	2170.446	386.023	991.911	2388.727	1100.001	923.905	2267.187	190.105	997.285	2240.695	228.176	898.431	2269.723	1072.222	1014.183	2295.348	393.044	931.403	2269.936	425.559	962.563	2356.473	445.291	921.777	2333.769	480.281	955.753	2525.08	668.37	902.76	2481.345	640.563	954.678	2451.339	749.147	888.014	2410.799	724.247	938.153	2422.358	1013.365	1171.984	1946.538	101.67	1069.01	1980.712	103.369	1112.301	1973.713	142.59	1071.308	2373.265	1087.633	1196.023	2132.096	46.958	1126.293	2154.793	50.261	1020.549	2268.46	1071.651	1090.314	2091.599	206.441	1127.006	2056.221	236.881	1098.792	2129.982	274.58	1149.239	2095.949	303.836	1119.354	2297.42	597.101	1184.051	2241.44	601.386	1135.37	2288.379	706.361	1199.984	2234.917	709.822	1153.889
4.654	2443.065	1035.349	965.514	2145.242	345.935	989.223	2173.7	339.957	946.557	2187.36	368.23	993.364	2389.816	1106.002	923.961	2297.313	179.52	1001.529	2268.09	214.369	901.63	2271.691	1077.961	1014.425	2311.871	382.903	933.013	2284.652	413.972	964.139	2369.752	438.934	923.074	2345.415	472.458	956.746	2529.289	676.764	903.827	2486.149	648.629	955.769	2454.239	756.428	888.677	2414.217	731.006	938.819	2424.607	1017.307	1171.782	1928.525	112.795	1069.292	1962.603	112.306	1112.713	1957.587	152.116	1072.037	2376.22	1092.36	1195.752	2110.123	47.865	1126.401	2133.447	50.053	1020.663	2270.758	1077.155	1090.67	2074.19	214.168	1127.722	2039.23	244.032	1098.486	2112.497	282.405	1149.344	2078.595	311.089	1118.762	2286.034	603.818	1184.084	2229.903	610.362	1135.753	2280.882	713.468	1200.22	2227.481	718.935	1154.268
4.661	2444.344	1041.569	965.567	2164.666	324.689	991.405	2193.886	319.853	949.007	2205.279	349.896	995.056	2390.972	1111.876	923.855	2329.204	169.457	1004.151	2296.125	200.653	904.928	2273.667	1083.955	1014.835	2328.853	372.741	934.791	2299.513	401.872	965.927	2382.924	432.169	924.369	2356.384	464.249	957.901	2532.628	684.541	904.874	2489.724	656.111	956.892	2456.554	763.138	889.673	2416.813	737.484	939.895	2427.163	1021.207	1171.241	1911.642	124.686	1069.6	1945.553	121.939	1113.167	1942.609	162.499	1072.701	2379.512	1096.865	1195.478	2088.722	49.131	1126.771	2112.904	49.965	1020.78	2273.258	1082.599	1091.123	2057.854	221.904	1128.287	2023.04	250.922	1098.148	2096.303	290.471	1149.975	2062.421	318.865	1117.905	2275.02	611.42	1184.42	2219.142	619.771	1136.333	2274.201	721.033	1200.552	2220.572	728.954	1155.304
4.668	2445.628	1047.626	965.418	2185.319	303.088	994.106	2214.562	299.675	951.403	2224.003	331.134	996.964	2392.035	1117.819	923.928	2360.2	159.975	1008.499	2324.814	187.366	908.392	2275.837	1089.724	1015.589	2345.96	362.507	936.849	2314.631	389.961	967.594	2395.977	425.134	925.811	2367.427	455.696	959.349	2534.871	691.289	905.943	2492.425	662.592	958.394	2458.164	769.307	890.779	2418.756	743.554	941.176	2429.983	1025.027	1170.562	1896.031	137.412	1070.221	1929.817	132.413	1113.535	1929.415	173.174	1073.6	2383.259	1101.162	1195.168	2067.965	50.587	1127.303	2092.908	50.439	1021.183	2275.986	1087.969	1092.028	2042.352	230.079	1129.467	2008.097	258.67	1098.022	2080.598	298.882	1150.021	2046.717	326.601	1117.576	2265.156	619.226	1184.717	2208.998	630.069	1137.255	2267.758	728.728	1201.218	2214.503	738.487	1155.964
4.674	2447.304	1053.436	965.152	2207.353	281.356	997.195	2236.325	279.237	954.227	2244.066	312.014	999.372	2393.214	1123.401	924.016	2392.112	151.545	1011.82	2354.031	174.437	912.096	2278.398	1095.522	1016.587	2363.338	351.811	939.025	2331.192	376.934	970.264	2408.73	417.74	927.163	2378.985	446.148	961.238	2536.149	697.069	907.086	2493.643	668.381	959.472	2459.186	774.991	892.096	2419.978	749.187	942.571	2432.862	1028.666	1169.783	1882.183	151.167	1070.933	1915.379	143.646	1114.24	1917.704	184.698	1074.681	2387.249	1105.474	1194.812	2047.704	52.579	1128.078	2073.514	51.569	1021.725	2278.811	1093.198	1093.138	2028.103	238.294	1130.896	1994.914	266.872	1097.909	2065.814	307.65	1150.923	2032.695	334.613	1117.233	2255.607	627.218	1185.304	2199.713	640.049	1137.879	2261.942	736.573	1202.028	2209.126	748.195	1156.658
4.681	2448.32	1058.651	964.703	2230.371	259.891	1000.381	2259.177	258.969	957.032	2264.867	293.161	1001.776	2393.887	1128.543	923.915	2424.055	143.935	1015.474	2383.584	162.237	915.766	2280.63	1100.791	1017.598	2380.981	341.087	940.826	2347.435	364.095	972.417	2422.075	409.854	928.898	2390.393	436.286	962.985	2536.451	701.739	908.284	2493.854	672.801	960.357	2459.62	779.867	893.571	2420.482	753.994	944.154	2435.799	1032.092	1168.936	1869.855	165.886	1071.588	1902.07	155.697	1115.227	1907.432	196.96	1076.101	2391.198	1109.912	1194.349	2028.027	55.219	1129.064	2055.418	53.81	1022.945	2281.696	1098.271	1094.219	2015.013	246.843	1132.921	1982.39	274.753	1098.521	2052.27	316.514	1152.266	2020.571	343.16	1116.892	2246.683	635.413	1185.913	2191.372	650.136	1138.483	2256.633	744.499	1202.9	2204.531	757.84	1157.096
