Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22
51	7.137925	-4.301419	2.722497	62.793543	13.09736	2.367641	2.755927	-5.950598	-12.946413	6.70857	-3.763825	2.40411	62.894192	14.523688	3.702277	3.521267	-6.128215	-9.737081	10.10926	-2.377499	2.195338	60.247551	13.625788	2.865051	3.977502	-7.232019	-11.509032	8.701417	-2.274094	1.889302	63.241762	12.428252	1.3186	4.515171	-7.229018	-12.337676	7.313893	-2.866427	0.118536	59.793819	14.20068	4.296418	5.129267	-7.082473	-11.206213	8.625218	-3.507201	2.668394	62.309643	14.095749	1.866883	3.484418	-5.383365	-10.509783	8.774587	-4.322994	2.505406	61.983639	14.240632	2.704115	3.198149	-4.218355	-9.815397	8.541666	-2.108543	0.073078	56.299961	12.233775	4.236997	5.745726	-8.22667	-10.631751	7.210057	-3.930349	1.531663	60.890648	12.804454	2.936213	5.721891	-8.388665	-13.960157	7.105691	-4.542286	2.672702	64.738368	15.624774	2.306262	2.75411	-3.997317	-8.925142	7.252621	-4.469912	1.557648	61.33112	13.310744	2.738117	2.984535	-5.40071	-10.045735	8.094055	-3.733747	1.359751	60.372966	13.398856	2.992857	4.61056	-6.157179	-10.180421	7.521182	-3.508367	1.523545	61.004259	13.203445	3.042253	3.445687	-7.103486	-11.6557	8.602817	-4.819833	2.427402	61.886749	13.87792	2.968932	2.115596	-5.638214	-10.263171	8.734812	-4.021836	1.775982	59.016968	12.925677	2.800441	4.671366	-6.390178	-12.41434	7.618098	-2.012501	0.661053	60.403654	12.817466	2.222642	8.325817	-6.704277	-11.374994	7.914195	-3.816428	1.546606	62.539858	14.498028	2.203986	3.86177	-4.574087	-8.404475	6.516304	-3.986698	1.815255	63.19999	13.098916	1.755523	4.700025	-5.858395	-12.100272	9.098653	-4.170642	1.69734	60.580058	13.743367	4.11091	6.037895	-5.607121	-11.088958	8.081817	-3.721605	2.130373	60.36948	13.911763	2.778999	3.44787	-5.987947	-10.90725	9.17604	-3.456751	2.289553	58.63471	13.913985	2.661885	3.973397	-6.669441	-10.832621	8.022418	-3.3244	1.043477	61.036423	13.523832	4.192228	4.957147	-7.113243	-11.879637
52	5.724441	-3.893755	3.737124	66.844812	13.459912	0.666237	2.254979	-6.123739	-13.145344	5.341214	-3.440488	3.335583	66.960252	14.893417	1.77385	3.139582	-6.172413	-9.786255	8.810184	-2.026262	3.063564	64.267822	13.923103	1.214451	3.670084	-7.14786	-11.634803	7.417613	-2.052348	2.648521	67.363884	12.545027	-0.348624	4.163497	-7.210421	-12.602648	5.98228	-2.634452	0.922005	63.881878	14.580766	2.594498	4.591006	-7.152784	-11.207222	7.274542	-3.120193	3.587571	66.372535	14.402556	0.156488	3.015109	-5.490912	-10.657921	7.503372	-3.924904	3.339361	66.054745	14.592476	1.007539	2.815572	-4.513672	-10.05024	7.067743	-1.876655	0.75964	60.431655	12.730556	2.812935	5.077204	-8.134487	-10.565848	5.872516	-3.508971	2.413846	64.958385	12.97061	1.437044	5.169905	-8.41023	-14.237801	5.722859	-4.197114	3.397893	68.891606	15.847697	0.488301	2.487438	-4.10568	-8.743383	5.920186	-4.216596	2.230848	65.623588	13.496192	0.929466	2.593627	-5.482194	-10.166463	6.638514	-3.390575	2.02959	64.624332	13.585108	1.254871	4.151203	-6.067839	-10.342194	6.171928	-3.202564	2.246741	65.109513	13.36568	1.468141	2.969789	-7.152048	-11.829473	7.253569	-4.411844	3.201758	66.068273	14.075939	1.11792	1.715368	-5.851027	-10.263643	7.431203	-3.643315	2.708251	63.067138	13.254396	1.095214	4.203691	-6.384137	-12.66471	6.127027	-1.661006	1.600363	64.564398	12.75706	0.575213	7.897155	-6.79841	-11.462472	6.483241	-3.434799	2.137372	66.652567	14.665678	0.367356	3.682809	-4.641263	-8.349847	5.055251	-3.58639	2.833665	67.30858	13.512199	0.089574	4.385305	-5.826237	-12.424972	7.644354	-3.824029	2.301956	64.729739	14.209155	2.618295	5.685928	-5.694292	-11.49977	6.57948	-3.258242	3.135103	64.495557	14.107887	0.945435	2.92848	-6.121168	-10.985823	7.766011	-3.09951	3.042931	62.749193	14.255813	1.27854	3.406198	-6.75823	-10.943037	6.603548	-2.980968	1.847537	65.082134	13.783393	2.551504	4.338653	-7.115876	-12.141624
53	4.214042	-3.467981	4.71361	70.802774	13.728997	-0.994954	1.814054	-6.291801	-13.090204	3.828681	-3.079308	4.296311	70.984473	15.112585	-0.203157	2.781475	-6.179908	-9.6814	7.45987	-1.642613	3.959667	68.230502	14.139261	-0.477895	3.401092	-7.080261	-11.588126	6.024119	-1.775451	3.428996	71.399259	12.551124	-1.994434	3.883335	-7.168696	-12.68693	4.508708	-2.345256	1.786413	67.945189	14.799178	0.812729	4.11041	-7.205022	-11.060118	5.7761	-2.692311	4.468628	70.376502	14.593986	-1.516186	2.568104	-5.617201	-10.615997	6.13997	-3.462275	4.20586	70.049193	14.781017	-0.734019	2.489985	-4.739204	-10.092369	5.382068	-1.587511	1.560879	64.575654	13.13523	1.231823	4.45339	-8.090681	-10.373467	4.400698	-3.03948	3.367568	68.960459	13.089313	-0.100956	4.667384	-8.451971	-14.307383	4.248585	-3.830105	4.085355	72.972134	15.902396	-1.287494	2.231851	-4.189801	-8.409111	4.458762	-3.912317	2.953235	69.849757	13.523213	-0.899719	2.243729	-5.479727	-10.099289	5.106498	-2.999299	2.730755	68.798064	13.619364	-0.508011	3.772892	-5.936517	-10.3535	4.706282	-2.863245	3.011695	69.168259	13.425153	-0.141378	2.522511	-7.18646	-11.828468	5.79414	-3.981439	3.992148	70.177534	14.11084	-0.748599	1.356797	-5.983994	-10.086538	5.979957	-3.209479	3.701751	67.06835	13.451038	-0.663705	3.757067	-6.378604	-12.662653	4.5172	-1.29917	2.650912	68.675255	12.613745	-1.136921	7.507634	-6.876304	-11.46451	4.924325	-3.02321	2.784368	70.666276	14.588505	-1.508866	3.525556	-4.617711	-8.163814	3.494477	-3.144461	3.879594	71.329048	13.81092	-1.620699	4.103132	-5.761136	-12.547437	6.062595	-3.41963	3.011851	68.801336	14.5446	0.987616	5.404082	-5.713975	-11.736654	5.054959	-2.781158	4.172012	68.5194	14.173946	-0.899699	2.449451	-6.241845	-10.876041	6.388465	-2.66926	3.958947	66.75181	14.467611	-0.22399	2.878686	-6.854051	-10.871701	5.00981	-2.565256	2.784884	69.072987	13.938587	0.810271	3.805283	-7.142492	-12.21501
54	2.661715	-3.046755	5.603196	74.644251	13.910893	-2.576179	1.405302	-6.451936	-12.804524	2.213986	-2.692406	5.22252	74.896913	15.157012	-2.129166	2.425236	-6.15201	-9.397208	6.043379	-1.246917	4.822409	72.084689	14.248086	-2.153796	3.138747	-7.032352	-11.314088	4.544612	-1.467234	4.166066	75.331626	12.468639	-3.564576	3.626993	-7.116827	-12.5941	2.943513	-2.027184	2.647074	71.942575	14.875416	-0.961373	3.656162	-7.241948	-10.776107	4.172402	-2.251725	5.267062	74.292258	14.682088	-3.103582	2.130669	-5.750991	-10.391184	4.676394	-2.972426	5.042546	73.951939	14.830055	-2.44815	2.190285	-4.908738	-9.948556	3.575618	-1.266045	2.396377	68.676912	13.429491	-0.422514	3.867856	-8.056173	-10.071969	2.830277	-2.560103	4.315061	72.87658	13.162363	-1.627193	4.185524	-8.489046	-14.180588	2.658589	-3.463549	4.672207	76.924754	15.777381	-2.942726	1.951188	-4.229888	-7.915683	2.852544	-3.574026	3.66669	73.951721	13.381805	-2.657544	1.912791	-5.395299	-9.813051	3.552783	-2.590306	3.389609	72.857157	13.535117	-2.207034	3.430895	-5.776302	-10.22866	3.104238	-2.511659	3.755473	73.130748	13.362961	-1.724827	2.092204	-7.19334	-11.609551	4.205263	-3.551397	4.745345	74.159129	13.961223	-2.553567	1.027968	-6.024359	-9.709005	4.4338	-2.757421	4.683058	70.98675	13.531414	-2.398111	3.31164	-6.388356	-12.42897	2.832084	-0.957397	3.75598	72.664657	12.384979	-2.850217	7.107248	-6.921727	-11.341469	3.254529	-2.617916	3.430506	74.558622	14.317008	-3.343391	3.347395	-4.522744	-7.87723	1.823042	-2.68867	4.870011	75.208495	13.96634	-3.295481	3.808038	-5.676889	-12.392886	4.382314	-2.997787	3.762134	72.772198	14.750561	-0.705915	5.129266	-5.692297	-11.775252	3.530566	-2.318673	5.1595	72.383528	14.088388	-2.669131	2.000658	-6.335773	-10.538283	5.039261	-2.207786	4.943037	70.627463	14.566526	-1.764269	2.370635	-6.939107	-10.636768	3.303235	-2.121921	3.761911	72.980285	14.002604	-0.952473	3.325031	-7.184633	-12.113801
55	1.075947	-2.651215	6.348108	78.321315	13.986853	-4.035268	1.00962	-6.580445	-12.253006	0.549001	-2.299166	6.069469	78.66949	15.062699	-3.938076	2.048468	-6.093658	-8.974541	4.548992	-0.863041	5.618506	75.821939	14.260051	-3.775398	2.848141	-6.991244	-10.841579	2.957432	-1.145145	4.799711	79.118779	12.289724	-5.012885	3.342805	-7.061254	-12.269237	1.307546	-1.703677	3.45803	75.813136	14.785272	-2.661819	3.2037	-7.243305	-10.334511	2.45012	-1.824848	5.941347	78.082874	14.659092	-4.564165	1.695753	-5.864045	-9.967345	3.089685	-2.488822	5.794736	77.726702	14.741499	-4.071048	1.888537	-5.021103	-9.606449	1.702725	-0.93124	3.192932	72.675586	13.574264	-2.081143	3.31244	-7.979129	-9.659961	1.151453	-2.101685	5.200704	76.663822	13.168202	-3.105402	3.702302	-8.475356	-13.814909	0.963199	-3.119847	5.14386	80.749555	15.536397	-4.464804	1.626832	-4.210491	-7.331883	1.123276	-3.225882	4.322192	77.90121	13.108354	-4.282608	1.570583	-5.249688	-9.333076	1.980276	-2.185865	3.94346	76.743563	13.332315	-3.765714	3.083338	-5.585164	-9.939533	1.382609	-2.173492	4.423729	76.980234	13.200937	-3.234092	1.663365	-7.152445	-11.207585	2.491926	-3.145241	5.421374	78.005931	13.673453	-4.250838	0.708093	-5.978454	-9.185746	2.779795	-2.315466	5.579821	74.774272	13.477776	-4.034274	2.851158	-6.408893	-11.924911	1.117146	-0.653736	4.838066	76.505989	12.095723	-4.504102	6.644787	-6.930022	-11.093663	1.465958	-2.256101	4.024217	78.287549	13.870352	-5.067299	3.103447	-4.362909	-7.504731	0.060058	-2.248447	5.754297	78.940834	13.997109	-4.880716	3.457598	-5.5905	-11.983198	2.606807	-2.592789	4.503937	76.601223	14.8085	-2.40621	4.79432	-5.644265	-11.559624	1.983753	-1.89244	6.040106	76.094364	13.884384	-4.317666	1.560232	-6.386978	-10.017787	3.663241	-1.743691	5.920739	74.338469	14.535654	-3.282263	1.862669	-6.984617	-10.216359	1.498051	-1.688964	4.689999	76.748143	13.961726	-2.666047	2.881896	-7.212608	-11.804001
56	-0.542035	-2.289974	6.946867	81.843465	13.975527	-5.377248	0.60758	-6.65255	-11.500591	-1.165707	-1.920948	6.786097	82.257554	14.8411	-5.565013	1.628774	-5.998561	-8.438313	2.927192	-0.51432	6.314023	79.417306	14.171966	-5.306348	2.494505	-6.940638	-10.178645	1.257414	-0.835747	5.314613	82.769316	12.038449	-6.35407	2.995278	-6.998139	-11.748558	-0.378359	-1.400531	4.199642	79.542795	14.562926	-4.262433	2.730331	-7.19231	-9.779604	0.621066	-1.436227	6.48995	81.735556	14.542166	-5.897339	1.25959	-5.919605	-9.380542	1.377374	-2.039318	6.437745	81.361584	14.544639	-5.572164	1.556124	-5.084083	-9.106098	-0.193544	-0.606427	3.890307	76.538203	13.566858	-3.679094	2.765524	-7.813092	-9.163562	-0.617364	-1.685752	6.003237	80.321026	13.105872	-4.522315	3.197608	-8.375455	-13.254056	-0.868891	-2.825513	5.457759	84.399984	15.198307	-5.813885	1.239932	-4.0852	-6.706459	-0.72249	-2.888466	4.881991	81.667964	12.73908	-5.732411	1.190588	-5.057578	-8.686662	0.359088	-1.807225	4.386655	80.46583	13.051898	-5.181466	2.68762	-5.373158	-9.511937	-0.467398	-1.873368	4.961382	80.677112	12.94563	-4.61942	1.22584	-7.024872	-10.634795	0.635811	-2.790021	5.974962	81.685356	13.280083	-5.794867	0.382804	-5.830885	-8.563321	1.023979	-1.907668	6.355509	78.430804	13.321144	-5.541686	2.365796	-6.418223	-11.213885	-0.610043	-0.405887	5.831857	80.152246	11.757957	-6.049313	6.070965	-6.881574	-10.714678	-0.426976	-1.958643	4.536776	81.842543	13.307093	-6.651149	2.768752	-4.164192	-7.081742	-1.796651	-1.852156	6.486337	82.489336	13.897795	-6.327198	3.015866	-5.500584	-11.314656	0.758043	-2.230206	5.20122	80.274306	14.735234	-4.067412	4.35757	-5.578457	-11.107616	0.35052	-1.532237	6.744188	79.635162	13.578912	-5.795392	1.108583	-6.364077	-9.339421	2.191066	-1.30549	6.831402	77.908898	14.403735	-4.742882	1.334238	-6.972719	-9.659545	-0.377718	-1.295359	5.501845	80.368825	13.838466	-4.285289	2.447212	-7.188408	-11.330138
57	-2.217361	-1.972991	7.372518	85.180554	13.877144	-6.579646	0.192268	-6.618635	-10.580508	-2.942563	-1.579369	7.352628	85.660428	14.530237	-6.998291	1.160306	-5.866678	-7.842535	1.152142	-0.213686	6.89924	82.875437	14.00502	-6.733517	2.066279	-6.864498	-9.386944	-0.598796	-0.574658	5.67694	86.253998	11.723476	-7.587232	2.55621	-6.901616	-11.05426	-2.142094	-1.145443	4.837999	83.090442	14.215957	-5.723768	2.214095	-7.058093	-9.141052	-1.293572	-1.108414	6.915452	85.222816	14.345876	-7.104876	0.821291	-5.872896	-8.672226	-0.48418	-1.64635	6.95747	84.838088	14.25666	-6.931819	1.164498	-5.100895	-8.486554	-2.092484	-0.313915	4.44147	80.229136	13.405445	-5.163412	2.202566	-7.516034	-8.612227	-2.482283	-1.338742	6.690034	83.810117	12.962824	-5.853089	2.653085	-8.139068	-12.50732	-2.81726	-2.582991	5.636612	87.886287	14.807991	-7.01951	0.80281	-3.852004	-6.10218	-2.668231	-2.580751	5.325153	85.225879	12.317295	-6.991993	0.762964	-4.820942	-7.930278	-1.383265	-1.482279	4.704681	83.996357	12.71643	-6.440827	2.203936	-5.138494	-8.952694	-2.425809	-1.621612	5.361105	84.210934	12.627021	-5.872958	0.775449	-6.794759	-9.95001	-1.345191	-2.497644	6.395914	85.196508	12.840593	-7.189551	0.04729	-5.585906	-7.920499	-0.847171	-1.564827	6.949602	81.920448	13.075951	-6.866846	1.842707	-6.385537	-10.327104	-2.348571	-0.214424	6.702718	83.603113	11.39153	-7.474574	5.381301	-6.7635	-10.244629	-2.413153	-1.740794	4.940196	85.194538	12.679872	-8.063374	2.3334	-3.947374	-6.650086	-3.730232	-1.51523	7.069156	85.850495	13.692864	-7.628978	2.487062	-5.388922	-10.46521	-1.146498	-1.926464	5.827705	83.763718	14.544677	-5.65483	3.803869	-5.480944	-10.458133	-1.409031	-1.25269	7.241003	83.01839	13.213131	-7.091196	0.633791	-6.253111	-8.570621	0.550405	-0.931768	7.591688	81.322087	14.183645	-6.098703	0.767994	-6.873685	-8.99366	-2.327385	-0.970346	6.116145	83.798331	13.637695	-5.752824	1.99632	-7.060823	-10.712212
58	-3.972334	-1.694821	7.646585	88.343664	13.714661	-7.650674	-0.228618	-6.454858	-9.575512	-4.799739	-1.301977	7.733999	88.852662	14.155673	-8.210838	0.644103	-5.690247	-7.235369	-0.793057	0.022679	7.352847	86.175216	13.773779	-8.029418	1.562155	-6.733609	-8.52558	-2.601967	-0.38239	5.907776	89.571827	11.369125	-8.732839	2.037427	-6.744577	-10.272018	-3.995325	-0.947869	5.366239	86.459783	13.785172	-7.046017	1.65143	-6.83634	-8.47488	-3.279727	-0.852968	7.228237	88.521682	14.089001	-8.194381	0.376902	-5.692954	-7.90454	-2.497972	-1.325393	7.355889	88.13748	13.894951	-8.14399	0.701043	-5.067659	-7.798457	-3.984829	-0.07034	4.827053	83.723095	13.105951	-6.504184	1.602867	-7.071419	-8.043939	-4.421684	-1.06318	7.257504	87.12766	12.754949	-7.092016	2.070099	-7.765653	-11.640377	-4.892806	-2.404165	5.657267	91.149293	14.382121	-8.055185	0.313531	-3.499635	-5.581928	-4.672531	-2.316511	5.654775	88.565782	11.888301	-8.082821	0.300786	-4.530734	-7.152124	-3.275045	-1.22366	4.921639	87.34872	12.360272	-7.577883	1.639438	-4.871713	-8.323479	-4.477479	-1.427947	5.617242	87.546312	12.270487	-6.982953	0.307039	-6.451493	-9.207366	-3.437814	-2.279679	6.662542	88.510513	12.396855	-8.427307	-0.298404	-5.23865	-7.327048	-2.809532	-1.295481	7.346348	85.242677	12.784412	-8.004533	1.285588	-6.290033	-9.351019	-4.132564	-0.081959	7.403248	86.842376	11.01344	-8.757566	4.581268	-6.557351	-9.73446	-4.470414	-1.608876	5.203297	88.312316	12.040877	-9.275463	1.82049	-3.714712	-6.263613	-5.731529	-1.255793	7.496022	88.99169	13.401027	-8.769385	1.884694	-5.220814	-9.521367	-3.089977	-1.682706	6.363943	87.043422	14.259418	-7.14052	3.153838	-5.322948	-9.685768	-3.321319	-1.067979	7.486682	86.223251	12.821741	-8.170283	0.134528	-6.033413	-7.774742	-1.254511	-0.638811	8.161019	84.587383	13.913134	-7.324778	0.169154	-6.683408	-8.278969	-4.343637	-0.718526	6.516822	87.038337	13.38537	-7.057453	1.516891	-6.814168	-10.014944
59	-5.842582	-1.45706	7.75098	91.299212	13.494127	-8.559075	-0.650077	-6.128186	-8.551286	-6.730883	-1.105926	7.913161	91.817618	13.744269	-9.195036	0.09283	-5.462582	-6.663396	-2.881057	0.182195	7.654993	89.294985	13.500663	-9.168124	1.004076	-6.516474	-7.662244	-4.745354	-0.275951	6.021083	92.669546	10.985611	-9.776968	1.447191	-6.490106	-9.473589	-5.947352	-0.818793	5.756847	89.611556	13.29573	-8.203529	1.042886	-6.511649	-7.83684	-5.338239	-0.669453	7.439316	91.61975	13.790575	-9.173536	-0.084224	-5.380114	-7.148853	-4.630168	-1.089564	7.630393	91.241467	13.48534	-9.206538	0.180841	-4.967728	-7.104202	-5.870781	0.115723	5.055416	87.008831	12.703948	-7.695741	0.956641	-6.496274	-7.497023	-6.420189	-0.865959	7.669697	90.225425	12.497831	-8.202758	1.449813	-7.250411	-10.707308	-7.058562	-2.275624	5.542912	94.190917	13.94284	-8.938979	-0.213828	-3.074846	-5.171776	-6.712689	-2.115595	5.856708	91.63303	11.483404	-9.001813	-0.181347	-4.164364	-6.437836	-5.329954	-1.051914	5.042285	90.486212	12.012444	-8.60054	1.005077	-4.552669	-7.694952	-6.586719	-1.294295	5.739907	90.65546	11.903747	-7.949731	-0.187488	-6.011847	-8.463699	-5.61318	-2.134692	6.765402	91.603206	11.966428	-9.504032	-0.657522	-4.804432	-6.825707	-4.847826	-1.110108	7.498067	88.355911	12.482009	-8.918748	0.704133	-6.093453	-8.363387	-6.004439	-0.004176	7.898694	89.868688	10.640381	-9.880544	3.696809	-6.261177	-9.246711	-6.567821	-1.558477	5.305611	91.174016	11.432679	-10.27659	1.271767	-3.455417	-5.973174	-7.785625	-1.080305	7.767283	91.891541	13.049727	-9.741011	1.230982	-4.969902	-8.580469	-5.06101	-1.489232	6.786679	90.097685	13.910649	-8.499034	2.44928	-5.07727	-8.885137	-5.372558	-0.967411	7.48645	89.228952	12.434537	-9.023325	-0.377816	-5.696439	-7.01061	-3.22116	-0.439623	8.49012	87.667304	13.617291	-8.372588	-0.448015	-6.382406	-7.572316	-6.436214	-0.545685	6.676442	90.04826	13.098528	-8.170027	1.006272	-6.422832	-9.293952
60	-7.820437	-1.258023	7.683337	94.03681	13.224905	-9.293367	-1.076547	-5.654727	-7.566434	-8.720837	-0.9975	7.884212	94.529457	13.317022	-9.949858	-0.480576	-5.180097	-6.172248	-5.065514	0.25069	7.769646	92.196583	13.208625	-10.11207	0.415036	-6.192276	-6.862801	-6.985069	-0.243672	6.038913	95.520401	10.581084	-10.700177	0.808282	-6.134104	-8.716839	-7.973294	-0.751375	5.997604	92.534625	12.77811	-9.190316	0.404936	-6.091699	-7.272409	-7.477357	-0.566172	7.526112	94.471284	13.459414	-10.018486	-0.579204	-4.944186	-6.469828	-6.845851	-0.962304	7.734957	94.096408	13.050454	-10.083662	-0.373248	-4.766444	-6.467863	-7.762783	0.233208	5.126083	90.047392	12.228481	-8.720149	0.255373	-5.816852	-7.003118	-8.45142	-0.731899	7.907267	93.08566	12.221753	-9.160256	0.798698	-6.626829	-9.775911	-9.298757	-2.197546	5.271919	96.93438	13.502642	-9.634848	-0.779435	-2.617682	-4.913557	-8.776238	-1.978089	5.947499	94.448294	11.111153	-9.786631	-0.672873	-3.731885	-5.832635	-7.502008	-0.966224	5.07957	93.395053	11.694017	-9.523615	0.323632	-4.180957	-7.136197	-8.709523	-1.221208	5.733386	93.498483	11.550849	-8.765528	-0.72056	-5.505254	-7.77052	-7.842912	-2.057871	6.692997	94.435936	11.547356	-10.399225	-1.04095	-4.312841	-6.438067	-6.935122	-0.994041	7.416954	91.248562	12.195121	-9.622428	0.114657	-5.775691	-7.434791	-7.982341	0.023376	8.156897	92.663221	10.28177	-10.813791	2.753172	-5.887645	-8.830732	-8.683054	-1.592703	5.228417	93.725081	10.883397	-11.050638	0.711332	-3.161999	-5.825435	-9.881626	-0.988715	7.873179	94.519279	12.65889	-10.527141	0.539301	-4.62663	-7.720662	-7.064741	-1.349621	7.039935	92.88094	13.519504	-9.684099	1.718461	-4.720391	-8.135437	-7.530427	-0.928048	7.278889	92.00093	12.072284	-9.657218	-0.894584	-5.243425	-6.324781	-5.312045	-0.317264	8.589693	90.545871	13.320845	-9.233927	-1.061546	-5.973282	-6.927511	-8.592322	-0.43301	6.63232	92.819789	12.799054	-9.10583	0.478175	-5.897169	-8.602792
61	-9.884677	-1.106536	7.425682	96.508961	12.910829	-9.831035	-1.519878	-5.052666	-6.677791	-10.75766	-0.975435	7.655467	96.952825	12.88428	-10.481504	-1.063653	-4.838861	-5.802337	-7.301558	0.220184	7.667417	94.829187	12.913113	-10.829331	-0.195777	-5.760101	-6.182799	-9.2736	-0.283119	5.947675	98.060357	10.164112	-11.450513	0.136319	-5.684931	-8.052347	-10.048198	-0.743054	6.048757	95.180906	12.250739	-9.968208	-0.252792	-5.588036	-6.822537	-9.673638	-0.537011	7.473923	97.073589	13.111131	-10.720341	-1.117559	-4.436641	-5.905172	-9.095428	-0.930154	7.657165	96.694826	12.612416	-10.774907	-0.937761	-4.461266	-5.935809	-9.680545	0.291178	5.075307	92.846532	11.724286	-9.59053	-0.498407	-5.100823	-6.572989	-10.504804	-0.648719	7.929121	95.660808	11.953977	-9.924906	0.116448	-5.924062	-8.909751	-11.577024	-2.159394	4.874761	99.385201	13.070623	-10.164938	-1.375091	-2.175504	-4.794557	-10.876958	-1.925003	5.886345	96.925705	10.777887	-10.402916	-1.190699	-3.241386	-5.398685	-9.741646	-0.974017	5.021868	96.022316	11.420051	-10.332472	-0.394603	-3.766941	-6.705863	-10.820711	-1.207558	5.598149	96.029657	11.226034	-9.416678	-1.302521	-4.960104	-7.169272	-10.106142	-2.045279	6.437822	96.959665	11.13279	-11.088292	-1.464239	-3.797119	-6.175283	-9.055144	-0.935131	7.109574	93.875731	11.933472	-10.115376	-0.482279	-5.323615	-6.624121	-10.046455	0.002926	8.160103	95.18679	9.937184	-11.528554	1.766858	-5.461384	-8.506908	-10.79878	-1.697396	5.00985	95.977271	10.394326	-11.64555	0.148777	-2.846008	-5.817174	-12.014586	-0.9758	7.803448	96.83406	12.237789	-11.107009	-0.185411	-4.195681	-6.993659	-9.102528	-1.266373	7.10329	95.40039	13.111041	-10.686297	0.981032	-4.269662	-7.481599	-9.756048	-0.932748	6.920162	94.492897	11.74898	-10.091502	-1.418083	-4.688023	-5.755598	-7.497656	-0.258683	8.461202	93.17399	13.040854	-9.89452	-1.654841	-5.453641	-6.397213	-10.78608	-0.366434	6.409282	95.308113	12.505079	-9.868335	-0.057057	-5.246903	-7.982746
