Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22
62	-12.00249	-1.009278	7.00449	98.692916	12.564404	-10.191667	-1.988411	-4.358587	-5.926465	-12.827526	-1.026513	7.270785	99.079399	12.448366	-10.828442	-1.643209	-4.438507	-5.570803	-9.552525	0.101602	7.375171	97.168794	12.623028	-11.335992	-0.827583	-5.246243	-5.65415	-11.558236	-0.394905	5.740086	100.262166	9.751981	-12.008979	-0.553827	-5.174016	-7.512363	-12.147435	-0.786315	5.904595	97.528782	11.723789	-10.529366	-0.928154	-5.033038	-6.497885	-11.913397	-0.593427	7.237385	99.347503	12.757289	-11.23555	-1.717595	-3.895446	-5.514236	-11.354302	-0.991087	7.365568	98.954422	12.183538	-11.245184	-1.506978	-4.043892	-5.570862	-11.656648	0.290729	4.898688	95.339252	11.224831	-10.268635	-1.317099	-4.415856	-6.234955	-12.58736	-0.605604	7.737475	97.938873	11.712561	-10.49917	-0.59531	-5.175549	-8.149467	-13.870998	-2.167522	4.374073	101.469487	12.65561	-10.524387	-1.998479	-1.780498	-4.834132	-13.011624	-1.9385	5.694524	99.108268	10.470339	-10.87734	-1.75011	-2.736049	-5.115063	-11.998992	-1.070431	4.857452	98.341416	11.193736	-11.012844	-1.141412	-3.335251	-6.423387	-12.921106	-1.245854	5.359278	98.243206	10.933643	-9.920432	-1.934345	-4.402511	-6.682671	-12.383725	-2.08713	6.028935	99.158699	10.721953	-11.585904	-1.937216	-3.289973	-6.034845	-11.192711	-0.919319	6.621568	96.216667	11.693647	-10.428698	-1.097159	-4.760062	-5.961326	-12.144743	-0.062481	7.940181	97.422522	9.602377	-12.038505	0.754867	-5.015321	-8.267432	-12.908104	-1.878471	4.662577	97.859096	9.974405	-12.068518	-0.41734	-2.52108	-5.965596	-14.16861	-1.024071	7.590973	98.825222	11.795584	-11.498055	-0.936838	-3.699504	-6.41958	-11.180233	-1.254989	6.946274	97.580272	12.697607	-11.458968	0.241487	-3.728931	-6.972566	-12.000724	-0.977455	6.479225	96.686444	11.470115	-10.376752	-1.95163	-4.059116	-5.329892	-9.730172	-0.25014	8.149102	95.521739	12.778068	-10.373796	-2.224109	-4.838759	-6.000009	-12.978451	-0.337434	6.050698	97.494858	12.228367	-10.482248	-0.601675	-4.508561	-7.443503
63	-14.150531	-0.975043	6.469607	100.55301	12.201429	-10.410723	-2.486505	-3.603823	-5.357129	-14.924062	-1.148329	6.764103	100.859479	12.008208	-11.010192	-2.212368	-3.975461	-5.500941	-11.803476	-0.103364	6.927704	99.15489	12.343857	-11.643243	-1.485021	-4.671171	-5.316585	-13.804514	-0.582607	5.424464	102.093197	9.365086	-12.380944	-1.252739	-4.631064	-7.126777	-14.25724	-0.879365	5.583317	99.544436	11.205625	-10.881423	-1.623733	-4.46015	-6.301354	-14.175121	-0.715171	6.862514	101.3242	12.409037	-11.602324	-2.371659	-3.361634	-5.287509	-13.609067	-1.112138	6.930141	100.90862	11.767571	-11.551552	-2.080061	-3.554297	-5.36385	-13.696374	0.253	4.623845	97.559098	10.753607	-10.784997	-2.186027	-3.804366	-5.988908	-14.716149	-0.603762	7.372659	99.896766	11.506795	-10.90375	-1.338638	-4.404763	-7.521422	-16.160062	-2.220646	3.83347	103.207912	12.259649	-10.761741	-2.636124	-1.428912	-5.00847	-15.184812	-2.024829	5.36868	100.919357	10.189013	-11.197242	-2.371049	-2.248078	-5.012787	-14.240728	-1.248077	4.578946	100.315009	11.018829	-11.550581	-1.912814	-2.913693	-6.295714	-15.017596	-1.34358	5.039204	100.097471	10.683907	-10.296098	-2.620232	-3.849886	-6.339668	-14.664451	-2.183553	5.494925	100.977438	10.320385	-11.903233	-2.468241	-2.815125	-6.029947	-13.337819	-0.944015	6.008524	98.237163	11.473516	-10.599452	-1.736211	-4.10536	-5.477722	-14.239461	-0.179865	7.521773	99.316445	9.279174	-12.349541	-0.269312	-4.571564	-8.111054	-15.011135	-2.116678	4.245609	99.424434	9.606781	-12.38289	-0.989752	-2.205065	-6.227036	-16.325953	-1.128952	7.271867	100.442087	11.340998	-11.71561	-1.713567	-3.158419	-6.025047	-13.290656	-1.300423	6.654464	99.456788	12.288562	-12.053718	-0.499913	-3.135522	-6.596017	-14.224887	-1.078461	5.986428	98.527692	11.240564	-10.543793	-2.503971	-3.383733	-5.0874	-11.961224	-0.291554	7.701118	97.544974	12.525227	-10.696344	-2.7823	-4.159827	-5.741484	-15.136128	-0.352759	5.595319	99.349258	11.97684	-10.966288	-1.177365	-3.730148	-6.979339
64	-16.312869	-1.009711	5.885054	102.067008	11.838895	-10.537147	-3.012532	-2.816694	-4.99896	-17.037721	-1.326607	6.197671	102.315889	11.565047	-11.083194	-2.771057	-3.467748	-5.570889	-14.049167	-0.378066	6.40531	100.803681	12.07698	-11.814944	-2.163029	-4.065825	-5.159239	-16.00436	-0.841527	5.037569	103.541506	9.017674	-12.600779	-1.958051	-4.083267	-6.905629	-16.372944	-1.023211	5.133177	101.208785	10.708102	-11.060045	-2.338118	-3.894238	-6.228743	-16.453623	-0.910611	6.371154	102.91243	12.074641	-11.819018	-3.083654	-2.86101	-5.267988	-15.854065	-1.293023	6.386158	102.466281	11.369542	-11.698501	-2.656463	-3.003806	-5.35238	-15.806685	0.172006	4.240997	99.424098	10.335509	-11.125179	-3.100687	-3.306758	-5.867438	-16.899286	-0.652066	6.922694	101.519302	11.340015	-11.181855	-2.115663	-3.629304	-7.030688	-18.42607	-2.33224	3.309122	104.543377	11.885993	-10.900192	-3.273007	-1.106296	-5.317647	-17.388637	-2.171273	4.961296	102.385265	9.931779	-11.407815	-3.045563	-1.801034	-5.068325	-16.453634	-1.496562	4.206824	101.924849	10.89811	-11.955324	-2.705213	-2.524318	-6.312106	-17.115749	-1.500834	4.680557	101.625918	10.482336	-10.595241	-3.349376	-3.316057	-6.132483	-16.941144	-2.327469	4.90301	102.442881	9.93068	-12.100054	-3.045358	-2.380884	-6.136567	-15.486912	-1.015485	5.334346	99.916613	11.273501	-10.6743	-2.39914	-3.384709	-5.188233	-16.316974	-0.344095	6.993172	100.889053	8.972114	-12.521225	-1.288961	-4.140003	-8.02232	-17.106211	-2.417862	3.786382	100.597502	9.294766	-12.598423	-1.572969	-1.918673	-6.5946	-18.477771	-1.283026	6.905156	101.719159	10.889189	-11.822742	-2.507511	-2.608239	-5.789881	-15.429281	-1.417443	6.270461	100.942829	11.898025	-12.471617	-1.24476	-2.51122	-6.382141	-16.407755	-1.236569	5.472127	100.040681	11.048909	-10.64379	-3.090461	-2.716293	-5.015877	-14.159633	-0.39052	7.166702	99.217241	12.276818	-10.899166	-3.35937	-3.475006	-5.61788	-17.246335	-0.423817	5.090091	100.856259	11.753768	-11.335076	-1.818301	-2.964565	-6.58059
65	-18.476509	-1.117365	5.313247	103.225866	11.492197	-10.621329	-3.559998	-2.030168	-4.859497	-19.16354	-1.565988	5.609743	103.389112	11.120437	-11.071077	-3.32291	-2.943026	-5.774657	-16.285305	-0.728996	5.864227	102.047462	11.826335	-11.879583	-2.854709	-3.450184	-5.20537	-18.163675	-1.164618	4.627721	104.613088	8.718355	-12.717078	-2.67687	-3.564779	-6.834355	-18.493674	-1.221766	4.618574	102.51703	10.246256	-11.119849	-3.066427	-3.354181	-6.268986	-18.73806	-1.163835	5.837031	104.168055	11.75126	-11.94438	-3.825994	-2.38971	-5.40858	-18.086693	-1.517049	5.812101	103.686665	10.986774	-11.750598	-3.232613	-2.427739	-5.488761	-17.957749	0.047275	3.796578	100.985301	9.969584	-11.355771	-4.029287	-2.893271	-5.849709	-19.126171	-0.763984	6.487258	102.799593	11.216713	-11.389348	-2.926231	-2.86888	-6.66918	-20.65952	-2.50443	2.838515	105.510182	11.531205	-10.975374	-3.894737	-0.78871	-5.726245	-19.616842	-2.380035	4.50801	103.470561	9.705268	-11.536084	-3.767765	-1.423694	-5.277194	-18.635075	-1.806422	3.78174	103.169444	10.830884	-12.25311	-3.512829	-2.181562	-6.445602	-19.218927	-1.731145	4.312659	102.774717	10.346483	-10.83867	-4.114488	-2.816225	-6.081926	-19.206634	-2.529629	4.304732	103.494727	9.559778	-12.204756	-3.660414	-2.001021	-6.351458	-17.639018	-1.144321	4.659887	101.24771	11.095509	-10.700847	-3.088699	-2.646765	-5.086576	-18.374365	-0.563517	6.424367	102.080829	8.696991	-12.584028	-2.289648	-3.720491	-8.009303	-19.192127	-2.764994	3.320831	101.450699	9.020405	-12.75054	-2.163833	-1.668074	-7.01667	-20.624024	-1.496712	6.534522	102.60723	10.455251	-11.852536	-3.307157	-2.081889	-5.728014	-17.57339	-1.598506	5.857628	102.10134	11.533619	-12.784238	-1.994198	-1.895094	-6.290426	-18.53865	-1.458771	4.968204	101.16822	10.8931	-10.702541	-3.733147	-2.116252	-5.133784	-16.315498	-0.554141	6.603763	100.528408	12.029555	-11.023864	-3.984795	-2.847547	-5.6219	-19.312914	-0.562778	4.591639	102.017499	11.564383	-11.59758	-2.555699	-2.255793	-6.251899
66	-20.630331	-1.304425	4.797652	104.009242	11.172898	-10.695195	-4.122044	-1.285205	-4.936104	-21.289023	-1.855595	5.032972	104.136618	10.677497	-11.013588	-3.876701	-2.447262	-6.056245	-18.507128	-1.14251	5.350406	102.943465	11.590543	-11.888062	-3.546127	-2.848684	-5.405197	-20.288581	-1.550346	4.232096	105.301831	8.475565	-12.766241	-3.423185	-3.115585	-6.890967	-20.616384	-1.483485	4.092784	103.452505	9.835214	-11.106077	-3.80359	-2.857577	-6.412962	-21.017294	-1.484938	5.30794	105.024852	11.436855	-11.994532	-4.580247	-1.949314	-5.703839	-20.296294	-1.791662	5.259426	104.505824	10.625418	-11.726783	-3.807453	-1.862028	-5.769442	-20.139625	-0.142795	3.33419	102.182096	9.665265	-11.505429	-4.933499	-2.537904	-5.947584	-21.372219	-0.95754	6.1255	103.71819	11.143251	-11.567161	-3.769714	-2.146741	-6.431854	-22.847952	-2.749503	2.448918	106.075094	11.196307	-10.997537	-4.490743	-0.466385	-6.207697	-21.855677	-2.649511	4.040124	104.181748	9.513206	-11.611444	-4.521783	-1.134186	-5.608806	-20.783281	-2.174812	3.343532	104.035054	10.812669	-12.461371	-4.328645	-1.894529	-6.667657	-21.325253	-2.023919	3.962999	103.603703	10.266591	-11.052555	-4.892009	-2.354112	-6.154857	-21.453355	-2.784241	3.739076	104.199947	9.21325	-12.262287	-4.289446	-1.673072	-6.640517	-19.790189	-1.343306	4.028374	102.211747	10.942671	-10.711671	-3.810911	-1.952978	-5.162063	-20.414899	-0.832479	5.885069	102.94895	8.46217	-12.596647	-3.268224	-3.307917	-8.053733	-21.258547	-3.156937	2.86758	101.934827	8.779124	-12.831808	-2.756627	-1.466308	-7.46528	-22.765475	-1.762202	6.197245	103.174305	10.042984	-11.848956	-4.091491	-1.596356	-5.798675	-19.706821	-1.858177	5.458605	102.874649	11.206536	-13.014501	-2.75348	-1.332049	-6.319836	-20.629844	-1.732439	4.502754	101.972277	10.762585	-10.749143	-4.42367	-1.605686	-5.394042	-18.428087	-0.790112	6.061038	101.458355	11.782984	-11.097478	-4.668194	-2.314413	-5.75081	-21.34158	-0.782466	4.145935	102.824451	11.414395	-11.763259	-3.395979	-1.632301	-6.018141
67	-22.761248	-1.567196	4.354922	104.436335	10.887155	-10.771705	-4.692464	-0.631036	-5.188406	-23.394185	-2.205034	4.490396	104.489235	10.244744	-10.919377	-4.433352	-2.026687	-6.401959	-20.698675	-1.63009	4.895618	103.415251	11.373122	-11.851166	-4.224527	-2.297973	-5.754339	-22.383318	-1.99122	3.87065	105.640647	8.292492	-12.777805	-4.200383	-2.761685	-7.041864	-22.732169	-1.809537	3.59848	104.037783	9.480724	-11.060492	-4.537811	-2.413642	-6.643794	-23.277308	-1.866723	4.816644	105.527905	11.12925	-11.997782	-5.331668	-1.548243	-6.092341	-22.477143	-2.114787	4.758358	104.972202	10.289334	-11.658417	-4.384278	-1.348426	-6.146472	-22.336246	-0.400638	2.905207	103.054517	9.410424	-11.618265	-5.782735	-2.19499	-6.134672	-23.605034	-1.238298	5.848067	104.294006	11.117492	-11.738397	-4.637239	-1.48256	-6.305183	-24.986223	-3.062341	2.131464	106.279708	10.881568	-10.973257	-5.066145	-0.155957	-6.715	-24.085707	-2.977653	3.578223	104.530415	9.354622	-11.649509	-5.286734	-0.937995	-6.026748	-22.896458	-2.594288	2.92621	104.546824	10.827692	-12.594058	-5.141448	-1.661722	-6.942173	-23.428493	-2.390638	3.657906	104.046517	10.244294	-11.234941	-5.66686	-1.957861	-6.358854	-23.657673	-3.102224	3.232037	104.489381	8.905999	-12.273924	-4.908425	-1.414345	-7.000397	-21.930257	-1.615918	3.463421	102.828778	10.815307	-10.72751	-4.558697	-1.353104	-5.385133	-22.429822	-1.166554	5.427886	103.423804	8.286837	-12.580793	-4.211163	-2.902761	-8.148319	-23.295019	-3.577695	2.430313	102.100164	8.557862	-12.841795	-3.34521	-1.312039	-7.913765	-24.891668	-2.090903	5.923434	103.359953	9.657189	-11.820872	-4.836118	-1.181794	-6.010311	-21.817388	-2.189359	5.105052	103.311439	10.915881	-13.198604	-3.524638	-0.850467	-6.441197	-22.676558	-2.066228	4.106135	102.390079	10.659215	-10.791654	-5.158387	-1.220324	-5.796038	-20.498779	-1.096074	5.569102	102.028424	11.541205	-11.139932	-5.394532	-1.880734	-5.98697	-23.337945	-1.081902	3.774035	103.30427	11.300782	-11.864819	-4.303774	-1.113004	-5.899545
68	-24.84807	-1.90607	3.985519	104.484405	10.64308	-10.841801	-5.272199	-0.129122	-5.588872	-25.464317	-2.599075	3.982669	104.52851	9.830207	-10.801688	-4.988887	-1.683278	-6.784781	-22.852695	-2.17131	4.49054	103.548354	11.168685	-11.78153	-4.886681	-1.817584	-6.187145	-24.440418	-2.483794	3.54653	105.617333	8.173185	-12.75445	-4.995716	-2.516673	-7.273701	-24.825973	-2.20455	3.16305	104.253691	9.18483	-10.998127	-5.257251	-2.034765	-6.955655	-25.494438	-2.310576	4.37957	105.652105	10.830506	-11.955906	-6.071313	-1.212725	-6.534357	-24.613876	-2.494125	4.327667	105.063686	9.989132	-11.554369	-4.971652	-0.933558	-6.591603	-24.532463	-0.736039	2.543278	103.575908	9.202768	-11.706357	-6.561047	-1.849567	-6.390106	-25.796322	-1.610874	5.648592	104.505789	11.141095	-11.900078	-5.513723	-0.894561	-6.293379	-27.05502	-3.440947	1.868126	106.109258	10.59415	-10.889382	-5.63199	0.101917	-7.20248	-26.279953	-3.363516	3.13152	104.495872	9.222994	-11.643405	-6.041272	-0.836754	-6.502335	-24.962239	-3.062295	2.547624	104.687245	10.864587	-12.640775	-5.941089	-1.486379	-7.25146	-25.518773	-2.812241	3.395201	104.181705	10.258901	-11.383852	-6.436433	-1.641806	-6.647072	-25.808151	-3.465855	2.769677	104.449893	8.63274	-12.23965	-5.498379	-1.212886	-7.401942	-24.041068	-1.969868	2.980143	103.078325	10.716194	-10.752502	-5.314189	-0.880127	-5.747123	-24.417671	-1.554861	5.049894	103.584814	8.159383	-12.550482	-5.115433	-2.505893	-8.263292	-25.280381	-4.015034	2.004735	101.93056	8.352424	-12.757455	-3.930528	-1.2138	-8.345663	-26.990654	-2.467811	5.699884	103.245482	9.292263	-11.771133	-5.545609	-0.845945	-6.313779	-23.885905	-2.596698	4.813219	103.392344	10.670323	-13.342892	-4.305137	-0.481801	-6.654082	-24.683687	-2.444722	3.766942	102.503532	10.57694	-10.824414	-5.914261	-0.941236	-6.279117	-22.517013	-1.474627	5.141985	102.218253	11.313895	-11.151495	-6.146724	-1.556177	-6.323045	-25.295986	-1.461339	3.480667	103.442464	11.225636	-11.914606	-5.243858	-0.727393	-5.917699
69	-26.872534	-2.301932	3.663445	104.194205	10.437264	-10.882323	-5.860942	0.202575	-6.079545	-27.466656	-3.036742	3.509255	104.198406	9.453274	-10.648561	-5.544858	-1.445392	-7.196404	-24.944408	-2.761125	4.126409	103.281287	10.972652	-11.658523	-5.529326	-1.452651	-6.673837	-26.45083	-3.011439	3.243136	105.276406	8.100135	-12.685842	-5.787305	-2.36371	-7.558119	-26.880649	-2.654753	2.784946	104.141916	8.934723	-10.91378	-5.964344	-1.727802	-7.318555	-27.64656	-2.803293	3.985427	105.424312	10.543097	-11.861037	-6.791142	-0.952898	-6.992082	-26.691779	-2.924876	3.958882	104.808829	9.728606	-11.414648	-5.575936	-0.632114	-7.066656	-26.710299	-1.139665	2.243684	103.767017	9.034377	-11.759689	-7.284225	-1.514975	-6.674552	-27.930112	-2.055415	5.492011	104.393326	11.207163	-12.033313	-6.381589	-0.387657	-6.371285	-29.043882	-3.86722	1.627591	105.602932	10.337446	-10.73587	-6.199621	0.281725	-7.639104	-28.415165	-3.789414	2.695434	104.129437	9.101418	-11.58016	-6.776729	-0.813282	-7.000523	-26.970819	-3.565518	2.203741	104.500257	10.909365	-12.594951	-6.727563	-1.36585	-7.573801	-27.571634	-3.28741	3.169986	103.949657	10.310532	-11.465593	-7.19952	-1.449625	-7.003151	-27.869292	-3.871014	2.343813	104.023703	8.400079	-12.126256	-6.045714	-1.086292	-7.834553	-26.105653	-2.39262	2.566167	103.002602	10.641176	-10.772425	-6.059709	-0.533135	-6.204797	-26.359792	-2.000188	4.752402	103.373118	8.081522	-12.48659	-5.974959	-2.140212	-8.374979	-27.199855	-4.452037	1.578376	101.454402	8.159592	-12.564589	-4.520611	-1.169792	-8.746186	-29.028565	-2.891452	5.510809	102.776719	8.955083	-11.675623	-6.218653	-0.621243	-6.693102	-25.895797	-3.068099	4.565604	103.144927	10.472625	-13.437824	-5.088908	-0.233423	-6.940273	-26.629782	-2.866861	3.47579	102.257197	10.521688	-10.817174	-6.677579	-0.792275	-6.810375	-24.477613	-1.912826	4.764172	102.071913	11.111808	-11.124136	-6.902647	-1.331997	-6.730441	-27.209444	-1.901396	3.243499	103.279352	11.186739	-11.914723	-6.178891	-0.47473	-6.054074
70	-28.801145	-2.74072	3.363732	103.5375	10.26818	-10.853445	-6.454942	0.349347	-6.618751	-29.390414	-3.497864	3.047851	103.571416	9.119342	-10.451419	-6.105446	-1.301156	-7.61597	-26.969573	-3.372561	3.770164	102.693772	10.77268	-11.47002	-6.158798	-1.196302	-7.164067	-28.38807	-3.557787	2.938733	104.593502	8.058373	-12.538216	-6.565558	-2.306147	-7.871737	-28.866537	-3.15101	2.454193	103.675954	8.72831	-10.779153	-6.66504	-1.509704	-7.700667	-29.706685	-3.329834	3.609314	104.853772	10.271146	-11.692889	-7.484179	-0.776346	-7.433172	-28.688584	-3.397439	3.629947	104.217302	9.509369	-11.223713	-6.198299	-0.443792	-7.532904	-28.848656	-1.596206	1.983696	103.631922	8.898322	-11.748291	-7.971957	-1.215228	-6.944573	-29.98239	-2.55811	5.338923	103.928939	11.316155	-12.098371	-7.229064	0.015613	-6.512566	-30.932567	-4.323631	1.382388	104.758298	10.114109	-10.489702	-6.773084	0.368096	-7.994646	-30.447852	-4.24105	2.256493	103.384083	8.974064	-11.417606	-7.492281	-0.873062	-7.49342	-28.89621	-4.092961	1.880993	103.96056	10.947514	-12.421719	-7.505571	-1.312975	-7.882601	-29.570262	-3.789828	2.952009	103.417859	10.386572	-11.459113	-7.951778	-1.363442	-7.381659	-29.838525	-4.29328	1.929732	103.290082	8.199385	-11.925603	-6.565359	-1.028388	-8.269929	-28.099627	-2.875402	2.20566	102.577979	10.588317	-10.752955	-6.787094	-0.331911	-6.719353	-28.249139	-2.47426	4.490041	102.86021	8.035675	-12.365203	-6.807967	-1.827072	-8.45924	-29.036576	-4.866435	1.131234	100.682457	7.97777	-12.237838	-5.125375	-1.177102	-9.095799	-30.986491	-3.334859	5.31528	102.021462	8.643601	-11.514236	-6.867021	-0.488151	-7.100415	-27.825166	-3.585644	4.331164	102.576749	10.322682	-13.45483	-5.873178	-0.111342	-7.270139	-28.511925	-3.311362	3.195238	101.720366	10.489337	-10.743618	-7.431437	-0.743995	-7.337656	-26.361397	-2.404662	4.415512	101.56512	10.951896	-11.031873	-7.644164	-1.217958	-7.189154	-29.056391	-2.389257	3.04362	102.790431	11.188063	-11.840687	-7.079452	-0.366502	-6.295394
71	-30.622365	-3.195141	3.053237	102.57065	10.122685	-10.728467	-7.04969	0.35913	-7.15068	-31.197706	-3.968609	2.577116	102.611417	8.841399	-10.181317	-6.672999	-1.259763	-8.016966	-28.896901	-3.980051	3.386131	101.748982	10.549853	-11.170879	-6.778707	-1.061804	-7.610367	-30.239629	-4.094588	2.604506	103.621171	8.026882	-12.28941	-7.329527	-2.321618	-8.183085	-30.768034	-3.668608	2.137419	102.909531	8.555373	-10.568597	-7.363019	-1.366365	-8.061294	-31.645858	-3.873325	3.222343	103.944219	10.015768	-11.42725	-8.148523	-0.687402	-7.823938	-30.579617	-3.898642	3.310784	103.292222	9.32902	-10.959388	-6.834771	-0.360273	-7.950414	-30.924034	-2.082784	1.729738	103.168958	8.78986	-11.633257	-8.639203	-0.971702	-7.157196	-31.944216	-3.083116	5.139458	103.162319	11.456703	-12.058895	-8.053087	0.320299	-6.661892	-32.711993	-4.787795	1.108533	103.607066	9.91871	-10.13657	-7.350833	0.368696	-8.251876	-32.370217	-4.690347	1.796064	102.337561	8.827973	-11.143593	-8.195295	-0.989329	-7.955103	-30.729254	-4.620259	1.545893	103.12165	10.961923	-12.107572	-8.281775	-1.323058	-8.147676	-31.475767	-4.297159	2.708379	102.545228	10.480862	-11.309526	-8.685185	-1.387525	-7.741129	-31.682297	-4.707929	1.50459	102.217425	8.029046	-11.596778	-7.065792	-1.048687	-8.670853	-30.015523	-3.388095	1.862935	101.859243	10.549589	-10.660783	-7.498611	-0.255562	-7.232477	-30.058091	-2.949872	4.222257	102.009196	8.017109	-12.135854	-7.621078	-1.599503	-8.487789	-30.770718	-5.230465	0.639966	99.618155	7.805708	-11.747176	-5.753159	-1.22958	-9.374648	-32.817649	-3.768927	5.066356	100.942819	8.363501	-11.236211	-7.49314	-0.448485	-7.492865	-29.650651	-4.125879	4.077514	101.688888	10.214857	-13.35899	-6.658783	-0.112787	-7.604132	-30.302317	-3.761586	2.888783	100.856181	10.479205	-10.551312	-8.16288	-0.797119	-7.806547	-28.165183	-2.927029	4.0687	100.755726	10.83581	-10.86049	-8.360483	-1.1969	-7.65775	-30.824714	-2.893663	2.847073	102.023104	11.220294	-11.672412	-7.931071	-0.368846	-6.590783
