Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13
69	-23.323517	3.233501	2.495505	79.355212	18.367064	2.929156	7.184889	0.005854	-12.780074	-28.642158	8.708043	2.192703	83.836851	16.934857	4.073558	6.806483	3.113017	-11.56706	-22.543191	3.062556	2.747714	79.709551	17.456166	2.352607	7.490724	0.43514	-12.904059	-23.352612	3.369046	2.346268	81.225164	17.904723	2.036984	7.333477	0.889227	-12.183195	-23.415175	3.775707	2.693002	81.427238	19.615497	3.69096	5.121864	2.108244	-12.170573	-23.620035	3.885443	4.319079	85.020877	18.58843	0.164663	7.94059	2.746689	-12.796299	-22.300739	3.150148	3.125471	79.268979	18.193837	2.783644	9.166648	1.070068	-12.44234	-24.99768	3.068117	1.875612	83.084388	18.592253	3.352846	4.806081	2.829327	-11.514037	-23.040898	2.96784	2.713381	81.774985	17.690328	-0.105773	7.319063	0.390903	-13.068121	-27.440201	5.137808	3.713899	83.256622	16.481549	-0.276557	23.567666	-3.888602	-14.157	-24.765801	3.494227	2.959692	84.817726	16.250193	-0.300838	18.862446	-2.211506	-14.469413	-21.341761	7.270468	2.895875	81.685361	16.88519	0.670519	12.210179	-1.92667	-13.336934	-16.376488	5.177272	2.166479	78.491342	18.043829	3.96464	9.550023	-3.397374	-13.737929
70	-24.922202	3.227114	2.030025	78.755222	17.997691	3.685614	6.496195	0.162857	-12.848628	-26.849632	5.372004	2.443782	82.050372	16.836529	5.061818	5.954736	3.310582	-11.477194	-24.088995	3.010929	2.384434	79.281582	17.009952	3.114941	6.511322	0.948696	-12.725626	-24.830894	3.194332	1.933562	80.651913	17.363201	2.658773	6.50251	1.235171	-12.168551	-25.015982	3.613523	2.515334	81.087583	19.270398	3.987887	4.432708	2.144602	-12.276679	-25.357276	3.692967	3.972751	84.735266	18.027625	0.6306	7.15691	3.034172	-12.642235	-23.806681	3.146524	2.859704	78.970253	17.697329	3.268192	8.311212	1.273447	-12.407541	-25.89926	2.610632	1.52405	82.146592	18.161593	4.283387	4.222545	2.971944	-11.73616	-24.274348	2.5654	2.202104	81.245241	17.371429	0.709396	6.599284	0.789962	-13.079847	-27.078928	3.227853	3.497758	82.166627	16.653336	0.600509	21.495464	-3.457338	-14.800962	-26.275368	3.45624	2.336923	84.457925	15.796505	0.475109	16.983178	-1.709169	-14.848785	-20.407898	4.41506	3.141178	81.450744	17.66021	0.721564	10.992087	-1.321043	-13.534004	-17.995357	5.050925	2.113019	79.658668	17.899996	3.281899	8.587939	-2.190184	-12.920458
71	-26.379665	3.240731	1.549899	77.803502	17.683733	4.636379	5.910946	0.277524	-12.957309	-27.209322	4.21297	2.455606	80.908827	16.259117	5.881847	5.214138	3.377055	-11.472429	-25.513902	2.938773	2.049839	78.524187	16.613892	4.007167	5.601297	1.297781	-12.647688	-26.179864	3.036998	1.505762	79.744631	16.902887	3.482632	5.826112	1.467937	-12.329939	-26.475458	3.486389	2.263675	80.38392	18.945674	4.594771	3.888723	2.146037	-12.360528	-26.924215	3.542703	3.555581	84.074709	17.520846	1.379083	6.349369	3.12823	-12.547457	-25.16745	3.158227	2.527874	78.316099	17.221493	4.007279	7.487122	1.347463	-12.419734	-26.962997	2.453903	1.147066	81.024059	17.666067	5.312171	3.747747	3.017347	-11.971597	-25.56983	2.431158	1.620037	80.471211	17.047333	1.732896	5.901621	1.089723	-13.248793	-27.891983	2.618779	2.966331	81.27185	16.540616	1.661143	19.518983	-2.985043	-15.309549	-27.649415	3.414682	1.712074	83.747894	15.339587	1.416882	15.261637	-1.233647	-15.056699	-21.138877	3.326411	2.927635	81.610487	17.902221	0.932701	9.846244	-0.792613	-13.609103	-19.585509	4.864786	2.071685	80.477681	17.746452	2.725372	7.595708	-1.036173	-12.155753
72	-27.684365	3.23759	1.09686	76.512402	17.445972	5.717081	5.404	0.344813	-13.104645	-28.137996	3.683696	2.379798	79.754381	15.631999	6.686164	4.641288	3.331816	-11.556433	-26.805145	2.823863	1.749335	77.438314	16.286899	4.987179	4.849081	1.500184	-12.648598	-27.364413	2.890984	1.06073	78.489943	16.560814	4.499942	5.335192	1.592892	-12.647227	-27.751257	3.39145	1.935301	79.303554	18.663176	5.501833	3.437202	2.121119	-12.443412	-28.323246	3.421611	3.083378	83.056334	17.100492	2.350703	5.610659	3.116897	-12.524252	-26.367071	3.172032	2.149485	77.32362	16.794667	4.947771	6.766095	1.329675	-12.456635	-27.966103	2.367251	0.813116	79.630358	17.201181	6.408123	3.435853	2.942761	-12.222785	-26.774778	2.401371	1.034949	79.405477	16.782842	2.918136	5.277419	1.307577	-13.581567	-28.977478	2.461278	2.285987	80.216828	16.411801	2.920195	17.646979	-2.551596	-15.700304	-28.875669	3.365776	1.104507	82.690529	14.907221	2.486709	13.624588	-0.852172	-15.133944	-22.399323	2.929424	2.413296	81.693929	17.892394	1.43399	8.795559	-0.335818	-13.579963	-21.162975	4.622527	2.028648	80.950312	17.59582	2.325207	6.570862	0.014131	-11.529938
73	-28.816643	3.207451	0.663481	74.882734	17.288396	6.918748	4.932982	0.35136	-13.295778	-29.128349	3.325799	2.264394	78.36986	15.088255	7.549651	4.225023	3.171055	-11.724779	-27.947352	2.676534	1.434437	76.025099	16.047749	6.0713	4.23305	1.545718	-12.701542	-28.371866	2.743391	0.598218	76.890242	16.356078	5.692166	4.953489	1.56216	-13.066687	-28.821672	3.305297	1.546021	77.862578	18.452722	6.659312	3.022011	2.039278	-12.548193	-29.557922	3.315536	2.57552	81.692462	16.78989	3.488591	4.999081	3.045364	-12.576065	-27.399542	3.165792	1.761278	76.006594	16.430136	6.020967	6.20148	1.238077	-12.495181	-28.820628	2.297003	0.485329	77.930919	16.77861	7.608087	3.247887	2.739223	-12.49466	-27.852023	2.421119	0.460366	78.045805	16.582959	4.2325	4.726495	1.424722	-13.980739	-30.022995	2.458555	1.546475	78.883246	16.351091	4.354459	15.821437	-2.190199	-16.053164	-29.942421	3.308892	0.513245	81.288274	14.536993	3.668619	12.059378	-0.57301	-15.156832	-23.773376	2.84925	1.699906	81.532001	17.757366	2.242332	7.814579	0.054722	-13.515768	-22.720815	4.341227	1.940756	81.079426	17.47227	2.137485	5.54033	0.919556	-11.129229
74	-29.760195	3.152023	0.225476	72.91313	17.191793	8.249185	4.484813	0.296762	-13.530326	-30.017843	3.009212	2.110231	76.697839	14.662067	8.502877	3.9239	2.88786	-11.97465	-28.940323	2.514297	1.06248	74.291572	15.917461	7.284237	3.684067	1.441087	-12.809185	-29.213512	2.581856	0.120727	74.963885	16.281121	7.036501	4.546227	1.317572	-13.515093	-29.694525	3.211244	1.110439	76.092595	18.321992	8.01022	2.612795	1.89195	-12.695429	-30.62639	3.214622	2.035211	79.997673	16.584223	4.765255	4.483685	2.926151	-12.680096	-28.269216	3.12114	1.379201	74.373084	16.157136	7.185172	5.765756	1.088217	-12.574298	-29.505708	2.2352	0.127811	75.924704	16.359824	8.927983	3.079649	2.424975	-12.781262	-28.801945	2.464745	-0.108454	76.404581	16.438731	5.647301	4.185027	1.382105	-14.301528	-30.934377	2.507844	0.786269	77.247227	16.355923	5.928638	14.075752	-1.892189	-16.453521	-30.847832	3.24169	-0.068919	79.554978	14.253907	4.953494	10.634858	-0.360829	-15.202793	-25.104594	2.9147	0.887944	81.073345	17.573312	3.289643	6.896563	0.391769	-13.487619	-24.229787	4.048273	1.76766	80.872703	17.394059	2.207967	4.583386	1.675403	-10.951956
75	-30.516201	3.065306	-0.230133	70.61014	17.129293	9.702409	4.075993	0.19327	-13.773833	-30.766532	2.704992	1.898612	74.732209	14.357984	9.56305	3.693631	2.492045	-12.313787	-29.792453	2.345288	0.615902	72.247726	15.887154	8.636157	3.166819	1.219325	-13.00395	-29.906289	2.405716	-0.386938	72.72657	16.292347	8.52854	4.04612	0.862965	-13.940258	-30.380863	3.104604	0.637502	74.012645	18.235742	9.512233	2.194875	1.695493	-12.896293	-31.529721	3.113719	1.448625	77.989788	16.445197	6.175639	4.014189	2.766869	-12.802617	-28.987471	3.032501	0.986509	72.435835	15.989748	8.435077	5.360576	0.900403	-12.744845	-30.036585	2.167524	-0.26283	73.633481	15.91334	10.333914	2.852981	2.04211	-13.071298	-29.628066	2.506891	-0.680335	74.488045	16.344012	7.143203	3.607352	1.134967	-14.453726	-31.688061	2.571871	0.010054	75.305534	16.400455	7.621143	12.566882	-1.636497	-16.901587	-31.599008	3.172414	-0.66323	77.510201	14.050111	6.3449	9.422862	-0.191242	-15.295267	-26.343212	3.01846	0.075983	80.313638	17.394556	4.474979	6.074549	0.693512	-13.515576	-25.646015	3.769444	1.495297	80.334506	17.372028	2.558733	3.773467	2.280623	-10.938602
76	-31.103796	2.937779	-0.708194	67.992222	17.063163	11.256389	3.718482	0.040709	-13.9446	-31.377513	2.416214	1.595263	72.474784	14.159115	10.754353	3.488214	2.023523	-12.748623	-30.514235	2.173341	0.091487	69.912002	15.908672	10.120261	2.688115	0.905719	-13.275621	-30.47254	2.221927	-0.948231	70.206307	16.32226	10.155159	3.522698	0.274841	-14.311888	-30.89606	2.979258	0.135881	71.643474	18.117185	11.11937	1.759732	1.460285	-13.088056	-32.278086	3.002928	0.809121	75.689039	16.320904	7.694782	3.573036	2.55603	-12.909606	-29.568207	2.900752	0.566065	70.218884	15.884924	9.764658	4.92006	0.69406	-12.994377	-30.444877	2.083428	-0.68242	71.094697	15.411551	11.774259	2.591897	1.639481	-13.336784	-30.32537	2.521222	-1.259587	72.274955	16.27909	8.712712	3.021751	0.71975	-14.47742	-32.286856	2.633873	-0.791564	73.063241	16.460305	9.419817	11.379151	-1.457655	-17.281732	-32.198815	3.10818	-1.279562	75.149687	13.89919	7.83786	8.402244	-0.111328	-15.38316	-27.477118	3.101164	-0.686845	79.262871	17.255074	5.733071	5.367302	0.957455	-13.574419	-26.915024	3.527461	1.123326	79.434484	17.417461	3.217855	3.1457	2.700289	-11.049079
77	-31.545257	2.764838	-1.200683	65.086999	16.936362	12.871833	3.400557	-0.191559	-13.974929	-31.868243	2.147614	1.183965	69.939676	14.000997	12.073239	3.269304	1.502624	-13.233993	-31.115326	2.000033	-0.498826	67.303554	15.926398	11.712918	2.282401	0.515495	-13.559347	-30.936441	2.034771	-1.56339	67.44434	16.303866	11.866456	3.062835	-0.372044	-14.604576	-31.267327	2.823185	-0.380714	69.017993	17.885312	12.768292	1.313416	1.177631	-13.170776	-32.890057	2.85894	0.140018	73.124486	16.148252	9.251354	3.161945	2.271691	-12.954759	-30.028402	2.727549	0.117848	67.745306	15.781895	11.154841	4.478136	0.47101	-13.25964	-30.761466	1.980209	-1.113641	68.344275	14.828252	13.190632	2.378562	1.227878	-13.536624	-30.9129	2.498134	-1.838683	69.795469	16.194183	10.325484	2.47913	0.253711	-14.497182	-32.748702	2.677916	-1.607522	70.543857	16.479972	11.276357	10.42004	-1.450931	-17.443135	-32.673584	3.03607	-1.894407	72.509708	13.768234	9.382481	7.469153	-0.196254	-15.398215	-28.499756	3.142556	-1.404149	77.930201	17.171044	7.046356	4.747159	1.160205	-13.631159	-28.028471	3.328286	0.682859	78.19983	17.521271	4.134812	2.651827	2.913328	-11.247169
78	-31.853712	2.544078	-1.677357	61.917335	16.709595	14.501189	3.102924	-0.548472	-13.895603	-32.256281	1.893216	0.690126	67.154071	13.818963	13.471635	3.002829	0.890593	-13.67144	-31.602851	1.826448	-1.126563	64.440885	15.893575	13.37883	1.964504	0.061462	-13.802154	-31.311714	1.847457	-2.208057	64.470367	16.199853	13.602012	2.671708	-1.0482	-14.82029	-31.523724	2.627081	-0.889434	66.167094	17.509699	14.394752	0.879283	0.832879	-13.138392	-33.380823	2.664128	-0.524694	70.322849	15.861103	10.771372	2.773731	1.921844	-12.913445	-30.388896	2.518091	-0.354434	65.025467	15.646083	12.587994	4.120944	0.201212	-13.465671	-31.007066	1.858038	-1.518493	65.399601	14.171131	14.537354	2.251709	0.783886	-13.648308	-31.397976	2.437019	-2.404774	67.0785	16.031602	11.939475	2.005725	-0.220559	-14.54377	-33.099792	2.678342	-2.385925	67.787349	16.392835	13.088342	9.562099	-1.696484	-17.31054	-33.035118	2.948454	-2.490877	69.608798	13.623553	10.945819	6.586477	-0.484286	-15.282881	-29.402026	3.135097	-2.091155	76.319743	17.149095	8.413159	4.168415	1.286387	-13.67844	-28.987198	3.164627	0.205081	76.655738	17.656343	5.249252	2.196123	2.8863	-11.473704
79	-32.034575	2.277014	-2.104286	58.492702	16.387012	16.109635	2.852692	-1.030697	-13.805361	-32.552831	1.641796	0.163956	64.130842	13.620487	14.902426	2.691308	0.185825	-14.013721	-31.976859	1.654742	-1.758709	61.332237	15.794173	15.093746	1.690711	-0.452526	-14.019655	-31.592323	1.670212	-2.859337	61.281168	15.999929	15.333649	2.337877	-1.73261	-15.001004	-31.677034	2.394981	-1.373925	63.0904	17.020244	15.976363	0.498405	0.432407	-13.074335	-33.751395	2.425466	-1.170083	67.287306	15.425593	12.226268	2.399965	1.551093	-12.81649	-30.667435	2.280251	-0.844413	62.065642	15.451894	14.040243	3.885112	-0.143105	-13.558316	-31.186882	1.7225	-1.863495	62.254915	13.481233	15.81174	2.176025	0.296007	-13.701189	-31.779754	2.335125	-2.93557	64.147805	15.764426	13.510861	1.613052	-0.727834	-14.610934	-33.359266	2.612199	-3.062932	64.815927	16.198668	14.76965	8.76155	-2.193282	-16.942065	-33.286869	2.85144	-3.056519	66.461982	13.43136	12.513958	5.738201	-0.945014	-15.025619	-30.173037	3.068464	-2.756769	74.433234	17.175972	9.830885	3.596895	1.338027	-13.73695	-29.775505	3.011906	-0.279868	74.822395	17.762397	6.514873	1.698144	2.65512	-11.644335
80	-32.092634	1.984546	-2.483208	54.838258	15.989858	17.698606	2.684817	-1.582772	-13.75505	-32.757627	1.393891	-0.363662	60.878112	13.426729	16.357669	2.389482	-0.520825	-14.327116	-32.228669	1.486728	-2.370467	57.972503	15.627105	16.848468	1.417469	-1.00382	-14.253715	-31.763166	1.512531	-3.497809	57.865547	15.680786	17.040861	2.047155	-2.408144	-15.171059	-31.725869	2.135563	-1.829347	59.770278	16.462536	17.517995	0.22231	-0.001265	-13.064223	-34.009221	2.156108	-1.788681	64.027446	14.874103	13.611308	2.048561	1.191642	-12.718268	-30.868746	2.022667	-1.339918	58.877339	15.171794	15.48069	3.68748	-0.57162	-13.553999	-31.292307	1.580504	-2.139717	58.899472	12.784847	17.030938	2.08455	-0.237264	-13.764244	-32.056673	2.185058	-3.397479	61.005808	15.422007	15.01266	1.310532	-1.296988	-14.739067	-33.523423	2.480465	-3.607215	61.612113	15.946562	16.316271	8.049265	-2.846312	-16.486612	-33.43267	2.740416	-3.558638	63.076449	13.188102	14.066872	4.932129	-1.481432	-14.720299	-30.805256	2.932064	-3.412497	72.279542	17.206567	11.291562	3.014677	1.316242	-13.81589	-30.362223	2.826877	-0.737871	72.703455	17.77374	7.902297	1.162836	2.339037	-11.727442
81	-32.008621	1.696655	-2.829467	50.95908	15.495418	19.285653	2.591143	-2.16008	-13.755029	-32.84701	1.162284	-0.894311	57.388851	13.218983	17.845472	2.101169	-1.20418	-14.680882	-32.34571	1.323761	-2.945175	54.377571	15.335937	18.597154	1.169402	-1.535259	-14.451083	-31.812569	1.374003	-4.097974	54.232028	15.209789	18.681184	1.763085	-3.074586	-15.298352	-31.669196	1.847215	-2.246443	56.208827	15.867374	19.005251	0.07783	-0.47227	-13.1513	-34.155479	1.856515	-2.365727	60.539789	14.259223	14.917377	1.747817	0.824613	-12.652771	-30.980753	1.758368	-1.832054	55.472368	14.782097	16.888151	3.405064	-1.092922	-13.521495	-31.310628	1.429833	-2.354242	55.3363	12.077064	18.188207	1.941364	-0.837439	-13.880558	-32.220261	1.992413	-3.770671	57.640231	15.036018	16.448722	1.111914	-1.939124	-14.946735	-33.571261	2.302961	-4.018672	58.150016	15.650589	17.766117	7.464096	-3.535583	-16.069789	-33.479549	2.593247	-3.95819	59.45821	12.904892	15.572009	4.224303	-1.987395	-14.5022	-31.30842	2.72799	-4.060207	69.887574	17.163382	12.762346	2.423246	1.21384	-13.868523	-30.752154	2.575742	-1.16208	70.314674	17.65543	9.37355	0.642001	2.027591	-11.765778
82	-31.765919	1.440108	-3.139171	46.875868	14.837585	20.848914	2.548444	-2.720206	-13.794677	-32.802179	0.957045	-1.428695	53.672633	12.982465	19.362443	1.802375	-1.911845	-15.083377	-32.321	1.166505	-3.461304	50.601892	14.844383	20.242796	0.975512	-2.006363	-14.504988	-31.732069	1.250902	-4.631918	50.397279	14.589594	20.221979	1.484239	-3.706825	-15.352929	-31.505782	1.525979	-2.610851	52.42243	15.257217	20.422102	0.037776	-1.013715	-13.315329	-34.187273	1.533625	-2.894586	56.822227	13.636364	16.164451	1.538051	0.403245	-12.632332	-30.980246	1.505336	-2.315015	51.857357	14.263027	18.25197	3.027118	-1.690712	-13.49831	-31.23107	1.265949	-2.519327	51.574736	11.359669	19.271411	1.79309	-1.513452	-14.036559	-32.243628	1.790202	-4.07501	54.036032	14.58258	17.851686	1.022356	-2.656904	-15.170192	-33.484223	2.100371	-4.305377	54.439895	15.269245	19.123863	6.992568	-4.201775	-15.73019	-33.430261	2.388628	-4.235098	55.619294	12.581264	16.998376	3.644156	-2.442935	-14.436885	-31.718908	2.474067	-4.663143	67.30445	16.96922	14.172356	1.844231	1.033708	-13.823385	-31.016905	2.279605	-1.606191	67.702174	17.400077	10.881967	0.171713	1.727672	-11.830396
83	-31.367855	1.230576	-3.384058	42.641578	13.964387	22.31874	2.563043	-3.219202	-13.83871	-32.619538	0.77945	-1.944629	49.75236	12.701247	20.882228	1.515428	-2.632983	-15.468058	-32.157954	1.016481	-3.882813	46.699539	14.156462	21.714695	0.807373	-2.410915	-14.454348	-31.518662	1.139164	-5.065792	46.381578	13.841215	21.641504	1.243745	-4.251348	-15.347988	-31.231573	1.186394	-2.909911	48.431895	14.622665	21.767611	0.056349	-1.631903	-13.488058	-34.096308	1.209096	-3.378502	52.872513	13.034367	17.398202	1.420418	-0.077376	-12.673528	-30.845908	1.281466	-2.778153	48.037597	13.609628	19.571169	2.644708	-2.306875	-13.485024	-31.041349	1.098701	-2.651796	47.621082	10.646433	20.297322	1.723636	-2.227353	-14.191266	-32.100799	1.614903	-4.338403	50.193031	14.016153	19.242314	1.001473	-3.408312	-15.345273	-33.253348	1.888729	-4.470738	50.525869	14.749958	20.353209	6.594237	-4.83218	-15.453089	-33.279679	2.121938	-4.390756	51.57643	12.208163	18.329842	3.164446	-2.897349	-14.478371	-32.080209	2.179812	-5.154418	64.570189	16.607902	15.442711	1.308042	0.793911	-13.683794	-31.235673	1.991848	-2.12316	64.90898	17.018628	12.382923	-0.240569	1.409944	-11.98122
84	-30.834425	1.078387	-3.533176	38.327824	12.862068	23.624005	2.680889	-3.614494	-13.87233	-32.30565	0.622104	-2.395526	45.666265	12.310729	22.328902	1.252779	-3.291413	-15.73546	-31.861077	0.884087	-4.174019	42.699258	13.304253	22.998002	0.644392	-2.734507	-14.454455	-31.179838	1.031431	-5.353566	42.226279	12.957902	22.88638	1.057692	-4.677788	-15.31952	-30.84339	0.86222	-3.126159	44.281163	13.888287	23.009209	0.140312	-2.271234	-13.609744	-33.873099	0.913631	-3.816276	48.699802	12.435199	18.650823	1.330264	-0.563476	-12.813642	-30.564512	1.10008	-3.198686	44.024018	12.82858	20.848943	2.328968	-2.868348	-13.521083	-30.729003	0.948845	-2.764904	43.492765	9.913814	21.27925	1.740639	-2.93073	-14.307667	-31.791908	1.474617	-4.546664	46.140742	13.310908	20.583562	0.967081	-4.098956	-15.48932	-32.874366	1.681533	-4.506042	46.455693	14.055722	21.409834	6.227352	-5.415771	-15.230412	-33.01957	1.810031	-4.440186	47.353818	11.762698	19.562841	2.742656	-3.372319	-14.513728	-32.408209	1.837113	-5.486965	61.691612	16.123492	16.542623	0.844275	0.507964	-13.534968	-31.426916	1.734224	-2.698989	61.940622	16.529199	13.838945	-0.586064	1.055977	-12.235694
85	-30.193561	0.988314	-3.564443	34.008611	11.531486	24.704235	2.918243	-3.899338	-13.926385	-31.871538	0.476823	-2.729128	41.468439	11.722983	23.594285	1.002979	-3.821061	-15.849268	-31.429075	0.787476	-4.320026	38.620912	12.264857	24.077213	0.52242	-2.958693	-14.562908	-30.727613	0.920672	-5.450895	37.992903	11.910631	23.875862	0.945061	-4.976608	-15.309261	-30.345354	0.583084	-3.230772	40.04229	12.9525	24.054928	0.342758	-2.83453	-13.680942	-33.515859	0.674565	-4.187039	44.342701	11.777251	19.908456	1.221638	-1.026571	-13.043272	-30.145785	0.961994	-3.543848	39.864513	11.917412	22.060059	2.111886	-3.310317	-13.664142	-30.29281	0.827003	-2.851147	39.231249	9.09393	22.174508	1.791568	-3.583894	-14.36503	-31.337445	1.357024	-4.649407	41.930926	12.442689	21.787498	0.902861	-4.667944	-15.650102	-32.345905	1.494157	-4.400023	42.26752	13.160927	22.263812	5.83579	-5.949694	-15.076564	-32.64349	1.483492	-4.392231	42.989082	11.206763	20.690123	2.351676	-3.839292	-14.472932	-32.681115	1.449288	-5.666382	58.648071	15.545436	17.503971	0.476168	0.170072	-13.436026	-31.564029	1.494997	-3.283323	58.777709	15.943447	15.22873	-0.838469	0.662229	-12.560076
86	-29.478947	0.945137	-3.450612	29.755721	10.004724	25.498409	3.206914	-4.134618	-14.068802	-31.330221	0.345466	-2.912845	37.22155	10.889129	24.592767	0.803478	-4.157572	-15.877131	-30.866811	0.735413	-4.316913	34.493017	11.003677	24.900304	0.480672	-3.102134	-14.746643	-30.168361	0.801301	-5.330007	33.745173	10.670155	24.521695	0.926906	-5.143666	-15.356301	-29.751547	0.361443	-3.187844	35.798786	11.76184	24.795885	0.656893	-3.242064	-13.773307	-33.038836	0.50162	-4.44415	39.878694	10.978072	21.092425	1.126131	-1.477074	-13.282579	-29.612488	0.859286	-3.775493	35.633396	10.847306	23.120274	2.025925	-3.60017	-13.902646	-29.745855	0.72606	-2.875341	34.89527	8.128403	22.891578	1.859309	-4.139222	-14.373999	-30.764625	1.254302	-4.597174	37.627044	11.370758	22.747208	0.902961	-5.10826	-15.816028	-31.674739	1.344509	-4.149497	38.004195	12.033454	22.881187	5.403195	-6.418863	-14.982894	-32.148296	1.172684	-4.233813	38.534555	10.493853	21.685867	2.00291	-4.255444	-14.391533	-32.861531	1.043847	-5.731385	55.423918	14.857429	18.373541	0.20638	-0.23084	-13.395506	-31.619954	1.263285	-3.838944	55.401208	15.281183	16.555309	-0.981124	0.223984	-12.898733
87	-28.730392	0.907913	-3.143897	25.638477	8.356111	25.946715	3.448566	-4.407726	-14.376412	-30.699239	0.230444	-2.933048	32.992042	9.816257	25.26807	0.68438	-4.261408	-15.920867	-30.201799	0.710582	-4.148994	30.364207	9.540885	25.38593	0.50411	-3.226443	-15.009628	-29.511702	0.659248	-4.973088	29.545895	9.238185	24.735506	0.965557	-5.215477	-15.48969	-29.087821	0.197321	-2.971146	31.63215	10.345264	25.173252	0.976706	-3.495984	-13.991705	-32.470706	0.38201	-4.530704	35.413147	9.973577	22.075026	1.072035	-1.894117	-13.500681	-28.999242	0.775306	-3.848449	31.422533	9.602333	23.901992	2.049128	-3.774357	-14.193391	-29.112446	0.626577	-2.778938	30.562554	7.007354	23.329465	1.933367	-4.563556	-14.395613	-30.101807	1.163073	-4.358613	33.303686	10.063541	23.353642	1.036755	-5.41604	-15.939888	-30.888686	1.23749	-3.749984	33.743009	10.652427	23.182084	4.993461	-6.753968	-14.914967	-31.541394	0.898915	-3.942505	34.064368	9.570404	22.498994	1.71418	-4.583724	-14.36407	-32.919341	0.656355	-5.721065	52.016163	14.0508	19.189724	0.005262	-0.675046	-13.443081	-31.580421	1.040854	-4.352533	51.803159	14.563804	17.832554	-1.03443	-0.24034	-13.188476
88	-27.990192	0.828242	-2.58965	21.725057	6.667176	26.001129	3.564204	-4.781311	-14.876908	-30.005344	0.116287	-2.771284	28.848424	8.546458	25.556925	0.58583	-4.1804	-16.024537	-29.483712	0.669698	-3.786585	26.303098	7.953245	25.456954	0.530485	-3.39315	-15.34871	-28.785863	0.473849	-4.372363	25.46074	7.668937	24.476864	0.987454	-5.252159	-15.702289	-28.391307	0.07156	-2.577434	27.607136	8.787046	25.191886	1.198311	-3.676027	-14.385878	-31.845302	0.28758	-4.402565	31.053102	8.748691	22.724517	1.014902	-2.244504	-13.748222	-28.349946	0.680339	-3.708849	27.330475	8.213457	24.275283	2.082642	-3.90628	-14.528375	-28.430071	0.498251	-2.501527	26.329086	5.779268	23.420587	1.950616	-4.868676	-14.512842	-29.379514	1.061562	-3.898715	29.053531	8.546727	23.49057	1.228283	-5.610182	-16.025029	-30.038566	1.145422	-3.185162	29.58144	9.085506	23.090672	4.631282	-6.909328	-14.895685	-30.848299	0.663843	-3.489407	29.689036	8.390713	23.032549	1.444109	-4.803572	-14.458607	-32.83701	0.320923	-5.665955	48.4178	13.148531	19.998315	-0.169041	-1.125539	-13.61171	-31.437082	0.838452	-4.81812	47.991334	13.771529	19.042181	-1.037513	-0.695472	-13.373486
