Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13
29	5.035737	-1.811552	-3.058316	15.561305	0.647254	14.424457	-7.879236	-0.168287	-8.555752	1.643898	-2.177119	-2.223237	22.398791	0.581211	14.63054	-12.233506	-0.514734	-7.497814	3.834271	-2.237313	-2.402545	18.973726	0.657725	14.791355	-9.421193	-0.262626	-10.458967	3.376578	0.297491	0.399233	18.48865	0.813429	14.649724	-6.691168	-2.37891	-11.443942	4.174797	-1.480091	-0.675844	21.538455	0.846665	13.798261	-9.869594	-0.490315	-9.370202	3.325426	-1.535397	-1.875162	21.962161	1.021041	12.620783	-11.765857	0.963749	-8.434688	3.286252	-1.172321	-3.834872	15.921359	0.099668	13.860143	-7.337538	1.698452	-7.635879	3.025944	-1.492341	-2.292829	19.236492	0.894629	13.815399	-9.624301	-0.358642	-7.532423	2.884429	-1.65611	-3.256594	19.456892	0.888914	12.934949	-8.206257	-0.088255	-8.554448	3.626921	0.275693	-1.430604	18.937405	0.892683	12.115723	-7.498397	-0.689789	-7.829972	5.003128	1.32777	0.751985	18.735985	0.715316	11.159834	-8.945582	-2.456518	-10.060942	0.012661	-1.787682	-4.506646	22.091471	0.773773	13.446108	-12.330983	1.401886	-7.506982	-4.053228	-1.844638	-5.450068	24.659335	0.805139	12.530938	-14.908404	2.058327	-5.086315
30	6.469664	-1.26881	-2.275254	13.840169	0.459492	14.981259	-4.865604	-0.650191	-9.740394	3.149698	-1.642808	-1.518288	20.905563	0.531285	14.928165	-9.66047	-1.094321	-8.403205	5.159544	-1.592406	-1.43187	17.673932	0.714781	15.071398	-6.8552	-0.826749	-11.656572	4.65226	0.872015	1.223311	17.177896	0.821036	15.210966	-3.895296	-3.014014	-12.815955	5.495563	-0.942694	0.126624	19.963957	0.954227	14.215142	-7.031996	-1.187582	-10.667855	4.82475	-0.867829	-0.921006	20.393941	1.05033	12.906275	-9.039488	0.306535	-9.58079	4.719775	-0.740473	-3.239903	14.468811	0.05444	14.463494	-4.585258	1.198027	-8.664973	4.344738	-0.964251	-1.637441	17.89743	0.842864	14.110592	-6.975033	-0.632096	-8.21316	4.26925	-0.972227	-2.373617	18.144311	0.892984	13.343868	-5.564479	-0.450729	-9.618753	4.792918	0.774906	-0.779236	17.576497	0.7869	12.647273	-4.646481	-0.941018	-8.823116	6.164399	1.935057	1.65298	17.423091	0.685889	11.575193	-6.10244	-2.879107	-11.253594	1.40927	-1.262999	-3.88159	20.785423	0.815373	13.48337	-10.152361	0.863038	-8.14452	-2.492835	-1.418071	-4.882579	23.271418	0.876059	12.330816	-13.039964	1.442976	-5.647608
31	7.765233	-0.737844	-1.463666	12.253585	0.259073	15.65018	-1.669249	-1.095244	-11.101935	4.538945	-1.076377	-0.709166	19.452809	0.518449	15.368067	-6.845222	-1.662538	-9.547229	6.312238	-0.923679	-0.437751	16.491362	0.766728	15.461906	-4.092789	-1.376475	-13.012627	5.782065	1.415731	2.021228	15.95292	0.812184	15.759093	-0.859395	-3.629797	-14.171068	6.683297	-0.391221	0.938237	18.492611	1.060642	14.774568	-3.969228	-1.864705	-12.112923	6.213911	-0.127177	0.125703	18.89735	1.051969	13.36561	-6.069298	-0.292405	-10.945049	6.01557	-0.332941	-2.576666	13.123173	0.044416	15.182952	-1.646037	0.728816	-9.875607	5.522058	-0.436384	-0.8816	16.655805	0.813956	14.526753	-4.068239	-0.917068	-9.173469	5.540005	-0.252238	-1.405303	16.924954	0.892888	13.858267	-2.77195	-0.780381	-10.846856	5.840443	1.263088	-0.098036	16.348825	0.703221	13.24054	-1.644454	-1.142381	-9.937345	7.172396	2.51109	2.562066	16.238405	0.720069	12.177461	-3.061821	-3.289738	-12.667649	2.719555	-0.713156	-3.206048	19.499726	0.843585	13.684199	-7.761093	0.365761	-8.935654	-1.055653	-0.954494	-4.26921	21.921808	0.921507	12.281142	-10.916893	0.919807	-6.291548
32	8.912139	-0.231062	-0.61857	10.835803	0.072646	16.343527	1.667391	-1.517691	-12.581963	5.80086	-0.49512	0.147612	18.058456	0.554795	15.976011	-3.797628	-2.210896	-10.935761	7.289482	-0.260672	0.523493	15.423733	0.804326	15.918905	-1.141578	-1.923446	-14.45259	6.759785	1.907829	2.783906	14.835265	0.801155	16.218154	2.363852	-4.227913	-15.453656	7.721457	0.14495	1.724285	17.145342	1.130584	15.373404	-0.705188	-2.508639	-13.56713	7.471532	0.655848	1.211042	17.494283	1.014053	13.940701	-2.869042	-0.841915	-12.496182	7.17257	0.035534	-1.86471	11.888224	0.077135	16.000637	1.45854	0.299585	-11.225613	6.531057	0.069342	-0.047777	15.556965	0.847012	15.090943	-1.002624	-1.138106	-10.401991	6.668836	0.475861	-0.375266	15.809026	0.894551	14.408635	0.1531	-1.085723	-12.182189	6.763763	1.716495	0.601755	15.283367	0.681639	13.860044	1.473164	-1.30373	-11.161196	8.031419	3.033995	3.458055	15.182025	0.800462	12.850413	0.167758	-3.702039	-14.157637	3.9355	-0.151669	-2.482899	18.263606	0.86773	14.034378	-5.16876	-0.094777	-9.910391	0.252458	-0.462693	-3.609956	20.614293	0.955011	12.404317	-8.569037	0.46845	-7.053894
33	9.897505	0.236123	0.268001	9.616462	-0.086868	16.93862	5.059186	-1.919669	-14.073952	6.92005	0.081739	1.016619	16.748579	0.615595	16.677662	-0.535887	-2.720385	-12.497522	8.091972	0.371909	1.427514	14.488988	0.830222	16.362692	1.926904	-2.488876	-15.875317	7.584888	2.330702	3.497938	13.86371	0.80254	16.498237	5.620493	-4.828518	-16.566485	8.604718	0.632829	2.456557	15.936854	1.158207	15.937564	2.675739	-3.118466	-14.925906	8.574027	1.440591	2.29522	16.20665	0.95454	14.560856	0.520874	-1.360128	-14.178065	8.186059	0.350264	-1.123025	10.775329	0.129029	16.810972	4.662024	-0.085268	-12.582932	7.362904	0.517183	0.814174	14.624173	0.95078	15.7547	2.141734	-1.257859	-11.779618	7.636268	1.179949	0.708478	14.815621	0.895638	14.870131	3.16956	-1.354788	-13.524482	7.562001	2.103577	1.286516	14.39043	0.734404	14.449343	4.635461	-1.435903	-12.417074	8.739666	3.492463	4.344375	14.276082	0.891402	13.420711	3.510251	-4.11817	-15.524108	5.040549	0.401426	-1.71061	17.117578	0.914797	14.499359	-2.400715	-0.522084	-11.05808	1.436511	0.044679	-2.897246	19.354396	0.992704	12.709025	-6.019271	0.058989	-7.991278
34	10.695424	0.639887	1.205055	8.661323	-0.197613	17.275753	8.320155	-2.317516	-15.419318	7.870255	0.625532	1.886261	15.56661	0.656646	17.288365	2.865818	-3.178179	-14.044993	8.720435	0.956472	2.288087	13.731554	0.860197	16.668027	4.978497	-3.092202	-17.151096	8.262609	2.666142	4.131674	13.086339	0.826923	16.535606	8.732098	-5.401914	-17.410897	9.333105	1.041602	3.108855	14.895654	1.164901	16.419759	6.043492	-3.696505	-16.122172	9.487352	2.1871	3.374207	15.074676	0.906438	15.096783	3.995711	-1.877552	-15.865219	9.040707	0.600599	-0.355573	9.840716	0.185762	17.469047	7.815369	-0.451391	-13.799771	8.024711	0.870217	1.645775	13.877463	1.102868	16.393154	5.258254	-1.29919	-13.122869	8.432694	1.828962	1.832192	13.982761	0.90398	15.132663	6.18105	-1.59324	-14.784176	8.235067	2.397729	1.920281	13.686955	0.843899	14.918437	7.723775	-1.543104	-13.574725	9.293088	3.878618	5.216492	13.571783	0.975644	13.754698	6.812077	-4.532045	-16.625826	6.021915	0.921833	-0.904675	16.085877	0.992887	15.024181	0.511469	-0.908985	-12.320493	2.511759	0.558096	-2.129323	18.150094	1.048333	13.205916	-3.276227	-0.346146	-9.155901
35	11.294698	0.96442	2.194027	8.039533	-0.223067	17.241513	11.265415	-2.717471	-16.491223	8.651368	1.097932	2.724146	14.547284	0.681579	17.690527	6.273214	-3.587227	-15.426629	9.182947	1.474791	3.10724	13.197538	0.916686	16.730017	7.888097	-3.730684	-18.152247	8.802253	2.900617	4.642028	12.545307	0.882299	16.343883	11.588747	-5.871488	-17.973913	9.910978	1.343503	3.646366	14.064825	1.183916	16.786472	9.267265	-4.224605	-17.105466	10.205651	2.864418	4.453092	14.138732	0.887661	15.384903	7.391518	-2.41545	-17.382074	9.726977	0.783988	0.437482	9.160626	0.268544	17.879796	10.749374	-0.847006	-14.776771	8.530345	1.106772	2.398946	13.359742	1.287669	16.894495	8.199393	-1.313733	-14.273849	9.060754	2.392611	2.945607	13.357989	0.927671	15.144731	9.05363	-1.825946	-15.88701	8.781622	2.584613	2.472519	13.207147	0.995001	15.198004	10.617057	-1.618207	-14.538116	9.691482	4.171815	6.02089	13.129329	1.065478	13.815059	9.912229	-4.916531	-17.400992	6.87566	1.388458	-0.081144	15.183679	1.075949	15.505786	3.500761	-1.247918	-13.580318	3.493459	1.069356	-1.313469	17.017666	1.132844	13.903965	-0.346128	-0.782243	-10.57304
36	11.700785	1.202544	3.198881	7.787578	-0.136836	16.860555	13.832052	-3.111479	-17.257819	9.275984	1.461864	3.46999	13.729061	0.732729	17.886119	9.566534	-3.935341	-16.625947	9.501484	1.906832	3.841115	12.913166	1.014219	16.543491	10.589529	-4.368339	-18.818176	9.214247	3.02138	4.972782	12.268949	0.983462	16.021402	14.148032	-6.208307	-18.306409	10.349689	1.517155	4.034327	13.489597	1.251684	17.018754	12.231849	-4.673113	-17.834963	10.74262	3.441581	5.498158	13.442763	0.902754	15.327333	10.580882	-2.948182	-18.587784	10.238893	0.894746	1.238916	8.795216	0.415737	18.037327	13.364462	-1.307339	-15.465569	8.893248	1.220882	3.035982	13.128368	1.51602	17.20676	10.834305	-1.346386	-15.139301	9.533373	2.836194	3.960291	12.985772	0.986502	14.935998	11.682715	-2.05575	-16.777603	9.203557	2.657806	2.911579	12.98584	1.199061	15.295192	13.23047	-1.672876	-15.276226	9.945484	4.337302	6.656932	12.98789	1.198859	13.691054	12.699134	-5.237053	-17.860629	7.592233	1.785016	0.756277	14.446256	1.152333	15.835796	6.460884	-1.551478	-14.716963	4.38639	1.562919	-0.464344	15.986375	1.239223	14.730822	2.727923	-1.273023	-12.156429
37	11.939762	1.343142	4.099726	7.895018	0.069213	16.317086	16.063348	-3.509719	-17.721899	9.750193	1.691521	4.068148	13.169231	0.841391	17.886026	12.629013	-4.191993	-17.649058	9.705891	2.228323	4.41337	12.88555	1.167948	16.207368	13.047019	-4.970559	-19.176734	9.509162	3.009729	5.059331	12.270512	1.16267	15.71214	16.399857	-6.471313	-18.450221	10.665063	1.554486	4.24747	13.201167	1.40008	17.133344	14.850248	-5.037066	-18.28778	11.114804	3.875297	6.420381	13.030119	0.978259	14.959682	13.47436	-3.441038	-19.414948	10.578319	0.923732	1.994579	8.7732	0.657018	18.025246	15.63273	-1.845913	-15.864125	9.128772	1.213742	3.510632	13.218636	1.808939	17.351307	13.085229	-1.416859	-15.680508	9.868639	3.123923	4.775928	12.888847	1.123817	14.620487	14.031499	-2.259693	-17.456315	9.507732	2.615386	3.203767	13.041762	1.481867	15.290008	15.535953	-1.766195	-15.786914	10.080693	4.346166	7.023725	13.152557	1.417815	13.549384	15.132453	-5.493236	-18.064416	8.159358	2.097143	1.592506	13.919873	1.240769	15.947442	9.28619	-1.846965	-15.643876	5.187408	2.012181	0.389052	15.08825	1.34006	15.519342	5.84429	-1.837958	-13.68695
38	12.053251	1.365949	4.717774	8.314489	0.405372	15.881689	18.06744	-3.963725	-17.884973	10.076363	1.776526	4.482636	12.918686	1.026737	17.715991	15.349067	-4.344083	-18.483856	9.824753	2.408931	4.738524	13.108567	1.408081	15.872289	15.22952	-5.550216	-19.292018	9.693505	2.853518	4.860354	12.553404	1.455097	15.532296	18.378788	-6.751652	-18.40287	10.868752	1.462786	4.26998	13.21046	1.653423	17.193945	17.085403	-5.368519	-18.465236	11.342752	4.125414	7.110862	12.925896	1.157848	14.439136	16.009295	-3.898749	-19.862671	10.762575	0.86522	2.606749	9.082591	1.000292	17.992538	17.598424	-2.46551	-16.006275	9.256144	1.091919	3.760146	13.63016	2.177903	17.429539	14.93226	-1.533756	-15.91252	10.081574	3.230798	5.304842	13.069017	1.384458	14.339749	16.110143	-2.440943	-17.953666	9.700884	2.462509	3.318284	13.376114	1.864758	15.293375	17.572317	-1.991665	-16.070138	10.127705	4.188371	7.045872	13.611646	1.75199	13.547623	17.248169	-5.73747	-18.051975	8.577686	2.314206	2.378522	13.636068	1.361725	15.843318	11.908256	-2.154099	-16.305941	5.886017	2.382641	1.206196	14.362561	1.424545	16.119402	8.871086	-2.50014	-14.949537
39	12.07744	1.256951	4.923193	9.00021	0.886976	15.760713	19.957703	-4.542148	-17.745857	10.258889	1.719809	4.686365	13.001021	1.307785	17.459637	17.671987	-4.433049	-19.10253	9.880441	2.430604	4.748943	13.566478	1.762058	15.681358	17.136833	-6.159215	-19.205887	9.767571	2.563065	4.372466	13.114472	1.872706	15.53373	20.184172	-7.11664	-18.134984	10.965452	1.25963	4.093909	13.514356	2.029553	17.28213	18.966645	-5.762709	-18.377893	11.44788	4.178959	7.493943	13.136467	1.474738	13.953911	18.189239	-4.372725	-19.964187	10.815709	0.719905	2.968592	9.686816	1.437625	18.081406	19.370979	-3.169523	-15.923591	9.285618	0.872229	3.746162	14.355567	2.629929	17.545919	16.411451	-1.729974	-15.877366	10.190129	3.168078	5.505382	13.508143	1.781058	14.201121	17.973661	-2.667661	-18.271837	9.785034	2.21374	3.231909	13.980643	2.359436	15.403781	19.438822	-2.424619	-16.127747	10.110097	3.887354	6.695111	14.331815	2.208907	13.787718	19.182838	-6.070362	-17.821718	8.864303	2.427229	3.03197	13.601345	1.531248	15.617867	14.294339	-2.488412	-16.691167	6.471069	2.648536	1.958453	13.856199	1.518157	16.467199	11.695563	-3.272999	-15.849278
40	12.031041	1.028878	4.696013	9.932953	1.505962	16.011154	21.813386	-5.26532	-17.302368	10.307415	1.53737	4.650603	13.413912	1.699582	17.233276	19.64076	-4.563838	-19.442387	9.881998	2.307357	4.432334	14.246286	2.232974	15.712241	18.825317	-6.842009	-18.925548	9.728672	2.167648	3.625121	13.945848	2.410571	15.728058	21.941455	-7.604727	-17.649105	10.957875	0.966945	3.721648	14.107003	2.532482	17.447414	20.59	-6.291165	-18.016505	11.446599	4.051388	7.527628	13.654941	1.941045	13.664073	20.110234	-4.935212	-19.747393	10.756659	0.497029	3.015144	10.549624	1.958413	18.366065	21.089122	-3.959712	-15.634638	9.212878	0.582734	3.489802	15.400893	3.175395	17.725604	17.599543	-2.065689	-15.608122	10.215308	2.968181	5.367083	14.18586	2.299107	14.259711	19.705467	-3.033909	-18.355769	9.75799	1.889783	2.93414	14.847876	2.963057	15.665265	21.28056	-3.076331	-15.947367	10.031824	3.485932	5.9909	15.283587	2.777316	14.287013	21.10632	-6.582191	-17.340889	9.042673	2.424928	3.449737	13.80007	1.777466	15.438165	16.441391	-2.890382	-16.834267	6.941137	2.79816	2.621337	13.598863	1.657093	16.581018	14.254241	-4.157176	-16.377003
41	11.908929	0.717358	4.107206	11.130328	2.233437	16.554645	23.646178	-6.091025	-16.55666	10.234965	1.256353	4.354554	14.13948	2.205579	17.130798	21.385531	-4.857698	-19.415471	9.822702	2.075661	3.8392	15.153702	2.807872	15.949028	20.39431	-7.612323	-18.432874	9.574321	1.703452	2.685781	15.044549	3.06645	16.092722	23.741011	-8.225717	-17.001261	10.846065	0.607966	3.172635	14.989461	3.151549	17.693416	22.097125	-6.958796	-17.358576	11.350253	3.771683	7.181939	14.467266	2.54949	13.685157	21.928237	-5.630508	-19.202624	10.59764	0.215533	2.741674	11.648723	2.556155	18.855536	22.857385	-4.823643	-15.168431	9.033127	0.254878	3.03711	16.771819	3.816153	17.953575	18.580206	-2.584179	-15.139313	10.172617	2.659031	4.881635	15.098324	2.915246	14.526738	21.387729	-3.605079	-18.105157	9.614631	1.513535	2.437919	15.981128	3.658591	16.053581	23.228771	-3.899283	-15.499169	9.876127	3.026022	5.005763	16.475377	3.447346	14.976041	23.148121	-7.283949	-16.57995	9.129265	2.302424	3.541359	14.209641	2.134	15.465461	18.391265	-3.415005	-16.779796	7.304459	2.821145	3.13672	13.594622	1.872	16.557892	16.530938	-5.147462	-16.550558
42	11.68477	0.362925	3.28488	12.643968	3.046944	17.219382	25.366746	-6.962107	-15.52168	10.052466	0.908656	3.805036	15.156215	2.81954	17.207085	23.080299	-5.374574	-18.965278	9.691199	1.773194	3.048366	16.30984	3.470512	16.319207	21.949036	-8.458986	-17.713366	9.303976	1.209196	1.649733	16.425591	3.831459	16.555002	25.576133	-8.947534	-16.265501	10.621409	0.207127	2.490174	16.174193	3.880363	18.0085	23.595454	-7.731144	-16.427847	11.166805	3.372877	6.445301	15.565949	3.278075	14.070183	23.774523	-6.444885	-18.305363	10.340752	-0.098308	2.205312	12.990418	3.236641	19.500329	24.675502	-5.727268	-14.56717	8.744088	-0.081877	2.429475	18.471975	4.539576	18.221575	19.366164	-3.275912	-14.529081	10.061849	2.275409	4.092579	16.262264	3.600969	14.950042	23.040149	-4.383437	-17.458427	9.345548	1.110796	1.793525	17.402619	4.430876	16.501421	25.294197	-4.827189	-14.793729	9.617318	2.545999	3.874744	17.938422	4.216446	15.726049	25.333989	-8.093865	-15.593359	9.125632	2.073369	3.283009	14.821187	2.616749	15.765403	20.233414	-4.087082	-16.552	7.574865	2.716003	3.42877	13.827416	2.183276	16.544526	18.569216	-6.235204	-16.425548
43	11.331777	0.000758	2.374379	14.52721	3.935149	17.814138	26.80836	-7.83742	-14.256032	9.764637	0.52462	3.04207	16.45399	3.536975	17.48593	24.846031	-6.088631	-18.115665	9.480252	1.432595	2.140616	17.736276	4.20682	16.76172	23.525156	-9.351206	-16.814067	8.918426	0.725901	0.619422	18.126162	4.68177	17.006315	27.301114	-9.709786	-15.525629	10.269852	-0.206213	1.743978	17.68772	4.721829	18.366174	25.044757	-8.566013	-15.318194	10.895134	2.892054	5.353379	16.969025	4.097001	14.775895	25.634336	-7.321119	-17.072577	9.974109	-0.418452	1.514092	14.613595	4.018886	20.176419	26.418211	-6.620718	-13.86717	8.333747	-0.398797	1.726152	20.525134	5.326991	18.486306	19.840449	-4.079759	-13.858344	9.861609	1.85983	3.114055	17.719654	4.341927	15.431916	24.555704	-5.314373	-16.466976	8.940831	0.713359	1.086326	19.147417	5.273805	16.925365	27.349086	-5.798989	-13.919259	9.236124	2.077307	2.740219	19.706862	5.080176	16.409089	27.550412	-8.912957	-14.528508	9.021567	1.765673	2.729207	15.646058	3.218503	16.287224	22.070273	-4.888795	-16.15377	7.757393	2.494925	3.448203	14.284737	2.602791	16.654731	20.457876	-7.40898	-16.072796
44	10.843042	-0.336078	1.5033	16.79316	4.885403	18.225115	27.81962	-8.673779	-12.917233	9.368498	0.131849	2.137614	18.050899	4.361136	17.933762	26.622536	-6.941616	-16.969357	9.178805	1.083841	1.214158	19.46842	5.014943	17.212649	24.982635	-10.241222	-15.869679	8.420166	0.293373	-0.300023	20.190394	5.592034	17.337696	28.711559	-10.420575	-14.890552	9.782379	-0.593724	1.023915	19.570598	5.667953	18.691054	26.242273	-9.402701	-14.152822	10.518333	2.375631	4.021982	18.727378	4.979287	15.644866	27.30272	-8.186478	-15.600668	9.485367	-0.723249	0.78197	16.562668	4.905941	20.717118	27.9017	-7.442613	-13.10397	7.781961	-0.668077	1.020444	22.968425	6.16199	18.658386	19.840482	-4.888115	-13.249412	9.546903	1.45208	2.084813	19.515457	5.140014	15.876085	25.756514	-6.312058	-15.276995	8.402243	0.363544	0.419348	21.239822	6.176896	17.248632	29.228228	-6.73645	-13.040965	8.729072	1.64893	1.715379	21.800738	6.020383	16.927627	29.627973	-9.661757	-13.550727	8.806659	1.409837	1.966159	16.706305	3.915739	16.918421	23.963625	-5.774917	-15.571568	7.847034	2.180782	3.188561	14.967381	3.128782	16.922855	22.304349	-8.639716	-15.546741
45	10.232506	-0.609032	0.770214	19.413896	5.878813	18.444714	28.3137	-9.399373	-11.753151	8.852309	-0.23889	1.198804	20.002864	5.296579	18.438087	28.155122	-7.881427	-15.681182	8.784491	0.756097	0.375175	21.521855	5.884737	17.569834	26.082677	-11.078677	-15.04745	7.831415	-0.063392	-1.038403	22.591882	6.535898	17.50738	29.742496	-10.953292	-14.463189	9.177942	-0.917771	0.410786	21.805804	6.685529	18.909945	27.008392	-10.164241	-13.078236	10.008764	1.883511	2.646916	20.910619	5.909097	16.458258	28.484276	-8.951253	-14.082815	8.880978	-0.989687	0.092631	18.855046	5.859752	20.999038	28.972367	-8.121459	-12.347682	7.101305	-0.87356	0.404234	25.756367	7.033399	18.692355	19.371805	-5.585168	-12.836498	9.108002	1.087843	1.129334	21.671447	5.99395	16.210507	26.505397	-7.283046	-14.082553	7.763666	0.097543	-0.124385	23.631188	7.118932	17.443288	30.832431	-7.570946	-12.346253	8.108908	1.287842	0.875058	24.210464	7.014812	17.238825	31.438425	-10.262006	-12.776909	8.477663	1.035426	1.081602	18.029359	4.676979	17.53307	25.88058	-6.687072	-14.797845	7.835305	1.803601	2.684969	15.893241	3.737475	17.300101	24.181625	-9.870809	-14.884425
46	9.538517	-0.788052	0.224975	22.309385	6.905368	18.535772	28.31334	-9.958744	-10.976779	8.221511	-0.552204	0.34781	22.328407	6.324576	18.868856	29.18869	-8.814327	-14.451258	8.304093	0.483023	-0.297749	23.906952	6.794621	17.758569	26.651849	-11.802596	-14.482025	7.176964	-0.321984	-1.555444	25.288826	7.495235	17.528923	30.357722	-11.223732	-14.306732	8.479434	-1.143203	-0.034465	24.360873	7.748941	19.000981	27.25402	-10.77417	-12.254766	9.366575	1.477304	1.446427	23.513756	6.87705	17.056854	29.024664	-9.5165	-12.789345	8.187763	-1.190814	-0.495734	21.466955	6.831488	21.010208	29.549709	-8.59299	-11.729629	6.321264	-1.000201	-0.061905	28.819351	7.940121	18.589305	18.534476	-6.104501	-12.70002	8.556067	0.79982	0.342514	24.172978	6.891609	16.3968	26.755542	-8.141286	-13.092798	7.059228	-0.059587	-0.490844	26.26974	8.092576	17.507009	32.079214	-8.304938	-11.932638	7.400088	1.016134	0.256537	26.896923	8.049072	17.354987	32.893331	-10.678455	-12.268154	8.036015	0.673211	0.176623	19.646309	5.475558	18.009179	27.683379	-7.562971	-13.882122	7.710754	1.396701	2.012545	17.096875	4.396845	17.683418	26.043941	-11.02435	-14.142666
47	8.799701	-0.859271	-0.115257	25.398021	7.978728	18.538034	27.898537	-10.351706	-10.662954	7.500983	-0.779186	-0.32909	24.993034	7.416707	19.162223	29.623134	-9.616796	-13.454685	7.758942	0.298937	-0.758811	26.597171	7.72499	17.768504	26.662482	-12.332423	-14.23731	6.486643	-0.461947	-1.839022	28.22446	8.46282	17.437613	30.433966	-11.289544	-14.361796	7.716218	-1.24428	-0.278617	27.181103	8.83941	18.97408	26.993005	-11.161489	-11.792303	8.623908	1.198624	0.554728	26.466372	7.883229	17.402834	28.960314	-9.837329	-11.928356	7.44123	-1.303265	-0.939813	24.337786	7.810671	20.835815	29.628285	-8.835035	-11.41084	5.482831	-1.031603	-0.343673	32.076207	8.882694	18.361979	17.485019	-6.440692	-12.838312	7.920346	0.612784	-0.224067	26.97232	7.817669	16.429804	26.544098	-8.817509	-12.481484	6.320933	-0.098642	-0.66014	29.10384	9.100153	17.44759	32.93489	-8.971215	-11.785476	6.631791	0.852208	-0.129069	29.81087	9.111114	17.304607	33.939156	-10.94387	-12.047386	7.488443	0.355386	-0.643482	21.575996	6.293724	18.265536	29.19776	-8.334816	-12.96389	7.463473	0.993262	1.267417	18.617057	5.081824	17.964839	27.693382	-12.021309	-13.42884
48	8.043487	-0.815316	-0.239569	28.622604	9.113646	18.436686	27.151848	-10.597828	-10.784839	6.718321	-0.898896	-0.771561	27.954413	8.551887	19.281193	29.452818	-10.187939	-12.810288	7.174703	0.224852	-0.992485	29.539611	8.67197	17.623894	26.202598	-12.600876	-14.30018	5.789733	-0.474075	-1.904108	31.339974	9.444244	17.257729	29.876948	-11.283087	-14.517721	6.917392	-1.212836	-0.323142	30.203548	9.946982	18.843737	26.309987	-11.281843	-11.706218	7.821803	1.068726	0.017658	29.688854	8.932947	17.511106	28.394116	-9.928282	-11.591246	6.674973	-1.314424	-1.213572	27.39489	8.819509	20.56265	29.259752	-8.881406	-11.489943	4.62676	-0.956067	-0.431345	35.449431	9.871905	18.024556	16.387342	-6.628844	-13.195888	7.23769	0.542606	-0.548092	30.008881	8.761644	16.3058	25.972068	-9.259423	-12.332359	5.572266	-0.027915	-0.649872	32.090232	10.139663	17.269599	33.459756	-9.549448	-11.848962	5.831045	0.80808	-0.287482	32.909926	10.180317	17.092664	34.588461	-11.092062	-12.088426	6.853518	0.11199	-1.307591	23.809209	7.117335	18.294516	30.298826	-8.932696	-12.242123	7.095146	0.62664	0.538583	20.481228	5.765757	18.065594	28.874663	-12.794901	-12.888254
