Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20
27	1.138277	-6.358849	-12.061065	12.256137	4.656696	10.793539	-2.884071	0.495246	-1.632521	-1.481579	-5.408299	-11.139906	15.50438	5.591455	9.262238	-7.757232	-0.102235	-0.021246	0.477938	-5.970728	-11.151568	13.014317	5.208588	10.711332	-5.692297	-0.721324	-1.026285	-2.76896	-6.996743	-13.507918	13.676518	5.404707	9.924302	-5.937324	0.971056	-1.544064	-0.102555	-7.311973	-12.647764	8.745656	4.471467	11.604397	-2.466451	1.950347	-3.664031	-0.295653	-6.641127	-11.819991	9.356149	4.964121	12.34506	-1.339543	2.016149	-3.87363	0.614831	-6.007853	-11.976551	10.830092	4.453045	10.237445	-5.331142	1.769097	-1.484616	0.888076	-7.274729	-11.705428	12.306489	5.078036	13.207594	-4.932588	-0.202328	-4.689569	-1.12676	-7.2792	-12.785973	12.668507	5.478049	11.048734	-6.540448	0.895975	-1.872131	-0.235274	-6.26385	-11.433994	15.545152	4.847956	11.436024	-6.182516	0.252881	-1.51408	-0.541516	-7.275825	-12.791491	12.577956	4.917529	11.173524	-6.498284	1.598169	-0.499824	0.673651	-4.541564	-10.50701	8.629608	4.536968	13.615386	-1.42513	-1.681517	-6.909151	0.41654	-5.635871	-11.560999	9.611992	4.394252	12.318049	-1.187028	-0.018045	-4.511491	-1.338413	-6.930717	-11.593511	12.655596	5.005277	10.901998	-5.668085	2.203565	-0.586953	0.248684	-7.983774	-12.554191	12.616316	5.001119	11.16255	-4.760047	1.478568	-1.877164	1.208359	-6.454283	-11.509566	10.016044	4.525087	10.116914	-2.02166	1.139758	-1.941762	-0.122917	-7.2701	-12.419669	14.128239	5.297244	11.466749	-5.824263	-0.715785	-2.712542	-1.234902	-7.248693	-12.787118	15.247785	5.602877	11.306851	-8.628996	-0.351846	-2.678318	-0.057187	-7.097533	-11.830614	11.96672	5.18549	12.634935	-4.656336	0.413089	-3.226226	-0.729576	-6.543393	-13.161921	12.243697	4.641516	10.605877	-4.239117	1.426059	-1.049953
28	2.617753	-5.719265	-11.003223	10.384273	4.40446	11.221065	0.098122	-0.052319	-3.359892	0.035316	-4.799514	-10.228529	13.634541	5.294955	9.944159	-4.967005	-0.531616	-1.644971	2.022616	-5.328813	-10.236076	10.798769	4.925898	11.32743	-2.70623	-1.206529	-2.853193	-1.135948	-6.373838	-12.726492	11.538541	5.060854	10.720088	-2.972249	0.558087	-3.204099	1.775637	-6.657877	-11.572986	6.235621	4.028088	12.184869	0.677898	1.091763	-5.451534	1.269929	-6.00531	-10.881743	7.458012	4.527044	12.876811	1.770747	0.973815	-5.565647	2.170994	-5.452504	-11.250335	8.872451	4.072433	11.044305	-2.300046	1.368907	-3.11426	2.65867	-6.732125	-10.667307	9.92906	4.715185	13.613582	-1.887075	-0.915395	-6.334578	0.390425	-6.687193	-12.009833	10.654272	5.180512	11.690921	-3.623187	0.338814	-3.474657	1.346521	-5.718168	-10.41359	13.542685	4.661544	11.641122	-3.453677	-0.264091	-2.739392	1.106683	-6.673891	-11.962334	10.340068	4.611076	11.833299	-3.640878	1.080224	-2.226347	2.426305	-3.913582	-9.538186	6.428869	3.945223	13.923098	1.906834	-2.537197	-8.140065	1.96652	-5.082963	-10.636146	7.656321	3.978045	12.861304	1.985987	-0.699704	-5.799907	0.237459	-6.336401	-10.918143	10.752254	4.665847	11.610518	-2.834256	1.783668	-2.034819	1.762024	-7.409827	-11.803164	10.492267	4.703044	11.919428	-1.71991	0.964318	-3.606822	2.691334	-5.772175	-10.409068	8.350862	4.184057	10.440146	1.014575	0.629146	-3.494418	1.326985	-6.666276	-11.507195	11.929747	5.074591	11.856997	-2.887876	-1.321665	-4.273183	0.311353	-6.618938	-11.985575	13.043066	5.338318	11.767205	-5.750889	-0.837922	-4.24386	1.5928	-6.470002	-11.033095	9.672984	4.824008	13.310818	-1.635942	-0.267465	-4.880701	0.79756	-5.802912	-12.061056	10.172113	4.315745	11.043592	-1.295609	0.98269	-2.755897
29	4.017608	-5.031128	-9.806763	8.616126	4.098384	11.521665	3.178202	-0.623016	-4.963104	1.456378	-4.125757	-9.258732	11.865785	4.937261	10.643331	-1.968125	-1.019009	-3.328581	3.446806	-4.606194	-9.227214	8.697938	4.538017	11.865757	0.494466	-1.736813	-4.623199	0.470339	-5.705605	-11.836672	9.473705	4.634999	11.468395	0.169698	0.052881	-4.842393	3.581298	-5.932785	-10.402684	3.886916	3.514096	12.599855	3.882978	0.082687	-7.043545	2.746349	-5.328931	-9.804678	5.735277	4.048631	13.110713	4.916542	-0.193326	-7.029897	3.626652	-4.891064	-10.402263	7.038806	3.641876	11.705926	0.916003	0.901581	-4.669386	4.34011	-6.102479	-9.547207	7.607655	4.247679	13.891672	1.379188	-1.672984	-7.824392	1.824768	-6.030983	-11.123346	8.73702	4.803263	12.26754	-0.492185	-0.289371	-5.054169	2.867918	-5.095102	-9.295671	11.580037	4.409095	11.869247	-0.484803	-0.76475	-3.98762	2.651852	-6.009967	-11.000205	8.200101	4.224744	12.428844	-0.549222	0.498284	-3.988831	4.086493	-3.261235	-8.52187	4.353453	3.339056	14.071022	5.303954	-3.52365	-9.134879	3.452169	-4.517617	-9.598842	5.819564	3.520648	13.214004	5.256509	-1.486934	-6.872762	1.711858	-5.717541	-10.221486	8.960976	4.274913	12.330654	0.194001	1.329044	-3.455825	3.214366	-6.762211	-10.907814	8.465154	4.316779	12.615575	1.498727	0.362293	-5.320661	4.093594	-5.054682	-9.228024	6.795235	3.815741	10.675338	4.122539	0.0861	-4.90683	2.694993	-5.987346	-10.474588	9.814645	4.745396	12.183318	0.22548	-1.93939	-5.772178	1.813332	-5.898256	-11.097107	10.8782	4.941343	12.211808	-2.597888	-1.344618	-5.764283	3.175758	-5.781231	-10.119857	7.474295	4.362588	13.828984	1.558846	-1.028841	-6.409581	2.296941	-5.036753	-10.887094	8.162453	3.910119	11.472215	1.814563	0.503965	-4.483269
30	5.314088	-4.314458	-8.451277	6.994652	3.752983	11.572106	6.294819	-1.235472	-6.234591	2.768449	-3.413017	-8.210426	10.208033	4.536206	11.251751	1.211928	-1.594417	-4.959942	4.761023	-3.845796	-8.125195	6.717476	4.08496	12.231333	3.823372	-2.338228	-6.17705	2.032041	-5.01463	-10.809811	7.507101	4.142532	12.041088	3.453294	-0.556566	-6.311002	5.268388	-5.158903	-9.123647	1.794472	2.966753	12.731669	7.050053	-1.077577	-8.224168	4.107495	-4.630784	-8.56116	4.248184	3.58112	12.948343	7.99491	-1.470516	-8.144872	4.97142	-4.339189	-9.401485	5.352408	3.187522	12.103042	4.235898	0.361195	-6.009926	5.916449	-5.417264	-8.356597	5.383872	3.718284	13.989096	4.771792	-2.480059	-9.049748	3.17351	-5.337335	-10.10448	6.936283	4.36957	12.676592	2.779843	-0.988805	-6.492268	4.337423	-4.424673	-8.091527	9.668961	4.104816	12.038389	2.649652	-1.282157	-5.172415	4.102257	-5.314496	-9.90755	6.176599	3.782379	12.855262	2.679086	-0.159622	-5.625144	5.612324	-2.607919	-7.450103	2.481124	2.761643	13.988713	8.64685	-4.620705	-9.739174	4.857207	-3.960389	-8.431279	4.142675	3.067992	13.30899	8.530467	-2.379188	-7.632627	3.076783	-5.105639	-9.429458	7.298523	3.854227	12.916843	3.385301	0.818505	-4.748481	4.610948	-6.076763	-9.857937	6.54339	3.872082	13.139603	4.819418	-0.333837	-6.871616	5.389568	-4.321948	-7.956066	5.388465	3.440901	10.740479	7.250539	-0.506538	-6.045108	3.99648	-5.267864	-9.332329	7.808283	4.345355	12.357482	3.430095	-2.591846	-7.069185	3.281651	-5.123788	-10.109753	8.764953	4.448821	12.534698	0.755133	-1.891711	-7.118562	4.679779	-5.063485	-9.059917	5.405249	3.846776	14.076961	4.851572	-1.895784	-7.661421	3.767715	-4.27994	-9.612563	6.242136	3.44609	11.731383	5.03668	-0.049089	-6.017122
31	6.497822	-3.599254	-6.962762	5.556066	3.399513	11.344141	9.368958	-1.907552	-7.09958	3.977681	-2.695192	-7.079279	8.664181	4.114597	11.678146	4.492101	-2.248148	-6.403205	5.959868	-3.080985	-6.926752	4.891253	3.601382	12.365864	7.208248	-3.018995	-7.387102	3.52785	-4.328569	-9.652133	5.665462	3.617384	12.355364	6.799151	-1.250052	-7.484096	6.793659	-4.378072	-7.752406	0.043827	2.443766	12.565041	10.07953	-2.325166	-8.898005	5.339594	-3.941537	-7.198412	3.034086	3.176788	12.449323	10.912424	-2.780341	-8.888031	6.205123	-3.804837	-8.255341	3.826224	2.737962	12.212609	7.576762	-0.236719	-7.059313	7.332927	-4.699786	-7.086292	3.363826	3.166199	13.824374	8.189689	-3.347444	-9.845845	4.441447	-4.630355	-8.956915	5.265754	3.901535	12.867089	6.115355	-1.743339	-7.719903	5.748104	-3.728894	-6.80769	7.838942	3.763558	12.081724	5.878039	-1.850197	-6.209773	5.451044	-4.609902	-8.685601	4.309667	3.306285	13.048078	5.957903	-0.897595	-7.001783	6.981786	-1.985226	-6.33817	0.883216	2.253309	13.681173	11.806558	-5.754043	-9.938409	6.166051	-3.426251	-7.151516	2.663837	2.653555	13.15492	11.721837	-3.336871	-8.069131	4.346614	-4.519031	-8.509713	5.760594	3.431868	13.309912	6.651996	0.250347	-5.865768	5.935247	-5.386018	-8.639253	4.774727	3.396911	13.372959	8.172435	-1.142919	-8.067699	6.564544	-3.602803	-6.607686	4.168207	3.084142	10.600808	10.336037	-1.151932	-6.858437	5.228902	-4.535113	-8.094201	5.956175	3.906694	12.32302	6.656216	-3.287719	-8.058385	4.708736	-4.325725	-8.991232	6.735798	3.895501	12.627224	4.254922	-2.506117	-8.146633	6.100099	-4.345271	-7.858256	3.495381	3.323966	14.036054	8.152281	-2.865398	-8.572084	5.204932	-3.557154	-8.252991	4.431441	2.96942	11.759174	8.27619	-0.685421	-7.222719
32	7.549931	-2.913523	-5.374232	4.363265	3.064252	10.857524	12.319861	-2.643741	-7.560261	5.079923	-1.996851	-5.864864	7.265874	3.690396	11.856236	7.803299	-2.9606	-7.560952	7.020122	-2.352065	-5.625798	3.305575	3.131097	12.232487	10.558643	-3.768258	-8.173074	4.93213	-3.669221	-8.374075	3.996083	3.091525	12.379384	10.145399	-2.012989	-8.301913	8.107938	-3.630883	-6.306919	-1.253901	1.995491	12.137949	12.886858	-3.592692	-9.06627	6.417969	-3.292479	-5.769991	2.160793	2.872755	11.699992	13.592333	-4.042178	-9.261358	7.292018	-3.304305	-6.962366	2.531956	2.328865	12.002945	10.857877	-0.876466	-7.734762	8.579047	-3.987955	-5.762142	1.615005	2.636004	13.441165	11.5193	-4.25762	-10.251326	5.605791	-3.933607	-7.667804	3.793487	3.417765	12.766501	9.435335	-2.55203	-8.647139	7.076012	-3.035865	-5.457332	6.155828	3.41143	11.946615	9.096965	-2.501795	-6.99766	6.673123	-3.925307	-7.338262	2.68282	2.830935	12.968427	9.179521	-1.705696	-7.990405	8.169839	-1.428856	-5.216008	-0.349559	1.848916	13.187781	14.668172	-6.853147	-9.776384	7.327482	-2.943911	-5.784733	1.507402	2.320296	12.754509	14.698259	-4.303389	-8.146531	5.513458	-3.972272	-7.437577	4.380734	3.026812	13.472534	9.927116	-0.375206	-6.754701	7.182	-4.721336	-7.306108	3.182684	2.92986	13.340169	11.468161	-2.039505	-8.893896	7.593853	-2.924327	-5.202279	3.198606	2.770122	10.260331	13.309573	-1.844185	-7.341102	6.370079	-3.826835	-6.786976	4.352734	3.472861	12.046303	9.799139	-4.019179	-8.656351	6.089111	-3.538495	-7.760192	4.812104	3.335806	12.503736	7.79587	-3.18992	-8.848159	7.404448	-3.654828	-6.504409	1.847812	2.839454	13.662308	11.338348	-3.93569	-9.051187	6.586575	-2.890586	-6.826105	2.787898	2.521373	11.533788	11.448045	-1.417785	-8.023354
33	8.441166	-2.29872	-3.747919	3.526173	2.777627	10.190908	15.031439	-3.422185	-7.66352	6.059764	-1.349915	-4.583367	6.083259	3.291227	11.735762	11.053584	-3.70281	-8.376739	7.94286	-1.690301	-4.25398	2.016484	2.709659	11.896083	13.791852	-4.552157	-8.614916	6.207201	-3.066182	-7.003579	2.587405	2.608571	12.124291	13.402642	-2.82763	-8.755481	9.150937	-2.977378	-4.826547	-1.938043	1.681219	11.560069	15.351403	-4.788073	-8.819105	7.305878	-2.727212	-4.334972	1.74501	2.703736	10.821226	15.934623	-5.162231	-9.292748	8.235508	-2.850921	-5.591774	1.485971	1.979989	11.582098	14.019086	-1.524306	-8.137248	9.614736	-3.320438	-4.409671	0.262577	2.165423	12.879259	14.644189	-5.192475	-10.271556	6.666656	-3.269241	-6.284047	2.542646	2.945926	12.434388	12.657461	-3.392844	-9.311314	8.306583	-2.374675	-4.077084	4.675953	3.079301	11.661537	12.207214	-3.223196	-7.514588	7.761289	-3.286646	-5.909222	1.346907	2.391211	12.672693	12.254967	-2.54307	-8.617346	9.143433	-0.992544	-4.138025	-1.081959	1.592454	12.595843	17.094002	-7.835154	-9.324547	8.333559	-2.533123	-4.408091	0.715249	2.082293	12.23001	17.396285	-5.209044	-7.966921	6.567571	-3.481584	-6.223869	3.214313	2.65861	13.400749	13.120751	-1.039728	-7.385163	8.321684	-4.114069	-5.89007	1.850084	2.504492	13.055722	14.60149	-3.00339	-9.330621	8.440377	-2.327587	-3.777035	2.589875	2.533146	9.765158	16.063983	-2.563603	-7.512066	7.409766	-3.173822	-5.455698	3.061922	3.084266	11.584252	12.760409	-4.758476	-8.916711	7.399917	-2.79211	-6.427042	3.055976	2.805996	12.173174	11.284576	-3.949713	-9.212288	8.589028	-3.009996	-5.05161	0.509239	2.418392	13.058395	14.315546	-5.0504	-9.189175	7.875509	-2.303006	-5.373928	1.400471	2.149121	11.111921	14.436156	-2.236896	-8.432848
34	9.181157	-1.78415	-2.163949	3.083094	2.558433	9.480659	17.446903	-4.198447	-7.527143	6.925194	-0.777651	-3.285496	5.149268	2.941011	11.376211	14.171953	-4.444147	-8.902958	8.70165	-1.142349	-2.852047	1.147808	2.379755	11.425382	16.802617	-5.350137	-8.733065	7.345735	-2.540119	-5.600531	1.484227	2.199993	11.689617	16.4873	-3.668628	-8.931107	9.933737	-2.458144	-3.373109	-1.99624	1.52144	10.992353	17.429507	-5.842677	-8.35315	8.012404	-2.268301	-2.94099	1.803359	2.664686	9.948616	17.920526	-6.099016	-9.08519	9.001953	-2.478931	-4.213506	0.780716	1.72392	11.021784	16.966573	-2.153112	-8.299271	10.42547	-2.745858	-3.077763	-0.58383	1.794046	12.247638	17.450555	-6.122503	-9.979044	7.592521	-2.670704	-4.839637	1.603227	2.519688	11.898238	15.674586	-4.244695	-9.692137	9.399982	-1.78347	-2.708053	3.520478	2.801835	11.257266	15.086219	-3.98789	-7.710883	8.675243	-2.736661	-4.443499	0.427165	2.032239	12.190485	15.061182	-3.367484	-8.890657	9.917874	-0.698373	-3.137812	-1.288757	1.492094	12.00669	19.066267	-8.657731	-8.702483	9.141251	-2.236341	-3.103596	0.422735	1.975651	11.687674	19.695549	-5.977726	-7.567582	7.505699	-3.060536	-4.922354	2.301427	2.341875	13.137819	16.16008	-1.718416	-7.775961	9.323809	-3.599339	-4.451197	0.874535	2.15767	12.60683	17.450187	-3.985252	-9.426343	9.110255	-1.838497	-2.384187	2.37888	2.38965	9.211577	18.546633	-3.280817	-7.455285	8.314913	-2.618696	-4.141958	2.226211	2.789144	10.988541	15.399987	-5.476898	-8.849302	8.61155	-2.123393	-5.04086	1.557098	2.341166	11.703347	14.596056	-4.767702	-9.279947	9.614646	-2.443547	-3.541399	-0.385676	2.095307	12.305685	16.952636	-6.156873	-9.010509	9.045764	-1.807422	-3.945107	0.334243	1.878729	10.604335	17.163665	-3.104873	-8.529898
35	9.750738	-1.428138	-0.723303	3.170063	2.451591	8.86885	19.437435	-4.917588	-7.216495	7.660096	-0.330506	-2.050837	4.564243	2.681279	10.840308	17.056438	-5.161278	-9.132618	9.302993	-0.740251	-1.483342	0.759185	2.172793	10.946183	19.519645	-6.139266	-8.606982	8.312848	-2.1406	-4.241403	0.818639	1.918449	11.16566	19.261943	-4.516112	-8.84331	10.42608	-2.1449	-2.023188	-1.295517	1.570009	10.596857	18.993964	-6.646148	-7.821896	8.514212	-1.958349	-1.647	2.447186	2.773204	9.226164	19.459173	-6.773158	-8.695912	9.594391	-2.217366	-2.928082	0.463331	1.582932	10.45454	19.627137	-2.741765	-8.282251	11.034594	-2.298003	-1.814277	-0.89737	1.547156	11.657171	19.889887	-7.025692	-9.468724	8.375421	-2.172491	-3.405674	1.022656	2.17919	11.262776	18.40387	-5.086259	-9.822485	10.333273	-1.294969	-1.404837	2.785291	2.607787	10.817209	17.636022	-4.736447	-7.618853	9.40435	-2.316628	-3.016771	-0.008684	1.793796	11.607078	17.508525	-4.135506	-8.891376	10.468487	-0.592171	-2.248231	-0.829772	1.588523	11.50691	20.481435	-9.239882	-7.999433	9.753333	-2.078445	-1.945175	0.678796	2.014452	11.249583	21.543417	-6.551337	-7.040848	8.297405	-2.747392	-3.597734	1.742369	2.109093	12.723499	18.937226	-2.391849	-7.907664	10.176577	-3.199743	-3.050456	0.310746	1.913129	12.101893	19.948875	-4.93576	-9.249881	9.578097	-1.511385	-1.104109	2.695671	2.380114	8.71312	20.644401	-3.956581	-7.210321	9.07522	-2.194337	-2.895226	1.92368	2.622471	10.373086	17.625813	-6.141229	-8.5448	9.706094	-1.560371	-3.66308	0.384633	1.963286	11.189201	17.642793	-5.612141	-9.109801	10.469501	-1.986524	-2.045533	-0.770439	1.891924	11.557552	19.176554	-7.193578	-8.62173	10.052468	-1.444148	-2.609016	-0.268653	1.753081	10.137171	19.513236	-3.972283	-8.338277
36	10.181601	-1.24158	0.517973	3.776309	2.479501	8.456167	20.990481	-5.530624	-6.848231	8.283241	-0.030259	-0.952464	4.344374	2.532999	10.266221	19.666373	-5.848898	-9.137225	9.763166	-0.500912	-0.190328	0.878145	2.111115	10.550275	21.898468	-6.893998	-8.305932	9.123389	-1.888619	-2.99553	0.614982	1.783871	10.669604	21.673096	-5.339618	-8.568255	10.698063	-2.038928	-0.813053	0.059015	1.823613	10.44961	20.068382	-7.148148	-7.377171	8.858943	-1.790593	-0.489412	3.60111	3.003656	8.758924	20.59326	-7.173853	-8.239802	10.019437	-2.08914	-1.815833	0.580621	1.577106	9.985534	21.934764	-3.274693	-8.109952	11.441398	-2.044141	-0.697536	-0.551156	1.487665	11.242438	21.843288	-7.855405	-8.817307	9.011732	-1.810243	-2.054585	0.843257	1.965056	10.634578	20.782521	-5.904737	-9.72568	11.094734	-0.932873	-0.215028	2.539718	2.518106	10.425018	19.787258	-5.408584	-7.295612	9.954908	-2.059744	-1.700441	0.07154	1.704588	11.012655	19.546091	-4.817798	-8.681202	10.843531	-0.661997	-1.481919	0.226399	1.863192	11.162235	21.405162	-9.560393	-7.333522	10.181405	-2.06958	-0.96808	1.51434	2.206641	10.98779	22.897706	-6.879689	-6.466323	8.944776	-2.567849	-2.33967	1.566899	1.984874	12.263355	21.395489	-3.045996	-7.824251	10.840302	-2.970997	-1.776513	0.314437	1.82418	11.672909	21.960398	-5.779977	-8.820905	9.883368	-1.352143	0.005923	3.51977	2.509208	8.381506	22.348753	-4.550926	-6.879466	9.691991	-1.922355	-1.758407	2.189649	2.605527	9.838974	19.392035	-6.713048	-8.09374	10.637217	-1.166097	-2.379021	-0.292367	1.720409	10.753831	20.263225	-6.436306	-8.714432	11.151757	-1.670185	-0.628007	-0.59496	1.831341	10.939991	20.931418	-8.104367	-8.118858	10.893142	-1.230059	-1.408031	-0.356784	1.779995	9.816721	21.456056	-4.763159	-7.951635
37	10.489953	-1.239059	1.506011	4.931551	2.67388	8.308571	22.061852	-5.980011	-6.501299	8.793018	0.095315	-0.041131	4.548718	2.521128	9.743574	21.942749	-6.501071	-8.947013	10.09752	-0.453477	0.967501	1.578615	2.23662	10.346285	23.846474	-7.557546	-7.891081	9.774086	-1.811943	-1.914574	0.940661	1.823318	10.281827	23.644342	-6.097823	-8.153337	10.798302	-2.141453	0.231004	2.020046	2.298401	10.59185	20.635583	-7.287965	-7.107674	9.082436	-1.767074	0.484149	5.230547	3.352846	8.647662	21.325125	-7.26966	-7.796471	10.281729	-2.11738	-0.947757	1.207827	1.732674	9.701509	23.798684	-3.720497	-7.785999	11.717747	-1.978104	0.246099	0.34679	1.616159	11.052068	23.363758	-8.560219	-8.158391	9.497882	-1.630781	-0.879936	1.12597	1.925666	10.132382	22.741684	-6.663406	-9.414782	11.660268	-0.74034	0.790892	2.919099	2.573322	10.185585	21.408145	-5.911621	-6.802592	10.330195	-2.019916	-0.591951	0.751889	1.814999	10.52497	21.081727	-5.366752	-8.311599	11.070271	-0.908508	-0.871012	1.857212	2.316673	11.035694	21.850289	-9.580233	-6.787826	10.438448	-2.212077	-0.18787	2.964958	2.565238	10.954513	23.698885	-6.902949	-5.93497	9.451668	-2.549005	-1.233195	1.804888	1.996058	11.860936	23.483547	-3.667497	-7.565496	11.347089	-2.909427	-0.669638	0.84805	1.893615	11.417926	23.517514	-6.467549	-8.252544	10.049065	-1.373451	0.886536	4.876088	2.793942	8.304907	23.610163	-5.013607	-6.536007	10.162061	-1.836599	-0.794476	3.104647	2.776276	9.507035	20.613428	-7.110392	-7.601558	11.415031	-0.946699	-1.234224	-0.464742	1.619891	10.480122	22.436994	-7.183791	-8.18326	11.671293	-1.529159	0.641923	0.204275	1.949019	10.56826	22.145098	-8.801606	-7.626153	11.570973	-1.172943	-0.348112	0.117187	1.96238	9.686692	22.963208	-5.394563	-7.449905
38	10.707176	-1.408818	2.206844	6.609669	3.052997	8.443905	22.648972	-6.214027	-6.241809	9.192445	0.037245	0.658995	5.218902	2.656435	9.34601	23.84062	-7.098591	-8.610657	10.362372	-0.561204	1.968739	2.754269	2.531712	10.364788	25.393085	-8.080513	-7.453274	10.275276	-1.916823	-1.030167	1.8257	2.04746	10.072449	25.121387	-6.727889	-7.686416	10.800709	-2.423926	1.093074	4.467536	2.997433	11.015593	20.735235	-7.057352	-7.030332	9.241479	-1.873855	1.237177	7.247067	3.821852	8.953656	21.692221	-7.069815	-7.424652	10.421057	-2.279548	-0.303766	2.29991	2.034101	9.599381	25.237868	-4.056396	-7.345336	11.899404	-2.11167	0.971903	1.787283	1.957762	11.135251	24.421778	-9.056276	-7.601763	9.867057	-1.627757	0.081368	1.820663	2.055892	9.809395	24.319896	-7.315634	-8.947937	12.073603	-0.707592	1.605263	3.864716	2.773746	10.134472	22.528626	-6.205009	-6.25287	10.587742	-2.171483	0.29362	1.935695	2.111102	10.210899	22.177227	-5.766151	-7.883266	11.189268	-1.31129	-0.440278	3.977496	2.942108	11.166523	21.873276	-9.301497	-6.406181	10.578691	-2.470569	0.424555	4.908679	3.070601	11.132429	24.033588	-6.652657	-5.498227	9.819257	-2.727476	-0.3941	2.513101	2.180997	11.645256	25.119015	-4.224958	-7.180482	11.705431	-3.031023	0.21914	1.960148	2.150286	11.428131	24.568707	-6.92516	-7.629681	10.118893	-1.567148	1.483154	6.741361	3.243355	8.540049	24.400974	-5.292199	-6.253104	10.533956	-1.905258	-0.007727	4.539199	3.113867	9.418801	21.373913	-7.293579	-7.183069	12.026443	-0.926774	-0.262304	-0.042568	1.694673	10.424252	24.071686	-7.777118	-7.583542	12.082478	-1.544739	1.747649	1.532241	2.238327	10.452013	22.880707	-9.250739	-7.242436	12.098869	-1.278887	0.557708	1.219129	2.311132	9.791257	23.97431	-5.749207	-6.93642
