Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z	R.ASYX	R.ASYY	R.ASYZ
0.067	2101.638	1033.038	1611.254	2117.679	1022.464	1385.147	1924.771	1066.504	1535.471	1935.229	1065.629	1439.421	2030.566	1096.693	1656.279	2056.577	1092.917	1334.563	2051.922	736.909	1661.502	2078.217	631.906	1648.64	1990.814	728.18	1632.153	2012.209	620.704	1619.093	1947.64	255.692	1609.778	1915.271	183.435	1591.489	1907.638	280.394	1583.152	1874.288	209.775	1564.901	1800.199	88.48	1527.167	1788.543	44.353	1525.669	1817.721	58.504	1577.053	2082.203	766.259	1299.418	2126.79	665.66	1290.04	2034.664	742.853	1342.0	2073.096	640.249	1328.787	1927.292	434.047	1324.994	1857.988	393.046	1335.208	1922.246	458.826	1371.227	1849.131	417.463	1379.051	1748.182	391.317	1411.293	1703.324	388.454	1420.345	1718.875	374.045	1367.957																			2017.688	53.214	1506.736	1975.41	48.381	1612.516																									1770.411	172.167	1406.47	1737.392	224.09	1315.121				1975.289	88.699	1548.53
0.073	2101.762	1035.465	1610.752	2117.585	1025.969	1384.734	1925.017	1069.984	1535.016	1935.417	1069.816	1438.989	2032.083	1100.209	1655.95	2056.384	1097.061	1334.546	2044.527	739.263	1660.936	2067.739	633.503	1648.111	1983.115	732.376	1631.77	2001.272	624.188	1619.029	1931.421	257.311	1610.035	1898.904	185.114	1591.855	1891.874	282.081	1583.012	1857.774	211.418	1565.308	1784.134	89.833	1527.64	1771.821	45.804	1526.073	1801.048	60.022	1577.457	2086.262	771.243	1298.114	2132.921	671.804	1288.847	2038.485	746.768	1339.726	2078.9	645.021	1326.241	1938.092	430.631	1324.594	1870.282	387.235	1334.977	1931.899	455.885	1370.439	1859.64	411.41	1379.027	1759.646	381.619	1410.567	1714.775	376.386	1419.706	1731.234	362.609	1367.428																			2000.848	53.155	1506.662	1958.416	48.298	1612.41																									1793.215	163.828	1408.386	1757.992	213.081	1316.232				1958.819	89.114	1548.828
0.08	2102.251	1038.253	1610.061	2117.691	1029.939	1384.31	1925.538	1073.848	1534.561	1935.82	1074.373	1438.526	2033.754	1103.828	1655.53	2056.288	1101.749	1334.505	2036.729	742.075	1660.23	2056.809	635.552	1647.13	1975.194	737.06	1630.997	1989.943	628.42	1618.223	1915.103	259.293	1610.307	1882.793	187.155	1591.799	1875.49	283.8	1583.044	1842.195	213.382	1565.142	1767.123	92.092	1528.366	1754.9	48.064	1526.862	1784.573	61.79	1578.006	2090.776	776.821	1297.437	2138.777	678.234	1287.532	2041.771	751.032	1337.027	2084.78	650.186	1323.897	1948.692	426.913	1324.419	1882.479	380.952	1334.78	1941.267	452.451	1369.995	1870.875	404.988	1378.704	1771.136	370.791	1410.431	1726.623	363.248	1419.449	1744.024	349.968	1367.288																			1983.616	53.183	1506.747	1941.402	48.483	1612.417																									1817.016	155.458	1410.176	1779.299	201.575	1317.328				1942.332	89.728	1548.992
0.087	2102.931	1041.226	1609.327	2117.999	1034.27	1383.898	1926.235	1078.156	1534.174	1936.454	1079.293	1438.021	2035.582	1107.546	1655.071	2056.337	1106.789	1334.32	2028.659	745.353	1659.39	2045.527	637.996	1645.518	1967.093	742.377	1629.8	1978.457	633.314	1616.758	1898.694	261.784	1610.539	1866.506	189.622	1592.182	1859.102	286.243	1583.346	1825.763	215.729	1565.508	1750.724	95.093	1528.776	1738.15	51.275	1527.129	1768.109	64.177	1578.471	2094.39	782.594	1296.141	2144.985	684.822	1287.109	2045.176	755.78	1334.762	2090.177	655.717	1321.854	1959.063	422.892	1323.956	1895.043	374.068	1335.055	1950.466	448.612	1369.491	1882.339	398.062	1378.565	1783.03	359.22	1410.393	1739.11	349.025	1419.36	1757.543	336.348	1367.423																			1966.666	53.152	1506.669	1924.422	48.864	1612.654																									1841.708	147.179	1412.35	1801.494	190.027	1318.538				1925.973	90.501	1549.519
0.093	2103.937	1044.077	1608.779	2118.519	1039.042	1383.446	1927.222	1082.718	1533.787	1937.177	1084.523	1437.563	2037.641	1111.407	1654.529	2056.588	1112.077	1334.408	2020.408	749.16	1658.362	2033.914	641.474	1644.328	1958.975	748.307	1628.381	1966.844	639.039	1614.788	1882.823	264.977	1610.726	1850.695	192.672	1592.528	1842.6	289.45	1583.682	1810.052	218.651	1565.774	1735.365	99.001	1529.946	1722.064	55.414	1527.667	1751.952	67.571	1579.185	2097.748	788.369	1294.963	2150.029	691.951	1286.04	2048.347	760.657	1332.247	2095.255	661.549	1319.926	1968.944	418.849	1323.931	1907.874	366.679	1335.454	1959.89	443.865	1369.435	1893.705	390.656	1378.644	1795.454	346.774	1410.58	1752.213	333.702	1419.355	1771.467	321.912	1367.714																			1949.546	53.056	1506.432	1907.67	48.776	1612.582																									1865.124	138.541	1413.437	1824.64	178.499	1319.768				1910.046	91.327	1550.096
0.1	2104.69	1047.345	1607.93	2119.137	1043.976	1383.141	1928.274	1087.72	1533.512	1938.145	1089.992	1437.031	2039.922	1115.492	1653.98	2057.182	1117.888	1334.236	2012.22	753.608	1657.216	2022.267	645.532	1642.678	1951.01	754.878	1626.656	1955.552	645.55	1612.599	1868.843	268.679	1609.171	1835.173	196.392	1593.113	1827.096	293.103	1583.985	1794.487	222.335	1566.376	1720.18	103.941	1531.059	1706.062	60.643	1528.262	1736.252	71.429	1579.846	2100.588	794.626	1293.433	2154.864	698.728	1285.127	2051.363	765.895	1330.179	2100.255	667.664	1318.416	1979.901	413.64	1324.008	1920.83	359.0	1335.892	1967.986	438.993	1369.339	1905.562	382.593	1378.826	1808.395	333.387	1410.919	1766.035	317.899	1419.718	1786.217	307.089	1368.026																			1932.714	53.04	1505.881	1890.447	48.956	1612.56																									1892.98	130.265	1415.061	1848.674	166.903	1320.861				1894.249	92.41	1550.88
0.107	2105.494	1050.572	1607.238	2120.17	1049.14	1382.803	1929.523	1092.968	1533.179	1939.207	1095.743	1436.541	2042.651	1119.698	1653.27	2057.87	1123.743	1334.092	2004.096	758.707	1656.183	2010.749	650.151	1641.154	1943.565	761.971	1624.835	1944.37	652.646	1610.305	1853.637	273.129	1609.686	1820.186	200.784	1593.721	1811.843	297.503	1584.568	1779.439	226.571	1566.905	1705.627	109.564	1532.037	1690.478	66.711	1528.749	1720.926	76.158	1580.382	2104.355	800.955	1292.81	2159.248	705.752	1284.326	2054.164	771.312	1328.067	2104.742	673.775	1316.95	1990.203	408.475	1324.133	1933.821	351.022	1336.399	1976.88	433.589	1369.371	1917.315	374.19	1379.176	1822.05	319.496	1411.517	1781.737	300.947	1420.248	1801.934	291.491	1368.577																			1916.055	52.83	1505.42	1873.52	49.405	1612.917																									1920.112	122.3	1416.488	1873.57	155.674	1322.018				1879.48	93.572	1551.773
0.113	2106.36	1053.861	1606.548	2121.138	1054.337	1382.533	1930.944	1098.498	1532.898	1940.404	1101.636	1435.943	2045.653	1124.073	1652.497	2058.775	1129.778	1333.837	1996.308	764.152	1655.041	1999.501	655.498	1639.741	1936.102	769.639	1623.089	1933.699	660.343	1607.977	1837.357	278.217	1612.261	1805.492	205.776	1594.536	1796.984	302.446	1585.231	1764.764	231.438	1567.423	1691.75	115.883	1532.938	1675.302	73.62	1529.092	1706.186	81.422	1580.85	2106.879	807.322	1291.652	2162.974	712.737	1283.558	2056.74	776.957	1326.278	2108.663	680.0	1315.688	2000.519	402.897	1324.328	1947.686	342.584	1337.248	1985.763	427.71	1369.488	1929.03	365.56	1379.406	1836.389	304.825	1412.171	1796.411	283.75	1420.804	1818.157	275.736	1369.059																			1899.301	52.528	1505.233	1856.754	49.778	1613.279																									1947.487	114.6	1417.34	1899.338	144.874	1322.961				1864.388	94.044	1552.243
0.12	2107.354	1057.268	1605.88	2122.264	1059.617	1382.288	1932.621	1104.1	1532.565	1941.759	1107.759	1435.333	2049.072	1128.613	1651.654	2060.007	1135.612	1333.572	1988.899	770.055	1654.022	1988.503	661.369	1638.624	1929.462	777.61	1621.364	1923.321	668.579	1605.96	1823.039	283.938	1612.943	1791.623	211.252	1595.216	1782.861	307.872	1585.302	1750.831	236.669	1567.815	1678.49	122.632	1533.729	1660.873	81.003	1529.737	1691.895	87.362	1581.475	2109.064	813.538	1290.642	2166.264	719.589	1283.056	2058.936	782.512	1324.634	2111.904	686.277	1314.523	2011.262	397.046	1324.909	1962.485	333.535	1338.39	1995.258	421.022	1369.623	1942.149	355.967	1380.393	1851.765	289.495	1412.975	1813.207	265.788	1421.403	1835.606	259.128	1369.815																			1882.363	53.087	1504.782	1840.854	50.228	1612.636																									1976.616	107.916	1418.594	1925.833	134.264	1323.805				1850.258	94.981	1553.267
0.127	2108.474	1060.855	1605.115	2123.526	1064.932	1381.92	1934.422	1109.819	1532.217	1943.231	1113.972	1434.631	2052.954	1133.116	1650.504	2060.973	1141.903	1332.973	1982.019	776.259	1653.173	1978.069	667.669	1637.808	1923.226	785.802	1619.856	1913.656	677.125	1604.142	1809.171	289.985	1613.668	1778.158	217.069	1595.99	1769.211	313.727	1585.622	1737.667	242.193	1568.08	1665.879	129.928	1534.425	1646.925	89.006	1529.916	1678.049	93.808	1581.758	2110.817	819.489	1289.9	2168.973	726.21	1282.728	2060.575	788.114	1323.176	2114.755	692.326	1313.823	2022.058	390.824	1325.526	1976.877	324.746	1339.413	2004.475	414.134	1369.962	1954.895	346.168	1380.892	1868.078	273.83	1413.847	1831.26	247.445	1422.128	1854.074	242.317	1370.594																			1865.669	53.357	1504.622	1824.686	50.81	1613.0																									2005.254	101.303	1419.178	1952.864	124.388	1324.333				1836.812	96.075	1554.359
0.133	2109.853	1064.519	1604.237	2124.844	1070.064	1381.396	1936.484	1115.691	1531.84	1944.906	1120.206	1433.805	2056.794	1137.938	1649.23	2062.246	1148.089	1332.342	1975.762	782.515	1652.373	1968.35	674.282	1637.188	1917.674	794.159	1618.502	1904.759	685.791	1602.631	1796.095	296.049	1614.214	1765.342	223.236	1596.794	1756.129	319.725	1585.743	1725.17	248.07	1567.973	1653.847	137.649	1534.958	1633.53	97.495	1529.974	1664.755	100.505	1581.841	2112.148	825.455	1289.353	2171.044	732.361	1282.698	2061.725	793.553	1322.011	2116.754	698.194	1313.307	2032.857	384.362	1326.138	1991.543	315.822	1340.158	2013.916	406.666	1370.529	1968.14	336.154	1381.644	1885.31	257.828	1414.659	1850.387	228.998	1422.938	1874.025	225.378	1371.573																			1849.561	53.462	1504.983	1808.803	51.299	1612.948																									2034.417	95.231	1419.516	1980.264	114.861	1324.514				1823.806	96.827	1555.262
0.14	2111.527	1068.197	1603.1	2126.045	1075.22	1380.732	1938.733	1121.541	1531.419	1946.689	1126.477	1433.101	2060.868	1142.544	1647.682	2063.572	1154.003	1331.549	1970.061	789.28	1652.038	1959.29	681.12	1636.991	1912.769	802.429	1617.323	1896.555	694.532	1601.65	1783.027	303.146	1615.134	1753.138	229.683	1597.63	1743.806	326.151	1585.569	1713.348	254.248	1567.901	1642.68	145.814	1535.359	1620.775	106.674	1530.031	1652.016	107.94	1582.032	2113.071	830.923	1289.078	2172.386	738.238	1283.085	2062.37	798.86	1321.099	2117.976	703.785	1313.293	2043.693	377.74	1326.801	2006.65	306.909	1341.004	2023.28	399.045	1371.164	1982.706	325.536	1382.307	1903.464	241.696	1415.426	1870.834	210.495	1423.714	1894.873	208.417	1372.521																			1833.975	53.796	1505.078	1793.128	52.144	1613.344																									2063.077	90.026	1420.007	2008.342	106.011	1324.532				1811.012	98.054	1556.522
