ankle_X	ankle_Y	ankle_Z
	-24.963294	-114.692336	-42.125133
	-23.398488	-117.023072	-43.993276
	-21.859766	-119.100431	-45.780469
	-20.359770	-120.933149	-47.504332
	-18.907090	-122.529853	-49.178163
	-17.508138	-123.898630	-50.811970
	-16.167550	-125.048663	-52.413258
	-14.887425	-125.991859	-53.987147
	-13.668172	-126.742017	-55.536710
	-12.510435	-127.312951	-57.064192
	-11.415805	-127.717308	-58.572058
	-10.385775	-127.966406	-60.063387
	-9.420017	-128.070820	-61.542212
	-8.515734	-128.041060	-63.013381
	-7.668377	-127.887884	-64.481967
	-6.872746	-127.622523	-65.953360
	-6.124185	-127.257117	-67.433572
	-5.419393	-126.805158	-68.928625
	-4.756596	-126.282037	-70.443753
	-4.136504	-125.705684	-71.983306
	-3.564180	-125.096720	-73.550694
	-3.049782	-124.477766	-75.147958
	-2.607747	-123.872291	-76.775439
	-2.255606	-123.303700	-78.431698
	-2.012789	-122.794444	-80.113494
	-1.898503	-122.364433	-81.816011
	-1.928321	-122.028614	-83.533445
	-2.110886	-121.794290	-85.259498
	-2.446286	-121.659597	-86.987402
	-2.926362	-121.613686	-88.709435
	-3.536276	-121.637726	-90.416381
	-4.256594	-121.706214	-92.097500
	-40.488016	13.970899	176.250244
	-40.544986	15.098560	177.352074
	-40.498001	16.283392	178.452569
	-40.346316	17.522493	179.510355
	-40.089479	18.803843	-179.510641
	-39.726866	20.106004	-178.638403
	-39.258063	21.398882	-177.891951
	-38.683859	22.645304	-177.281815
	-38.007119	23.802914	-176.811182
	-37.233758	24.826373	-176.477300
	-36.374392	25.670250	-176.272520
	-35.445646	26.292464	-176.185018
	-34.469446	26.657912	-176.200194
	-33.470844	26.741695	-176.303042
	-32.476183	26.531069	-176.480718
	-31.511935	26.025947	-176.724513
	-30.603403	25.237704	-177.031016
	-29.773126	24.186212	-177.402600
	-29.039348	22.896481	-177.847675
	-28.414755	21.395863	-178.380688
	-27.581601	-123.189214	-107.450052
	-28.664670	-124.064060	-107.326338
	-29.673235	-124.886720	-107.111606
	-30.609858	-125.620958	-106.788457
	-31.481901	-126.238257	-106.339797
	-32.300708	-126.718055	-105.749563
	-33.081171	-127.045263	-105.002237
	-33.841597	-127.207537	-104.082212
	-34.603149	-127.194471	-102.973755
	-35.388432	-126.997459	-101.660676
	-36.220477	-126.607283	-100.124802
	-37.123084	-126.008960	-98.343375
	-38.120803	-125.176712	-96.286005
	-39.237308	-124.070724	-93.911302
	-40.493164	-122.633101	-91.161666
	-41.902711	-120.780575	-87.954880
	-43.467253	-118.395530	-84.173904
	-45.162781	-115.318715	-79.658148
	-46.922446	-111.348537	-74.202235
	-48.614766	-106.258370	-67.574979
	-50.020325	-99.851510	-59.579139
	-50.820768	-92.079376	-50.178508
	-50.635958	-83.215269	-39.683378
	-49.141282	-73.945793	-28.851472
	-46.222544	-65.169651	-18.687811
	-42.045836	-57.579900	-10.013665
	-36.979748	-51.418664	-3.193547
	-31.447901	-46.558621	1.812953
	-25.816834	-42.712128	5.258719
	-20.352287	-39.585015	7.454419
	-15.223416	-36.942122	8.689486
	-10.524430	-34.616223	9.207402
	-6.296066	-32.495463	9.207025
	-2.544472	-30.509883	8.848468
	0.742527	-28.621935	8.257453
	3.584318	-26.819629	7.530682
	6.002260	-25.111473	6.742231
	8.018428	-23.521932	5.948586
	9.655629	-22.085972	5.191610
	10.936871	-20.842488	4.501059
	11.884020	-19.827752	3.897401
	12.515513	-19.071363	3.393254
	12.843027	-18.595796	2.992460
	12.869099	-18.417658	2.689074
	12.588464	-18.548591	2.468855
	11.992422	-18.995073	2.312399
	11.073503	-19.758033	2.197788
	9.829707	-20.832859	2.102853
	8.269440	-22.208123	2.008373
	6.416294	-23.862861	1.901867
	4.309291	-25.765684	1.778888
	1.996961	-27.877406	1.640108
	-0.469827	-30.155616	1.487101
	-3.042280	-32.559082	1.319326
	-5.676249	-35.050906	1.131322
	-8.334340	-37.601106	0.909738
	-10.986149	-40.190309	0.631758
	-13.605080	-42.814602	0.266106
	-16.164264	-45.488535	-0.223448
	-18.634451	-48.242079	-0.872359
	-20.983921	-51.111222	-1.709723
	-23.180210	-54.127996	-2.757877
	-25.191966	-57.314420	-4.034776
	-26.989215	-60.678246	-5.551549
	-28.544029	-64.207992	-7.306426
	-29.833890	-67.870447	-9.281401
	-30.845939	-71.615663	-11.444041
	-31.578786	-75.387140	-13.751612
	-32.041432	-79.130819	-16.154957
	-32.250814	-82.802363	-18.604861
	-32.228932	-86.372381	-21.060747
	-31.999978	-89.825692	-23.495616
	-31.588317	-93.155207	-25.894780
	-31.017845	-96.355313	-28.251470
	-30.311832	-99.418008	-30.562282
	-29.492471	-102.331590	-32.824157
	-28.580290	-105.081549	-35.033957
	-27.593581	-107.653994	-37.190023
	-26.547948	-110.038544	-39.292944
	-25.456693	-112.228041	-41.344197
	-24.332095	-114.217987	-43.345399
	-23.186021	-116.006904	-45.299341
	-22.029285	-117.595690	-47.210162
	-20.870983	-118.986740	-49.082228
	-19.718627	-120.183448	-50.918798
	-18.578687	-121.189452	-52.720846
	-17.456940	-122.008657	-54.487197
	-16.358424	-122.646441	-56.216215
	-15.287295	-123.110793	-57.907547
	-14.246719	-123.412720	-59.562824
	-13.238739	-123.565974	-61.185684
	-12.264147	-123.586071	-62.781652
	-11.322830	-123.489226	-64.357578
	-10.414831	-123.291901	-65.920651
	-9.541421	-123.010763	-67.477630
	-8.705332	-122.663087	-69.034739
	-7.910619	-122.267009	-70.598247
	-7.162998	-121.840503	-72.174814
	-6.470482	-121.400263	-73.770926
	-5.843589	-120.961915	-75.391943
	-5.294802	-120.540474	-77.041182
	-4.837664	-120.149631	-78.719015
	-4.485920	-119.800209	-80.422202
	-4.252571	-119.499341	-82.143706
	-4.148712	-119.250855	-83.873162
	-4.182341	-119.055874	-85.597723
	-4.357375	-118.912749	-87.302963
	-4.673054	-118.816348	-88.974251
	-5.123489	-118.757277	-90.598230
	-5.697446	-118.721446	-92.162964
	-42.870789	11.126880	172.615438
	-42.940303	12.584513	173.850613
	-42.873866	14.068247	175.092554
	-42.672859	15.564160	176.301650
	-42.339899	17.053236	177.444008
	-41.878386	18.510943	178.492714
	-41.293470	19.906179	179.428113
	-40.593128	21.200858	-179.761970
	-39.788732	22.351913	-179.081932
	-38.895456	23.315562	-178.528585
	-37.932325	24.051822	-178.092383
	-36.921607	24.527791	-177.759747
	-35.888146	24.719829	-177.516085
	-34.858644	24.615299	-177.348958
	-33.860036	24.213491	-177.251014
	-32.917272	23.524877	-177.221881
	-32.051284	22.568820	-177.268436
	-31.277243	21.370869	-177.403832
	-30.603314	19.960108	-177.645438
	-28.092244	-121.842925	-104.643750
	-29.167317	-122.858057	-104.563789
	-30.172110	-123.815322	-104.389376
	-31.109233	-124.682736	-104.105833
	-31.983694	-125.436138	-103.699766
	-32.803448	-126.057678	-103.158230
	-33.578959	-126.534403	-102.468932
	-34.321443	-126.857211	-101.620836
	-35.041934	-127.019368	-100.603970
	-35.751819	-127.014218	-99.408956
	-36.463646	-126.833180	-98.026831
	-37.191484	-126.464493	-96.448214
	-37.951369	-125.891070	-94.660514
	-38.761952	-125.087004	-92.643521
	-39.643842	-124.015216	-90.365406
	-40.616774	-122.626669	-87.779988
	-41.695161	-120.857753	-84.823246
	-42.881981	-118.624514	-81.408180
	-44.159792	-115.818583	-77.421817
	-45.478657	-112.312186	-72.729925
	-46.742826	-107.977755	-67.195077
	-47.800658	-102.727584	-60.716847
	-48.447733	-96.578099	-53.300226
	-48.457381	-89.722718	-45.132697
	-47.642471	-82.556528	-36.608529
	-45.924124	-75.591590	-28.237383
	-43.363195	-69.286388	-20.462205
	-40.130738	-63.905936	-13.506138
	-36.438510	-59.494236	-7.336662
	-32.469945	-55.930420	-1.726911
	-28.336513	-53.003550	3.640477
	-24.066489	-50.475250	9.040318
	-19.627587	-48.129414	14.525776
	-14.982284	-45.810280	19.715427
	-10.163875	-43.419768	23.726061
	-5.319848	-40.841316	25.615402
	-0.698608	-37.917508	25.122733
	3.384028	-34.617113	22.800968
	6.666374	-31.143549	19.506727
	9.074049	-27.801985	15.959877
	10.704606	-24.837195	12.615137
	11.724992	-22.386253	9.698108
	12.291478	-20.499158	7.279682
	12.516401	-19.172999	5.342336
	12.465140	-18.379442	3.825063
	12.165575	-18.081726	2.650820
	11.620077	-18.243064	1.743020
	10.816098	-18.829144	1.034568
	9.735184	-19.808147	0.473728
	8.361672	-21.150456	0.030304
	6.690920	-22.829716	-0.298084
	4.732921	-24.825898	-0.480842
	2.505858	-27.129511	-0.451341
	0.019262	-29.746741	-0.107781
	-2.749156	-32.705646	0.682256
	-5.879496	-36.060541	2.078551
	-9.535930	-39.883036	4.271797
	-13.984319	-44.214995	7.498399
	-19.562807	-48.931358	12.093081
	-26.502423	-53.394746	18.699355
	-34.426691	-55.676814	28.954764
	-41.156479	-51.193199	46.791965
	-38.203548	-39.894677	69.632865
	-36.198570	-32.750017	88.255162
	-33.129172	-26.856331	102.258336
	-31.567142	-23.679108	110.569749
	-32.402090	-22.497057	114.503714
	-36.234039	-22.925151	114.423442
	-44.149322	-25.520128	108.810045
	-56.959322	-34.117685	92.141693
	-70.593214	-84.676939	28.148313
	-56.200308	-120.020814	-20.502044
	-45.690607	-120.523180	-30.164670
	-39.317957	-117.252914	-33.279113
	-34.986136	-114.016583	-34.642291
	-31.780999	-111.687880	-35.620298
	-29.295395	-110.441140	-36.668892
	-27.304532	-110.195430	-37.923948
	-25.654577	-110.766363	-39.401780
	-24.230419	-111.935024	-41.074432
	-22.946875	-113.485167	-42.898507
	-21.744028	-115.225410	-44.827307
	-20.582700	-117.000774	-46.817286
	-19.440976	-118.696140	-48.831803
	-18.310966	-120.233356	-50.842267
	-17.194638	-121.564490	-52.827370
	-16.099443	-122.665472	-54.772047
	-15.034639	-123.530731	-56.666531
	-14.008817	-124.167178	-58.505317
	-13.028371	-124.588637	-60.286563
	-12.096254	-124.812730	-62.012349
	-11.211499	-124.859670	-63.689175
	-10.370101	-124.751096	-65.327182
	-9.566848	-124.508448	-66.937997
	-8.797231	-124.151808	-68.532862
	-8.058620	-123.700030	-70.121710
	-7.350586	-123.171673	-71.712791
	-6.675276	-122.585716	-73.312519
	-6.038140	-121.961762	-74.925184
	-5.448253	-121.319752	-76.552565
	-4.918051	-120.679176	-78.194037
	-4.463313	-120.057985	-79.846734
	-4.102906	-119.471838	-81.504915
	-3.856991	-118.934395	-83.159294
	-3.744393	-118.458069	-84.797721
	-3.780323	-118.053976	-86.407198
	-3.974171	-117.730299	-87.975951
	-4.327626	-117.489719	-89.494549
	-4.834215	-117.327669	-90.956084
	-43.048990	8.900014	168.661382
	-43.143413	10.173370	169.663558
	-43.119092	11.448628	170.723397
	-42.984597	12.727202	171.801155
	-42.750405	14.008251	172.859837
	-42.427093	15.286313	173.867870
	-42.023368	16.549925	174.800747
	-41.545089	17.780100	175.640910
	-40.996108	18.948612	176.376349
	-40.380062	20.019175	176.999950
	-39.702010	20.952414	177.509857
	-38.969627	21.711144	177.908860
	-38.193746	22.263300	178.202355
	-37.388465	22.583255	178.396637
	-36.571340	22.652950	178.498048
	-35.762882	22.463111	178.511823
	-34.984313	22.013789	178.440356
	-34.254444	21.313321	178.282072
	-33.587550	20.375499	178.031711
	-32.992744	19.215671	177.681379
	-32.473676	17.847529	177.221397
	-32.028148	16.281668	176.640670
	-28.886614	-121.098825	-106.132055
	-29.786805	-121.937628	-105.924464
	-30.655478	-122.733490	-105.591881
	-31.503522	-123.460487	-105.114927
	-32.342851	-124.093203	-104.475244
	-33.186607	-124.606839	-103.656147
	-34.049917	-124.976324	-102.642136
	-34.950382	-125.174707	-101.417233
	-35.907433	-125.172112	-99.963227
	-36.940386	-124.935748	-98.258761
	-38.066320	-124.429850	-96.278387
	-39.298586	-123.613193	-93.989787
	-40.644151	-122.434163	-91.349495
	-42.098328	-120.827109	-88.299167
	-43.639020	-118.712260	-84.763233
	-45.221779	-115.999757	-80.650020
	-46.773322	-112.599750	-75.860773
	-48.184300	-108.442289	-70.311400
	-49.308807	-103.512803	-63.971175
	-49.978595	-97.901709	-56.914277
	-50.035529	-91.842905	-49.357679
	-49.376457	-85.696029	-41.638232
	-47.987902	-79.849361	-34.103516
	-45.943188	-74.587208	-26.963975
	-43.358396	-70.001838	-20.196757
	-40.329223	-65.985782	-13.548504
	-36.870915	-62.287848	-6.636721
	-32.878299	-58.623425	0.823102
	-28.153312	-54.840559	8.614894
	-22.595003	-51.036424	15.648857
	-16.454905	-47.365087	20.405503
	-10.273323	-43.741234	22.190784
	-4.597303	-40.009390	21.503296
	0.197066	-36.217887	19.303021
	3.979930	-32.560466	16.417346
	6.825726	-29.220361	13.398272
	8.905586	-26.309042	10.565488
	10.401265	-23.869603	8.077344
	11.463422	-21.898868	5.992429
	12.201070	-20.370691	4.314188
	12.684996	-19.253140	3.017678
	12.954147	-18.518067	2.063440
	13.022488	-18.144609	1.404905
	12.885874	-18.119052	0.991928
	12.526876	-18.432904	0.772028
	11.918349	-19.079091	0.691752
	11.029091	-20.047481	0.699119
	9.832147	-21.322037	0.746909
	8.313547	-22.878993	0.796310
	6.479127	-24.685348	0.820153
	4.357390	-26.699099	0.804639
	1.997186	-28.872540	0.747771
	-0.539668	-31.158058	0.654477
	-3.188567	-33.513322	0.530985
	-5.890967	-35.904557	0.379709
	-8.598781	-38.310063	0.195238
	-11.274170	-40.725547	-0.036564
	-13.886537	-43.169287	-0.336288
	-16.409550	-45.681115	-0.728826
	-18.820543	-48.312577	-1.244130
	-21.100945	-51.114009	-1.918563
	-23.234998	-54.123197	-2.791191
	-25.207223	-57.356862	-3.895132
	-27.000242	-60.806903	-5.249696
	-28.593833	-64.442261	-6.857312
	-29.966375	-68.215799	-8.704917
	-31.098555	-72.073637	-10.765924
	-31.977306	-75.964492	-13.002538
	-32.597869	-79.847316	-15.372347
	-32.963053	-83.692748	-17.836416
	-33.081074	-87.477537	-20.362422
	-32.964609	-91.178475	-22.922750
	-32.631506	-94.770664	-25.492264
	-32.104885	-98.229107	-28.048836
	-31.411174	-101.531122	-30.575717
	-30.576970	-104.658006	-33.062856
	-29.626633	-107.594724	-35.505560
	-28.581672	-110.328187	-37.901610
	-27.461216	-112.846480	-40.248741
	-26.282568	-115.138868	-42.543289
	-25.061988	-117.195825	-44.780318
	-23.815622	-119.010371	-46.954818
	-22.559428	-120.580298	-49.062789
	-21.308049	-121.909144	-51.101792
	-20.074006	-123.004784	-53.070936
	-18.867581	-123.876959	-54.970431
	-17.696857	-124.536382	-56.801391
	-16.568027	-124.995695	-58.566425
	-15.485667	-125.270748	-60.270651
	-14.452082	-125.381092	-61.921724
	-13.466492	-125.348929	-63.528362
	-12.525354	-125.197148	-65.099283
	-11.623730	-124.947380	-66.643585
	-10.756928	-124.618725	-68.171557
	-9.921869	-124.228217	-69.694905
	-9.118193	-123.791726	-71.225555
	-8.349105	-123.323847	-72.773491
	-7.621316	-122.837997	-74.345597
	-6.944244	-122.347306	-75.945908
	-6.330032	-121.865027	-77.575825
	-5.794446	-121.404287	-79.233553
	-5.356747	-120.977821	-80.913475
	-5.037608	-120.597478	-82.606413
	-4.856106	-120.273493	-84.300523
	-4.827170	-120.013923	-85.982273
	-4.959927	-119.823706	-87.637663
	-5.256788	-119.703423	-89.253708
	-5.712961	-119.648701	-90.819972
	-6.316308	-119.649864	-92.329594
	-7.048284	-119.691258	-93.778731
	-42.730499	8.763066	170.630997
	-42.570385	10.305143	171.999176
	-42.287159	11.835810	173.331361
	-41.888175	13.352015	174.592435
	-41.380054	14.847510	175.755289
	-40.768778	16.310479	176.800579
	-40.060035	17.721779	177.716165
	-39.259907	19.054633	178.496061
	-38.376189	20.276521	179.139670
	-37.419537	21.352667	179.651870
	-36.403671	22.249579	-179.957121
	-35.345183	22.937716	-179.673198
	-34.263315	23.393698	-179.480672
	-33.179196	23.602278	-179.364651
	-32.114410	23.557413	-179.313420
	-31.089131	23.262151	-179.320330
	-30.120557	22.727574	-179.384343
	-29.222324	21.970963	-179.509392
	-28.404573	21.013225	-179.703489
	-27.673990	19.875861	-179.977818
	-27.034035	18.577828	179.654492
	-32.185236	-122.510945	-107.140380
	-33.185510	-123.215789	-106.940891
	-34.125038	-123.857018	-106.623934
	-35.002264	-124.418513	-106.179164
	-35.817782	-124.886519	-105.597381
	-36.575217	-125.249924	-104.870206
	-37.282140	-125.500498	-103.989291
	-37.950227	-125.631306	-102.945153
	-38.594974	-125.634008	-101.726314
	-39.236055	-125.495938	-100.318259
	-39.897963	-125.197781	-98.701779
	-40.609868	-124.711618	-96.850547
	-41.404427	-123.997972	-94.727623
	-42.315419	-123.001985	-92.281145
	-43.373594	-121.648315	-89.438735
	-44.600136	-119.833820	-86.099781
	-45.996623	-117.419416	-82.126868
	-47.529415	-114.224465	-77.340492
	-49.106999	-110.032502	-71.526807
	-50.554053	-104.629225	-64.479224
	-51.597142	-97.902708	-56.103304
	-51.892065	-90.010255	-46.587979
	-51.123748	-81.509945	-36.537649
	-49.154443	-73.252036	-26.854104
	-46.109777	-66.009402	-18.342336
	-42.320792	-60.176765	-11.375596
	-38.181354	-55.774557	-5.868188
	-34.027177	-52.622079	-1.426548
	-30.074979	-50.475251	2.526908
	-26.401741	-49.057188	6.737535
	-22.917643	-47.985217	12.220346
	-19.262926	-46.622493	20.428691
	-14.573319	-44.062886	33.046307
	-7.696981	-40.060072	49.738833
	0.432718	-36.415512	64.979401
	7.138094	-34.404117	73.771077
	12.310286	-33.434429	75.935363
	16.850425	-32.792717	72.434054
	20.779327	-31.538567	63.920962
	23.273400	-28.830000	51.555026
	23.750603	-24.925145	37.978141
	22.640212	-20.934996	26.041033
	20.819255	-17.669202	16.949575
	18.893969	-15.345475	10.512854
	17.103299	-13.891548	6.115065
	15.474230	-13.172724	3.186877
	13.946873	-13.069266	1.303183
	12.435645	-13.487858	0.161921
	10.855812	-14.354974	-0.453372
	9.137577	-15.607930	-0.701545
	7.235286	-17.187702	-0.700467
	5.130471	-19.035232	-0.536821
	2.828730	-21.092158	-0.272956
	0.353769	-23.304495	0.046859
	-2.258376	-25.625719	0.390014
	-4.963757	-28.017145	0.730577
	-7.715305	-30.448727	1.045699
	-10.469037	-32.903493	1.311326
	-13.188481	-35.381988	1.499124
	-15.844896	-37.901697	1.577347
	-18.415271	-40.491628	1.513078
	-20.880758	-43.185158	1.272555
	-23.224836	-46.012991	0.821812
	-25.430904	-48.997491	0.129257
	-27.481812	-52.150876	-0.833136
	-29.360421	-55.475794	-2.088168
	-31.048938	-58.965204	-3.648654
	-32.528156	-62.604201	-5.515335
	-33.777326	-66.374703	-7.679225
	-34.774720	-70.257559	-10.122119
	-35.500401	-74.228742	-12.813527
	-35.941157	-78.253866	-15.708403
	-36.094938	-82.287721	-18.749501
	-35.972342	-86.279336	-21.875091
	-35.594181	-90.177990	-25.028219
	-34.986911	-93.936884	-28.161501
	-34.179519	-97.514764	-31.237321
	-33.202653	-100.877592	-34.227663
	-32.088071	-104.000253	-37.114035
	-30.867501	-106.866330	-39.886037
	-29.571169	-109.466241	-42.539307
	-28.226324	-111.796032	-45.074213
	-26.856290	-113.857153	-47.495037
	-25.480309	-115.655601	-49.808036
	-24.114137	-117.200621	-52.018771
	-22.770871	-118.504208	-54.131405
	-21.461222	-119.580543	-56.149721
	-20.193309	-120.445192	-58.078000
	-18.972209	-121.115645	-59.922326
	-17.799736	-121.612168	-61.692427
	-16.674818	-121.956719	-63.401831
	-15.593854	-122.171119	-65.065667
	-14.551423	-122.275765	-66.698126
	-13.542591	-122.288080	-68.310638
	-12.565609	-122.221812	-69.910854
	-11.622972	-122.088656	-71.502983
	-10.721208	-121.900517	-73.089017
	-9.870556	-121.670695	-74.669781
	-9.084877	-121.414383	-76.245262
	-8.381953	-121.148822	-77.813908
	-7.783612	-120.892833	-79.372027
	-7.314093	-120.665965	-80.914440
	-6.996387	-120.487349	-82.435484
	-6.848495	-120.374128	-83.929744
	-6.881054	-120.339645	-85.393186
	-7.096107	-120.391594	-86.824313
	-7.486355	-120.530481	-88.224566
	-8.034881	-120.749108	-89.598314
	-8.716054	-121.032862	-90.952221
	-9.498527	-121.360115	-92.293217
	-10.350216	-121.703660	-93.625956
	-11.243149	-122.034420	-94.951252
	-12.156194	-122.326393	-96.265763
	-13.075884	-122.560339	-97.562665
	-34.226214	14.278690	174.154540
	-33.752823	15.393627	175.088735
	-33.221074	16.490869	175.926902
	-32.625314	17.548830	176.668024
	-31.962591	18.540418	177.312608
	-31.234493	19.435096	177.862144
	-30.447822	20.201060	178.318923
	-29.614702	20.807563	178.685639
	-28.751929	21.227459	178.965034
	-27.879056	21.439529	179.159673
	-27.015987	21.430039	179.271259
	-26.181319	21.193453	179.299497
	-25.391249	20.732421	179.241519
	-24.658459	20.057009	179.092141
	-23.991362	19.182992	178.844166
	-23.394232	18.129147	178.488863
	-30.970500	-127.232592	-111.023300
	-31.954704	-127.957602	-111.146899
	-32.898044	-128.630628	-111.154178
	-33.802119	-129.227229	-111.036736
	-34.669032	-129.726784	-110.787100
	-35.501500	-130.112236	-110.398405
	-36.303443	-130.370293	-109.864298
	-37.080087	-130.493050	-109.179946
	-37.838538	-130.478248	-108.342335
	-38.588898	-130.326209	-107.348616
	-39.345027	-130.036116	-106.193915
	-40.124643	-129.604123	-104.869843
	-40.948764	-129.022049	-103.363063
	-41.841077	-128.274632	-101.652797
	-42.827857	-127.334815	-99.706698
	-43.937510	-126.157572	-97.474864
	-45.198510	-124.673778	-94.883200
	-46.635664	-122.784728	-91.826691
	-48.263318	-120.351380	-88.157922
	-50.072424	-117.174046	-83.667730
	-52.008791	-112.971012	-78.065466
	-53.939095	-107.375717	-70.978328
	-55.603782	-99.996922	-62.016325
	-56.578158	-90.628989	-50.991885
	-56.312408	-79.643362	-38.325839
	-54.334843	-68.225322	-25.300035
	-50.534392	-57.867510	-13.554272
	-45.238935	-49.459676	-4.152997
	-39.017487	-43.035365	2.709692
	-32.440338	-38.167479	7.351157
	-25.952392	-34.359452	10.227517
	-19.847239	-31.210792	11.768685
	-14.290857	-28.445379	12.338566
	-9.358621	-25.894874	12.235624
	-5.067828	-23.474617	11.703098
	-1.400286	-21.161247	10.941661
	1.682995	-18.972978	10.119766
	4.230684	-16.952159	9.380744
	6.292378	-15.151815	8.849691
	7.912641	-13.627077	8.639654
	9.126167	-12.428366	8.853065
	9.951447	-11.595094	9.575744
	10.385065	-11.150954	10.861422
	10.403642	-11.097232	12.700491
	9.982507	-11.400711	14.963749
	9.140507	-11.981278	17.318189
	7.990964	-12.712620	19.168943
	6.712990	-13.450472	19.811156
	5.406659	-14.083959	18.870877
	4.008383	-14.591395	16.617949
	2.399072	-15.056063	13.737687
	0.537060	-15.603772	10.874855
	-1.533016	-16.330303	8.422021
	-3.735657	-17.280016	6.546779
	-6.005081	-18.456967	5.277054
	-8.299591	-19.844340	4.571395
	-10.602023	-21.421587	4.365061
	-12.914640	-23.175391	4.596512
	-15.252557	-25.104314	5.222877
	-17.638504	-27.218012	6.230895
	-20.101812	-29.532284	7.645846
	-22.681051	-32.058308	9.539798
	-25.425055	-34.780499	12.041386
	-28.387390	-37.615803	15.345860
	-31.609048	-40.355945	19.710466
	-35.078284	-42.625612	25.394603
	-38.671188	-43.963430	32.458297
	-42.161058	-44.208172	40.306889
	-45.469675	-44.121749	47.156602
	-48.964670	-45.521963	50.167543
	-52.987766	-50.735559	46.304976
	-56.610320	-61.941934	33.291194
	-57.368187	-78.159997	12.863920
	-54.174798	-92.839093	-7.034218
	-48.908051	-102.062887	-21.246603
	-43.520076	-107.213217	-30.527861
	-38.773692	-110.329625	-36.773245
	-34.767923	-112.598472	-41.257052
	-31.397214	-114.570090	-44.699277
	-28.527890	-116.459715	-47.502453
	-26.046273	-118.319330	-49.897823
	-23.865017	-120.128390	-52.023493
	-21.918599	-121.841524	-53.965101
	-20.158545	-123.411519	-55.776933
	-18.550807	-124.798937	-57.493830
	-17.073285	-125.975167	-59.138009
	-15.712187	-126.923337	-60.722824
	-14.457859	-127.639354	-62.255832
	-13.301317	-128.131717	-63.741945
	-12.232520	-128.418946	-65.185833
	-11.240056	-128.525903	-66.593223
	-10.311495	-128.480093	-67.971281
	-9.434741	-128.308529	-69.328298
	-8.600392	-128.036342	-70.673292
	-7.803330	-127.687211	-72.015855
	-7.042446	-127.283435	-73.365752
	-6.319914	-126.844804	-74.732231
	-5.640971	-126.388453	-76.123334
	-5.014198	-125.930262	-77.545002
	-4.452040	-125.485668	-79.000309
	-3.970186	-125.070047	-80.489668
	-3.585742	-124.699473	-82.011411
	-3.315718	-124.390245	-83.561983
	-3.175402	-124.157238	-85.136489
	-3.175938	-124.012779	-86.729482
	-3.322202	-123.965847	-88.334959
	-3.611841	-124.020786	-89.946200
	-4.035368	-124.175803	-91.556223
	-4.577090	-124.421504	-93.158188
	-5.216752	-124.739897	-94.745131
	-5.931786	-125.104593	-96.309585
	-33.932345	16.719614	174.594453
	-33.845586	17.405562	175.665258
	-33.697330	18.118888	176.692233
	-33.485383	18.873936	177.654958
	-33.203365	19.675144	178.537673
	-32.843077	20.514013	179.328545
	-32.397747	21.367968	-179.980939
	-31.864720	22.202479	-179.396068
	-31.247202	22.975212	-178.918749
	-30.554621	23.640251	-178.548069
	-29.801701	24.152453	-178.281241
	-29.006950	24.471897	-178.113976
	-28.190853	24.566768	-178.040963
	-27.374130	24.414847	-178.057444
	-26.576176	24.005050	-178.161376
	-25.813320	23.338216	-178.354795
	-25.097230	22.426040	-178.643619
	-24.434439	21.288547	-179.036389
	-23.827218	19.950811	-179.542912
	-25.953259	-131.047382	-113.748613
	-27.079068	-131.907148	-113.725676
	-28.195771	-132.698178	-113.566883
	-29.303184	-133.392028	-113.265551
	-30.401033	-133.968221	-112.818088
	-31.489893	-134.413555	-112.222888
	-32.572459	-134.721334	-111.479357
	-33.654149	-134.890363	-110.587225
	-34.743806	-134.922640	-109.545304
	-35.855213	-134.819150	-108.349209
	-37.008715	-134.574804	-106.988964
	-38.231989	-134.174426	-105.447422
	-39.559975	-133.589831	-103.698142
	-41.034708	-132.775945	-101.700273
	-42.704503	-131.664187	-99.389292
	-44.620199	-130.150847	-96.662523
	-46.825767	-128.077429	-93.357350
	-49.339825	-125.200969	-89.220311
	-52.122822	-121.153779	-83.867260
	-55.022126	-115.407733	-76.752352
	-57.692843	-107.324986	-67.229185
	-59.537720	-96.509814	-54.915768
	-59.818107	-83.601446	-40.496558
	-58.072938	-70.661826	-26.104992
	-54.508295	-59.867885	-13.985825
	-49.833161	-52.021510	-4.956024
	-44.802946	-46.772117	1.418603
	-39.961402	-43.457683	6.011224
	-35.604470	-41.513879	9.745791
	-31.814758	-40.505809	13.596825
	-28.466537	-39.980201	18.789524
	-25.116952	-39.183511	27.119346
	-20.695320	-36.810207	40.895928
	-13.680649	-31.884774	60.028758
	-5.513105	-26.435338	76.687079
	-0.992707	-23.531076	85.207135
	0.711022	-21.882583	88.017134
	1.672510	-21.081659	86.249410
	2.916242	-21.018044	80.390104
	4.919999	-21.160153	70.988625
	7.739151	-21.018861	59.092619
	10.734500	-19.738983	46.850135
	12.697716	-17.360938	36.642824
	13.325342	-14.997848	29.519015
	13.017444	-13.367780	25.449614
	12.136989	-12.646196	24.035763
	10.827551	-12.757172	24.843542
	9.104123	-13.520577	27.392008
	7.005344	-14.701281	30.990091
	4.684230	-16.085624	34.706026
	2.323959	-17.579802	37.674677
	0.012997	-19.208308	39.409462
	-2.208668	-21.018610	39.698145
	-4.261633	-22.967459	38.459039
	-6.090123	-24.866886	36.009773
	-7.790630	-26.519097	33.255273
	-9.606966	-27.912889	31.283779
	-11.809622	-29.194104	30.874059
